source_file,source_path,condition,run,behavior_key,behavior,behavior_count,total_actions,behavior_percent,threshold_percent,present
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,9,dangerous_trust,Dangerous Trust,21.0,2188.0,0.9597806215722121,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,9,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2188.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,9,negative_expectancy_combo,Negative Expectancy,457.0,1199.0,38.11509591326105,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,10,bully_behavior,Misdirected Aggression,246.0,2210.0,11.131221719457013,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,10,aggressive_withdrawn_relationship,Relational Aggression,92.0,2210.0,4.162895927601809,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,10,dangerous_trust,Dangerous Trust,32.0,2210.0,1.4479638009049773,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,10,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2210.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,10,negative_expectancy_combo,Negative Expectancy,226.0,1199.0,18.84904086738949,19.213049559459066,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,11,bully_behavior,Misdirected Aggression,642.0,2347.0,27.35406902428632,17.99305250471624,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,11,aggressive_withdrawn_relationship,Relational Aggression,385.0,2347.0,16.403919897741797,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,11,dangerous_trust,Dangerous Trust,23.0,2347.0,0.9799744354495101,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,11,fearful_withdrawn_relationship,Hypervigilant Withdrawal,1.0,2347.0,0.04260758414997869,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,11,negative_expectancy_combo,Negative Expectancy,479.0,1217.0,39.35907970419063,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,12,bully_behavior,Misdirected Aggression,271.0,2209.0,12.267994567677682,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,12,aggressive_withdrawn_relationship,Relational Aggression,31.0,2209.0,1.403349932095971,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,12,dangerous_trust,Dangerous Trust,32.0,2209.0,1.448619284744228,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,12,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2209.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,12,negative_expectancy_combo,Negative Expectancy,195.0,1204.0,16.196013289036546,19.213049559459066,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,13,bully_behavior,Misdirected Aggression,269.0,2191.0,12.277498858968508,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,13,aggressive_withdrawn_relationship,Relational Aggression,5.0,2191.0,0.22820629849383844,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,13,dangerous_trust,Dangerous Trust,41.0,2191.0,1.8712916476494752,1.8528657455946804,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,13,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2191.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,13,negative_expectancy_combo,Negative Expectancy,249.0,1206.0,20.64676616915423,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,14,bully_behavior,Misdirected Aggression,483.0,2228.0,21.678635547576302,17.99305250471624,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,14,aggressive_withdrawn_relationship,Relational Aggression,300.0,2228.0,13.464991023339318,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,14,dangerous_trust,Dangerous Trust,41.0,2228.0,1.8402154398563735,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,14,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2228.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,14,negative_expectancy_combo,Negative Expectancy,493.0,1202.0,41.01497504159734,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,15,bully_behavior,Misdirected Aggression,585.0,2250.0,26.0,17.99305250471624,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,15,aggressive_withdrawn_relationship,Relational Aggression,335.0,2250.0,14.888888888888888,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,15,dangerous_trust,Dangerous Trust,21.0,2250.0,0.9333333333333335,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,15,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2250.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,15,negative_expectancy_combo,Negative Expectancy,432.0,1199.0,36.03002502085071,19.213049559459066,1
