source_file,condition,role,run,behavior_key,behavior,behavior_count,behavior_denominator,behavior_percent,threshold_percent,present
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,86,protective_behavior,Protective Behavior,0.0,1956.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,87,protective_behavior,Protective Behavior,0.0,1925.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,88,protective_behavior,Protective Behavior,0.0,1921.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,89,protective_behavior,Protective Behavior,0.0,1927.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,90,protective_behavior,Protective Behavior,0.0,1946.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,91,protective_behavior,Protective Behavior,1.0,1944.0,0.051440329218107,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,92,protective_behavior,Protective Behavior,0.0,2012.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,93,protective_behavior,Protective Behavior,0.0,1991.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,94,protective_behavior,Protective Behavior,0.0,1823.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,95,protective_behavior,Protective Behavior,0.0,1804.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,96,protective_behavior,Protective Behavior,0.0,1962.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,97,protective_behavior,Protective Behavior,0.0,1968.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,98,protective_behavior,Protective Behavior,0.0,1969.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,99,protective_behavior,Protective Behavior,0.0,1906.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,100,protective_behavior,Protective Behavior,0.0,1939.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,101,protective_behavior,Protective Behavior,0.0,1980.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,102,protective_behavior,Protective Behavior,0.0,1938.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,103,protective_behavior,Protective Behavior,0.0,1814.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,104,protective_behavior,Protective Behavior,0.0,1938.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,105,protective_behavior,Protective Behavior,0.0,1936.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,106,protective_behavior,Protective Behavior,0.0,1962.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,107,protective_behavior,Protective Behavior,0.0,1878.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,108,protective_behavior,Protective Behavior,0.0,1945.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,109,protective_behavior,Protective Behavior,0.0,1818.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,110,protective_behavior,Protective Behavior,0.0,1811.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,111,protective_behavior,Protective Behavior,0.0,1867.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,112,protective_behavior,Protective Behavior,0.0,1947.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,113,protective_behavior,Protective Behavior,0.0,1959.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,114,protective_behavior,Protective Behavior,0.0,1787.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,115,protective_behavior,Protective Behavior,0.0,1813.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,116,protective_behavior,Protective Behavior,0.0,1962.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,117,protective_behavior,Protective Behavior,0.0,1948.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,118,protective_behavior,Protective Behavior,0.0,1753.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,119,protective_behavior,Protective Behavior,0.0,1957.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,120,protective_behavior,Protective Behavior,0.0,1959.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,121,protective_behavior,Protective Behavior,0.0,1933.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,122,protective_behavior,Protective Behavior,0.0,2009.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,123,protective_behavior,Protective Behavior,0.0,1957.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,124,protective_behavior,Protective Behavior,0.0,1947.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,125,protective_behavior,Protective Behavior,0.0,1946.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,126,protective_behavior,Protective Behavior,0.0,1933.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,127,protective_behavior,Protective Behavior,0.0,1969.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,128,protective_behavior,Protective Behavior,0.0,1968.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,129,protective_behavior,Protective Behavior,0.0,1987.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,130,protective_behavior,Protective Behavior,0.0,1955.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,131,protective_behavior,Protective Behavior,0.0,1981.0,0.0,7.091133199926835,0
