source_file,condition,role,run,behavior,behavior_count,total_actions,percent_of_total_actions
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,149,Hypervigilant Withdrawal,270.0,654.0,41.284403669724774
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,150,Hypervigilant Withdrawal,144.0,713.0,20.196353436185134
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,151,Hypervigilant Withdrawal,227.0,718.0,31.615598885793872
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,152,Hypervigilant Withdrawal,87.0,753.0,11.553784860557768
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,153,Hypervigilant Withdrawal,193.0,715.0,26.99300699300699
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,154,Hypervigilant Withdrawal,83.0,745.0,11.140939597315436
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,155,Hypervigilant Withdrawal,117.0,639.0,18.30985915492958
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,156,Hypervigilant Withdrawal,283.0,765.0,36.993464052287585
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,157,Hypervigilant Withdrawal,192.0,691.0,27.785817655571638
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,158,Hypervigilant Withdrawal,239.0,707.0,33.80480905233381
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,159,Hypervigilant Withdrawal,297.0,729.0,40.74074074074074
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,160,Hypervigilant Withdrawal,126.0,752.0,16.75531914893617
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,161,Hypervigilant Withdrawal,203.0,723.0,28.077455048409405
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,162,Hypervigilant Withdrawal,223.0,741.0,30.0944669365722
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,163,Hypervigilant Withdrawal,99.0,725.0,13.655172413793103
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,164,Hypervigilant Withdrawal,87.0,766.0,11.357702349869452
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,165,Hypervigilant Withdrawal,38.0,732.0,5.191256830601093
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,166,Hypervigilant Withdrawal,248.0,660.0,37.57575757575757
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,167,Hypervigilant Withdrawal,58.0,705.0,8.226950354609928
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,168,Hypervigilant Withdrawal,277.0,690.0,40.14492753623188
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,169,Hypervigilant Withdrawal,90.0,725.0,12.413793103448276
multiple_runs_NB_LowThreat_Series_20260501_180717.csv,No ACE,NB,170,Hypervigilant Withdrawal,74.0,766.0,9.660574412532636
