agent_type,condition,source_file,Affiliative_pct,Internalizing_pct,Externalizing_pct
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.785478547854786,19.71947194719472,75.4950495049505
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,17.095435684647303,17.759336099585063,65.14522821576763
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,52.26824457593688,7.495069033530571,40.23668639053255
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,14.751426242868787,18.418907905460472,66.82966585167074
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.754279959718026,26.78751258811682,65.45820745216515
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.673511293634498,28.439425051334705,64.8870636550308
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.104984093319194,30.646871686108167,62.24814422057264
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,8.274647887323944,21.47887323943662,70.24647887323944
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.878048780487805,25.797373358348967,69.32457786116323
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,70.26476578411406,0.40733197556008144,29.327902240325866
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.253283302063791,22.607879924953096,72.13883677298311
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.882459312839059,23.779385171790235,71.3381555153707
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,63.67969494756911,1.811248808388942,34.50905624404194
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.464285714285714,28.273809523809522,67.26190476190477
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,12.956810631229235,23.089700996677742,63.95348837209303
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.339468302658487,29.447852760736197,64.21267893660531
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,12.510288065843621,20.905349794238685,66.5843621399177
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,8.263695450324978,23.212627669452182,68.52367688022284
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,19.249201277955272,17.412140575079874,63.33865814696485
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.8431372549019605,28.689370485036118,63.46749226006192
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.5047021943573675,21.865203761755485,71.63009404388715
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,53.74280230326296,1.4395393474088292,44.81765834932821
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,71.64869029275809,1.386748844375963,26.964560862865948
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.158069883527454,22.37936772046589,72.46256239600666
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,71.24183006535948,5.446623093681917,23.311546840958606
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.075064710957722,22.86453839516825,70.06039689387403
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.555555555555555,27.09551656920078,67.34892787524367
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,26.58662092624357,9.777015437392796,63.63636363636363
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.7140204271123487,28.133704735376046,68.15227483751161
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,80.0976800976801,6.227106227106227,13.675213675213676
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.573170731707317,27.84552845528455,67.58130081300813
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.299313052011776,24.141315014720313,70.55937193326791
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.332722273143904,28.780934922089823,63.88634280476627
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,64.58773784355179,8.0338266384778,27.378435517970402
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,71.56348373557188,2.308499475341028,26.128016789087095
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.4422507403751235,28.035538005923,67.52221125370188
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.6622851365015165,27.704752275025278,66.6329625884732
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,20.993589743589745,16.185897435897438,62.82051282051282
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,67.89366053169734,1.6359918200409,30.470347648261757
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,59.79760809567617,3.6798528058877644,36.52253909843606
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.24360286591607,28.863868986693962,64.89252814738997
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,69.26108374384236,2.955665024630542,27.783251231527096
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.833512352309345,30.397422126745433,64.76906552094522
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,68.00870511425462,2.50272034820457,29.488574537540806
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.098360655737705,30.020491803278688,65.8811475409836
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.342080599812558,28.49109653233365,66.1668228678538
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.48654037886341,25.02492522432702,70.48853439680957
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.47024952015355,30.134357005758154,64.3953934740883
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,57.509157509157504,2.838827838827839,39.65201465201465
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,62.21786064769381,3.140333660451423,34.64180569185476
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.8461538461538463,22.153846153846153,74.0
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.491990846681922,21.891685736079328,72.61632341723875
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.556034482758621,31.896551724137932,64.54741379310344
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.414012738853503,34.288747346072185,60.29723991507431
