condition,subgroup,n_runs,mean_lh_pct,median_lh_pct,std_lh_pct,sem_lh_pct,min_lh_pct,max_lh_pct
ACE,All,200,14.970262623174772,18.70089352657373,11.380138680770223,0.8046973232015955,0.0,34.53488372093023
ACE,Resilient,67,0.7823438203691382,0.21929824561403508,1.170773093334698,0.14303269828001272,0.0,5.038759689922481
ACE,Intermediate,66,17.16575776820985,18.70089352657373,5.286335313971096,0.6507028956134011,5.824372759856631,23.600746268656717
ACE,Vulnerable,67,26.995454865199584,26.29310344827586,2.3725170907299584,0.2898490947003168,23.774765380604794,34.53488372093023
