agent_type,condition,behavior_key,behavior_label,category,denominator_type,n_runs,mean_pct,std_pct,sem_pct,min_pct,max_pct
DB,Moderate adversity,cynical,Negative expectancy,maladaptive,expectancy,200,14.7419199499034,4.674010430587025,0.330502447080474,3.015075376884422,26.94560669456067
DB,Moderate adversity,learned_helplessness,Learned helplessness,maladaptive,complex,200,0.0,0.0,0.0,0.0,0.0
DB,ACE,healthy_friendliness,Healthy friendliness,adaptive,complex,200,12.280094351123148,15.488930569817771,1.0952327839245761,0.0,44.694132334581774
DB,ACE,protective_behavior,Protective behavior,adaptive,complex,200,13.047805133217402,11.570678872465946,0.8181705493652586,1.6227180527383367,39.97584541062802
DB,ACE,hopefulness,Positive expectancy,adaptive,expectancy,200,67.18811753497265,9.977638539174793,0.7055255871278734,52.320675105485236,91.26455906821963
DB,ACE,community_trusting_vulnerability,Help-seeking,adaptive,complex,200,0.0,0.0,0.0,0.0,0.0
DB,ACE,willingness_to_flee,Adaptive avoidance,adaptive,complex,200,2.3417989904031753,1.4613431304364926,0.10333256371720213,0.37488284910965325,18.59903381642512
DB,ACE,fearful_withdrawn_relationship,Hypervigilant withdrawal,maladaptive,complex,200,0.05254713577034695,0.14747655582877875,0.010428167269256591,0.0,1.3322884012539185
DB,ACE,bully_behavior,Misdirected aggression,maladaptive,complex,200,29.402784375123584,8.485666141226199,0.6000272071346129,6.038647342995169,48.275862068965516
DB,ACE,aggressive_withdrawn_relationship,Relational aggression,maladaptive,complex,200,24.688611187685105,14.05581685097654,0.9938963410441656,0.0,42.99065420560748
DB,ACE,dangerous_trust,Dangerous trust,maladaptive,complex,200,2.961171054677211,0.718115154662645,0.05077840955347826,0.9700889248181084,5.238828967642527
DB,ACE,cynical,Negative expectancy,maladaptive,expectancy,200,32.811882465027345,9.977638539174793,0.7055255871278734,8.735440931780367,47.67932489451477
DB,ACE,learned_helplessness,Learned helplessness,maladaptive,complex,200,15.225187772000027,10.222866107629034,0.7228657947866616,0.0,31.740976645435243
NB,No ACE,healthy_friendliness,Healthy friendliness,adaptive,complex,200,31.59386651571827,11.994831279233102,0.8481626536734237,6.883116883116883,59.589041095890416
NB,No ACE,protective_behavior,Protective behavior,adaptive,complex,200,1.725189258281228,2.7178126375475946,0.19217837460044004,0.0,33.33333333333333
NB,No ACE,hopefulness,Positive expectancy,adaptive,expectancy,200,87.44591016255191,3.699685496178053,0.2616072702605018,74.79131886477462,94.20049710024855
NB,No ACE,community_trusting_vulnerability,Help-seeking,adaptive,complex,200,15.83614556661962,12.084646949344,0.8545135806126467,0.0,39.361702127659576
NB,No ACE,willingness_to_flee,Adaptive avoidance,adaptive,complex,200,22.52549999470042,14.576146498040767,1.0306892032333173,0.15625,46.49933949801849
NB,No ACE,fearful_withdrawn_relationship,Hypervigilant withdrawal,maladaptive,complex,200,21.441956422447717,12.514083500761332,0.8848793303723028,0.13605442176870747,52.455795677799614
NB,No ACE,bully_behavior,Misdirected aggression,maladaptive,complex,200,0.7883365758389634,1.032268320924407,0.07299239297296994,0.0,9.166666666666666
NB,No ACE,aggressive_withdrawn_relationship,Relational aggression,maladaptive,complex,200,3.617684371293955,4.990425586221038,0.35287637730237476,0.0,35.78231292517007
NB,No ACE,dangerous_trust,Dangerous trust,maladaptive,complex,200,2.4713212950998247,2.795927758457488,0.19770194777129935,0.0,25.672043010752688
NB,No ACE,cynical,Negative expectancy,maladaptive,expectancy,200,12.554089837448087,3.6996854961780534,0.26160727026050185,5.79950289975145,25.208681135225376
NB,No ACE,learned_helplessness,Learned helplessness,maladaptive,complex,200,0.0,0.0,0.0,0.0,0.0
NB,Moderate adversity,healthy_friendliness,Healthy friendliness,adaptive,complex,200,30.82908300410907,10.739824122854058,0.7594202466020968,6.574923547400611,51.714285714285715
NB,Moderate adversity,protective_behavior,Protective behavior,adaptive,complex,200,1.2863010272895274,1.521452451079059,0.10758293454108965,0.0,10.511756569847856
NB,Moderate adversity,hopefulness,Positive expectancy,adaptive,expectancy,200,86.91315771999223,4.239548648431098,0.2997813598475892,69.95073891625616,94.35075885328837
NB,Moderate adversity,community_trusting_vulnerability,Help-seeking,adaptive,complex,200,16.78708470943596,12.66562034701134,0.895594603530603,0.37974683544303794,38.88048411497731
NB,Moderate adversity,willingness_to_flee,Adaptive avoidance,adaptive,complex,200,23.915267980199832,14.645965588164778,1.0356261584416135,0.0,46.70886075949367
NB,Moderate adversity,fearful_withdrawn_relationship,Hypervigilant withdrawal,maladaptive,complex,200,21.182493621364873,11.342211601735539,0.8020154737239932,0.44510385756676557,48.47094801223242
NB,Moderate adversity,bully_behavior,Misdirected aggression,maladaptive,complex,200,0.6998823151929139,0.6890456879477346,0.04872288784951928,0.0,3.571428571428571
NB,Moderate adversity,aggressive_withdrawn_relationship,Relational aggression,maladaptive,complex,200,3.521270668587448,4.930666215384485,0.34865075166657794,0.0,42.87856071964018
NB,Moderate adversity,dangerous_trust,Dangerous trust,maladaptive,complex,200,1.7786166738203752,1.50496474493532,0.10641707765904476,0.0,16.988950276243095
NB,Moderate adversity,cynical,Negative expectancy,maladaptive,expectancy,200,13.086842280007772,4.239548648431098,0.2997813598475892,5.649241146711636,30.049261083743843
NB,Moderate adversity,learned_helplessness,Learned helplessness,maladaptive,complex,200,0.0,0.0,0.0,0.0,0.0
NB,ACE,healthy_friendliness,Healthy friendliness,adaptive,complex,200,47.45408257851806,14.716457446163012,1.0406106855225128,6.992084432717678,68.89250814332247
NB,ACE,protective_behavior,Protective behavior,adaptive,complex,200,0.004432362766318162,0.02543597594313452,0.0017985951075488308,0.0,0.1692047377326565
NB,ACE,hopefulness,Positive expectancy,adaptive,expectancy,200,83.08142413654696,2.5697185744623336,0.18170654297433442,76.01659751037344,88.38342810722989
NB,ACE,community_trusting_vulnerability,Help-seeking,adaptive,complex,200,10.68014174017414,11.428741661928397,0.8081340729578782,0.0,32.075471698113205
NB,ACE,willingness_to_flee,Adaptive avoidance,adaptive,complex,200,29.498761667888886,17.839714626442483,1.2614583186790316,0.49586776859504134,50.70785070785071
NB,ACE,fearful_withdrawn_relationship,Hypervigilant withdrawal,maladaptive,complex,200,8.91070719479987,10.181464838968086,0.7199382830046733,0.0,44.72295514511873
NB,ACE,bully_behavior,Misdirected aggression,maladaptive,complex,200,0.012586648534563117,0.04652794477993366,0.0032900225268564314,0.0,0.3225806451612903
NB,ACE,aggressive_withdrawn_relationship,Relational aggression,maladaptive,complex,200,0.20556241136503428,0.5746032366513436,0.040630584512790356,0.0,4.501607717041801
NB,ACE,dangerous_trust,Dangerous trust,maladaptive,complex,200,3.233725395953129,0.8248763478115546,0.05832756591779434,1.366120218579235,7.107438016528926
NB,ACE,cynical,Negative expectancy,maladaptive,expectancy,200,16.918575863453043,2.5697185744623336,0.18170654297433442,11.616571892770105,23.983402489626556
NB,ACE,learned_helplessness,Learned helplessness,maladaptive,complex,200,0.0,0.0,0.0,0.0,0.0
