Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_HighThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
83,316,78,107,655,60,246,22,53,599,7,487,501,512,219,284,0,0,0,5,0,388,17,2,210,36,15,25,38,708,219,916.577909518713,207.8712667268025,82.31190547360808,12.674965694207918,15.404704261395668,16.409637757962095
84,637,109,419,257,74,573,49,365,202,19,504,486,510,167,4,0,13,0,0,0,103,25,59,266,307,294,32,71,1041,167,821.3812284791961,192.56368640811453,88.57929190243598,12.585731042065152,34.12122714711504,6.877665390990045
85,716,97,291,282,65,668,25,235,214,21,517,498,485,324,49,0,32,0,0,0,229,25,195,409,255,186,31,49,839,324,910.4248649290346,208.22017169647344,98.96261429645826,15.238130818218488,61.036883448362815,20.295416294381454
86,562,111,436,321,69,505,44,374,259,8,478,504,518,173,1,0,18,0,0,0,95,27,77,216,288,301,34,73,1017,173,812.786067983223,199.2154470591958,82.01685736098773,12.556381519656767,22.122147211554626,4.673766880731353
87,282,83,98,719,62,217,37,34,655,2,486,508,506,233,256,0,0,0,0,0,407,37,0,182,35,8,26,26,712,233,990.2773148623941,221.9282985153943,86.06544340244835,13.99492145998799,69.67173427384638,117.34571932396473
88,360,86,113,654,63,294,30,47,599,0,466,512,522,244,224,0,0,0,0,0,401,25,4,237,57,5,33,42,726,244,1096.5715693344962,245.28375979127836,100.59831603509261,14.839642281388167,7.734225996859154,7.355557185528266
89,602,91,436,300,68,546,24,381,235,10,470,519,511,150,3,0,15,0,1,0,118,23,52,279,265,305,34,76,1046,150,812.2160395170246,196.6850580327142,87.32566593289575,13.289572420372844,34.28268501499096,7.544412126363752
90,475,106,92,488,67,410,41,46,426,1,558,447,495,222,272,0,0,0,0,0,349,40,15,340,70,6,33,40,702,222,1238.5679384709538,262.7337823191205,102.96059166369945,15.289219576367392,19.52579536405776,11.602701787833393
91,528,335,464,104,68,473,280,402,41,6,521,456,523,201,1,0,0,0,0,0,21,10,64,129,342,343,30,59,1001,201,927.0582883881659,217.1563944006388,72.11441413612265,12.442026752940293,17.515234329946285,5.004856943972899
92,340,86,99,661,68,288,40,23,601,8,502,501,497,257,246,0,0,0,0,0,409,40,5,231,56,0,20,23,703,257,1041.02727198812,225.65056546998696,93.13738065323635,13.681410731837854,20.344117199217383,19.862530771374583
93,492,89,101,513,55,425,15,53,461,10,513,479,508,226,250,0,0,0,0,0,385,15,24,363,53,10,40,43,738,226,1182.92517998697,247.050989742334,90.72554998825558,13.915071619619452,40.76887210650609,33.50126087789998
94,776,200,99,114,61,716,136,46,44,6,503,494,503,254,250,0,0,0,3,0,398,24,92,572,55,7,26,39,694,254,1201.8979865181484,247.18374600319424,92.16365543535207,13.966000450328576,4.215476216837024,1.5387868550490644
95,807,96,108,128,68,747,24,54,74,7,523,481,496,202,293,0,0,0,0,0,372,24,116,608,23,14,31,40,704,202,969.5552388289259,218.5888587061564,91.66011678966073,13.45626579183493,13.444724905073326,22.82759803852848
96,622,225,254,192,68,562,170,190,133,1,459,502,539,275,139,0,0,0,0,0,282,30,82,441,115,119,46,71,781,275,921.9796532229666,202.2013252953352,101.75840658016746,15.128532350105534,53.91684477957928,23.45244802863331
97,499,85,109,492,67,444,37,44,427,0,476,499,525,218,248,0,0,0,0,0,382,37,6,400,44,11,27,33,734,218,957.2935849006523,217.3559278852381,91.4368004752424,13.556638542357847,11.789690851054635,2.872737317946205
98,673,86,285,304,67,614,38,212,242,11,484,501,515,283,85,0,11,0,0,0,250,38,124,414,200,143,31,69,834,283,1003.7595737057956,219.67911796358658,100.09963644910745,14.446424843380065,40.983696614810356,19.97769387634902
99,414,82,87,577,71,356,29,31,523,13,519,466,515,210,269,0,0,0,1,0,375,20,5,309,47,0,30,31,742,210,1223.9348860164755,252.44846871977134,93.22462552413003,14.376920407068683,5.632432167476282,1.8437805946465526
100,830,131,80,103,74,770,71,21,53,16,517,479,504,173,282,0,0,0,3,0,382,32,73,671,26,7,14,14,758,173,986.2609824137238,223.25602186130547,95.29815416027036,14.191683641344257,6.781642564956712,1.6116654948183677
101,767,177,113,102,75,703,120,65,40,12,508,504,488,199,266,0,0,0,2,0,386,29,47,611,48,13,31,52,741,199,975.0454308458873,210.91034991855682,96.47498073666809,13.374990001364539,26.44944095980051,47.38452112677598
102,657,101,244,302,68,595,33,183,245,9,491,506,503,256,128,0,8,0,0,0,272,21,117,431,164,131,31,52,809,256,995.8686156590167,222.60252629810978,89.80378202439306,13.958478686207062,41.74532618711803,19.557055662509192
103,697,96,129,269,76,633,36,68,216,12,506,529,465,192,233,0,0,0,0,0,390,25,29,552,78,31,34,37,773,192,1025.5567811411531,227.13172516238308,103.62720371055097,14.126038080692718,122.6112171887917,100.27834404418714
104,373,113,130,575,68,303,44,74,509,8,507,506,487,252,241,0,0,0,0,0,375,44,8,258,43,28,37,46,686,252,1057.1652581458186,238.1144474540652,87.18230102376293,12.836445823234087,4.109913194182564,2.8001673755403034
105,290,88,91,699,71,231,21,39,635,15,512,475,513,244,261,0,0,0,0,0,382,21,1,181,50,0,39,39,697,244,1148.3639088219509,242.3105196217444,96.75597131672156,13.938935707724182,8.685720846167195,2.7420966440227392
106,627,94,220,322,75,562,19,157,270,24,507,504,489,239,162,0,6,0,0,0,288,19,75,425,136,105,39,52,793,239,1017.4710381200816,218.92741883337587,104.37175723062363,14.035670627050553,40.355018100080656,12.010352119056835
107,852,96,110,115,63,794,45,49,48,3,465,500,535,171,264,0,0,0,0,0,377,22,91,658,48,12,25,37,768,171,942.4625045899234,220.73374461644406,88.24826440360636,14.467433732640243,10.149511911586162,5.108736916750712
108,688,122,468,140,64,627,56,409,81,11,494,507,499,335,18,0,0,0,0,0,83,27,209,312,278,335,36,74,849,335,810.8397735386333,190.9890962858535,70.91465809855731,10.931025081488505,49.31097523124909,21.223398359244744
109,589,127,527,175,70,529,67,462,115,24,518,473,509,275,12,0,1,0,0,0,3,52,141,227,266,387,34,75,922,275,871.4126408307004,211.6577312920785,73.96507609416477,11.442233999899074,40.719290183464516,8.91355283614235
110,640,104,477,211,68,584,46,406,146,25,527,495,478,118,0,0,15,0,0,0,56,21,34,243,336,340,35,66,1089,118,884.9230552701791,218.80000152892822,92.4152346453267,13.804416874959868,39.833948186986284,8.970712872362597
111,612,213,361,116,67,550,149,303,54,12,481,550,469,325,131,0,0,0,0,0,281,23,107,399,139,161,37,142,743,325,939.6837996959641,207.52862275691203,94.28631887128638,13.652886712662538,69.40526083974297,73.85514787448419
112,588,83,95,424,65,523,23,37,367,3,475,533,492,178,245,0,0,0,0,0,418,15,5,476,44,5,27,32,775,178,1100.561838717064,235.40349060476092,91.32987315437774,13.23330861946419,9.3728082015694,4.41073451750536
113,329,94,105,652,65,276,27,48,594,5,488,500,512,225,255,0,0,0,0,0,401,23,4,223,53,7,29,41,725,225,927.5471597732355,210.30009893627673,87.88673165162085,12.972570386912015,11.44686130009108,3.6610574915508507
114,800,102,87,217,62,734,46,23,157,0,472,492,536,177,232,0,0,0,0,0,393,45,52,642,40,0,21,23,783,177,850.530759041782,201.66901132189878,97.15545881487917,13.86666552168086,12.919274653014183,13.248646048549675
115,545,78,112,405,74,487,23,48,349,0,506,500,494,159,286,0,0,0,0,0,385,22,8,432,51,14,22,34,748,159,984.9773607931102,221.71217859106346,90.03229844954035,14.198806259376601,4.354792748342558,1.1388771030889466
116,541,244,147,233,72,490,189,83,182,0,536,493,471,257,263,0,0,0,4,0,347,34,39,409,74,52,25,31,687,257,973.0371645384688,214.33453821315507,115.98821812469583,16.429111550653676,606.7262323335672,1096.8118042945237
117,283,83,91,681,70,223,34,34,613,15,548,482,470,273,292,0,0,0,0,0,391,34,0,183,40,0,34,34,646,273,1173.6906949121405,249.67520978486334,101.78993532323818,15.993567093647073,6.042493984574753,2.3865677574013504
118,312,86,100,718,62,248,27,41,664,8,466,500,534,212,222,0,2,0,0,0,400,27,0,210,38,9,31,32,776,212,1114.1291991673857,249.14717044561286,97.18022691957516,15.298518721913393,7.83151898552643,6.355160474157393
119,677,92,347,190,70,623,33,291,118,0,533,480,487,308,124,0,0,0,0,0,160,30,179,392,199,214,38,77,757,308,1010.1752544545079,224.18806717771423,103.1687701229897,15.698345228427039,46.747000653891554,11.776197832124728
120,370,136,94,640,67,317,76,37,570,0,459,511,530,299,193,0,2,0,0,0,407,20,22,226,89,5,25,32,701,299,1047.658041925907,234.67238362301848,91.991633539971,14.803141951040447,17.637260049943954,17.54240768515547
121,547,81,167,469,70,485,31,105,412,3,443,516,541,250,166,0,8,0,0,0,372,30,52,392,93,39,27,66,786,250,987.3331604939269,223.49703445861454,99.50491300238794,14.391190689030962,33.28201442013442,27.46382010902246
122,747,93,343,127,70,696,25,276,73,10,460,529,511,312,120,0,0,0,0,0,293,25,127,518,162,138,24,138,768,312,952.3437790514834,214.5056534734871,96.69971637883289,14.132786997997451,278.69720114989155,173.62325319863504
123,392,90,99,596,67,326,38,36,529,21,496,513,491,225,256,0,0,0,0,0,412,36,14,274,51,1,26,35,725,225,1022.60650637948,226.25205169601804,94.60502635586991,13.481336717407126,22.10891619694333,14.758995311863249
124,658,111,526,132,73,600,52,469,84,3,490,491,519,252,0,0,0,0,0,0,6,31,147,222,302,395,30,74,956,252,934.1322956146064,220.69440588591416,67.16777173961346,10.57481516618522,69.7847582557461,19.932805119401173
125,460,110,106,514,73,408,49,46,453,1,489,506,505,245,237,0,0,0,1,0,386,43,7,340,63,11,26,35,712,245,937.8500482305964,211.80724391220454,101.16584573479783,15.1787118932904,16.85633813404212,10.595389565641511
126,676,100,504,142,60,617,38,444,77,5,517,500,483,374,18,0,0,0,0,0,32,38,258,277,299,369,37,75,807,374,1031.7269333723052,232.2856586770917,75.29903796738796,12.712593749227903,34.76055530299745,10.310740576969364
127,570,162,497,192,65,520,105,443,122,1,488,501,511,150,14,0,2,0,0,0,32,24,31,231,287,373,27,70,1041,150,783.5690987435995,191.49619253604791,82.80033775451894,12.859044806179373,44.87538780141489,9.314583507936684
128,343,104,116,621,70,292,39,48,561,0,511,518,471,193,246,0,0,0,0,0,404,21,2,237,55,11,36,37,747,193,1212.7712351752716,254.72109795158389,101.42904801668787,14.821985348143516,3.9084701065776444,1.2878898114240296
129,786,126,96,186,59,699,63,46,128,9,492,472,536,248,247,0,0,0,1,0,381,33,92,577,30,5,38,41,697,248,1086.209351084511,248.82574088511612,96.08113327213115,14.811217689741667,5.425778728687608,3.3850102500037513
130,472,322,516,129,61,413,251,459,68,13,501,499,500,310,0,0,0,0,0,0,12,6,127,86,320,388,35,71,894,310,839.1994625893924,205.39899961528718,61.49955786684074,10.576159825480165,16.59301856213229,6.47087601494559
131,663,86,159,308,67,606,27,108,247,14,503,499,498,200,217,0,0,0,0,0,343,25,44,514,91,65,36,43,802,200,895.4696253825845,200.76424214958288,102.2411288203981,14.267852453706183,90.64715087052708,59.51472488729772
132,750,231,95,116,66,690,173,39,56,10,485,486,529,216,242,0,0,0,0,0,387,28,36,611,59,8,24,31,752,216,956.7425955039123,215.33508932401733,96.35879173286465,14.01354787343389,289.57767915797774,532.6813922081835
133,370,83,106,603,65,315,33,48,539,9,511,476,513,227,273,0,0,0,3,0,373,28,6,263,52,5,35,43,717,227,1071.8263294623114,231.9677362921523,96.5459918623436,15.166031201731084,8.161067946991642,3.26780446256559
134,623,192,500,125,60,560,130,446,67,0,488,517,495,242,0,0,0,0,0,0,44,13,123,219,311,383,38,63,961,242,876.2323039834477,203.4991530425894,71.45751188744438,12.257325696410822,39.30099478733294,16.85951080295797
135,360,96,90,624,70,299,36,36,573,0,513,478,509,220,260,0,0,0,0,0,385,28,1,243,56,6,27,30,724,220,1143.8625951059837,246.64975945411865,94.1740761753934,13.671739965483608,3.9018293652189446,0.9561930804773549
136,866,86,118,104,60,803,31,55,48,3,490,520,490,196,266,0,0,0,0,0,397,22,126,643,38,19,31,36,744,196,1034.5450884480172,232.05263762787246,96.24649684783289,15.099390298733756,145.72684697563625,257.41368590880495
137,654,179,439,136,61,593,118,369,85,4,492,509,499,142,31,0,0,0,1,0,96,18,30,302,287,310,27,59,1027,142,819.5744813794123,201.4803070744136,71.83640582918835,11.621549576580932,50.79174932242153,13.92314196321465
138,343,101,86,652,62,285,50,31,597,6,505,483,512,260,256,0,0,0,2,0,389,46,1,249,36,3,28,28,709,260,1162.9312121143614,245.84436574840535,94.49206942228457,13.943743047512122,47.54830618567555,61.05902158442597
139,773,93,226,142,68,717,26,171,81,18,529,479,492,289,198,0,0,0,0,0,269,16,157,515,122,120,32,51,724,289,1132.1122781933225,234.6824351867129,89.05071643120255,12.856300654041233,421.454768933775,497.85895584801415
140,596,88,413,327,69,539,31,356,255,11,529,486,485,224,7,0,27,0,0,0,104,31,130,226,310,275,33,81,968,224,1086.7792315214583,237.91239074285235,88.64616957616317,13.389446579116093,40.095015531759756,11.020640130632032
141,312,87,102,670,63,250,19,43,603,12,487,469,544,267,266,0,0,0,0,0,365,16,0,210,40,8,34,35,660,267,1031.8408797864818,229.92982888451084,81.39910514581824,13.892647713573844,8.559852336907214,3.7834956754129947
142,331,92,108,641,66,263,30,57,590,1,499,488,513,257,262,0,0,0,0,0,378,29,0,228,35,11,41,46,684,257,1118.4366237395861,232.62138521721616,100.91348822525904,15.437138759500769,11.514133473175214,4.919088620973566
143,307,96,111,670,76,245,40,59,603,11,466,511,523,218,240,0,0,0,0,0,385,22,2,199,46,13,34,46,740,218,1028.17809543308,229.21128416567822,93.18922267408028,14.145785272041174,16.3855564020759,13.181573195496389
144,743,177,210,113,69,679,123,147,50,9,485,502,513,237,188,0,0,0,0,0,311,23,74,564,99,90,32,57,771,237,950.6448772925107,208.47595416391565,97.97854258557986,14.53463583214525,64.02818517552797,29.18488718413346
145,645,86,452,249,67,580,21,389,190,0,484,502,514,110,1,0,14,0,0,0,73,21,28,280,300,318,38,71,1070,110,791.8549759145478,199.05457819868747,80.57316511161517,13.424782310492345,50.63438782521813,11.629596525487205
146,685,109,349,261,68,626,49,291,205,6,464,506,530,286,28,0,0,0,0,0,185,32,164,377,249,227,34,64,891,286,665.2708701648729,171.25539306819482,97.57538711977963,15.39611727423426,82.20683786813738,32.154724104733894
147,366,93,74,634,64,300,29,23,569,0,489,486,525,217,269,0,0,0,0,0,386,29,0,261,39,0,20,23,704,217,951.389025891053,219.07226103390943,89.45919813160627,13.598179476675616,110098.54444844885,215784.09807991696
148,499,93,140,424,80,449,25,84,376,0,506,482,512,176,264,0,0,0,0,0,351,17,23,387,55,38,35,46,758,176,1041.5385915708785,236.2917448155811,91.43523696809198,13.656424498154776,76.64463605463209,51.127968755223286
149,760,101,309,99,68,687,54,253,46,7,499,504,497,282,163,0,0,0,0,0,282,48,119,534,110,126,34,127,765,282,1005.3763799692031,221.28456175320872,105.62509161082521,15.495852673863288,1234.092913847728,2234.9159510180407
150,517,100,112,441,68,468,37,50,379,4,485,505,510,176,262,0,0,0,0,0,382,33,2,425,42,19,26,31,762,176,947.026199485248,223.4365832996048,93.30755020712337,14.26285150900608,8.582318393755308,3.547118070890938
151,693,105,245,272,73,635,35,188,217,19,479,502,519,277,112,0,12,0,0,0,271,15,133,459,170,142,30,46,817,277,941.4810075551601,210.64288055770027,97.1294173619384,14.812091769808992,43.22947550480465,13.829351919270675
152,508,370,445,102,69,450,303,384,45,2,469,485,546,214,6,0,0,0,0,0,59,7,51,177,273,330,29,54,970,214,813.9723944092455,204.60101439945345,72.4531546756509,11.959336800409496,18.327468904009457,5.573205109083272
153,661,95,523,147,71,599,38,459,81,6,488,535,477,206,3,0,0,0,1,0,34,24,106,234,308,386,28,73,977,206,743.4309945157273,184.64309073944102,78.62020872236644,11.751268088182014,39.03303464635638,10.148663630711512
154,658,82,475,223,62,598,21,417,157,4,517,496,487,216,0,0,1,0,0,0,49,21,96,256,331,343,32,74,981,216,902.0795244166898,221.1851874396359,84.03459802379246,13.829941651241134,47.22921147820389,10.580375088700611
155,460,92,102,554,70,402,32,50,497,18,469,506,525,229,222,0,0,0,0,0,404,21,3,358,44,7,42,43,770,229,1109.9131695323063,233.83377392096733,87.89852633843763,12.905963730345471,7.961315254914296,2.602259796159951
156,636,99,486,214,65,581,36,422,161,0,487,458,555,114,0,0,0,0,0,0,16,20,16,281,299,341,34,81,1086,114,899.2778944817836,208.82026314921237,70.05766125866654,11.77380541016843,64.55639854662857,15.459730334680565
157,316,305,494,280,70,264,231,453,205,0,524,465,511,267,35,0,7,0,0,0,17,145,67,81,179,352,37,101,886,267,949.4275152845277,216.34138270161188,71.9708876330143,10.986875106471413,19.337044590312747,8.277387991660435
158,338,78,106,647,68,262,28,51,588,0,477,504,519,206,263,0,0,0,0,0,395,20,4,208,54,2,32,49,723,206,928.1839702537302,216.30881691297677,79.46367702376529,13.240240509803408,10.061525488632634,4.270643768713468
159,626,87,582,115,69,565,19,527,65,13,496,515,489,373,21,0,0,0,0,0,1,19,296,220,269,422,43,105,816,373,1104.6483629482207,236.35383710652943,68.3560354783341,10.767619492908443,27.15531187050437,10.098312837092653
160,882,82,130,99,58,833,16,71,44,4,487,490,523,198,249,0,0,0,0,0,369,16,123,661,49,30,33,41,770,198,988.6326132796944,224.65292841540315,87.90870639533428,13.940735039286961,5.565941767859486,1.8535517237654957
161,373,81,88,648,65,296,33,34,582,15,506,475,519,308,245,0,0,0,0,0,381,33,7,245,51,0,34,34,652,308,1152.4459332010115,244.0738681861666,94.36107673928349,14.446317545921728,9.984965677082977,2.106440133160005
162,613,89,147,365,67,542,34,94,300,2,524,499,477,228,219,0,3,0,0,0,350,33,60,436,106,52,39,42,744,228,1061.3751493329933,228.95801004208914,91.60723745357569,12.718933469277816,51.428549137762936,45.877657019062454
163,466,90,492,371,61,414,21,423,299,0,507,490,503,172,20,0,28,0,0,0,17,21,91,112,302,350,39,73,985,172,970.4867476966999,224.14696502218862,69.31193758382013,11.144342129428452,34.1598141737465,9.393708479897983
164,521,272,519,114,72,462,219,453,57,0,452,529,519,211,2,0,0,0,1,0,23,9,45,165,290,401,26,52,980,211,800.7644098420486,204.9278898833199,67.19308617402149,12.054607423121036,42.229937480095515,18.412404315315808
165,652,80,443,260,65,592,24,383,196,4,490,501,509,156,0,0,3,1,0,0,93,24,67,282,307,310,33,73,1043,156,783.7663218092682,188.5849205413524,85.47320338170707,13.518141188990668,34.422378853224394,7.953661793408545
166,729,83,184,335,72,669,35,122,274,13,476,499,525,264,97,0,24,0,0,0,337,35,117,497,171,68,32,54,849,264,1024.0050689090128,229.96807956924943,94.68177221210497,14.09199676402602,30.195197401700376,9.085613745710765
167,586,82,104,405,64,519,28,43,351,0,487,491,522,199,259,0,0,0,0,0,382,28,7,465,53,6,31,37,742,199,1047.6224525619607,234.97021487832382,103.1409749494025,15.908711755885145,23.77979893956698,8.108932420843386
168,577,97,94,404,60,505,36,30,343,5,495,481,524,169,268,0,0,1,5,0,365,31,13,458,42,7,18,23,750,169,935.1255742835505,220.68620724561976,84.93946637799361,14.175846697752904,10.202987636208611,9.24070090939903
169,459,75,111,541,64,398,30,41,488,3,476,485,539,214,250,0,0,0,0,0,390,30,9,353,44,6,29,35,746,214,1131.0827332650415,249.03436361908183,89.4540439143719,13.785599750674036,6.121993591384921,4.6426653480521205
170,595,83,429,329,61,540,23,373,262,6,494,500,506,160,3,0,26,0,0,0,98,23,63,241,297,297,39,76,1044,160,829.5099261475817,189.026148209529,87.51712293992743,13.766699215163536,32.93381758888323,7.420789824725127
171,670,111,204,285,70,611,42,135,223,21,504,479,517,224,160,0,0,1,0,0,295,36,67,499,112,84,35,51,808,224,1058.068878493608,229.7348276193029,99.77499609812885,14.308082913412793,64.17047888454907,24.667631252435843
172,693,124,496,129,58,632,58,436,65,1,489,479,532,270,0,0,0,0,0,0,33,15,178,286,311,351,34,85,922,270,1042.311834343841,236.6159735789359,70.04831917379792,12.098854613153126,70.98074781792107,21.230047288676285
173,353,91,134,585,82,299,36,67,518,0,502,508,490,201,255,0,0,0,0,0,376,25,8,230,67,15,21,52,719,201,1010.3246602716215,222.33093844395702,82.67327577809577,12.592871728201686,6.5162792131460145,4.018236748286527
174,359,89,129,603,66,299,35,57,538,13,490,500,510,213,254,0,0,0,0,0,389,34,8,242,50,7,21,50,729,213,1016.0119510887711,231.85242078923895,95.17387324726114,13.603961872412325,16.554289995368872,17.49816880974112
175,651,100,237,334,69,589,42,162,272,21,486,489,525,286,109,0,15,0,0,0,269,42,85,446,143,120,36,42,800,286,1090.3965158554254,229.22861359625793,101.3195714286519,14.712919320522241,43.12871501492843,13.535619068668193
176,399,354,144,302,68,337,290,84,234,1,479,528,493,227,233,0,0,0,2,0,384,24,4,272,64,28,26,56,719,227,1050.833239958911,229.89965337168783,104.90270138871,14.769354343985345,7.11537267602851,4.728496291812318
177,481,344,493,109,66,434,277,427,64,0,493,471,536,199,7,0,0,0,0,0,33,11,62,129,301,349,33,78,1003,199,903.0426759123538,210.72066289186566,65.69935031119937,11.662634959051813,16.74262123392242,5.435777859187621
178,358,85,87,625,66,296,14,39,572,25,526,500,474,243,279,0,0,0,0,0,412,14,4,250,46,2,32,37,703,243,1004.2915973104147,219.45846317675452,97.37025031471471,14.06854353290322,20.188334770331004,14.466360349131275
179,516,90,181,463,62,452,39,113,408,10,479,487,534,307,188,0,5,0,0,0,318,38,41,351,101,71,22,42,715,307,918.497020360234,208.2117393121342,96.33264125243528,14.350016582774426,210.39677830611217,364.8440671104382
180,411,101,120,588,68,342,30,63,532,7,475,495,530,235,212,0,0,0,0,0,377,19,15,278,64,14,28,49,739,235,1104.0029568575305,241.63359658280274,105.99684447250469,15.814680720448957,11.807096268938864,6.330164735089434
181,648,85,495,205,67,588,26,431,135,0,478,507,515,115,0,0,7,0,0,0,43,26,33,296,291,361,36,70,1065,115,833.4405833229249,196.82380394754327,90.08359019199882,13.773171201137014,72.52001082508843,22.007174021337143
182,853,76,104,158,64,797,22,50,93,4,471,501,528,308,245,0,1,0,0,0,390,21,175,576,47,11,37,39,658,308,1039.5948486220325,241.84199818874737,94.84749630413664,14.314933169097804,19.568247053538187,8.597332547541754
183,662,173,520,100,45,594,120,459,44,2,494,499,507,85,0,0,0,0,0,0,23,23,10,276,316,380,26,79,1134,85,841.7561188428961,204.7888137986146,72.82062733959042,12.793663998432507,27.5297646857814,10.247042185056964
184,623,141,495,173,63,562,76,426,126,5,492,503,505,233,5,0,1,0,0,0,48,30,102,239,293,353,26,73,962,233,898.581468204981,208.4447639418767,68.19086159162008,10.070038612919477,51.12382639809943,12.932246774440904
185,622,148,510,153,67,564,80,451,93,1,503,495,502,299,0,0,0,0,0,0,22,10,185,174,334,379,29,72,890,299,843.4805986217472,202.92792461413612,74.22490201052668,12.757671407449442,33.71490741341101,6.993556877207742
186,524,92,104,440,69,460,34,41,387,13,504,453,543,240,271,0,0,0,0,0,363,34,58,376,31,7,21,34,695,240,982.3514607974148,224.3709125304212,75.94860322328155,13.014190210284797,30.41848469923803,35.4521514627666
187,708,105,184,250,65,646,35,129,188,13,483,511,506,231,188,0,2,0,0,0,324,23,88,511,103,73,36,56,780,231,1004.0586363101287,217.3356489019303,93.42336382416441,14.498862624337688,108.4370970606715,63.454847951849295
188,356,98,130,615,65,289,35,71,569,0,471,498,531,238,236,0,0,0,0,0,383,24,4,237,52,11,43,60,726,238,1065.4848526641863,232.20421692196732,95.72202205303486,14.642694328274093,7.44712336164508,2.2590701046692887
189,265,105,93,693,66,221,39,35,641,7,491,499,510,270,278,0,0,0,1,0,397,19,7,175,44,6,24,29,673,270,896.9821871244225,212.1383841767056,80.71435561470668,14.331290795729139,26.150977275987582,11.447159831388731
190,388,90,97,618,72,344,37,34,559,10,495,471,534,240,235,0,0,0,0,0,378,36,10,278,66,3,26,31,744,240,1039.5937292789006,226.69425248434877,100.75528064547974,14.651705425890766,11.010671957967432,10.58967864496852
191,581,135,474,234,72,532,70,426,164,6,507,486,507,141,4,0,14,0,0,0,50,37,51,226,305,345,42,81,1057,141,831.8877890528604,196.35820733972915,82.36693361121715,12.778126084986411,98.31982457581204,52.0115513678438
192,336,99,96,605,66,286,31,48,537,5,539,483,478,266,298,0,0,0,4,0,391,15,4,244,42,9,37,39,641,266,1075.1381289509986,230.74960716435524,87.29821557160187,13.00344238111225,12.214919423264064,13.883107698111589
193,546,311,470,104,61,473,259,404,33,1,481,508,511,246,8,0,0,0,0,0,54,12,119,160,313,345,32,59,924,246,882.0749488766799,216.56411970830638,72.33744196951189,12.153443077634469,9.395454338080143,1.8163657544944627
194,550,240,465,167,69,495,170,405,105,15,510,460,530,347,9,0,0,0,0,0,23,15,162,164,317,336,38,69,843,347,1031.3582613708197,229.0005146450139,69.03367508510655,11.294744681151252,16.142838076965575,3.5483200714088072
195,676,81,274,285,62,607,17,212,228,10,501,480,519,275,122,0,5,0,0,0,230,16,146,425,178,151,52,61,799,275,1056.2938093229154,237.42551406806226,82.60737458990388,11.825004903881778,79.09225886352606,28.16479104528589
196,820,98,79,170,61,756,42,19,108,0,490,481,529,142,272,0,0,0,0,0,397,35,29,690,37,0,19,19,783,142,893.967690913943,215.27506439945245,86.11145858889304,13.883202349459733,6.846408494023507,1.7482318522762035
197,649,107,342,273,69,602,39,282,206,15,502,506,492,320,60,0,0,0,0,0,200,31,183,363,239,212,33,70,824,320,1044.196227366008,232.98561881437482,100.6950216017599,15.57781363600031,46.36709490256494,14.52676279175982
198,350,80,112,608,69,276,28,63,545,7,509,499,492,236,281,0,0,0,0,0,373,28,0,245,31,26,27,37,683,236,1030.8126160778725,231.60906277084948,90.83034602028182,14.24716159127444,10.168077330294267,3.494530425482474
199,580,84,518,243,70,527,18,450,186,1,512,517,471,162,5,0,0,0,0,0,43,18,52,219,308,375,38,75,1020,162,1079.9392845346067,237.90076862853152,78.63418905455639,12.545530066070953,29.935663738541596,8.192865560467382
200,698,83,495,159,63,643,28,430,101,0,519,468,513,272,2,0,0,0,0,0,9,28,164,258,317,369,28,61,930,272,959.0809780305038,213.68696934501867,67.98947809446737,10.508582346110128,30.70431884229417,9.127092102307529

