source_file,source_path,run,total_complex_behaviors,total_environment_count,learned_helplessness_pct,healthy_friendliness_pct,help_seeking_vulnerability_pct,ally_environment_pct,protective_behavior,community_trusting_vulnerability,healthy_friendliness,bully_behavior,aggressive_withdrawn_relationship,learned_helplessness,dangerous_trust,threat_count,ally_count,prey_count,threshold_from_figure7A_pct,latent_group
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,71,890.0,1500.0,0.6741573033707865,41.91011235955056,0.0,31.666666666666664,304.0,0.0,373.0,155.0,10.0,6.0,42.0,513.0,475.0,512.0,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,72,1023.0,1500.0,20.332355816226784,0.19550342130987292,0.0,35.86666666666667,84.0,0.0,2.0,274.0,430.0,208.0,25.0,458.0,538.0,504.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,73,1380.0,1500.0,19.855072463768117,1.1594202898550725,0.0,35.199999999999996,42.0,0.0,16.0,612.0,397.0,274.0,39.0,521.0,528.0,451.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,74,1385.0,1500.0,16.24548736462094,1.227436823104693,0.0,32.666666666666664,64.0,0.0,17.0,673.0,381.0,225.0,25.0,463.0,490.0,547.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,75,796.0,1500.0,16.331658291457288,12.311557788944723,0.0,34.8,50.0,0.0,98.0,283.0,195.0,130.0,40.0,512.0,522.0,466.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,76,1352.0,1500.0,16.789940828402365,4.733727810650888,0.0,32.53333333333333,62.0,0.0,64.0,645.0,321.0,227.0,33.0,493.0,488.0,519.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,77,953.0,1500.0,25.39349422875131,0.3147953830010493,0.0,33.266666666666666,52.0,0.0,3.0,243.0,384.0,242.0,29.0,487.0,499.0,514.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,78,1029.0,1500.0,25.364431486880466,0.2915451895043732,0.0,34.333333333333336,56.0,0.0,3.0,277.0,400.0,261.0,32.0,485.0,515.0,500.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,79,952.0,1500.0,0.7352941176470588,38.340336134453786,0.0,34.2,318.0,0.0,365.0,174.0,50.0,7.0,38.0,518.0,513.0,469.0,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,80,940.0,1500.0,0.0,36.91489361702128,0.0,31.133333333333336,286.0,0.0,347.0,242.0,39.0,0.0,26.0,511.0,467.0,522.0,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,81,1007.0,1500.0,28.897715988083416,0.7944389275074478,0.0,31.8,40.0,0.0,8.0,260.0,382.0,291.0,26.0,518.0,477.0,505.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,82,923.0,1500.0,30.985915492957744,0.10834236186348861,0.0,31.266666666666666,40.0,0.0,1.0,189.0,382.0,286.0,25.0,516.0,469.0,515.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,83,1004.0,1500.0,24.900398406374503,0.0,0.0,34.13333333333333,66.0,0.0,0.0,251.0,400.0,250.0,37.0,505.0,512.0,483.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,84,1423.0,1500.0,19.04427266338721,0.0,0.0,32.800000000000004,50.0,0.0,0.0,675.0,408.0,271.0,19.0,509.0,492.0,499.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,85,848.0,1500.0,0.8254716981132075,42.09905660377358,0.0,34.266666666666666,281.0,0.0,357.0,121.0,39.0,7.0,43.0,476.0,514.0,510.0,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,86,1107.0,1500.0,17.88617886178862,3.2520325203252036,0.0,33.2,82.0,0.0,36.0,407.0,353.0,198.0,31.0,455.0,498.0,547.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,87,1170.0,1500.0,14.017094017094017,6.837606837606838,0.0,34.333333333333336,140.0,0.0,80.0,423.0,326.0,164.0,37.0,498.0,515.0,487.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,88,1035.0,1500.0,26.08695652173913,0.1932367149758454,0.0,32.33333333333333,45.0,0.0,2.0,293.0,399.0,270.0,26.0,505.0,485.0,510.0,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,89,1050.0,1500.0,0.19047619047619047,33.23809523809524,0.0,31.866666666666667,342.0,0.0,349.0,292.0,42.0,2.0,23.0,519.0,478.0,503.0,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,90,1300.0,1500.0,13.615384615384615,8.692307692307692,0.0,33.46666666666667,150.0,0.0,113.0,539.0,293.0,177.0,28.0,520.0,502.0,478.0,2.037872954566788,vulnerable
