source_file,source_path,data_group,condition,run,behavior,behavior_column,denominator_type,behavior_count,total_actions,percent_of_total_actions
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,14,Negative Expectancy Bias,cynical,total_expectancies,493.0,1202.0,41.01497504159734
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,0.0,1310.0,0.0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Dangerous Trust,dangerous_trust,total_complex_behaviors,21.0,1310.0,1.6030534351145038
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Misdirected Aggression,bully_behavior,total_complex_behaviors,585.0,1310.0,44.656488549618324
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,335.0,1310.0,25.572519083969464
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Learned Helplessness,learned_helplessness,total_complex_behaviors,259.0,1310.0,19.770992366412212
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,15,Negative Expectancy Bias,cynical,total_expectancies,432.0,1199.0,36.03002502085071
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,3.0,1124.0,0.26690391459074736
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Dangerous Trust,dangerous_trust,total_complex_behaviors,22.0,1124.0,1.9572953736654803
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Misdirected Aggression,bully_behavior,total_complex_behaviors,347.0,1124.0,30.87188612099644
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,345.0,1124.0,30.693950177935942
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Learned Helplessness,learned_helplessness,total_complex_behaviors,230.0,1124.0,20.462633451957295
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,16,Negative Expectancy Bias,cynical,total_expectancies,491.0,1213.0,40.47815333882935
