source_file,source_path,run,total_complex_behaviors,learned_helplessness_pct,protective_behavior,community_trusting_vulnerability,healthy_friendliness,bully_behavior,aggressive_withdrawn_relationship,learned_helplessness,dangerous_trust,latent_group
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,241,956.0,0.0,366.0,0.0,299.0,222.0,52.0,0.0,17.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,242,1105.0,20.18099547511312,59.0,0.0,22.0,378.0,395.0,223.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,243,1272.0,13.364779874213836,75.0,0.0,91.0,565.0,335.0,170.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,244,1191.0,9.151973131821999,184.0,0.0,147.0,462.0,261.0,109.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,245,944.0,0.6355932203389831,300.0,0.0,380.0,213.0,17.0,6.0,28.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,246,1000.0,25.5,59.0,0.0,0.0,267.0,398.0,255.0,21.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,247,941.0,27.630180658873538,46.0,0.0,2.0,211.0,394.0,260.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,248,942.0,22.823779193205944,38.0,0.0,24.0,240.0,369.0,215.0,56.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,249,908.0,0.0,297.0,0.0,356.0,195.0,19.0,0.0,41.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,250,997.0,28.184553660982946,54.0,0.0,0.0,246.0,389.0,281.0,27.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,251,1023.0,0.39100684261974583,298.0,0.0,333.0,290.0,63.0,4.0,35.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,252,948.0,25.0,35.0,0.0,1.0,230.0,407.0,237.0,38.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,253,1227.0,15.810920945395274,103.0,0.0,46.0,493.0,355.0,194.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,254,1305.0,16.628352490421456,63.0,0.0,44.0,591.0,363.0,217.0,27.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,255,1208.0,12.168874172185431,157.0,0.0,159.0,468.0,242.0,147.0,35.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,256,1242.0,17.55233494363929,50.0,0.0,15.0,515.0,414.0,218.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,257,1022.0,0.0,267.0,0.0,308.0,325.0,90.0,0.0,32.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,258,1004.0,24.701195219123505,54.0,0.0,69.0,253.0,345.0,248.0,35.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,259,1043.0,24.544582933844676,47.0,0.0,2.0,313.0,395.0,256.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,260,1054.0,9.582542694497153,152.0,0.0,325.0,362.0,75.0,101.0,39.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,261,963.0,26.687435098650052,43.0,0.0,16.0,205.0,418.0,257.0,24.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,262,938.0,0.21321961620469082,290.0,0.0,338.0,231.0,48.0,2.0,29.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,263,1119.0,7.864164432529044,178.0,0.0,149.0,409.0,258.0,88.0,37.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,264,1119.0,12.600536193029491,120.0,0.0,105.0,416.0,311.0,141.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,265,947.0,28.299894403379096,36.0,0.0,0.0,199.0,407.0,268.0,37.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,266,1317.0,12.37661351556568,134.0,0.0,114.0,583.0,297.0,163.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,267,1237.0,17.54244139046079,80.0,0.0,57.0,530.0,321.0,217.0,32.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,268,926.0,0.4319654427645789,310.0,0.0,328.0,183.0,70.0,4.0,31.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,269,944.0,0.0,307.0,0.0,393.0,215.0,2.0,0.0,27.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,270,1305.0,19.923371647509576,34.0,0.0,6.0,592.0,384.0,260.0,29.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,271,1023.0,1.0752688172043012,317.0,0.0,383.0,250.0,37.0,11.0,25.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,272,751.0,25.166444740346204,41.0,0.0,298.0,91.0,102.0,189.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,273,1168.0,10.95890410958904,163.0,0.0,119.0,444.0,280.0,128.0,34.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,274,1248.0,12.740384615384615,157.0,0.0,183.0,500.0,212.0,159.0,37.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,275,942.0,24.309978768577494,46.0,0.0,7.0,238.0,393.0,229.0,29.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,276,989.0,0.0,304.0,0.0,315.0,268.0,63.0,0.0,39.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,277,1384.0,18.28034682080925,40.0,0.0,3.0,650.0,402.0,253.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,278,946.0,0.21141649048625794,320.0,0.0,352.0,228.0,2.0,2.0,42.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,279,1167.0,18.42330762639246,65.0,0.0,63.0,462.0,322.0,215.0,40.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,280,1300.0,20.76923076923077,31.0,0.0,6.0,572.0,391.0,270.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,281,1136.0,8.714788732394366,204.0,0.0,190.0,399.0,206.0,99.0,38.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,282,1145.0,10.393013100436681,174.0,0.0,110.0,444.0,267.0,119.0,31.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,283,1256.0,21.656050955414013,36.0,0.0,49.0,539.0,334.0,272.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,284,1030.0,21.650485436893206,68.0,0.0,0.0,304.0,401.0,223.0,34.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,285,998.0,0.1002004008016032,315.0,0.0,397.0,239.0,12.0,1.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,286,1425.0,21.12280701754386,27.0,0.0,0.0,692.0,378.0,301.0,27.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,287,1169.0,12.403763900769889,145.0,0.0,120.0,463.0,252.0,145.0,44.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,288,1148.0,19.51219512195122,76.0,0.0,21.0,436.0,373.0,224.0,18.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,289,942.0,25.159235668789808,46.0,0.0,0.0,220.0,409.0,237.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,290,1233.0,21.49229521492295,56.0,0.0,10.0,530.0,350.0,265.0,22.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,291,1383.0,20.17353579175705,60.0,0.0,10.0,636.0,373.0,279.0,25.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,292,897.0,34.33667781493868,32.0,0.0,0.0,184.0,352.0,308.0,21.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,293,958.0,23.173277661795407,67.0,0.0,14.0,249.0,386.0,222.0,20.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,294,1398.0,19.027181688125893,62.0,0.0,13.0,624.0,397.0,266.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,295,1274.0,15.463108320251179,68.0,0.0,56.0,566.0,353.0,197.0,34.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,296,1234.0,18.47649918962723,72.0,0.0,79.0,502.0,322.0,228.0,31.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,297,1033.0,20.232333010648595,59.0,0.0,1.0,320.0,418.0,209.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,298,1264.0,17.64240506329114,76.0,0.0,63.0,517.0,352.0,223.0,33.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,299,1061.0,0.0,315.0,0.0,292.0,327.0,90.0,0.0,37.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,300,916.0,27.510917030567683,44.0,0.0,18.0,179.0,387.0,252.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,301,1251.0,15.587529976019185,93.0,0.0,44.0,535.0,358.0,195.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,302,1058.0,11.436672967863894,169.0,0.0,188.0,340.0,200.0,121.0,40.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,303,875.0,1.3714285714285714,297.0,0.0,386.0,139.0,6.0,12.0,35.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,304,957.0,0.0,287.0,0.0,362.0,235.0,35.0,0.0,38.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,305,1163.0,9.716251074806536,172.0,0.0,159.0,428.0,253.0,113.0,38.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,306,1365.0,21.39194139194139,41.0,0.0,19.0,601.0,383.0,292.0,29.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,307,1178.0,11.37521222410866,154.0,0.0,40.0,473.0,353.0,134.0,24.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,308,934.0,1.7130620985010707,280.0,0.0,348.0,224.0,27.0,16.0,39.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,309,1103.0,21.12420670897552,43.0,0.0,3.0,412.0,385.0,233.0,27.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,310,1024.0,0.48828125,307.0,0.0,316.0,265.0,103.0,5.0,28.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,311,993.0,0.2014098690835851,345.0,0.0,380.0,229.0,0.0,2.0,37.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,312,967.0,0.0,293.0,0.0,311.0,262.0,63.0,0.0,38.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,313,1014.0,0.0,299.0,0.0,327.0,298.0,59.0,0.0,31.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,314,952.0,24.89495798319328,42.0,0.0,3.0,233.0,411.0,237.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,315,965.0,26.01036269430052,46.0,0.0,16.0,231.0,393.0,251.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,316,914.0,1.8599562363238513,275.0,0.0,317.0,195.0,73.0,17.0,37.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,317,1259.0,13.18506751389992,128.0,0.0,63.0,552.0,321.0,166.0,29.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,318,1009.0,0.39643211100099107,309.0,0.0,379.0,253.0,32.0,4.0,32.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,319,904.0,1.3274336283185841,297.0,0.0,302.0,173.0,93.0,12.0,27.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,320,1029.0,23.9067055393586,63.0,0.0,7.0,303.0,388.0,246.0,22.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,321,905.0,0.0,312.0,0.0,374.0,177.0,11.0,0.0,31.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,322,900.0,0.7777777777777778,311.0,0.0,338.0,174.0,32.0,7.0,38.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,323,998.0,0.0,299.0,0.0,396.0,227.0,45.0,0.0,31.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,324,933.0,19.614147909967848,88.0,0.0,0.0,253.0,373.0,183.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,325,1193.0,21.374685666387258,32.0,0.0,46.0,467.0,355.0,255.0,38.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,326,914.0,0.437636761487965,330.0,0.0,359.0,157.0,30.0,4.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,327,1191.0,9.991603694374476,182.0,0.0,150.0,472.0,236.0,119.0,32.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,328,951.0,30.38906414300736,44.0,0.0,1.0,220.0,376.0,289.0,21.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,329,913.0,2.4096385542168677,281.0,0.0,373.0,160.0,31.0,22.0,46.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,330,922.0,2.711496746203905,240.0,0.0,366.0,213.0,36.0,25.0,42.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,331,945.0,0.4232804232804233,326.0,0.0,344.0,190.0,53.0,4.0,28.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,332,977.0,0.0,332.0,0.0,296.0,243.0,74.0,0.0,32.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,333,957.0,1.2539184952978055,336.0,0.0,360.0,184.0,23.0,12.0,42.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,334,1024.0,24.51171875,46.0,0.0,1.0,311.0,375.0,251.0,40.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,335,793.0,1.8915510718789406,287.0,0.0,344.0,79.0,33.0,15.0,35.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,336,1276.0,19.122257053291534,43.0,0.0,21.0,580.0,374.0,244.0,14.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,337,1156.0,10.640138408304498,154.0,0.0,123.0,447.0,268.0,123.0,41.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,338,1145.0,8.034934497816595,175.0,0.0,193.0,431.0,212.0,92.0,42.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,339,958.0,28.39248434237996,42.0,0.0,1.0,208.0,409.0,272.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,340,1146.0,15.706806282722512,115.0,0.0,22.0,410.0,383.0,180.0,36.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,341,992.0,22.883064516129032,55.0,0.0,14.0,245.0,413.0,227.0,38.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,342,1164.0,23.281786941580755,73.0,0.0,9.0,422.0,365.0,271.0,24.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,343,1017.0,0.2949852507374631,319.0,0.0,373.0,256.0,35.0,3.0,31.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,344,1182.0,17.174280879864636,63.0,0.0,70.0,506.0,308.0,203.0,32.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,345,915.0,0.1092896174863388,309.0,0.0,335.0,179.0,57.0,1.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,346,966.0,0.8281573498964804,293.0,0.0,329.0,246.0,53.0,8.0,37.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,347,1400.0,17.214285714285715,64.0,0.0,8.0,646.0,412.0,241.0,29.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,348,920.0,1.8478260869565217,319.0,0.0,362.0,162.0,26.0,17.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,349,1132.0,11.749116607773852,153.0,0.0,172.0,404.0,240.0,133.0,30.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,350,986.0,27.99188640973631,57.0,0.0,7.0,251.0,370.0,276.0,25.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,351,1003.0,0.0,306.0,0.0,394.0,254.0,20.0,0.0,29.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,352,950.0,0.0,294.0,0.0,385.0,232.0,9.0,0.0,30.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,353,1309.0,18.181818181818183,83.0,0.0,31.0,569.0,363.0,238.0,25.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,354,780.0,1.282051282051282,296.0,0.0,357.0,44.0,32.0,10.0,41.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,355,1056.0,3.2196969696969697,295.0,0.0,344.0,314.0,41.0,34.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,356,1199.0,15.846538782318598,115.0,0.0,115.0,456.0,284.0,190.0,39.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,357,1150.0,10.956521739130434,135.0,0.0,184.0,466.0,205.0,126.0,34.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,358,987.0,25.329280648429588,51.0,0.0,0.0,237.0,421.0,250.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,359,998.0,1.2024048096192386,286.0,0.0,302.0,262.0,102.0,12.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,360,1428.0,20.098039215686274,29.0,0.0,5.0,694.0,388.0,287.0,25.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,361,999.0,29.129129129129126,52.0,0.0,14.0,225.0,383.0,291.0,34.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,362,1433.0,19.469644103279833,51.0,0.0,6.0,688.0,383.0,279.0,26.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,363,905.0,30.386740331491712,43.0,0.0,4.0,188.0,376.0,275.0,19.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,364,1169.0,20.35928143712575,48.0,0.0,49.0,460.0,333.0,238.0,41.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,365,1206.0,23.88059701492537,32.0,0.0,12.0,449.0,388.0,288.0,37.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,366,937.0,0.96051227321238,301.0,0.0,409.0,196.0,1.0,9.0,21.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,367,1041.0,0.09606147934678194,316.0,0.0,379.0,287.0,19.0,1.0,39.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,368,910.0,0.32967032967032966,312.0,0.0,425.0,126.0,10.0,3.0,34.0,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,369,1231.0,18.44029244516653,121.0,0.0,40.0,476.0,336.0,227.0,31.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,370,962.0,27.85862785862786,46.0,0.0,0.0,222.0,398.0,268.0,28.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,371,1146.0,10.55846422338569,200.0,0.0,109.0,406.0,285.0,121.0,25.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,372,1085.0,24.976958525345623,45.0,0.0,4.0,365.0,368.0,271.0,32.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,373,863.0,2.20162224797219,304.0,0.0,375.0,102.0,21.0,19.0,42.0,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,374,1120.0,19.28571428571429,82.0,1.0,25.0,406.0,365.0,216.0,25.0,vulnerable
