source_file,source_path,run,total_complex_behaviors,total_expectancy,protective_behavior,community_trusting_vulnerability,healthy_friendliness,bully_behavior,aggressive_withdrawn_relationship,learned_helplessness,dangerous_trust,hopefulness,cynical,bully_behavior_pct,aggressive_withdrawn_relationship_pct,dangerous_trust_pct,learned_helplessness_pct,negative_expectancy_pct,threshold_from_figure7A_pct,latent_group
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,133,1194.0,1190.0,147.0,0.0,138.0,501.0,241.0,144.0,23.0,791.0,255.0,41.959798994974875,20.18425460636516,1.9262981574539362,12.060301507537687,33.52941176470588,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,134,1165.0,1200.0,175.0,0.0,146.0,448.0,262.0,102.0,32.0,830.0,268.0,38.4549356223176,22.489270386266096,2.7467811158798283,8.755364806866952,30.833333333333336,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,135,936.0,1196.0,323.0,0.0,358.0,194.0,26.0,2.0,33.0,945.0,249.0,20.726495726495727,2.7777777777777777,3.5256410256410255,0.2136752136752137,20.986622073578594,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,136,1003.0,1215.0,336.0,0.0,380.0,250.0,8.0,0.0,29.0,1102.0,113.0,24.925224327018945,0.7976071784646062,2.8913260219341974,0.0,9.300411522633745,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,137,1052.0,1193.0,70.0,0.0,32.0,331.0,350.0,245.0,24.0,707.0,241.0,31.4638783269962,33.26996197718631,2.2813688212927756,23.288973384030417,40.737636211232186,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,138,1314.0,1211.0,60.0,0.0,10.0,604.0,387.0,229.0,24.0,765.0,217.0,45.96651445966514,29.45205479452055,1.82648401826484,17.427701674277017,36.82906688687035,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,139,992.0,1194.0,71.0,0.0,15.0,267.0,376.0,238.0,25.0,720.0,236.0,26.915322580645164,37.903225806451616,2.5201612903225805,23.991935483870968,39.698492462311556,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,140,969.0,1213.0,47.0,0.0,41.0,250.0,345.0,253.0,33.0,701.0,259.0,25.79979360165119,35.60371517027864,3.4055727554179565,26.109391124871,42.20939818631492,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,141,1134.0,1183.0,177.0,0.0,162.0,437.0,222.0,114.0,22.0,768.0,301.0,38.53615520282187,19.576719576719576,1.9400352733686066,10.052910052910052,35.08030431107354,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,142,981.0,1205.0,67.0,0.0,0.0,278.0,380.0,231.0,25.0,744.0,230.0,28.338430173292554,38.73598369011213,2.54841997961264,23.547400611620795,38.25726141078838,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,143,1166.0,1194.0,134.0,0.0,48.0,474.0,325.0,163.0,22.0,792.0,239.0,40.651801029159515,27.87307032590051,1.8867924528301887,13.979416809605489,33.66834170854271,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,144,1009.0,1220.0,37.0,0.0,0.0,250.0,378.0,313.0,31.0,731.0,176.0,24.777006937561943,37.462834489593654,3.072348860257681,31.020812685827554,40.08196721311476,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,145,1189.0,1202.0,52.0,0.0,37.0,463.0,377.0,232.0,28.0,797.0,173.0,38.94028595458368,31.70731707317073,2.3549201009251473,19.51219512195122,33.693843594009984,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,146,1098.0,1189.0,45.0,0.0,2.0,364.0,407.0,252.0,28.0,742.0,195.0,33.1511839708561,37.06739526411658,2.5500910746812386,22.950819672131146,37.5946173254836,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,147,931.0,1201.0,301.0,0.0,369.0,192.0,19.0,19.0,31.0,903.0,279.0,20.622986036519872,2.0408163265306123,3.329752953813104,2.0408163265306123,24.812656119900083,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,148,919.0,1192.0,317.0,0.0,394.0,183.0,0.0,0.0,25.0,935.0,257.0,19.912948857453756,0.0,2.720348204570185,0.0,21.56040268456376,2.037872954566788,resilient
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,149,938.0,1208.0,35.0,0.0,8.0,208.0,389.0,277.0,21.0,689.0,242.0,22.174840085287848,41.47121535181237,2.2388059701492535,29.53091684434968,42.9635761589404,2.037872954566788,vulnerable
multiple_runs_largerun_db_highthreat_20260410_030216.csv,multiple_runs_largerun_db_highthreat_20260410_030216.csv,150,1018.0,1214.0,347.0,0.0,374.0,268.0,3.0,0.0,26.0,1016.0,198.0,26.326129666011788,0.29469548133595286,2.5540275049115913,0.0,16.30971993410214,2.037872954566788,resilient
