group,n_runs,mean_pct,std_pct,min_pct,max_pct
all,1000,14.206585158279264,10.834276021005737,0.0,34.62002412545235
resilient,296,0.4196499294362217,0.5033480393636095,0.0,1.9088016967126193
vulnerable,704,20.00336474313372,7.281144388172635,2.0408163265306123,34.62002412545235
