Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_LowThreat_2

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
162,571,60,554,242,73,520,7,491,185,9,477,491,532,123,0,0,0,2,0,0,276,1,18,434,68,124,313,367,1089,123
163,1187,78,99,72,64,1128,9,32,10,6,543,470,487,240,0,0,0,2,0,0,369,6,234,626,411,0,14,32,945,240
164,331,369,368,358,74,275,309,299,307,0,460,501,539,191,0,0,0,0,0,0,273,1,19,236,20,124,145,175,999,191
165,583,181,93,576,67,531,116,42,509,6,507,465,528,195,0,0,4,2,0,0,371,1,24,397,112,10,21,32,1009,195
166,625,69,154,597,55,570,2,97,523,3,479,493,528,102,0,0,3,0,3,0,394,2,9,441,120,3,76,94,1093,102
167,528,101,584,229,58,478,46,511,160,3,499,453,548,96,0,0,0,0,0,0,236,10,44,376,64,136,327,375,1102,96
168,998,70,308,64,60,934,16,244,10,0,513,462,525,258,0,0,0,0,0,0,293,0,248,522,296,75,126,169,946,258
169,1018,70,272,65,75,960,9,220,5,0,503,506,491,248,0,0,0,0,0,0,318,1,241,547,296,73,114,147,946,248
170,585,46,117,687,65,529,3,47,620,0,501,490,509,168,0,0,0,0,2,0,393,0,2,444,83,2,24,45,1031,168
171,976,72,335,55,62,913,9,274,0,1,465,536,499,232,0,0,0,0,0,0,315,0,229,552,250,108,121,166,965,232
172,875,88,314,161,62,821,39,242,110,11,516,483,501,143,0,0,0,2,0,0,311,35,97,523,257,77,123,165,1080,143
173,586,297,398,147,72,525,226,345,88,0,474,514,512,179,0,0,1,0,3,0,322,10,54,363,141,66,237,279,1005,179
174,534,70,609,217,70,473,12,549,164,9,516,478,506,138,0,0,0,3,0,0,273,10,43,410,23,107,398,442,1069,138
175,824,69,102,437,68,758,0,41,376,10,506,456,538,231,0,0,0,2,0,0,346,0,174,392,366,0,21,41,954,231
176,408,68,361,602,61,355,6,305,541,5,459,485,556,158,0,0,0,0,2,0,287,0,13,330,13,100,162,205,1054,158
177,867,339,160,67,67,806,292,100,9,12,495,505,500,231,0,0,0,2,0,0,406,18,107,501,305,0,73,100,988,231
178,805,77,212,347,59,748,19,138,295,5,503,499,498,88,0,0,6,3,4,0,381,9,74,445,275,30,106,108,1117,88
179,858,83,127,368,64,803,26,59,306,5,516,506,478,191,0,0,0,3,0,0,396,21,101,529,214,0,36,59,1008,191
180,574,82,107,670,67,519,7,46,614,11,512,493,495,139,0,0,0,3,0,0,403,1,2,401,116,2,22,44,1058,139
181,370,61,204,779,86,304,4,163,714,1,460,523,517,196,0,0,0,1,0,0,316,0,0,228,76,100,18,63,990,196
182,409,304,597,129,61,348,244,539,72,6,489,503,508,111,0,0,0,0,0,0,232,9,4,303,41,178,322,361,1098,111
183,470,383,122,454,71,420,319,62,403,2,481,483,536,230,0,0,0,1,1,0,378,4,5,308,108,7,21,55,976,230
184,513,137,246,540,64,450,72,182,487,5,531,493,476,174,0,0,0,3,2,0,272,14,1,307,143,111,49,71,1022,174
185,370,248,573,247,62,307,183,512,185,8,485,515,500,125,0,0,0,0,2,0,210,3,10,248,57,208,264,304,1070,125
186,633,57,408,329,73,586,7,350,256,9,493,465,542,158,0,0,0,0,1,0,273,0,101,372,179,100,205,250,1050,158
187,1049,87,106,192,66,988,45,48,125,3,529,507,464,193,0,0,0,3,0,0,404,10,145,650,272,5,19,43,1016,193
188,961,66,339,70,64,897,2,287,7,0,521,491,488,228,0,0,0,0,0,0,296,0,227,513,274,95,142,192,965,228
189,581,64,314,479,62,534,3,244,414,5,478,481,541,143,0,0,0,0,3,0,294,0,45,392,121,80,127,164,1057,143
190,400,77,661,300,62,346,17,601,250,1,481,490,529,104,0,0,0,1,0,0,191,7,29,284,33,204,343,397,1111,104
191,447,62,351,589,51,390,0,284,536,4,449,485,566,146,0,0,0,0,3,0,285,0,0,334,56,108,133,176,1068,146
192,942,82,93,321,62,882,14,38,255,0,482,526,492,197,0,0,0,0,0,0,413,11,102,537,345,1,15,37,992,197
193,1007,232,99,92,70,953,178,40,35,1,470,488,542,261,0,0,0,1,0,0,387,15,171,585,326,0,12,40,946,261
194,657,126,101,542,74,605,70,43,482,18,491,509,500,146,0,0,0,7,3,0,413,6,1,488,116,0,13,43,1072,146
195,383,76,413,579,49,332,4,347,518,4,522,479,499,161,0,0,0,0,0,0,264,0,10,290,32,117,186,230,1044,161
196,483,49,157,754,57,421,0,90,682,6,478,517,505,81,0,0,3,4,0,0,369,0,1,350,70,36,28,54,1118,81
197,706,213,105,413,63,646,154,40,359,6,497,512,491,172,0,0,0,4,4,0,392,18,35,442,196,7,20,33,1033,172
198,392,67,653,328,60,321,5,581,262,9,490,515,495,100,0,0,0,4,0,0,187,5,27,252,58,237,301,344,1078,100
199,686,97,159,488,70,618,38,113,423,8,480,497,523,160,0,0,0,0,0,0,358,11,26,408,209,37,43,76,1040,160
200,903,54,421,59,63,840,12,357,4,0,508,508,484,220,0,0,0,0,0,0,349,5,168,558,162,67,254,290,993,220

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
Total,142645,27339,54457,62447,13112,129864,15212,42354,50451,1100,99300,98933,101767,33061,0,0,92,280,173,0,66325,1342,14923,87374,36278,12270,23623,30084,205920,33061
Mean,713.23,136.69,272.29,312.24,65.56,649.32,76.06,211.77,252.25,5.50,496.50,494.67,508.83,165.31,0.00,0.00,0.46,1.40,0.86,0.00,331.62,6.71,74.61,436.87,181.39,61.35,118.11,150.42,1029.60,165.31
Std,216.44,104.81,162.98,205.92,6.22,218.20,103.00,161.45,205.59,4.79,18.73,17.93,18.55,50.42,0.00,0.00,1.18,1.82,1.65,0.00,64.68,7.96,71.30,112.75,104.41,58.33,100.97,109.21,74.98,50.42
Min,167,40,77,46,48,47,0,23,0,0,433,453,464,0,0,0,0,0,0,0,1,0,0,47,0,0,7,21,249,0
Max,1208,408,676,779,86,1135,340,604,722,20,548,544,566,293,0,0,7,8,9,0,435,35,248,747,411,237,398,442,1158,293
