Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,NB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,NB_LowThreat_2

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
157,67,135,368,456,474,13,68,309,394,415,517,468,515,135,0,0,31,219,77,0,6,67,1,0,13,292,15,17,1064,135
158,79,558,231,404,228,11,500,175,341,168,517,475,508,165,0,0,20,77,185,0,27,221,1,0,11,172,3,3,1030,165
159,87,490,265,494,164,12,431,197,433,106,481,493,526,125,0,0,25,47,204,0,14,244,0,6,6,191,6,6,1054,125
160,86,398,177,516,323,17,351,117,458,267,495,479,526,194,0,0,30,13,266,0,14,337,8,6,5,109,6,8,1016,194
161,75,171,201,500,553,15,110,145,432,490,460,509,531,108,0,0,24,226,284,0,14,20,0,8,7,95,20,50,1084,108
162,81,377,380,458,204,11,309,321,407,143,493,495,512,110,0,0,17,97,103,0,13,210,2,5,6,286,10,35,1081,110
163,71,326,298,518,287,9,265,234,463,231,503,478,519,143,0,0,24,143,135,0,20,171,3,1,5,223,11,11,1059,143
164,82,248,327,711,132,8,186,270,641,79,513,486,501,162,0,0,21,49,135,0,7,43,1,3,5,241,13,29,1022,162
165,73,674,514,104,135,13,614,463,43,68,483,493,524,172,0,0,0,43,17,0,11,267,3,4,8,369,38,94,1029,172
166,89,191,347,630,243,22,125,293,558,180,492,484,524,135,0,0,31,87,74,0,57,13,3,11,8,249,15,44,1043,135
167,59,376,443,474,148,4,318,378,406,76,486,526,488,181,0,0,19,49,44,0,14,265,1,0,3,348,29,30,1001,181
168,115,127,379,521,358,51,82,326,452,285,515,476,509,118,0,0,45,189,48,0,35,58,23,16,21,292,19,34,1078,118
169,77,238,327,536,322,15,177,281,469,254,495,510,495,129,0,0,27,152,138,0,20,94,4,2,13,255,13,26,1067,129
170,95,173,231,887,114,16,117,169,838,50,492,464,544,181,0,0,113,36,15,0,200,89,5,2,12,154,3,15,1009,181
171,173,305,299,565,158,103,239,246,507,90,504,485,511,133,0,0,74,66,67,0,83,188,52,30,40,231,15,15,1052,133
172,55,524,384,453,84,0,454,325,397,15,497,490,513,195,0,0,11,10,116,0,7,329,0,0,0,269,24,56,996,195
173,77,350,350,396,327,13,298,293,336,281,490,496,514,114,0,0,26,135,142,0,16,167,0,1,12,243,21,50,1107,114
174,111,391,234,507,257,45,336,174,458,197,503,506,491,143,0,0,44,7,223,0,36,301,22,7,28,154,11,20,1067,143
175,90,384,357,528,141,23,340,289,477,85,476,499,525,130,0,0,40,55,109,0,23,239,2,7,16,279,10,10,1084,130
176,76,400,318,535,171,16,344,259,472,118,503,460,537,116,0,0,23,22,125,0,10,301,1,8,8,239,7,20,1093,116
177,214,178,309,682,117,157,108,251,625,53,485,470,545,131,0,0,132,35,110,0,23,10,83,1,156,234,7,17,1063,131
178,99,819,200,295,87,27,757,141,234,27,490,468,542,189,0,0,34,19,237,0,23,277,1,0,27,118,5,23,997,189
179,71,335,426,510,158,5,272,386,447,95,472,505,523,118,0,0,15,38,53,0,5,265,0,2,3,346,14,40,1087,118
180,73,101,176,513,637,15,42,115,440,584,457,532,511,256,0,0,23,210,304,0,1,30,0,0,15,109,1,6,934,256
181,134,251,527,507,81,68,186,457,439,28,486,504,510,85,0,0,61,20,46,0,19,143,34,5,59,332,114,125,1093,85
182,52,377,322,270,479,1,311,261,199,423,477,509,514,138,0,0,12,281,140,0,15,17,0,0,1,259,2,2,1057,138
183,90,566,513,81,250,30,505,465,13,193,466,508,526,140,0,0,0,150,46,0,3,125,7,14,14,358,53,107,1066,140
184,77,107,234,746,336,17,46,170,688,285,508,474,518,223,0,0,11,13,269,0,7,34,1,8,9,103,36,67,983,223
185,111,346,518,114,411,40,293,465,48,358,492,520,488,200,0,0,2,105,68,0,11,161,13,10,22,331,92,134,1004,200
186,78,349,191,486,396,13,302,114,435,340,520,493,487,228,0,0,33,71,288,0,20,254,2,5,8,87,21,27,976,228
187,100,265,357,453,325,35,205,298,385,259,515,485,500,189,0,0,38,137,68,0,29,130,16,12,9,276,11,22,993,189
188,83,102,391,488,436,12,47,334,435,374,486,491,523,124,0,0,30,227,87,0,5,35,2,0,12,301,24,33,1078,124
189,61,775,268,297,99,10,713,210,240,32,475,504,521,213,0,0,22,23,206,0,18,276,1,5,4,177,33,33,992,213
190,72,573,155,490,210,11,514,104,433,139,500,489,511,176,0,0,13,58,292,0,30,238,1,5,6,75,7,29,1025,176
191,54,290,229,475,452,1,226,165,413,394,507,471,522,189,0,0,13,156,233,0,3,176,0,0,1,145,20,20,1008,189
192,74,729,234,251,212,16,667,173,190,155,515,520,465,218,0,0,25,105,249,0,13,223,3,4,12,149,11,24,983,218
193,77,227,267,405,524,18,167,216,354,457,518,499,483,202,0,0,30,138,214,0,14,133,3,5,11,180,31,36,1010,202
194,91,302,340,521,246,31,228,288,469,188,505,518,477,76,0,0,31,101,141,0,9,156,12,7,22,266,12,22,1128,76
195,76,386,323,473,242,21,321,267,426,166,502,511,487,135,0,0,31,35,142,0,4,299,5,0,21,263,4,4,1066,135
196,74,413,361,520,132,12,348,309,459,66,474,497,529,198,0,0,23,41,89,0,10,251,2,3,9,298,6,11,996,198
197,63,294,326,739,78,15,224,273,681,10,497,506,497,132,0,0,57,2,44,0,86,177,1,7,8,266,7,7,1071,132
198,63,428,286,497,226,17,371,215,446,166,503,470,527,124,0,0,32,13,162,0,18,345,6,4,12,206,9,9,1091,124
199,113,416,236,633,102,59,362,189,564,41,493,507,500,128,0,0,54,17,194,0,44,185,26,24,14,172,17,17,1087,128
200,90,378,482,460,90,21,316,426,403,26,461,547,492,130,0,0,26,20,19,0,31,260,5,8,13,381,17,45,1062,130

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
Total,16364,66987,64793,96494,55362,4375,55088,52795,84335,43361,98860,99055,102085,30838,0,0,5651,19408,28696,0,4854,33406,1419,1134,2720,45637,4351,7158,208995,30838
Mean,81.82,334.94,323.96,482.47,276.81,21.88,275.44,263.98,421.68,216.81,494.30,495.27,510.43,154.19,0.00,0.00,28.25,97.04,143.48,0.00,24.27,167.03,7.09,5.67,13.60,228.19,21.75,35.79,1044.97,154.19
Std,28.83,176.60,101.66,151.10,152.47,27.41,175.91,101.65,151.29,152.12,16.81,17.40,16.67,48.29,0.00,0.00,22.17,77.69,86.85,0.00,35.59,107.75,14.14,6.48,24.49,86.14,29.23,33.98,50.99,48.29
Min,47,63,125,67,61,0,3,71,2,5,420,439,465,45,0,0,0,0,7,0,0,3,0,0,0,61,0,0,862,45
Max,274,952,579,1061,684,211,894,513,1004,620,540,547,545,337,0,0,132,285,330,0,285,358,99,55,199,387,194,194,1157,337
