Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,largerun_db_highthreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
177,566,84,83,435,64,502,34,22,361,5,509,492,499,166,268,0,0,0,0,0,386,34,12,441,54,2,20,20,758,166
178,691,143,203,253,66,630,86,142,190,1,472,503,525,192,144,0,20,0,1,0,297,53,76,519,111,96,27,46,857,192
179,714,169,453,108,56,657,112,388,40,0,499,481,520,120,0,0,0,0,0,0,49,16,31,318,328,324,31,64,1077,120
180,563,114,493,263,67,503,54,416,213,13,501,505,494,271,0,0,8,0,1,0,65,30,173,202,293,341,23,75,928,271
181,547,99,171,387,72,475,37,108,334,15,495,465,540,218,224,0,1,0,0,0,314,37,28,407,66,50,28,58,751,218
182,649,99,181,332,73,589,34,120,265,13,492,476,532,230,166,0,0,0,0,0,325,33,63,493,96,66,40,54,791,230
183,428,76,116,568,65,368,35,66,503,0,474,508,518,210,247,0,0,0,0,0,398,35,4,325,43,10,28,56,762,210
184,576,254,413,108,65,529,204,344,62,0,485,492,523,199,84,0,0,0,0,0,125,30,44,297,212,278,33,66,940,199
185,622,94,352,259,75,564,58,292,191,3,499,513,488,243,98,0,10,1,1,0,179,51,137,372,191,223,34,69,865,243
186,839,90,116,107,66,781,23,64,40,1,519,492,489,168,282,0,0,0,0,0,379,22,87,662,32,18,42,46,741,168
187,411,424,123,215,65,356,367,68,156,0,501,504,495,258,262,0,0,0,26,0,366,35,20,282,65,18,34,50,689,258
188,354,83,101,616,65,288,32,51,540,0,506,497,497,191,281,0,0,0,0,0,379,31,1,254,34,7,34,44,720,191
189,618,248,458,113,63,555,188,401,62,3,486,505,509,163,0,0,0,0,0,0,57,10,43,222,325,340,31,61,1046,163
190,529,85,97,477,58,477,17,33,413,3,476,508,516,178,254,0,0,0,0,0,399,15,9,426,47,0,32,33,765,178
191,446,86,82,558,63,378,19,27,505,7,497,486,517,235,265,0,0,0,0,0,403,19,8,332,44,0,27,27,701,235
192,653,152,479,154,62,598,85,424,88,0,510,486,504,158,0,0,0,0,0,0,52,17,47,273,319,341,38,83,1037,158
193,627,215,497,103,58,570,145,440,46,4,488,486,526,160,0,0,0,0,1,0,39,10,76,253,308,362,33,78,1045,160
194,371,75,94,658,66,310,17,40,595,10,505,478,517,237,236,0,0,0,0,0,386,17,12,226,83,7,28,33,735,237
195,625,107,227,357,68,566,48,166,306,3,475,490,535,259,116,0,31,0,0,0,279,26,104,417,147,105,34,61,830,259
196,710,126,169,223,58,629,70,110,162,7,497,509,494,201,214,0,0,0,0,0,338,48,25,563,62,62,33,48,777,201
197,699,92,161,321,82,640,34,101,265,20,507,467,526,252,145,0,17,0,0,0,315,21,106,477,159,57,33,44,808,252
198,719,141,154,190,63,650,90,108,127,6,516,456,528,185,233,0,0,0,0,0,320,54,26,588,61,51,33,57,796,185
199,454,350,103,290,71,382,296,44,231,15,488,492,520,257,232,0,0,0,0,0,378,21,10,325,54,14,30,30,711,257
200,645,167,507,113,62,578,99,448,52,9,487,501,512,212,6,0,0,0,0,0,32,12,118,234,296,366,30,82,974,212
201,642,83,115,335,65,580,20,61,265,2,497,515,488,125,260,0,0,0,1,0,396,20,4,530,48,20,31,41,803,125
202,651,104,139,359,69,594,40,92,306,3,507,506,487,221,178,0,12,0,1,0,366,36,81,464,129,42,29,50,814,221
203,399,85,108,638,64,332,30,49,577,18,461,526,513,265,206,0,0,0,0,0,411,20,6,270,59,14,34,35,741,265
204,306,96,87,675,59,247,38,30,614,3,497,490,513,270,277,0,0,0,1,0,395,14,0,198,49,2,28,28,662,270
205,454,375,492,104,70,400,323,439,33,0,459,469,572,279,5,0,0,0,0,0,17,8,116,117,281,363,40,76,916,279
206,736,94,94,248,70,674,34,40,193,4,496,522,482,188,258,0,0,0,2,0,423,32,68,559,47,0,31,40,757,188
207,348,83,107,635,64,271,27,53,578,13,503,481,516,256,263,0,0,0,0,0,380,27,4,238,32,9,36,44,686,256
208,419,96,125,558,76,379,30,62,490,10,482,479,539,213,226,0,0,0,1,0,354,12,24,283,87,21,32,41,758,213
209,622,266,444,97,71,549,216,385,43,0,500,487,513,240,0,0,0,0,0,0,77,18,119,219,325,321,31,64,953,240
210,395,397,100,280,69,342,336,19,214,24,534,458,508,274,259,0,0,0,6,0,360,54,18,281,53,2,15,17,661,274
211,603,230,493,118,56,544,165,434,63,5,488,480,532,188,0,0,0,0,0,0,20,8,56,223,306,365,38,69,1023,188
212,667,108,301,315,69,611,41,241,254,15,450,524,526,262,40,0,30,0,1,0,261,32,133,420,190,166,37,75,900,262
213,590,124,480,228,72,535,54,425,166,4,535,483,482,162,6,0,7,0,0,0,45,33,66,211,320,342,40,83,1022,162
214,198,124,90,757,61,125,57,34,707,6,520,491,489,304,270,0,0,0,2,0,384,27,2,94,29,1,28,33,625,304
215,858,83,94,109,61,790,24,35,38,10,527,503,470,200,295,0,0,0,0,0,391,13,124,606,63,12,19,23,697,200
216,391,93,93,598,71,341,28,38,537,4,504,460,536,240,254,0,2,0,0,0,372,19,10,266,66,1,35,37,708,240
217,694,86,138,257,60,638,24,69,211,2,506,484,510,216,265,0,0,0,0,0,369,24,54,544,52,25,20,44,728,216
218,331,76,99,643,62,275,20,39,575,0,516,487,497,193,289,0,2,0,0,0,387,20,10,218,56,2,24,37,716,193
219,491,102,97,498,72,445,23,34,428,8,483,467,550,195,240,0,0,0,0,0,365,23,3,402,42,0,33,34,743,195
220,611,102,458,253,71,558,38,402,197,8,481,499,520,147,5,0,8,0,0,0,82,25,33,259,291,325,29,77,1056,147
221,560,76,432,366,65,508,24,370,304,6,463,495,542,212,1,0,31,0,0,0,112,24,113,239,266,283,42,87,1000,212
222,291,87,144,639,70,231,29,92,579,0,502,486,512,189,269,0,0,0,0,0,363,25,2,191,40,19,30,73,742,189
223,642,94,492,208,64,572,44,421,142,12,491,489,520,188,0,0,0,0,0,0,26,44,69,274,297,355,30,66,1003,188
224,792,106,90,196,65,740,32,34,130,19,461,504,535,203,251,0,0,0,0,0,390,18,80,620,40,1,24,33,752,203
225,483,89,94,529,58,426,23,25,461,14,505,471,524,232,247,0,4,0,1,0,376,18,17,346,75,0,25,25,717,232
226,423,91,87,598,76,362,44,36,535,0,495,519,486,257,225,0,0,0,0,0,400,44,4,301,61,5,31,31,720,257
227,646,277,156,145,66,590,214,102,86,0,482,475,543,235,210,0,0,0,1,0,343,27,49,503,79,43,23,59,757,235
228,582,393,108,118,62,511,327,50,70,1,516,493,491,342,237,0,0,0,1,0,386,20,95,379,84,10,32,40,617,342
229,334,86,104,653,77,267,20,53,599,22,476,493,531,245,246,0,0,0,0,0,397,18,0,228,39,0,40,53,716,245
230,400,83,127,589,66,344,25,68,511,10,484,483,533,203,235,0,0,0,0,0,367,19,8,280,62,19,37,49,755,203
231,845,95,106,107,76,790,25,49,44,28,500,478,522,180,271,0,0,0,0,0,392,23,84,664,44,2,25,47,756,180
232,584,79,446,311,69,524,14,391,251,8,516,509,475,214,11,0,0,0,0,0,104,12,105,206,314,305,47,86,974,214
233,332,119,91,646,61,267,57,37,582,5,491,514,495,264,251,0,0,0,0,0,412,27,2,217,48,0,37,37,684,264
234,690,86,250,291,75,640,31,182,233,20,488,521,491,263,108,0,0,0,0,0,286,24,107,466,173,131,43,51,843,263
235,628,98,285,321,72,566,22,236,267,19,500,486,514,286,96,0,14,0,0,0,213,22,147,379,187,174,37,62,824,286
236,652,280,225,116,70,592,209,162,70,0,475,496,529,287,157,0,0,0,0,0,266,28,91,450,140,119,30,43,746,287
237,712,107,344,212,74,658,50,284,147,14,475,529,496,334,51,0,2,0,0,0,246,46,148,448,204,180,40,104,819,334
238,578,86,472,307,57,516,24,394,246,12,507,505,488,150,0,0,32,0,0,0,67,24,62,199,316,325,31,69,1042,150
239,400,115,93,579,59,334,55,27,523,11,507,499,494,279,254,0,6,0,1,0,386,20,32,274,50,3,24,24,671,279
240,307,81,108,677,57,249,17,45,594,2,489,492,519,217,270,0,0,0,0,0,376,15,0,207,42,7,26,38,690,217
241,647,69,420,298,66,590,20,333,241,4,529,458,513,218,0,0,14,0,0,0,52,20,109,222,366,299,17,34,970,218
242,500,83,135,500,59,437,23,73,446,2,466,520,514,225,223,0,0,0,0,0,395,23,19,378,59,22,28,51,756,225
243,720,159,197,186,68,661,97,141,130,11,469,511,520,270,170,0,0,0,0,0,335,50,61,565,75,91,36,50,770,270
244,711,78,264,270,68,653,30,201,220,8,493,505,502,270,109,0,11,0,0,0,261,30,135,462,184,147,28,54,842,270
245,586,197,494,156,61,519,131,428,99,0,500,498,502,220,6,0,0,0,0,0,17,25,96,213,300,380,28,48,957,220
246,389,111,84,598,63,330,55,21,532,15,510,497,493,289,255,0,0,0,0,0,398,35,10,267,59,0,21,21,664,289
247,315,99,100,662,64,257,22,39,612,0,491,505,504,197,260,0,0,0,0,0,394,22,1,211,46,2,28,37,733,197
248,356,85,146,632,66,278,13,90,572,14,462,507,531,256,215,0,0,0,0,0,369,13,1,240,38,24,56,66,711,256
249,556,264,497,120,63,495,204,446,49,4,467,494,539,213,0,0,0,0,0,0,19,22,103,195,297,356,41,90,985,213
250,356,91,91,613,68,300,15,29,544,9,525,482,493,228,281,0,0,0,0,0,389,15,3,246,54,0,27,29,669,228
251,637,99,465,229,66,589,24,407,174,5,489,503,508,179,4,0,2,0,0,0,63,14,67,290,298,333,35,74,1020,179
252,325,94,93,686,65,265,38,40,614,5,479,500,521,248,237,0,0,0,0,0,407,38,0,230,35,1,38,39,714,248
253,651,87,157,342,69,597,31,96,272,2,511,482,507,197,194,0,3,0,0,0,355,25,64,493,103,46,36,50,801,197
254,732,181,142,167,61,665,119,78,105,3,475,504,521,191,217,0,0,0,1,0,363,18,44,591,63,44,27,34,779,191
255,690,201,291,98,73,625,141,233,40,0,493,526,481,216,147,0,0,0,0,0,242,19,109,468,157,159,35,74,823,216
256,682,325,93,119,63,618,261,48,54,8,466,527,507,248,218,0,0,0,0,0,414,44,56,515,50,15,30,33,741,248
257,650,99,432,261,58,594,29,374,197,8,454,496,550,124,0,0,10,0,0,0,90,29,31,325,267,308,32,66,1078,124
258,360,101,171,562,58,307,40,117,508,1,497,498,505,207,248,0,1,0,0,0,345,40,21,253,54,69,35,48,766,207
259,415,112,107,551,59,367,47,47,498,4,465,488,547,250,256,0,0,0,0,0,395,20,17,313,47,2,30,45,713,250
260,622,117,475,113,72,564,45,408,68,20,475,502,523,191,101,0,0,0,0,0,75,31,90,362,152,325,39,83,914,191
261,309,76,110,682,66,248,27,52,611,7,496,527,477,212,257,0,0,0,0,0,418,27,5,205,43,16,24,36,733,212
262,585,100,475,273,65,524,35,403,205,2,489,498,513,178,2,0,23,0,0,0,48,35,99,231,290,338,29,65,991,178
263,645,93,267,334,73,587,55,205,267,6,489,510,501,293,88,0,0,0,0,0,258,55,119,409,178,149,37,56,827,293
264,612,90,244,350,63,536,26,176,293,21,463,517,520,290,141,0,9,0,0,0,311,25,96,416,120,105,26,71,762,290
265,304,86,97,683,62,235,43,38,631,2,516,497,487,251,268,0,0,0,0,0,407,36,3,199,36,0,37,38,698,251
266,846,95,227,111,58,794,27,168,50,3,477,503,520,271,163,0,0,0,0,0,297,22,181,583,134,114,26,54,771,271
267,682,265,168,109,59,619,201,97,45,14,519,474,507,217,217,0,0,0,3,0,321,34,36,530,80,57,32,40,759,217
268,559,81,485,308,63,493,22,415,249,4,494,496,510,180,4,0,14,0,0,0,70,22,79,183,310,328,31,87,1003,180
269,592,200,517,128,63,528,150,456,69,1,488,508,504,203,0,0,0,0,1,0,2,33,80,215,307,393,27,63,1001,203
270,683,98,101,284,74,630,24,36,235,16,481,488,531,161,260,0,0,0,0,0,384,23,5,592,34,6,29,30,780,161
271,630,176,499,121,63,569,118,442,61,0,486,529,485,207,11,0,0,0,0,0,37,18,110,250,317,383,25,59,983,207
272,187,314,457,291,62,132,252,391,237,0,510,487,503,231,189,0,1,0,1,0,102,122,0,91,41,298,30,93,781,231
273,685,105,226,285,71,625,47,165,231,7,494,494,512,283,128,0,8,0,0,0,280,37,131,444,163,119,34,46,792,283
274,773,82,313,113,60,709,14,257,61,10,522,473,505,297,159,0,0,0,0,0,212,14,181,500,157,183,37,74,754,297
275,342,96,102,669,62,284,36,46,604,3,461,516,523,243,229,0,0,0,0,0,393,19,0,238,46,7,29,39,730,243
276,630,96,449,263,62,575,37,384,210,0,509,477,514,140,0,0,16,0,0,0,63,37,31,268,304,315,39,69,1066,140
277,798,84,92,210,63,738,21,41,146,0,489,509,502,154,253,0,0,0,0,0,402,21,48,650,40,3,36,38,792,154
278,720,104,482,126,66,653,50,424,65,0,520,467,513,319,2,0,0,0,0,0,2,36,220,228,320,352,42,72,873,319
279,594,160,190,268,73,538,109,126,208,5,498,477,525,223,215,0,0,0,0,0,322,36,51,462,65,63,40,63,763,223
280,870,83,104,112,61,795,41,53,39,0,482,505,513,285,270,0,0,0,0,0,391,29,192,572,31,6,30,47,643,285
281,696,79,337,220,69,640,18,273,161,12,497,490,513,378,99,0,0,0,0,0,206,18,184,399,204,190,38,83,726,378
282,669,114,212,318,68,619,56,156,248,2,475,474,551,250,119,0,16,0,0,0,267,36,120,444,174,110,31,46,831,250
283,774,90,161,136,67,714,21,102,82,9,481,489,530,234,272,0,0,0,0,0,334,19,139,539,36,49,26,53,694,234
284,426,89,92,594,76,372,37,35,535,0,502,486,512,245,223,0,0,0,0,0,401,37,0,304,68,0,34,35,734,245
285,646,118,542,127,66,601,54,471,66,7,484,511,505,239,1,0,0,0,1,0,12,17,158,239,315,397,34,74,960,239
286,845,80,95,119,60,776,22,42,53,3,512,481,507,133,301,0,0,0,0,0,378,22,63,692,27,0,27,42,763,133
287,674,174,242,196,69,616,124,181,131,0,506,481,513,276,145,0,0,0,2,0,252,65,95,463,145,120,44,61,776,276
288,602,265,173,162,74,545,210,105,88,11,496,492,512,328,224,0,0,0,0,0,373,30,54,436,76,21,18,84,631,328
289,330,109,90,670,64,268,46,30,613,5,487,510,503,263,237,0,0,0,0,0,409,32,3,220,46,0,30,30,699,263
290,689,246,117,108,75,627,197,51,44,0,507,465,528,248,265,0,0,0,1,0,350,25,57,530,56,10,22,41,671,248
291,824,96,114,118,69,764,32,47,50,8,530,498,472,180,279,0,0,0,0,0,373,27,70,636,60,10,25,37,721,180
292,286,85,89,667,65,216,19,21,609,4,532,465,503,258,308,0,0,0,0,0,352,19,1,184,32,0,21,21,611,258
293,392,83,116,621,66,329,16,55,562,9,474,516,510,264,222,0,0,0,1,0,386,15,18,249,67,14,20,41,707,264
294,822,87,121,136,68,769,18,63,68,2,497,516,487,173,266,0,0,0,0,0,397,14,92,624,62,13,36,50,747,173
295,740,92,168,236,67,665,31,113,182,9,463,504,533,211,197,0,0,0,0,0,353,29,64,566,68,56,34,57,789,211
296,640,209,251,106,66,579,150,195,45,5,483,494,523,207,228,0,0,0,1,0,322,27,32,502,72,79,31,116,767,207
297,438,91,99,597,66,379,36,37,546,0,446,519,535,170,209,0,0,0,0,0,418,20,1,320,59,1,26,36,828,170
298,657,92,158,307,63,594,24,105,255,8,492,510,498,188,223,0,4,0,0,0,352,20,42,517,76,63,33,42,798,188
299,710,74,429,225,62,654,19,375,171,0,489,481,530,114,0,0,10,0,0,0,90,19,33,327,315,292,37,83,1105,114
300,300,71,123,685,69,225,22,67,627,6,481,496,523,258,252,0,0,0,0,0,387,19,4,179,44,18,36,49,689,258
301,701,277,157,102,68,633,216,90,51,3,474,510,516,210,195,0,0,0,0,0,358,28,47,535,93,44,26,46,783,210
302,584,113,321,289,72,517,54,270,237,14,513,481,506,373,121,0,0,0,0,0,200,50,129,340,169,188,40,82,719,373
303,497,310,522,95,64,436,247,462,35,2,480,493,527,216,12,0,0,0,0,0,6,11,72,139,297,386,35,76,966,216
304,613,83,501,243,60,551,38,446,182,1,479,502,519,227,0,0,3,0,4,0,35,26,93,235,287,362,38,84,991,227
305,660,252,295,105,75,605,193,243,47,9,502,507,491,286,113,0,0,0,2,0,253,32,123,428,172,159,38,84,811,286
306,802,77,108,152,69,727,10,61,95,0,500,512,488,148,292,0,0,0,0,0,383,10,85,601,41,19,29,42,745,148
307,682,90,151,368,75,627,38,86,297,7,479,490,531,264,134,0,20,0,1,0,353,34,107,473,154,40,24,46,791,264
308,559,122,507,230,66,505,65,435,169,5,509,466,525,219,16,0,6,0,0,0,27,42,92,224,280,348,39,87,960,219
309,523,115,98,468,63,462,73,32,410,11,472,489,539,237,233,0,0,0,0,0,385,48,7,412,43,3,27,29,751,237
310,649,231,435,116,64,576,176,374,61,7,484,523,493,280,5,0,0,0,0,0,103,15,132,265,307,316,28,58,914,280
311,669,103,540,115,71,619,38,473,64,0,540,470,490,249,2,0,0,0,0,0,0,22,173,229,345,380,37,93,945,249
312,633,89,445,260,73,571,26,380,197,7,508,477,515,251,0,0,15,0,0,0,63,25,158,262,293,311,38,69,930,251
313,661,118,460,200,61,602,52,399,140,4,485,492,523,128,0,0,0,0,0,0,59,17,21,298,299,327,31,72,1069,128
314,346,83,110,657,67,275,30,40,590,16,480,525,495,254,237,0,0,0,0,0,411,30,0,233,42,3,26,37,697,254
315,342,80,136,625,66,278,19,79,574,3,481,504,515,251,251,0,0,0,0,0,393,19,4,231,46,16,28,63,702,251
316,539,324,447,109,64,470,254,394,54,10,485,488,527,196,17,0,0,0,0,0,73,12,62,195,275,317,37,77,986,196
317,767,92,176,229,70,702,36,116,162,12,504,491,505,226,166,0,0,0,3,0,321,36,90,552,128,63,29,53,802,226
318,615,204,523,87,67,563,151,449,35,0,474,509,517,114,4,0,0,0,0,0,32,11,26,253,309,379,32,70,1084,114
319,533,91,438,362,64,470,27,371,309,1,500,492,508,235,12,0,0,0,0,0,93,27,91,173,297,302,27,69,943,235
320,430,79,84,597,64,368,24,30,535,10,495,490,515,221,246,0,0,0,0,0,388,24,9,303,63,7,22,23,746,221
321,543,258,519,123,57,491,200,443,63,0,482,492,526,123,0,0,0,0,0,0,11,15,6,177,312,374,31,69,1074,123
322,543,274,472,135,69,489,217,417,70,10,479,467,554,222,7,0,0,0,0,0,32,12,54,174,311,338,38,79,981,222
323,607,178,525,133,57,543,124,458,63,4,470,539,491,177,0,0,0,0,0,0,45,14,62,227,299,396,31,62,1015,177
324,391,112,97,638,79,341,59,44,583,0,495,469,536,214,183,0,14,0,0,0,373,46,19,253,88,0,36,44,813,214
325,572,78,149,380,66,500,32,87,332,13,504,491,505,260,255,0,0,0,0,0,355,31,1,467,32,46,38,41,704,260
326,554,286,498,95,63,495,222,440,32,11,509,482,509,213,4,0,0,0,0,0,30,8,91,157,330,359,34,81,987,213
327,726,90,269,219,77,668,17,201,163,23,487,498,515,268,119,0,4,0,0,0,236,17,116,472,182,150,32,51,804,268
328,320,88,84,655,64,265,35,29,589,0,531,476,493,225,289,0,0,0,0,0,376,34,6,220,44,1,21,28,693,225
329,520,155,519,221,63,457,93,462,174,4,502,492,506,246,22,0,3,0,0,0,31,15,60,160,281,373,46,89,944,246
330,551,120,496,240,68,490,52,441,175,5,479,496,525,316,25,0,8,0,0,0,36,19,195,213,240,366,42,75,847,316
331,585,267,478,102,64,525,203,407,43,0,502,503,495,204,4,0,0,0,0,0,53,16,71,190,326,344,28,63,974,204
332,637,115,427,256,65,577,46,359,198,14,556,461,483,157,0,0,17,0,0,0,74,40,45,243,332,296,32,63,1037,157
333,577,253,470,133,55,524,185,427,67,0,524,478,498,247,12,0,0,0,1,0,23,12,108,184,336,360,42,67,956,247
334,416,108,101,562,62,357,59,41,487,6,526,470,504,246,251,0,0,0,0,0,375,59,1,311,46,1,40,40,704,246
335,428,411,484,95,67,368,344,424,45,4,471,484,545,247,15,0,0,0,0,0,33,8,83,79,287,344,35,80,938,247
336,788,136,128,138,66,723,76,55,82,2,492,491,517,223,244,0,0,0,0,0,374,30,104,580,43,21,14,34,715,223
337,664,92,230,322,69,611,36,179,252,0,478,484,538,264,123,0,0,0,0,0,268,31,111,447,154,123,41,56,814,264
338,661,87,295,296,69,606,27,239,227,12,494,507,499,269,92,0,11,0,0,0,212,27,126,431,175,193,42,46,842,269
339,313,97,103,658,57,250,22,41,605,13,504,497,499,251,272,0,0,0,1,0,409,10,6,208,42,1,26,40,680,251
340,594,103,136,416,71,531,40,75,361,15,502,509,489,231,180,0,2,0,0,0,383,21,70,410,115,22,36,53,791,231
341,354,81,124,640,74,300,24,65,590,0,458,531,511,217,227,0,0,0,0,0,413,24,1,245,55,14,38,51,762,217
342,601,88,98,375,67,535,37,46,312,9,540,459,501,218,271,0,0,0,1,0,365,29,57,422,73,9,24,37,721,218
343,646,142,493,150,66,586,83,434,88,5,491,514,495,134,3,0,0,0,0,0,35,13,39,256,319,373,31,61,1062,134
344,649,278,197,108,65,579,216,142,42,12,491,483,526,231,203,0,0,0,1,0,308,41,31,506,63,70,32,72,760,231
345,551,109,466,313,60,490,51,409,259,2,497,485,518,188,1,0,10,0,0,0,57,29,61,179,309,335,34,74,1023,188
346,646,120,472,187,67,577,45,414,133,20,489,484,527,216,8,0,0,0,0,0,53,20,88,246,293,329,37,85,973,216
347,872,99,114,109,65,819,46,51,59,11,494,510,496,249,241,0,0,0,0,0,412,19,110,646,64,8,29,43,737,249
348,532,286,487,109,69,482,226,422,55,0,505,496,499,151,17,0,0,0,0,0,26,8,37,162,319,362,34,60,1034,151
349,608,225,315,145,74,557,157,256,83,10,500,502,498,259,133,0,0,0,0,0,240,36,104,404,153,172,30,84,804,259
350,359,104,90,601,70,308,32,32,536,5,521,472,507,201,276,0,0,0,0,0,370,22,1,251,57,7,25,25,712,201
351,634,170,520,111,65,574,113,456,48,0,483,520,497,126,0,0,0,0,0,0,20,15,37,254,306,394,29,62,1065,126
352,603,165,533,125,74,543,110,475,68,0,478,483,539,154,0,0,0,0,0,0,9,11,60,232,294,385,30,90,1042,154
353,717,83,117,274,71,653,30,64,226,0,503,493,504,163,238,0,0,0,0,0,363,30,31,569,83,31,25,33,810,163
354,398,406,508,110,68,341,359,443,40,7,473,500,527,276,10,0,0,0,1,0,32,11,77,44,296,357,41,86,914,276
355,668,145,476,118,59,610,75,410,58,4,509,504,487,119,34,0,0,0,0,0,41,17,49,314,295,344,28,66,1038,119
356,627,99,223,300,61,572,35,162,238,11,518,497,485,242,190,0,1,0,0,0,284,23,68,456,115,115,39,47,776,242
357,710,91,336,176,61,637,33,273,113,17,477,496,527,274,126,0,0,0,0,0,205,33,141,466,135,184,34,89,799,274
358,348,85,102,639,76,288,35,35,575,22,490,531,479,239,250,0,0,0,1,0,421,23,3,237,51,0,28,35,716,239
359,603,92,436,288,69,549,24,374,236,12,505,481,514,164,12,0,20,0,0,0,102,23,58,262,286,302,34,72,1031,164
360,857,79,93,114,70,801,21,42,54,8,484,492,524,175,287,0,0,0,0,0,388,18,78,694,29,5,25,37,751,175
361,327,80,107,627,68,277,22,49,560,0,532,489,479,205,291,0,1,0,0,0,383,21,17,225,52,14,34,35,703,205
362,861,110,97,96,57,811,48,34,34,5,500,491,509,175,279,0,0,0,5,0,383,18,79,688,51,6,26,28,757,175
363,299,77,109,673,67,232,27,36,624,12,489,471,540,255,275,0,0,0,0,0,376,27,1,188,43,4,19,32,676,255
364,585,93,162,355,67,516,40,110,292,0,475,495,530,204,238,0,0,0,0,0,333,39,21,460,48,49,41,61,754,204
365,545,84,112,407,64,482,18,55,347,3,508,510,482,156,288,0,0,0,0,0,388,18,1,449,32,12,37,43,749,156
366,556,256,514,101,64,505,181,461,45,6,490,508,502,150,9,0,0,0,0,0,1,24,21,196,301,409,21,52,1048,150
367,675,102,520,142,60,616,49,452,81,4,513,497,490,198,1,0,0,0,3,0,19,22,107,287,316,379,39,73,1004,198
368,496,305,543,81,72,439,245,491,25,10,499,522,479,164,3,0,0,0,0,0,10,8,56,126,312,425,34,66,1046,164
369,667,90,143,306,67,611,27,77,255,11,540,471,489,206,227,0,12,0,3,0,336,22,81,476,121,40,31,37,775,206
370,322,96,88,663,63,270,38,28,590,7,520,496,484,276,268,0,0,0,0,0,398,37,4,222,46,0,28,28,657,276
371,682,89,222,316,70,608,33,168,259,6,534,492,474,283,121,0,27,0,0,0,285,33,149,406,200,109,25,59,791,283
372,477,102,106,475,69,410,36,43,418,5,520,486,494,171,271,0,0,0,0,0,368,36,3,365,45,4,32,39,741,171
373,455,301,507,143,75,408,239,452,90,0,512,488,500,223,19,0,0,0,0,0,21,10,80,102,304,375,42,77,966,223
374,546,79,133,447,79,488,27,66,373,27,510,491,499,234,216,0,3,1,0,0,365,27,39,406,82,25,25,41,747,234
375,635,340,187,97,70,574,286,126,32,6,484,506,510,302,171,0,0,0,0,0,319,29,81,445,123,81,27,45,722,302
376,478,94,89,515,64,426,31,23,454,16,497,489,514,212,260,0,0,0,0,0,398,29,8,355,65,1,13,22,738,212
377,428,96,116,519,71,366,29,54,463,4,500,466,534,189,270,0,0,0,0,0,355,28,5,320,44,14,32,40,727,189
378,286,115,95,651,67,221,57,43,585,4,497,472,531,231,286,0,0,0,3,0,364,31,0,195,26,12,28,31,679,231
379,358,83,96,640,64,301,16,27,592,6,487,475,538,227,259,0,0,0,0,0,374,16,3,251,50,3,24,24,715,227
380,394,93,112,599,66,336,34,46,542,14,489,470,541,302,236,0,1,0,0,0,374,34,9,281,52,7,22,39,670,302
381,428,340,462,196,72,357,275,405,136,0,503,475,522,295,2,0,0,0,0,0,61,174,48,196,156,300,36,105,878,295
382,376,92,111,597,64,311,26,45,542,13,507,474,519,207,260,0,1,0,0,0,365,25,12,256,53,10,24,35,730,207
383,568,233,512,99,68,511,168,449,45,5,481,520,499,205,20,0,0,0,0,0,46,26,86,208,258,377,38,72,973,205
384,381,126,124,574,67,321,58,60,521,3,472,515,513,307,228,0,2,0,1,0,388,18,3,260,59,16,26,44,656,307
385,339,104,129,622,68,279,34,72,578,5,469,504,527,210,238,0,0,0,1,0,387,20,2,238,41,11,30,61,758,210
386,285,84,111,687,69,233,20,46,637,4,492,477,531,225,264,0,0,1,0,0,376,14,1,196,37,10,30,36,715,225
387,376,91,107,635,68,327,44,48,566,8,482,525,493,299,223,0,0,0,0,0,412,44,0,267,60,12,30,36,694,299
388,543,83,449,369,56,489,29,384,302,3,498,513,489,247,0,0,28,0,0,0,114,29,153,186,301,305,39,79,960,247
