Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,40
Parameter: tHigherSitL,60
Parameter: tLowerSitDB,40
Parameter: tHigherSitDB,60
Parameter: tLowerSitNB,40
Parameter: tHigherSitNB,60
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,NB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,Random_NB_ModerateThreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
151,315,305,285,278,317,315,305,285,278,317,502,481,517,586,0,0,13,89,197,0,204,114,235,63,112,80,88,205,914,586
152,293,267,324,322,294,293,267,324,322,294,507,487,506,529,0,0,26,80,180,0,205,100,189,81,96,102,97,222,971,529
153,301,295,332,273,299,301,295,332,273,299,483,492,525,633,0,0,0,75,181,0,200,93,203,63,96,111,107,221,867,633
154,329,259,294,299,319,329,259,294,299,319,494,516,490,497,0,0,36,95,187,0,229,80,212,97,105,100,94,194,1003,497
155,287,320,319,288,286,287,320,319,288,286,451,499,550,523,0,0,55,74,185,0,200,93,176,68,96,114,86,205,977,523
156,290,295,322,315,278,290,295,322,315,278,491,496,513,438,0,0,34,65,187,0,201,105,154,102,85,108,112,214,1062,438
157,281,286,340,315,278,281,286,340,315,278,502,499,499,549,0,0,47,65,182,0,199,98,220,53,107,118,110,222,951,549
158,284,309,305,302,300,284,309,305,302,300,496,500,504,482,0,0,57,70,198,0,188,109,193,78,97,114,94,191,1018,482
159,325,301,285,286,303,325,301,285,286,303,472,518,510,549,0,0,15,73,215,0,215,79,203,89,98,88,91,197,951,549
160,288,340,293,280,299,288,340,293,280,299,509,475,516,650,0,0,0,80,206,0,171,108,213,61,99,98,95,195,850,650
161,315,271,286,305,323,315,271,286,305,323,481,480,539,476,0,0,60,70,197,0,193,82,181,86,104,90,104,196,1024,476
162,263,280,326,323,308,263,280,326,323,308,461,504,535,532,0,0,36,65,203,0,189,81,157,82,72,112,107,214,968,532
163,281,295,318,300,306,281,295,318,300,306,491,513,496,566,0,0,39,92,193,0,209,101,217,58,85,111,94,207,934,566
164,329,279,292,292,308,329,279,292,292,308,482,520,498,496,0,0,37,79,208,0,212,77,185,103,98,100,97,192,1004,496
165,270,305,307,313,305,270,305,307,313,305,496,517,487,434,0,0,54,76,210,0,196,91,160,81,84,111,108,196,1066,434
166,305,324,267,308,296,305,324,267,308,296,489,507,504,470,0,0,57,78,198,0,223,104,166,109,85,86,102,181,1030,470
167,262,308,308,315,307,262,308,308,315,307,494,500,506,460,0,0,43,79,204,0,194,97,147,85,75,102,112,206,1040,460
168,316,286,309,299,290,316,286,309,299,290,498,485,517,484,0,0,45,86,174,0,210,101,196,95,94,101,107,208,1016,484
169,299,302,319,275,305,299,302,319,275,305,483,507,510,496,0,0,50,71,213,0,188,91,178,71,97,106,106,213,1004,496
170,287,311,272,311,319,287,311,272,311,319,497,483,520,512,0,0,30,80,200,0,210,87,193,53,98,73,93,199,988,512
171,287,308,289,293,323,287,308,289,293,323,501,488,511,500,0,0,42,90,201,0,187,105,195,75,88,100,80,189,1000,500
172,317,286,297,280,320,317,286,297,280,320,486,523,491,529,0,0,42,85,216,0,202,84,212,74,111,105,89,192,971,529
173,291,308,304,314,283,291,308,304,314,283,440,500,560,473,0,0,41,56,191,0,215,90,148,102,81,94,88,210,1027,473
174,309,292,296,308,295,309,292,296,308,295,499,456,545,540,0,0,45,80,186,0,187,82,224,74,106,83,99,213,960,540
175,314,275,296,298,317,314,275,296,298,317,503,486,511,512,0,0,22,82,191,0,188,86,222,83,111,107,100,189,988,512
176,287,270,331,321,291,287,270,331,321,291,477,513,510,491,0,0,37,65,191,0,206,97,175,84,99,116,101,215,1009,491
177,297,284,294,310,315,297,284,294,310,315,500,495,505,486,0,0,57,79,227,0,180,86,188,79,104,88,107,206,1014,486
178,290,308,312,329,261,290,308,312,329,261,523,480,497,457,0,0,57,75,177,0,191,110,166,90,89,112,105,200,1043,457
179,273,285,296,308,338,273,285,296,308,338,504,471,525,519,0,0,46,89,187,0,201,86,209,35,92,83,104,213,981,519
180,306,292,305,302,295,306,292,305,302,295,508,474,518,512,0,0,55,77,184,0,184,96,173,98,94,106,110,199,988,512
181,289,317,292,279,323,289,317,292,279,323,500,495,505,465,0,0,34,75,200,0,192,97,168,79,101,103,101,189,1035,465
182,295,307,307,308,283,295,307,307,308,283,491,488,521,458,0,0,48,64,198,0,177,103,174,79,107,113,92,194,1042,458
183,296,308,321,299,276,296,308,321,299,276,480,507,513,550,0,0,17,63,197,0,198,97,212,58,94,112,90,209,950,550
184,309,297,308,281,305,309,297,308,281,305,447,535,518,609,0,0,32,67,206,0,230,89,237,57,90,99,103,209,891,609
185,296,306,293,313,292,296,306,293,313,292,505,456,539,564,0,0,43,78,178,0,196,109,233,42,98,82,91,211,936,564
186,286,298,313,312,291,286,298,313,312,291,468,516,516,447,0,0,44,64,195,0,207,100,168,80,88,114,87,199,1053,447
187,270,327,277,290,336,270,327,277,290,336,463,506,531,454,0,0,47,76,225,0,187,124,161,86,83,94,83,183,1046,454
188,301,289,300,296,314,301,289,300,296,314,482,511,507,512,0,0,34,67,199,0,198,97,168,90,100,114,93,186,988,512
189,301,293,290,296,320,301,293,290,296,320,496,501,503,515,0,0,19,93,209,0,206,89,218,66,108,86,97,204,985,515
190,304,315,291,291,299,304,315,291,291,299,507,484,509,486,0,0,52,74,198,0,195,111,180,92,94,91,95,200,1014,486
191,295,308,297,288,312,295,308,297,288,312,520,471,509,569,0,0,12,86,194,0,183,95,203,61,106,94,91,203,931,569
192,293,301,310,303,293,293,301,310,303,293,477,488,535,463,0,0,44,69,186,0,186,96,177,75,99,116,94,194,1037,463
193,296,279,326,291,308,296,279,326,291,308,518,477,505,519,0,0,43,81,192,0,181,106,194,76,102,104,106,222,981,519
194,304,300,294,303,299,304,300,294,303,299,495,504,501,486,0,0,32,68,218,0,202,85,176,86,104,84,115,210,1014,486
195,312,289,290,293,316,312,289,290,293,316,472,500,528,516,0,0,28,82,191,0,209,96,198,82,97,100,87,190,984,516
196,295,317,294,318,276,295,317,294,318,276,495,508,497,459,0,0,42,69,206,0,191,117,170,94,92,111,95,183,1041,459
197,309,299,311,302,279,309,299,311,302,279,468,514,518,544,0,0,48,67,197,0,206,93,229,70,101,111,90,200,956,544
198,306,283,308,304,299,306,283,308,304,299,500,495,505,469,0,0,60,60,198,0,184,107,198,65,114,113,96,195,1031,469
199,263,315,292,323,307,263,315,292,323,307,510,463,527,527,0,0,48,75,195,0,189,111,197,58,92,79,93,213,973,527
200,325,295,289,308,283,325,295,289,308,283,515,469,516,511,0,0,58,84,168,0,199,105,212,90,98,102,86,187,989,511

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
Total,59902,59834,59947,60348,59969,59902,59834,59947,60348,59969,98525,99266,102209,101622,0,0,7920,14767,39507,0,39889,19609,38148,15766,19592,19870,19480,40077,198378,101622
Mean,299.51,299.17,299.74,301.74,299.85,299.51,299.17,299.74,301.74,299.85,492.62,496.33,511.05,508.11,0.00,0.00,39.60,73.83,197.53,0.00,199.44,98.05,190.74,78.83,97.96,99.35,97.40,200.38,991.89,508.11
Std,15.23,17.08,16.07,15.50,16.68,15.23,17.08,16.07,15.50,16.68,19.10,18.57,19.47,42.95,0.00,0.00,13.68,8.94,12.17,0.00,13.60,10.02,22.78,15.53,9.68,10.64,10.41,13.21,42.95,42.95
Min,262,251,258,255,253,262,251,258,255,253,440,454,453,414,0,0,0,55,168,0,169,77,139,35,72,72,71,159,838,414
Max,342,349,340,346,338,342,349,340,346,338,540,554,570,662,0,0,65,97,228,0,241,127,252,121,127,130,124,236,1086,662
