Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,40
Parameter: tHigherSitL,60
Parameter: tLowerSitDB,40
Parameter: tHigherSitDB,60
Parameter: tLowerSitNB,40
Parameter: tHigherSitNB,60
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_ModerateThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
97,867,164,119,282,68,817,99,61,226,13,507,509,484,229,0,0,0,3,1,0,401,17,57,507,302,7,13,54,987,229,83.20573194668785,41.38672139803648,197.4383825801117,36.8344395441628,162.77281107290406,83.56470677760198
98,840,391,133,61,75,777,350,61,0,0,503,496,501,305,0,0,0,0,0,0,393,14,142,440,337,0,42,61,883,305,34.18699431541462,23.103385651223164,169.463404801112,33.10630965370242,64.02043327502018,49.872343660503184
99,842,70,376,145,67,793,7,318,80,0,503,516,481,189,0,0,2,0,0,0,307,1,182,506,227,112,160,206,1009,189,30.62487856421098,20.984796429799438,106.08360630292847,24.773641528999505,163.70199582672802,169.19386592429572
100,1176,97,76,82,69,1107,45,25,13,5,505,489,506,199,0,0,0,1,0,0,385,17,178,689,373,0,9,25,996,199,32.083418390617304,25.06122078595445,204.8001461115809,37.70147559415396,72.64521440931665,29.79227309273963
101,472,294,543,125,66,412,237,479,71,2,512,497,491,130,0,0,0,0,0,0,258,10,27,311,98,125,311,354,1071,130,18.259051909160476,12.892672949619058,131.66201761061578,32.29380912073328,55.35733759660339,33.234632141231295
102,1137,104,123,57,79,1062,46,66,0,23,496,505,499,175,0,0,0,8,0,0,418,12,147,676,341,0,29,66,1022,175,52.78351494893615,26.133690193973152,189.0510346200907,32.95528839852386,104.6029868514921,106.34817305388235
103,626,88,121,602,63,565,17,57,544,8,507,494,499,113,0,0,2,0,0,0,387,14,3,374,190,7,30,50,1078,113,40.59274170432308,27.811737969223316,197.72951122464767,37.33670021113531,244.31551685106626,229.59832634876585
104,562,145,98,636,59,504,79,33,572,5,482,477,541,202,0,0,0,0,10,0,360,8,4,418,82,6,13,27,991,202,56.72195893840082,33.27803429196243,160.40709670515412,32.048958481149555,33.804427858941395,29.162701591690166
105,530,49,108,743,70,471,0,59,678,0,474,511,515,151,0,0,2,0,0,0,386,0,0,377,94,17,14,42,1057,151,52.60627623959074,34.864033450144724,93.9672148311923,20.854465625638426,43.897261150136025,24.826161894645896
106,423,63,120,820,74,368,3,63,752,0,504,468,528,230,0,0,0,0,0,0,342,2,1,294,73,24,8,39,956,230,84.7173594016121,43.158356626083545,113.19829427346399,25.10006311856842,113.35911777057062,94.35168392777615
107,876,394,100,63,67,813,340,47,0,7,463,505,532,319,0,0,0,1,0,0,405,16,179,478,335,0,29,47,888,319,50.15590813813828,33.02557329272982,167.43081211200715,31.8753028059371,67.1799556653212,41.574805937163994
108,1214,68,107,53,58,1147,4,34,0,0,498,492,510,162,0,0,0,0,0,0,389,4,160,719,378,1,16,33,1023,162,47.85208680565727,28.260042461660333,126.48810592824012,29.872225638337177,4336.663042797195,8428.885413058115
109,688,60,497,177,78,637,4,442,114,0,482,491,527,136,0,0,0,0,0,0,268,1,124,446,124,130,268,312,1061,136,34.14147731816575,23.397975825044842,71.11471073445855,15.645154117724271,44.433466436036355,12.34932086461665
110,813,104,116,404,63,749,28,60,350,11,505,468,527,267,0,0,0,4,1,0,367,9,97,462,286,4,15,56,931,267,77.03162283746134,40.01646259618636,166.49593953428138,31.342356674693598,128.20661581176154,48.28872025808659
111,609,81,99,647,64,561,23,38,583,6,502,493,505,179,0,0,0,5,2,0,395,8,1,435,125,5,17,33,1032,179,79.88456194826995,38.416344552867464,162.91722648096254,33.632314729124964,61.729448059960404,30.405720062706898
112,1093,102,101,144,60,1027,57,24,76,9,494,493,513,172,0,0,0,3,0,0,394,21,112,676,308,1,16,23,1021,172,74.89725582571677,40.01294453809509,187.80451574909245,36.92104067126223,77.43452475740284,58.78484678420852
113,1020,60,301,53,66,960,4,233,1,0,544,470,486,236,0,0,0,0,0,0,301,0,236,543,326,86,104,147,962,236,45.119285256359106,29.53686736948199,85.66223760665542,20.24933450091044,1127.9153308779805,901.0691930509548
114,716,199,127,401,57,651,146,68,329,15,510,504,486,175,0,0,0,0,1,0,382,19,0,480,171,25,23,43,1034,175,67.85387921338145,31.227358450107328,188.9336500880997,35.01521056697296,390.88473458841753,489.9079281498441
115,926,174,126,209,65,866,114,54,150,6,496,474,530,243,0,0,0,0,2,0,376,19,117,599,265,2,17,52,947,243,84.83082124142567,39.953525621794526,185.47412614877467,35.12938535615136,167.38809941829274,85.07886076900039
116,747,333,106,243,71,678,268,49,161,28,492,505,503,199,0,0,0,3,0,0,385,15,10,480,198,15,7,34,985,199,69.86067632450006,36.784438264123814,180.31141677187088,34.27625628940554,1007.5966558678608,1354.0315200969146
117,529,76,136,695,64,467,13,82,632,0,456,507,537,67,0,0,6,0,4,0,382,4,3,357,109,14,55,68,1127,67,7.881233770856324,7.427082047336321,134.06179631610377,28.019349280144624,36.99932901627643,13.31862264190187
118,874,237,103,208,78,821,177,46,146,1,487,511,502,196,0,0,0,0,0,0,404,21,36,561,259,1,30,45,995,196,94.85194762710684,42.1364531755302,191.55861624468048,36.208298807459265,29.217222956809923,15.474532462394992
119,681,252,113,380,74,620,202,59,316,16,467,487,546,187,0,0,0,3,2,0,399,16,1,498,121,2,25,57,1026,187,60.15050241641091,31.38697391692422,167.31137628918896,30.513286656410767,134.4452476275683,59.346366485860344
120,680,96,116,544,64,613,40,54,484,10,476,512,512,210,0,0,0,5,2,0,411,26,13,439,172,1,21,53,991,210,85.20668693799755,35.84836750418803,194.74314116561064,35.67230382147049,96.93797217694932,55.22510370942817
121,607,320,432,67,74,561,264,365,5,2,515,500,485,151,0,0,0,2,0,0,284,3,62,354,207,129,194,236,1046,151,21.233776824734313,17.696682187778197,101.35592020737568,24.391009133742713,158.25930496440446,212.1937187775327
122,686,87,101,557,69,617,34,39,495,1,496,496,508,161,0,0,0,1,3,0,375,21,0,411,206,6,15,33,1025,161,45.02311306133969,24.931535499100562,209.37514146514013,40.10846991455613,75.79383414453896,34.07755833476308
123,185,74,743,434,64,122,18,673,383,5,468,501,531,100,0,0,0,0,5,0,103,1,5,80,41,298,329,375,1101,100,15.263434375608245,8.600731811653645,99.68654023584288,23.018679968975462,11.37635772849495,4.623974660721234
124,672,64,488,203,73,616,0,426,137,7,454,519,527,112,0,0,1,3,0,0,296,0,96,467,81,110,271,316,1074,112,33.85573305210279,20.04540865187432,78.82358649102348,17.21421386462257,29.687389333287,10.57992342190117
125,789,61,513,71,66,726,7,457,0,14,479,527,494,176,0,0,0,0,0,0,240,0,167,460,172,172,224,285,1028,176,25.21682096209831,16.042693456352378,104.74979966908002,24.476420337483027,158.1575685944631,111.9255839880886
126,890,68,255,213,74,824,2,192,148,26,465,475,560,179,0,0,0,2,0,0,261,0,96,416,348,112,22,80,1013,179,31.927732519795523,19.48405615526067,84.0781453291656,18.399133462634115,70.22764097394197,27.79600430308179
127,720,80,318,313,69,661,30,265,250,15,509,491,500,222,0,0,0,2,0,0,320,17,81,480,145,74,162,191,999,222,70.06309044928184,28.62178039719187,168.5654123546814,35.66444685138826,49.22259400897648,23.854195572496494
128,886,78,406,63,67,830,12,342,7,0,522,469,509,131,0,0,0,0,0,0,270,12,124,515,214,96,196,246,1060,131,20.796069176726842,14.897130662011598,144.52005205089765,31.981710980372277,84.54489287576219,40.685355058498
129,671,47,319,392,71,610,0,259,324,0,485,476,539,260,0,0,0,0,0,0,295,0,91,333,277,95,101,164,933,260,22.84479878919169,17.932998161607006,72.71446678436158,17.589108444429662,9.512957351989389,1.5162199272999164
130,560,352,461,65,62,501,277,403,4,8,462,515,523,148,0,0,0,2,0,0,258,2,60,345,138,137,223,266,1045,148,19.16132517755924,15.286896694828034,104.28450599478681,22.794996640485607,38.63199937185095,16.801331420636405
131,574,67,460,333,66,520,6,400,275,3,500,513,487,132,0,0,0,0,0,0,293,4,66,367,139,113,245,287,1072,132,10.255052535811224,2.707096249300879,125.26820927901275,29.34302666003208,39.83009801140128,14.986643410329478
132,458,77,579,317,69,406,7,521,255,11,506,481,513,112,0,0,0,3,0,0,218,0,48,295,101,162,304,359,1088,112,36.398834548102194,22.003627401932324,88.81177622683133,19.192234847225556,26.25746752516911,6.917520216216419
133,1057,155,158,65,65,982,100,102,9,5,499,486,515,86,0,0,0,2,0,0,391,15,17,672,307,1,75,101,1112,86,62.635855263898215,35.29824629888417,167.1447970557446,30.486847437527416,1374.0424564569582,2356.8493003494427
134,649,255,104,420,72,601,184,43,369,13,481,486,533,216,0,0,0,5,1,0,387,16,0,473,128,6,13,37,994,216,67.63780388299945,33.65553791503049,183.54788461682526,34.028106083340425,86.7129216695582,55.34896332804314
135,996,112,274,57,61,922,50,223,2,0,491,509,500,243,0,0,0,0,0,0,313,3,220,513,300,93,84,130,954,243,21.649878247945413,14.955249004239574,118.21992165194426,28.580774281482302,30.583519251444915,17.387830688139235
136,458,331,565,78,68,396,276,514,21,7,462,500,538,122,0,0,0,3,1,0,243,2,25,326,48,166,309,348,1092,122,20.736556694262266,16.645657214409976,85.22922181774153,18.745556670984424,68.12898739454099,31.084500356756262
137,623,111,151,545,70,566,40,89,487,11,492,510,498,193,0,0,0,5,0,0,384,36,9,424,142,18,51,71,1000,193,71.00659826012586,32.215231230467445,249.11873077619217,41.22156940707853,32.7374153670171,12.87398304193885
138,316,71,647,405,61,242,14,576,347,1,498,498,504,89,0,0,0,0,0,0,155,3,10,193,47,230,289,346,1091,89,32.35277498229058,16.459442063713595,105.94734303361263,26.26791535345889,15.588821315134146,6.720027951589381
139,768,252,317,101,62,696,192,271,38,1,481,533,486,161,0,0,0,1,0,0,319,9,63,418,246,107,129,164,1037,161,11.84150548985402,8.334171352926964,128.23111565419396,28.33924605136429,775.8688098016544,1345.8228723837024
140,450,423,105,445,77,389,354,46,381,25,479,489,532,322,0,0,0,5,9,0,374,20,0,300,89,0,23,46,873,322,148.37513778001758,48.78753757110145,166.28234871558516,29.703547698175687,91.27100029912616,102.30207996354417
141,675,71,107,581,66,614,16,43,516,9,487,484,529,128,0,0,2,4,3,0,380,0,24,443,153,3,18,40,1070,128,48.81862729114624,32.03767506520703,138.09851507835413,27.637408890583913,72.16005765113778,22.072672733520495
142,593,81,113,645,68,545,19,47,581,4,501,536,463,152,0,0,0,2,6,0,400,0,0,429,116,9,11,38,1044,152,46.032594295291936,26.552212687813434,121.29313605039091,21.547302438779386,111.13698178805998,56.724316696462814
143,376,64,638,354,68,318,12,573,297,0,523,471,506,99,0,0,1,0,0,0,179,6,12,243,71,186,352,387,1101,99,27.74761215752462,19.02710342181229,109.35016988473733,27.08113572640613,48.18842797309103,26.896868028712486
144,875,267,108,183,67,806,211,47,130,0,474,506,520,207,0,0,2,0,1,0,412,11,96,486,316,0,37,47,987,207,21.708931252314454,15.439628509566832,161.532631548342,32.68905569018155,90.52160021877609,36.498721803706374
145,451,63,124,794,68,382,4,71,734,11,471,515,514,220,0,0,0,0,0,0,405,0,2,306,76,12,17,59,982,220,74.54456079281226,40.235114382215706,119.70530158003761,24.90067424157608,89.81511686178781,60.36038501899597
146,614,83,129,607,67,552,27,61,545,12,499,494,507,161,0,0,0,2,0,0,348,17,8,391,161,27,7,34,1036,161,32.90310341400426,19.369347505111044,183.31724257622892,36.99096221219832,65.2298585372909,22.46350592740165
147,458,266,595,105,76,403,209,530,46,0,483,528,489,149,0,0,0,0,0,0,237,9,47,300,73,182,301,348,1039,149,18.70953718892295,10.52840357646117,110.5116542550558,26.886601116926656,42.36670404084372,20.06479208833633
148,763,241,106,328,62,693,177,51,277,7,514,486,500,154,0,0,0,0,2,0,386,16,8,476,215,2,15,49,1051,154,77.4342025630672,38.670624592743444,180.9934392737364,36.195141948255205,118.30605768725123,40.883967831224865
149,635,396,352,50,67,577,327,304,0,8,480,496,524,189,0,0,0,1,0,0,306,2,78,353,224,104,154,200,1027,189,18.287000078352488,11.311710403029762,100.59322739770842,23.830630518190233,22.702892595161096,16.408747151570076
150,705,68,102,560,65,635,19,43,493,0,503,477,520,151,0,0,0,0,0,0,381,8,0,477,158,3,17,40,1039,151,87.48661742237371,37.104749671591684,134.38847755138377,30.433802092852872,453.3262149509814,696.5898705425694
151,464,372,93,503,68,406,305,44,440,6,517,501,482,231,0,0,0,5,0,0,397,18,0,298,108,4,19,40,970,231,80.88576847655088,37.83053776673528,180.15355613406817,33.28594666361928,65.59048847202003,51.82671309152685
152,668,370,120,269,73,619,313,49,207,9,465,528,507,210,0,0,0,4,3,0,418,15,12,446,166,4,15,45,987,210,73.01263197150378,39.04714314213673,184.3028896314488,33.20994701348894,255.9915167165511,180.0629803336029
153,812,82,98,439,69,755,21,36,378,10,481,502,517,212,0,0,1,4,1,0,386,16,85,506,249,1,21,35,988,212,60.50111038821313,33.21362891885874,215.40202029170376,40.71996519490967,107.14946975113448,73.4609694598364
154,1049,71,245,72,63,984,13,193,7,6,498,514,488,230,0,0,0,0,0,0,326,7,224,585,303,68,93,125,973,230,22.16638470039161,20.250780432835004,146.46518411021964,32.30305604788455,13.048981263141247,6.564125314813753
155,370,339,637,90,64,315,281,561,20,1,493,485,522,130,0,0,0,0,0,0,203,9,5,265,49,173,333,388,1048,130,37.92361198861888,21.207467563640424,111.6750909204398,28.473059803086308,30.95019630730258,13.514436461809725
156,975,63,294,92,76,928,4,220,37,0,484,525,491,229,0,0,0,0,0,0,321,0,226,550,280,83,104,137,960,229,17.948714172352226,14.349791179122418,77.43748062136675,19.43554673595699,636.619048542679,568.0739612583735
157,675,399,94,265,67,611,335,49,199,15,482,497,521,254,0,0,0,3,1,0,388,19,31,411,200,6,14,43,955,254,81.26203346278236,38.25072115912746,162.61309504719574,31.905499638451545,93.71510050063596,79.38367345791022
158,880,69,425,68,58,814,11,365,0,16,476,509,515,170,0,0,0,0,0,0,267,5,159,511,197,150,171,215,1036,170,16.5656008580802,11.576245466184131,86.55374496195944,20.308973030521145,975.5172736247399,1077.6091881754987
159,1014,59,312,49,66,964,2,248,0,8,453,518,529,226,0,0,0,3,0,0,329,2,225,580,238,92,123,156,996,226,9.415080828369094,2.75636946308635,112.85621159210812,26.63820820663083,4490.980767688269,4574.63028658271
160,607,75,339,411,68,547,13,273,344,17,484,501,515,36,0,0,6,4,7,0,389,4,0,449,98,6,259,267,1158,36,19.349979088760172,18.38936200937058,164.2562607454243,33.272709520760024,4260.131728582243,8262.44210479739
161,910,55,405,59,71,849,0,332,0,6,481,524,495,169,0,0,0,3,0,0,315,0,168,562,203,93,183,239,1018,169,25.69842249601995,17.518981072701706,79.62629442234194,18.287552851596995,1848.9854331723247,1990.1717137040732
162,717,192,132,395,64,644,130,70,318,21,481,472,547,210,0,0,0,5,11,0,356,15,6,479,161,2,41,68,973,210,112.53468999119437,48.18362006135561,205.04866474352954,38.889089621162185,59.57436337623395,20.78956921826416
163,919,73,367,75,66,866,6,307,13,3,510,471,519,229,0,0,0,0,0,0,266,0,226,521,245,109,162,198,966,229,18.643281157525927,10.216420621011872,91.49317872473286,22.999646582537164,120.26118291183884,81.6445711646496
164,976,78,113,253,80,913,22,50,195,21,513,508,479,125,0,0,0,4,0,0,399,22,49,554,351,7,23,43,1076,125,38.42728116232767,26.575205667367847,241.24257229292277,42.77747682789503,136.10087854897964,37.24726614816314
165,602,69,194,574,61,549,6,145,499,6,510,486,504,99,0,0,2,0,1,0,361,3,1,405,143,25,105,120,1106,99,10.25071644781785,8.05587241761755,120.86410538380827,28.11167581524948,95.71342530052286,48.11965878613833
166,726,168,478,57,71,674,109,411,0,7,520,505,475,195,0,0,0,2,0,0,271,4,141,435,165,134,241,277,1006,195,19.590441951125268,10.680314082888845,103.74958758530998,25.19763652123482,132.44925536890133,117.82987286791699
167,532,59,157,693,59,467,2,89,643,4,487,501,512,175,0,0,2,4,2,0,359,0,0,401,66,40,25,49,1030,175,42.64085569697699,22.88646362510003,107.93400429100076,22.687043900594357,436.86265395100105,211.08640837286765
168,655,63,511,204,67,607,6,448,137,3,512,494,494,120,0,0,0,1,0,0,284,1,103,437,105,118,289,330,1081,120,12.7335616460461,8.321155972135573,93.78101690225155,21.66152178012441,44.85535990837023,17.901156045364033
169,615,354,96,362,73,553,293,49,295,6,514,478,508,228,0,0,0,3,4,0,359,8,9,406,147,7,22,42,968,228,81.47278380001435,36.922006797900735,149.77090019347887,26.34467679096599,418.178585640532,482.1989821721578
170,825,189,134,284,68,763,142,65,232,23,500,496,504,216,0,0,0,7,3,0,407,25,19,606,138,7,11,58,1009,216,115.84690485580488,49.54559789204284,204.14193283463612,36.92492864887737,311.1268331022739,217.44434155204917
171,360,61,98,914,67,309,0,46,845,0,497,504,499,237,0,0,0,0,0,0,400,0,0,238,71,7,8,39,963,237,62.545859903253636,32.145017975094305,112.90274458590808,26.20300326913751,56.823569408394235,33.69597711902104
172,655,151,138,489,67,595,99,73,437,10,502,493,505,187,0,0,0,2,2,0,396,18,0,451,144,11,25,62,1027,187,89.33179794926532,39.49164142290119,208.27349629285283,37.944777606422406,131.3644587181634,72.39344633207173
173,895,301,102,137,65,835,230,50,83,14,484,491,525,255,0,0,2,3,0,0,395,0,142,470,360,9,22,41,957,255,43.335043978723405,30.74127179799422,139.29919564024289,27.573957023872925,124.72946736511193,62.71102749168713
174,808,58,167,403,64,748,6,87,336,7,480,498,522,192,0,0,3,4,3,0,363,5,114,427,319,48,37,39,992,192,15.205081296930606,12.072325821818664,146.99866465579436,33.92927092318939,119.61405941872165,71.99900378326113
175,895,378,100,56,71,835,318,43,0,0,471,511,518,251,0,0,0,0,1,0,424,6,135,483,352,0,15,43,945,251,39.10828727999067,30.6829056701613,145.1663000772718,31.678669565952525,101.47682741221803,69.03331276106974
176,1165,108,99,64,64,1101,54,39,7,8,483,487,530,207,0,0,0,2,0,0,396,19,156,705,339,0,20,39,1002,207,46.45003409097002,29.763043833875166,198.24096542530654,37.91212163990397,144.72395057550875,137.66515468894715
177,874,383,126,62,55,817,329,63,0,4,485,500,515,257,0,0,0,3,1,0,389,18,129,477,338,4,28,59,956,257,46.257200957630246,25.351128517444018,186.2876949665703,35.025527967861514,76.49628244368338,39.27885346746393
178,331,72,643,388,66,282,1,587,329,0,480,492,528,93,0,0,0,0,0,0,134,1,38,183,96,252,287,335,1106,93,31.6289364364065,23.725115294578156,80.23686663876286,21.36796307335837,20.157198987611498,6.092555090530569
179,864,77,379,114,66,802,11,319,62,5,503,490,507,175,0,0,0,1,0,0,292,4,167,508,215,101,180,218,1024,175,14.24219447708524,12.15607001240321,117.53681718501846,27.28273664582882,34.82889265494636,16.71624433347662
180,917,85,367,61,70,858,10,309,9,10,511,490,499,213,0,0,0,1,0,0,251,0,201,492,273,129,148,180,983,213,14.980704127205357,10.668466572207276,107.75026046882198,24.74631308404062,482.42588590518926,315.2496896238714
181,810,93,110,420,67,741,33,49,351,16,491,491,518,114,0,0,0,4,1,0,392,29,2,514,225,4,19,45,1076,114,102.45052432177678,46.67938399318468,236.07021654736488,44.907507607951224,84.77227925872735,35.99125856089936
182,467,63,516,385,69,401,7,455,323,0,492,480,528,136,0,0,0,0,2,0,184,0,44,299,75,189,219,266,1050,136,37.90589800349915,21.607390002961306,66.39498333329236,16.82653571674879,27.060970851803074,6.493515736476097
183,726,74,116,519,65,661,18,67,450,7,491,488,521,132,0,0,2,4,0,0,351,15,16,411,242,38,3,29,1071,132,29.279943851456032,19.95621874853116,174.80495481324292,39.46765008720692,50.74585013432405,24.472402301234375
184,1068,79,231,57,65,1003,18,178,6,0,486,520,494,228,0,0,0,0,0,0,347,11,219,612,302,61,84,117,977,228,13.886718770245055,11.817849782185013,130.35206246037637,25.751723875488153,7.724172614471627,3.3539061025012047
185,611,347,130,343,69,550,282,60,282,12,510,472,518,219,0,0,0,3,1,0,363,10,7,404,142,4,23,56,967,219,79.39147173645854,45.465375414606974,161.93896916074024,30.864500188912377,713.5595935740563,1223.3481629169655
186,787,91,113,441,68,722,40,45,390,11,496,495,509,88,0,0,2,5,4,0,390,23,2,479,242,10,13,35,1120,88,46.05350023258244,33.73278889254492,240.85770185181983,44.833039616057945,85.15752868211811,30.11010900465744
187,653,90,119,570,68,588,26,68,509,5,519,491,490,168,0,0,1,1,0,0,364,21,1,451,136,27,28,41,1028,168,115.60566359399812,50.436680368205195,199.12485662069432,35.314354632048406,44.333584187485066,17.440540985301546
188,635,361,104,333,67,579,298,50,265,0,483,490,527,217,0,0,0,0,2,0,374,11,5,447,128,6,22,44,975,217,92.57536858539858,43.28549597610711,183.0618240812696,34.73921801229817,68.70144985188645,29.880911053278545
189,673,116,105,539,67,607,58,50,469,1,483,525,492,153,0,0,1,0,1,0,418,12,6,490,111,0,27,50,1032,153,46.16977001926095,26.66513990656064,155.14958886081172,30.35352459809218,109.61313237107483,36.52896729438774
190,613,306,123,387,71,558,243,57,331,22,458,517,525,272,0,0,0,9,6,0,417,14,2,443,115,0,31,57,939,272,134.5031014588649,48.1447552885692,191.3816732174403,36.1089431628201,52.09674250382843,30.37565270438767
191,622,346,118,346,68,554,288,59,289,6,506,484,510,272,0,0,0,6,5,0,387,17,2,429,123,1,31,58,924,272,147.68337296510157,53.99202473022211,207.38667118794797,37.40437637635906,64.34383250036102,30.719298587472906
192,401,59,439,535,66,337,21,368,484,11,511,467,522,90,0,0,0,3,5,0,278,0,0,317,20,102,237,266,1131,90,39.48042629403266,24.574119053099047,83.05602967894295,19.158000879454008,40.17597941069285,23.550701385104336
193,532,81,162,643,82,475,21,94,584,14,506,493,501,191,0,0,1,4,0,0,336,4,2,378,96,45,26,49,997,191,89.38487877853245,39.054109929768046,128.7255565238841,25.366708501330685,56.43091941468946,26.565446829324532
194,422,74,378,578,48,358,2,320,511,2,463,502,535,140,0,0,0,0,0,0,259,0,5,308,45,156,114,164,1053,140,39.05285687187645,23.909606184101566,94.84204241535659,21.94704534506562,24.537577876948102,7.297003503884089
195,442,58,103,834,63,388,0,36,775,0,513,492,495,174,0,0,0,0,0,0,384,0,4,281,103,5,21,31,1025,174,26.895532271367923,20.870885760038867,114.86061474816478,26.557559919488426,464.668700929684,533.7177197993128
196,547,67,226,596,64,479,5,168,534,1,501,508,491,109,0,0,3,1,0,0,368,5,0,403,76,42,102,126,1078,109,39.31354419946027,26.510775041020388,142.64798152846822,29.207994851005182,65.61441387494656,33.549912570011145
197,595,65,125,648,67,535,5,69,588,7,475,504,521,149,0,0,2,3,0,0,381,5,1,419,116,15,14,54,1055,149,41.40783790759898,25.42649334645408,160.8278403541298,34.39335239010938,129.4525562586211,95.9624827680421
198,573,126,92,630,79,502,60,44,556,19,505,506,489,213,0,0,0,7,0,0,406,13,1,394,107,9,17,35,968,213,58.05987597000634,32.3897319090944,161.64669191485672,29.408861287572247,43.709122323152975,21.457811828420603
199,830,97,118,390,65,764,34,54,325,20,503,467,530,116,0,0,0,5,0,0,364,27,11,474,287,2,19,52,1081,116,45.7443700290969,25.0109979741403,229.19864446812636,42.60282664733851,217.61508534417737,76.9555934570744
200,553,206,102,572,67,479,154,49,521,10,488,489,523,224,0,0,0,5,4,0,391,16,0,358,121,2,24,47,989,224,83.01004552155503,36.33742762300425,160.321157861779,30.4954692121198,134.17745375541787,79.47208487527931

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,138833.0,32551.0,49997.0,65210.0,13409.0,126240.0,20657.0,37899.0,52995.0,1569.0,98725.0,99123.0,102152.0,35342.0,0.0,0.0,97.0,442.0,255.0,0.0,67176.0,1909.0,11501.0,86271.0,35936.0,11702.0,20095.0,26197.0,204018.0,35342.0,9917.406228294269,5374.457420264754,29564.103883528973,6000.658705116194,67958.54809532633,84574.00538063442
Mean,694.16,162.75,249.99,326.05,67.05,631.20,103.28,189.50,264.98,7.84,493.62,495.62,510.76,176.71,0.00,0.00,0.48,2.21,1.27,0.00,335.88,9.54,57.51,431.36,179.68,58.51,100.47,130.99,1020.09,176.71,49.59,26.87,147.82,30.00,339.79,422.87
Std,209.87,114.57,185.15,206.72,5.38,208.63,113.82,184.06,205.78,6.74,18.37,17.46,18.29,56.17,0.00,0.00,1.12,2.40,2.23,0.00,72.83,8.33,69.48,109.76,100.83,70.44,108.62,117.50,60.24,56.17,32.22,12.15,46.28,6.97,1088.93,1681.03
Min,185.0,47.0,74.0,49.0,48.0,122.0,0.0,18.0,0.0,0.0,453.0,447.0,463.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,80.0,11.0,0.0,1.0,18.0,687.0,28.0,6.621736861958303,2.113804188046883,66.39498333329236,15.645154117724271,7.724172614471627,1.5162199272999164
Max,1256.0,423.0,813.0,914.0,82.0,1189.0,355.0,738.0,845.0,31.0,544.0,536.0,560.0,322.0,0.0,0.0,7.0,13.0,14.0,0.0,424.0,36.0,236.0,719.0,408.0,298.0,402.0,457.0,1158.0,322.0,148.37513778001758,54.69367455137313,249.11873077619217,44.907507607951224,10649.625589721743,16714.011396488662
