Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,40
Parameter: tHigherSitL,60
Parameter: tLowerSitDB,40
Parameter: tHigherSitDB,60
Parameter: tLowerSitNB,40
Parameter: tHigherSitNB,60
Parameter: aLowerSitL,120
Parameter: aHigherSitL,140
Parameter: aLowerSitDB,120
Parameter: aHigherSitDB,140
Parameter: aLowerSitNB,120
Parameter: aHigherSitNB,140
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_StrongAllies_ModerateThreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
81,857,86,118,370,69,798,21,58,316,9,485,512,503,89,0,0,3,4,0,0,399,19,15,466,332,4,25,54,1113,89,38.381017327013524,27.55570931858652,211.43466614251207,41.88500357471014,65.16473855572605,34.77733230802447
82,227,370,763,70,70,154,323,710,3,0,493,519,488,177,0,0,0,0,0,0,34,13,33,72,82,373,293,337,1013,177,10.650948376549115,4.349250917105102,159.95861014831397,37.40895748773505,11.481636689070154,3.3294536056088178
83,847,100,119,362,72,788,28,66,303,0,477,521,502,214,0,0,0,0,0,0,406,9,160,467,321,0,33,66,971,214,54.021811496819545,33.14949336401516,185.54032663806416,35.67520238128718,54.689418232541755,25.99314968579884
84,938,66,124,301,71,881,10,75,242,1,526,461,513,131,0,0,0,1,0,0,374,4,65,568,263,3,53,72,1078,131,63.85309054914014,36.54357761177642,139.20909680012207,30.836338297315123,4073.3057995710064,4767.226518627601
85,998,111,165,162,64,943,57,93,89,5,492,462,546,332,0,0,0,2,0,0,370,4,256,541,287,1,68,92,855,332,74.57206253330246,41.81748346833854,126.97287756233634,29.56196510542873,51.07228916449069,22.115216271081923
86,1066,100,211,59,64,1005,46,157,6,0,482,496,522,168,0,0,0,0,1,0,398,14,139,651,253,0,125,157,1046,168,57.29688266841833,34.84637373420972,199.95560921577146,42.093617246327646,31.83807548686969,11.813993635032103
87,382,189,786,75,68,313,129,723,17,8,498,508,494,102,0,0,0,5,0,0,15,12,51,183,109,395,273,328,1088,102,31.82073064642416,18.85377946945337,149.43056023310828,34.20257542460469,29.98103785550216,5.716826390746879
88,400,43,598,396,63,345,0,529,325,0,502,484,514,206,0,0,0,0,0,0,9,0,128,43,292,375,112,154,993,206,22.775641901919876,15.990145893732848,95.8086647502934,26.24965997174105,17.5429159099499,3.166078052890638
89,912,62,143,317,66,862,9,79,236,6,525,498,477,214,0,0,0,4,0,0,348,5,130,559,269,37,26,42,978,214,56.97465978573971,33.77570574835888,142.99392446176438,29.129877989461036,110.37986373412741,130.537613520365
90,1200,89,89,61,61,1151,30,32,4,15,489,528,483,261,0,0,0,6,0,0,431,18,238,683,364,0,12,32,971,261,37.65873989352557,28.672228180243053,208.22198117132953,38.64448638699331,63.10933246653879,39.6864322819559
91,1161,110,100,48,81,1106,57,39,2,0,486,502,512,230,0,0,0,0,0,0,417,19,201,696,334,0,21,39,974,230,72.46733904899754,40.69599626094527,195.58852229908865,36.81312620618917,22.58556404343331,9.717313274642288
92,247,53,728,405,67,192,12,658,343,4,493,481,526,155,0,0,0,3,0,0,0,11,39,42,150,395,226,263,1054,155,13.891770599129423,4.553289872560264,133.97862681976045,31.488310959630844,11.91944670577863,2.473289874748244
93,377,215,633,204,71,311,163,570,146,0,493,469,538,189,0,0,0,0,0,0,3,5,95,90,203,365,154,205,1001,189,47.82172787231689,30.007299533952562,113.84729265274797,27.318786746796864,19.454795308354417,4.31012267168707
94,250,358,775,55,62,183,284,721,0,5,499,505,496,153,0,0,0,2,0,0,50,4,36,98,69,350,318,371,1040,153,26.92286096985962,11.113498731736449,142.08303461185656,30.136210500839976,20.49129499875707,13.154499911562741
95,242,76,740,376,66,174,15,686,314,4,494,497,509,114,0,0,1,1,0,0,3,15,34,53,119,393,247,293,1079,114,21.733328439882687,12.877592011068682,168.35492885584273,37.436596025803524,18.430892859225292,3.680837238285054
96,137,87,842,370,64,71,24,787,316,3,455,503,542,100,0,0,0,3,0,0,0,17,2,46,24,420,314,367,1101,100,19.97506352215657,14.548556845307198,195.74174628775862,42.15975240847619,16.80934467673316,4.872628193958489
97,1032,131,223,48,66,965,82,154,0,1,494,507,499,198,0,0,0,0,0,0,403,22,144,642,240,1,131,153,1004,198,80.4758044679896,44.01656511390431,235.90987436375116,44.7778920212021,2281.030162226797,4158.617741680899
98,453,71,213,691,72,400,9,139,647,0,483,512,505,115,0,0,4,0,0,0,309,3,2,283,117,99,21,40,1080,115,44.89923004274586,29.950772959810212,140.758443966485,32.495959139497984,33.24406198424227,13.437839409552549
99,796,357,106,169,72,725,284,56,105,13,513,472,515,173,0,0,0,4,3,0,367,10,42,452,273,2,17,54,1010,173,109.33845428888603,45.676569134294795,191.87884948892278,37.64452016630458,28.24788268543498,10.503405108342417
100,617,111,662,48,62,562,44,595,0,9,484,497,519,147,0,0,0,3,0,0,87,7,128,331,140,309,238,286,1063,147,16.710257926592153,10.800807058857322,147.4475555921204,35.155886528223135,34.76530042659395,16.832818652778837
101,699,81,129,525,66,633,19,88,459,0,504,479,517,67,0,0,3,0,0,0,340,19,2,393,240,47,19,41,1132,67,48.058899171680636,37.92941051712311,220.71560368952257,44.639837352580095,198.16758671603301,181.09071990985777
102,194,292,819,123,72,151,234,757,62,10,520,494,486,131,0,0,0,5,0,0,21,13,18,111,37,368,335,389,1083,131,30.21538612889529,17.981524590738896,142.898996895689,33.97678374632281,17.98553810324869,5.664064709122352
103,1147,97,134,60,62,1099,35,66,3,10,499,489,512,286,0,0,0,4,0,0,399,16,267,634,345,0,43,66,927,286,79.67376484061411,41.470875611636075,180.60087919734775,37.74836280843209,18.37128673849655,7.47433334161832
104,461,267,139,566,67,393,203,87,495,9,526,475,499,233,0,0,0,0,0,0,319,0,0,318,75,52,13,35,954,233,105.69435388598306,45.24069492623396,127.76878901130256,30.76924519581153,46.846529096310796,25.69884229324486
105,174,78,603,584,61,105,16,546,522,3,487,509,504,118,0,0,0,0,10,0,29,0,8,56,49,369,137,177,1074,118,28.61713302892762,19.110977270291734,92.84101950499652,24.790920062029492,16.79142410746054,4.599099238059023
106,195,51,764,428,62,134,5,723,365,3,497,473,530,119,0,0,0,0,0,0,2,1,40,30,103,395,275,328,1111,119,17.354014674797963,12.232123413501716,102.46424691309446,26.650373109864603,13.718278796565071,3.9948143495090136
107,705,215,145,371,64,653,156,87,311,0,491,501,508,154,0,0,0,0,4,0,358,15,18,459,190,49,16,38,1053,154,63.69343936766361,36.40625779701824,222.7323972490726,42.55023092266661,92.27816143037467,34.360778730587874
108,1167,112,103,54,64,1109,52,49,3,7,492,485,523,309,0,0,0,0,0,0,392,9,272,743,366,0,27,49,911,309,49.89166547273372,34.70850652966013,197.1995916403011,38.20395591677534,82.12437029861084,49.08274284356272
109,651,296,226,256,71,575,238,175,195,8,479,510,511,180,0,0,0,5,0,0,311,18,1,445,130,104,45,71,1011,180,72.22673350382648,36.79907341459921,210.15840299080006,39.33002102562338,63.302094560835414,64.57353797312722
110,558,231,517,128,66,499,177,458,61,13,503,492,505,188,0,0,0,0,0,0,171,7,128,245,217,227,188,231,1020,188,18.415168904408468,11.608908612091913,139.23625804907755,34.223130092058106,26.930638024588767,5.257195101683897
111,815,387,110,121,67,759,333,54,56,7,492,503,505,225,0,0,0,4,0,0,407,22,88,462,297,2,21,52,984,225,104.88833882716166,54.51078062822993,189.21637901437146,35.81672504126433,95.00376827595552,54.31661358257182
112,1142,102,101,84,71,1067,49,46,10,0,495,499,506,217,0,0,2,0,0,0,392,19,197,683,326,1,25,45,955,217,35.61394455416573,22.910528921295754,200.53052539547642,36.12554871503132,102.44772473785237,101.08109410199508
113,770,76,513,74,67,703,21,452,25,7,479,497,524,179,0,0,0,4,0,0,185,4,168,427,178,214,198,238,1029,179,14.141724379645522,10.632328170900756,114.63884669658499,28.28295046995177,34.47057359286548,25.42470822038112
114,811,82,146,398,63,749,23,86,329,3,496,503,501,87,0,0,2,0,0,0,397,23,1,471,278,1,67,85,1103,87,27.536837389058302,25.478799158741268,220.58082880145636,41.046395612812326,42.392572823563896,22.088521359304803
115,235,108,738,357,62,180,55,669,309,3,493,490,517,155,0,0,1,0,0,0,0,7,10,39,140,397,234,272,1061,155,18.99606040277724,13.584396250655304,113.76456051890781,30.591055923511636,11.291835337671328,2.496558262306662
116,971,100,124,238,67,908,39,61,189,6,484,494,522,94,0,0,0,3,0,0,389,29,3,630,275,6,23,55,1109,94,97.16200487811987,46.12550816866398,266.54008974220613,46.04311418572701,894.3668840535998,1027.3439723676745
117,289,73,475,601,62,226,5,419,536,10,493,469,538,145,0,0,0,3,0,0,103,0,32,148,53,272,96,147,1051,145,49.30552545637016,31.124509755747766,109.17252676884799,27.09186965978456,18.602035685375967,5.430113283337443
118,705,362,303,63,67,647,298,248,0,0,490,492,518,241,0,0,0,0,0,0,272,0,140,333,300,114,85,134,952,241,29.175111165940077,19.030956589751067,108.73381588419058,26.1278734837631,14.740920942975281,3.3720023335995286
119,674,310,200,246,70,600,254,136,185,5,505,525,470,208,0,0,0,3,0,0,335,17,4,435,162,66,42,70,972,208,88.73086150059781,41.70146752541099,198.56525117914515,36.930750994418254,31.881976462766016,18.682219679190588
120,829,153,122,324,72,761,107,56,268,8,493,491,516,113,0,0,3,3,0,0,391,26,12,468,293,1,42,55,1087,113,34.26336278717413,25.466607244093222,252.81500065298206,47.242942339761086,61.3625496404199,32.91751024614884
121,346,50,639,399,66,286,6,568,349,3,509,459,532,203,0,0,1,3,0,0,0,0,110,26,260,363,142,205,1009,203,36.53122022179269,19.99427130627268,76.73068223025946,18.543921539236493,13.168716875172366,2.218879705222623
122,246,54,569,571,60,176,6,511,515,9,479,489,532,111,0,0,1,2,0,0,107,4,3,111,63,283,180,228,1106,111,26.277196244005026,23.5184579517254,116.0618665902529,30.318734987985827,26.0810026038568,4.937232952433676
123,931,101,119,281,68,875,36,53,231,3,464,504,532,114,0,0,4,0,0,0,394,26,74,529,302,6,16,47,1084,114,62.717902156142316,38.363380653668564,261.21621670791995,47.527252222790274,882.3530868445004,798.7548976162649
124,540,94,267,532,67,473,24,202,483,13,509,497,494,182,0,0,0,5,0,0,231,8,5,362,111,167,20,35,1013,182,70.35162597724741,37.69687376818736,163.7341813530712,34.03942763857636,44.62834997951441,16.119804854294223
125,902,250,185,92,71,833,193,112,53,8,505,481,514,145,0,0,0,2,0,0,343,10,43,527,306,31,45,81,1054,145,61.23743510564565,37.62437271082153,195.64902815914076,40.248071956340944,729.4530437763257,520.0910009134925
126,874,334,143,83,66,814,276,73,37,12,484,486,530,220,0,0,0,7,0,0,390,10,100,512,302,0,37,73,992,220,79.53725465765551,40.11674636264299,193.2315277064556,36.05039491015946,50.49134479036875,31.600139659359332
127,800,78,110,448,64,734,27,54,396,0,468,529,503,54,0,0,3,0,0,0,414,24,7,495,239,14,24,40,1157,54,30.350963656750363,25.827339208040573,222.59046629311126,43.12604498870148,70.79022703135588,32.67660103819422
128,310,284,660,183,63,268,224,597,127,2,468,516,516,170,0,0,3,0,0,0,12,2,101,27,240,404,146,193,1048,170,18.561027563266514,13.667144677257438,95.34632039771891,25.718659246399707,12.330803660728575,2.435620872556225
129,245,83,696,417,59,181,20,653,356,14,515,467,518,169,0,0,0,7,0,0,0,2,71,21,160,376,225,277,1055,169,25.83598487778257,16.146695132589176,81.99416184592569,22.123752265653735,9.269792323963811,1.8990230428120307
130,236,79,515,601,69,178,25,456,537,2,513,525,462,181,0,0,0,0,0,0,124,0,19,118,41,294,117,162,1017,181,11.3207739903471,4.318193414525128,107.25835254196424,27.283703975762275,14.344884002324626,3.0484600588420587
131,395,65,569,413,58,341,1,512,347,0,509,490,501,212,0,0,2,0,0,0,19,0,143,26,315,387,80,125,989,212,30.517400824352443,18.906020170107265,112.98139945239133,27.83722934151663,10.72703455135351,2.7237537417078643
132,772,192,402,79,55,708,130,338,16,4,469,551,480,194,0,0,0,0,0,0,278,8,151,418,229,170,125,168,1002,194,16.43065615404816,6.53599118572464,149.42222568214692,35.294332313429365,18.118442542498318,3.985442431380061
133,322,58,389,659,72,264,0,327,609,0,483,473,544,190,0,0,0,0,0,0,193,0,22,216,29,180,96,147,1010,190,24.637847425769888,16.712734269234375,107.56453650045377,26.449407026141145,12.728285399340983,3.4251971138870605
134,1168,102,98,70,62,1097,32,31,21,10,516,489,495,279,0,0,0,4,0,0,380,5,260,624,387,0,16,31,912,279,59.08711018570437,37.22619882160558,141.28301408383203,30.27879097607291,34.82427884768852,19.15675836446505
135,637,124,151,514,74,574,67,87,443,20,497,497,506,216,0,0,0,7,0,0,359,14,3,460,114,31,14,56,975,216,166.3639694319487,64.43969938177145,181.5352466099326,34.6364548656863,116.96598936463978,77.77123269639468
136,240,314,809,73,64,174,251,748,25,0,511,492,497,166,0,0,0,0,0,0,20,8,45,82,65,376,330,372,1032,166,10.41339850046429,3.457953761570573,133.31893054600545,33.00489070206399,19.87225121131762,5.707479076094515
137,789,285,144,214,68,719,237,80,148,6,473,485,542,170,0,0,0,3,0,0,338,25,12,517,199,26,22,54,1020,170,83.93245012816308,44.80751542764275,216.48731140931392,40.27039187613933,56.450437421163834,46.98559454989611
138,353,80,643,355,69,289,23,587,291,7,465,491,544,184,0,0,2,0,0,0,40,1,95,85,184,360,185,227,1013,184,12.409467996796522,7.49369440482582,86.34017030002853,22.488202956578384,22.816898203247707,4.4852342835395085
139,391,63,614,348,84,331,3,565,298,0,543,426,531,194,0,0,0,0,0,0,0,1,115,72,256,334,174,231,1003,194,43.6113178285677,26.265945772389674,116.82368965234429,28.795493176152302,25.83378379147848,5.785062353809525
140,302,57,727,338,76,246,4,656,276,8,498,488,514,155,0,0,0,0,0,0,28,0,64,78,152,376,235,280,1035,155,21.373418163195446,14.330388434341062,81.57649081977615,20.744993301671688,28.663944281076194,11.414773660270109
141,261,72,757,355,55,209,4,706,289,1,502,480,518,159,0,0,0,0,0,0,1,1,51,64,135,399,265,307,1050,159,36.60594723182698,22.10888594524001,95.22463511626812,23.24411570972213,20.327018096393743,4.465775480541724
142,498,259,275,406,62,428,207,206,356,10,490,495,515,192,0,0,0,6,1,0,230,20,1,317,111,162,4,44,1015,192,106.54143086511529,48.457823382282065,196.37021798312176,38.30177994503691,75.49872801407243,44.931641212226666
143,182,351,520,384,63,127,296,463,311,4,514,489,497,182,0,0,0,0,6,0,60,0,10,79,41,333,74,130,1019,182,12.901016843701589,3.733539686410169,106.5953442066585,26.62882364552418,19.703087656969068,5.3480502534325085
144,930,54,343,102,71,882,2,273,46,1,481,483,536,224,0,0,1,0,0,0,264,0,223,488,289,136,88,137,980,224,20.049577536045234,11.865353667298407,98.67930114772152,24.419952134181667,33.05261139149522,10.867928886798884
145,227,84,602,517,70,163,27,550,465,5,515,492,493,146,0,0,0,0,3,0,73,1,11,105,58,315,188,235,1064,146,35.404822268714895,20.66357543583859,105.97139912576257,24.47465253505758,11.579102934664256,3.358090450228043
146,194,351,763,120,72,135,289,707,64,0,470,519,511,140,0,0,1,0,0,0,14,9,29,48,87,389,275,318,1055,140,10.324799901342296,3.4620783992830164,159.60706066220035,36.02678462802511,7.86865016941875,1.6746157033990074
147,766,101,171,401,61,702,14,116,351,8,490,495,515,48,0,0,6,3,0,0,353,8,6,447,255,33,68,83,1143,48,12.938563776292805,15.219593477741302,171.76751673865894,35.99092554885682,69.47848080989672,25.013451327008017
148,552,65,149,666,68,481,7,89,616,4,500,511,489,164,0,0,1,1,9,0,366,1,2,412,67,32,17,57,1033,164,55.51776505946622,36.372037758435546,132.26725823228134,29.869163311099115,2601.040122505533,3737.187485170384
149,427,73,779,158,63,367,26,713,90,0,506,525,469,131,0,0,0,0,0,0,9,20,109,159,118,407,267,306,1065,131,9.528294088371359,3.3586213065995834,184.1815816911074,40.277101880578115,23.90351352923103,4.620941961762853
150,699,70,129,557,45,633,18,81,488,5,508,488,504,96,0,0,7,5,0,0,373,18,1,412,221,35,38,46,1129,96,12.381338446253253,10.85348363194065,208.49316147462235,44.01555986889975,25.42266481479155,7.8690732997600525
151,519,99,734,90,58,462,37,671,24,1,513,490,497,153,0,0,0,0,0,0,36,3,134,248,124,360,279,311,1042,153,16.48839436789173,11.64883745396675,121.15090128383031,28.767109573953434,38.27852581470409,9.601628277933044
152,1169,94,93,75,69,1117,21,33,16,12,502,517,481,255,0,0,0,7,0,0,424,9,241,711,349,0,18,33,944,255,80.6682205742766,42.66765309178393,196.5933647280796,35.4093126238433,19.094730986832502,5.845372005960116
153,222,271,707,235,65,162,200,661,157,10,516,485,499,123,0,0,0,3,0,0,34,4,27,76,85,353,259,308,1067,123,24.19132394264499,15.74020582317922,147.34319969789377,34.41211920715395,9.657135486156253,1.855538730775439
154,285,79,455,614,67,234,18,391,555,6,491,500,509,143,0,0,0,1,6,0,115,0,10,174,50,287,56,104,1061,143,19.97269604261602,16.13124739912807,97.99046451771713,25.467033231264338,19.750943096004818,4.922458457370172
155,472,53,198,710,67,412,0,138,653,5,476,512,512,166,0,0,0,3,1,0,300,0,0,335,77,111,10,27,1042,166,47.971501469696804,33.39172752217379,120.74350828743924,27.25644679371033,322.6641972962353,397.80638469035637
156,804,79,157,384,76,745,32,98,318,0,480,507,513,62,0,0,6,0,0,0,392,32,2,467,278,18,34,80,1131,62,83.13675889906689,40.633058559210305,264.0238613252956,46.02062005282623,73.52566565794206,48.95794806016459
157,720,91,155,469,65,657,20,95,417,2,492,478,530,91,0,0,2,1,0,0,361,18,4,435,222,31,43,64,1100,91,24.673430652568427,16.480033113169892,227.12594397914555,44.37919235918454,105.37644793245478,74.71444337493841
158,396,469,177,389,69,329,409,120,323,6,502,510,488,242,0,0,0,3,107,0,227,26,0,263,66,68,9,52,945,242,107.81826264010071,48.627342927845426,181.12558515542844,36.401285955872595,27.822231152890375,11.021459648702699
159,410,65,806,145,74,346,6,753,92,19,485,508,507,146,0,0,0,1,0,0,19,6,96,188,72,394,302,359,1070,146,22.089085019089584,16.12914907971318,152.35477716907343,35.813714983900475,30.115047468771305,5.145299694218217
160,264,90,775,298,73,211,26,715,247,0,533,452,515,78,0,0,1,0,0,0,9,21,20,128,63,349,296,366,1121,78,46.50007468981004,25.548431438468427,185.56068250399363,39.335720184055305,30.896302346809385,9.58883331930397
161,867,198,102,270,63,809,139,38,206,9,458,529,513,157,0,0,3,0,0,0,412,23,65,495,313,9,18,29,1044,157,39.87955112542728,29.475120871560684,243.50067994384173,45.910292249628476,50.70411290487491,17.979391183888627
162,484,86,704,161,65,425,14,640,103,4,487,501,512,133,0,0,0,4,0,0,42,1,108,231,135,350,243,290,1053,133,27.44547867411205,15.18400887154575,114.39257210831116,29.407175071357333,47.605937523516324,17.891664199611423
163,362,65,597,406,70,293,11,534,344,0,475,500,525,139,0,0,0,0,0,0,22,1,108,58,224,360,141,174,1043,139,21.39354925543725,16.944035970039085,119.79704351374862,28.680975665130685,23.158240834039894,6.33817362255556
164,893,85,90,366,66,836,30,44,298,0,484,492,524,162,0,0,0,0,0,0,391,22,69,486,350,0,19,44,1046,162,49.51576416217238,34.21753313775501,228.00559953523498,41.02895756875544,228.66304600314544,235.69881670301123
165,192,70,864,304,70,131,13,805,237,7,472,548,480,126,0,0,0,1,1,0,1,2,5,80,47,428,331,377,1067,126,42.54980402285267,30.562444182844512,107.3090135621735,26.262219247015626,22.033817605039737,5.724840934918328
166,580,292,217,337,74,532,228,159,279,5,512,505,483,229,0,0,0,2,3,0,277,11,1,420,111,126,11,33,974,229,100.29118527378115,42.97866289014428,183.58216032464864,35.34537640247739,36.36334387262189,23.143165813807784
167,999,128,230,77,66,935,68,162,15,4,498,468,534,123,0,0,0,1,0,0,370,15,80,706,228,0,138,162,1061,123,89.48913533849888,46.58547232052632,190.85752437612268,36.08885945970437,94.2870655201231,55.09978766312408
168,962,70,345,59,64,901,2,288,0,3,489,482,529,227,0,0,0,0,0,0,262,2,224,492,287,133,107,155,967,227,13.506493380299313,4.667081782438837,116.07360300526973,27.771931438264403,59.70825988098946,39.61013798638023
169,583,220,230,402,65,525,163,161,333,10,501,503,496,162,0,0,0,6,0,0,283,20,0,367,158,100,21,61,1030,162,84.34796704077382,42.99020734575964,193.71613631227476,37.90914106070897,68.78686501133227,20.957658370005642
170,176,163,762,339,60,119,109,703,279,1,495,506,499,110,0,0,0,0,0,0,29,11,3,69,49,386,255,317,1101,110,25.599242452177073,14.218649486067084,165.85155976790784,38.09207520321688,14.330163779269201,3.8549936598631023
171,716,82,107,531,64,650,20,39,467,16,459,526,515,191,0,0,0,6,0,0,421,20,0,488,162,2,6,37,1001,191,130.67888339918747,53.74967569417423,231.20117490145591,40.99609036030818,32.014694279177114,12.170809708231843
172,366,91,693,279,71,313,19,623,227,12,506,464,530,180,0,0,0,0,0,0,9,0,103,112,180,362,213,261,1014,180,37.35850476189983,22.467388633044195,136.824593068499,30.703118422415173,30.612951071243092,15.539568459118822
173,904,96,94,342,64,848,35,41,278,0,509,481,510,122,0,0,0,0,0,0,369,26,1,585,263,1,18,40,1080,122,142.62514421095636,62.048826589989545,259.89278675053225,47.1963104174119,35.03156560594774,14.66002830911894
174,616,402,115,297,70,550,340,61,248,0,482,479,539,229,0,0,0,0,36,0,338,18,7,426,122,14,25,47,970,229,80.30852140799348,40.3956729479374,192.20642105079574,38.19782377104967,377.6991908947655,517.811590348438
175,585,348,191,302,74,525,266,130,247,30,529,461,510,228,0,0,0,6,0,0,281,16,20,383,142,89,19,41,970,228,96.29150300188263,45.07588776495722,205.8224997650354,36.205834469185845,743989.9941542993,1240365.7079081803
176,541,250,209,429,71,485,190,146,367,10,487,505,508,234,0,0,0,3,0,0,310,10,2,379,104,105,16,41,964,234,101.0551489695843,47.43947343314818,166.86376347210265,35.66044024283831,50.97604510844139,31.12081317344179
177,613,97,126,586,78,547,37,76,529,14,512,461,527,189,0,0,0,6,4,0,349,30,4,394,153,12,14,64,1014,189,150.53903377921836,63.86013608422024,252.26866237335696,43.43560754059348,62.130320471914466,33.67061787183207
178,203,65,536,638,58,138,4,476,578,8,494,492,514,166,0,0,0,0,0,0,58,0,14,91,35,329,103,147,1038,166,18.117675371676018,11.598059457588953,128.36724137164566,32.576833548282714,20.631623135092763,6.119574389489592
179,586,80,115,653,66,520,5,72,600,4,513,476,511,135,0,0,2,1,0,0,363,4,14,371,149,19,29,53,1066,135,49.94370716993393,31.408472982435942,149.93576229442402,32.48628985851891,128.07672390852625,105.87637725380965
180,849,204,140,238,69,787,137,82,178,3,488,505,507,285,0,0,0,0,0,0,383,11,149,508,216,22,29,60,902,285,107.16950886438659,52.91488291356816,168.71461932554112,34.99564048898321,70.88397859155978,46.37212191058836
181,888,92,137,320,63,828,29,80,257,7,524,489,487,136,0,0,1,5,0,0,360,21,62,456,372,27,19,53,1065,136,42.5834461321913,30.73064144181883,256.8340302864613,47.24841986892439,83.52368843378765,68.64612204135948
182,435,72,227,702,64,368,7,168,655,0,501,490,509,212,0,0,0,0,0,0,251,5,0,296,72,122,15,46,986,212,129.50677371854403,58.07840113269228,141.66619985090102,33.26748262045324,85.48555301954146,56.4660056433468
183,993,86,158,181,82,936,31,101,112,3,470,511,519,319,0,0,0,0,0,0,389,22,208,573,287,17,8,84,864,319,143.34935628806582,56.53347813091031,200.0044077296153,39.99489741832874,173.05452247901454,129.8964963784671
184,508,76,758,81,77,447,16,702,19,20,512,461,527,140,0,0,0,5,0,0,47,7,126,277,74,330,330,372,1064,140,47.835397812578734,31.644495740347633,128.09224203555877,29.74082505050446,40.44622331331808,14.87029609040297
185,674,195,115,439,77,616,127,56,364,19,481,491,528,215,0,0,0,8,6,0,371,15,9,484,123,12,18,44,967,215,101.92793610858432,44.95532595765233,193.83286719816974,37.998450525521115,177.35229874930474,67.31466000726722
186,928,52,360,89,71,873,0,285,28,6,506,495,499,221,0,0,0,1,0,0,288,0,214,516,265,121,116,164,971,221,28.331644658692667,16.75801446040048,110.53695234007503,26.56722341463928,27.70600639169046,8.65592374897551
187,354,236,394,446,70,290,181,333,383,4,508,482,510,279,0,0,0,3,0,0,182,8,0,242,48,199,24,134,912,279,159.7232322532307,59.98763726862801,130.1119884340567,31.075661921844567,43.86812790981836,33.26931269311164
188,763,199,175,305,58,701,130,117,248,8,520,488,492,139,0,0,0,0,0,0,331,15,27,453,248,56,36,61,1065,139,64.2506956218152,38.779939291892504,215.57336577445588,41.94223319855401,231.9276856197038,128.80215065884826
189,803,90,123,422,62,740,23,68,362,5,462,502,536,91,0,0,3,2,0,0,380,19,20,468,272,24,19,44,1107,91,54.57498205624737,37.894145540105235,227.26425069753057,43.44314973579432,77.91899408610365,34.411660843053504
190,887,170,130,243,70,827,117,66,176,12,497,504,499,84,0,0,7,4,0,0,395,19,18,477,350,13,19,53,1114,84,47.99628592936664,31.71890491482065,208.34566320409255,41.99191853889825,53.752642720016915,23.17648938775619
191,493,366,245,332,64,421,308,193,269,5,472,514,514,246,0,0,0,0,0,0,260,16,0,322,99,143,12,50,950,246,85.93733399135228,45.43932241040583,179.22735258169564,37.43362261597108,41.488378849551864,26.66234470174905
192,337,79,810,198,76,289,26,742,133,1,491,510,499,67,0,0,3,1,0,0,29,15,56,165,82,382,287,360,1124,67,35.58809781174715,21.984344938932043,162.15868359480373,37.86203651878219,190.94317469087068,309.97250529411383
193,294,73,712,355,66,239,9,652,292,6,514,446,540,136,0,0,0,2,0,0,13,3,61,87,140,347,257,305,1062,136,30.6571555339197,20.287184785803095,120.54175281564888,29.23682036230622,30.332403849264946,9.202193839179474
194,152,72,554,666,56,97,8,489,611,0,514,487,499,143,0,0,1,0,5,0,52,0,6,57,39,327,109,162,1062,143,17.83169471431694,10.766138786041921,118.18591541312024,29.217836735381198,14.593876354111572,3.715854113778015
195,714,264,188,258,76,644,213,121,202,11,511,485,504,263,0,0,0,2,2,0,358,21,39,475,168,32,62,89,928,263,136.94350972730084,55.985554531025514,225.43613855839172,42.21387379686988,46.33528961268552,26.375598149165704
196,233,366,755,83,63,179,307,693,11,5,483,462,555,144,0,0,0,3,1,0,1,5,35,73,104,367,282,326,1051,144,20.835019187952554,16.918213182503646,107.19914993780927,27.06752516662624,17.861251973283178,4.483755237186332
197,873,98,339,125,65,813,39,291,68,2,474,488,538,244,0,0,0,0,0,0,217,0,223,418,313,183,61,108,969,244,13.113696577562264,4.679827720746994,91.49959814832636,21.041255636548854,21.72607865603147,5.773082501652657
198,408,107,814,106,65,343,48,757,40,0,490,497,513,113,0,0,0,0,0,0,13,17,79,221,50,386,322,371,1075,113,42.27663383529555,22.23197103027727,159.07715434287223,37.09270457248162,35.22111089098436,6.911287347999588
