Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,40
Parameter: tHigherSitL,60
Parameter: tLowerSitDB,40
Parameter: tHigherSitDB,60
Parameter: tLowerSitNB,40
Parameter: tHigherSitNB,60
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,NB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,NB_ModerateThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
96,109,335,372,458,226,46,276,307,403,156,517,500,483,95,0,0,32,97,82,0,24,215,19,10,26,291,8,16,1093,95,3.732171919004187,1.590645467145521,142.99337593374855,28.831417063251003,6.65040534475825,2.9806155195162884
97,59,398,217,476,350,5,335,141,419,303,487,519,494,209,0,0,22,226,295,0,9,38,0,2,3,119,16,22,994,209,4.197682766498102,1.6945578274857434,709.5083776612453,1156.0116691029052,4.855256524428059,1.7633715339895348
98,82,101,157,791,369,18,46,94,735,304,490,486,524,221,0,0,134,216,8,0,286,45,1,0,18,91,3,3,976,221,3.2072366766276095,1.4282468858854849,57.37208162140318,25.28855811882148,7.619770174133825,3.0481316746217044
99,63,335,274,508,320,7,279,208,446,256,489,521,490,222,0,0,17,61,192,0,24,259,2,3,2,199,7,9,974,222,3.5611835109118832,1.3491215467674964,105.85625547936668,25.054284879687916,4.936626570407159,2.219927637645083
100,74,466,322,377,261,21,408,268,313,185,509,473,518,152,0,0,22,56,118,0,14,299,4,8,9,241,13,27,1043,152,12.818191405637656,11.092608306324252,178.18997357121995,74.78929602855378,6.032832420873487,3.3888002688743044
101,95,638,213,459,95,32,583,153,399,33,471,535,494,215,0,0,21,21,286,0,37,284,13,14,10,103,15,50,985,215,30.53258929649351,22.502522633195177,197.30326430768406,178.4140428585613,3.504953822494105,1.627184360160278
102,129,532,225,546,68,56,459,158,498,26,471,517,512,166,0,0,55,6,210,0,48,246,28,3,53,152,5,6,1031,166,4.1867879180764955,1.3618927497558664,65.37827441238218,14.99425006897799,7.735093919246487,2.927942731263512
103,75,571,266,499,89,15,514,207,439,34,490,491,519,175,0,0,25,25,176,0,14,331,0,6,9,197,4,10,1034,175,10.642232246763239,9.804777034187653,57.75768474325853,13.486148094272728,9.226378205317367,4.318149321632209
104,79,105,184,472,660,11,50,123,422,597,483,525,492,178,0,0,24,247,313,0,7,13,1,2,8,107,8,16,1025,178,5.048817085679721,1.8075296287684675,1227.3602246189012,1548.285989869333,9.812036358841626,3.927219441141103
105,80,87,360,414,559,12,35,298,362,488,523,495,482,159,0,0,14,256,144,0,2,15,0,2,10,241,23,57,1036,159,35.55625226857186,23.229607245842484,494.16860411316515,140.54740975162986,4.074657560399117,1.8822210928438983
106,78,201,159,517,545,8,139,102,468,496,518,475,507,181,0,0,23,259,260,0,37,7,0,8,0,100,2,2,1032,181,13.063503327298402,17.894192522113507,3519464.3222559714,6891447.69625893,8.52142881984378,3.7612737448774096
107,78,338,328,634,122,30,279,278,572,48,452,537,511,163,0,0,88,42,34,0,132,241,4,4,26,257,10,21,1044,163,7.5997394399405005,2.9305701241313984,54.90147827424984,13.416864558940969,3.3756093655284363,1.5940804762793568
108,77,96,178,537,612,15,41,116,475,556,517,478,505,296,0,0,26,226,259,0,20,41,2,7,8,94,11,22,907,296,8.49373725602259,3.3991198133562683,56.06918344737507,17.905912859589122,3.986699672170242,1.3269918668111387
109,73,744,233,152,298,14,671,165,101,246,496,492,512,194,0,0,0,16,256,0,30,304,0,14,0,97,23,68,1003,194,23.53876002580788,13.58806818241669,130.59788290691006,16.716095259680273,5.241248871096975,1.8511898598966623
110,61,647,403,64,325,11,583,345,0,261,483,483,534,226,0,0,0,148,108,0,0,165,0,11,0,270,15,75,974,226,36.27946399090011,25.47619570816274,181.67302209258528,26.61285332604261,3.524310892500993,1.1553177143456002
111,76,556,322,483,63,15,511,264,418,3,544,470,486,164,0,0,38,3,134,0,41,369,4,7,4,219,13,45,1047,164,19.6796780401762,10.86018671191059,59.13816471410212,16.08539308781362,7.830773297898646,3.855887185866966
112,61,448,420,420,151,0,399,340,356,99,494,501,505,131,0,0,4,48,73,0,12,284,0,0,0,312,7,28,1063,131,27.779251865672652,17.05780221688792,87.49541250339412,26.577207907105738,2.7679190965749774,1.130458917424627
113,74,361,352,634,79,9,283,284,576,26,444,483,573,131,0,0,78,20,3,0,83,279,2,3,4,281,1,3,1047,131,3.86994463631359,1.602368418273417,48.15917434230733,11.071982537648598,8.878949472976473,3.509737758045984
114,56,758,141,258,287,7,688,86,215,219,512,547,441,169,0,0,19,79,362,0,14,279,0,2,5,74,12,12,1046,169,2.7280380519503744,0.9887121170369237,161.28647381937625,38.250309589727266,5.769986205308635,2.108996765435262
115,58,146,239,521,536,12,95,173,460,472,475,526,499,169,0,0,23,195,234,0,16,91,3,5,6,169,3,4,1043,169,2.928341762523171,1.097868685177791,2112.693318523924,1389.3211981501076,4.424618597642452,1.4482447333167618
116,93,169,146,527,565,22,117,90,446,502,528,470,502,219,0,0,32,223,266,0,29,33,13,5,14,79,11,11,958,219,2.445908499907034,1.003061630029993,1434.0301327565778,2621.8874979596076,10.16147354239024,4.042322273969795
117,90,376,228,488,318,20,299,161,434,279,511,511,478,156,0,0,32,80,224,0,21,226,11,2,16,152,8,9,1037,156,3.8647738504100078,1.7029794390543924,275.3397513768032,106.15551620417142,5.15900490239794,1.985989542359703
118,76,437,376,476,135,18,381,319,420,66,489,496,515,159,0,0,28,12,53,0,45,316,1,4,14,306,13,13,1045,159,18.438966078066397,16.777093409691243,70.17681558953178,14.52147778889279,6.01351888763344,3.0395719466216375
119,78,572,343,243,264,19,510,280,185,215,498,513,489,245,0,0,34,17,143,0,16,312,6,8,6,266,14,14,964,245,3.8802073156899053,1.5394599907280233,80.11684996408786,15.568615858965298,6.9459154977905895,2.7028191249985105
120,57,307,289,496,351,0,243,227,440,290,476,501,523,166,0,0,16,196,186,0,11,90,0,0,0,212,2,15,1034,166,15.02746495133979,10.327215818845,490.73895625874115,344.4355408990336,6.88472608841716,3.3009779865842503
121,73,517,356,445,109,20,451,299,387,46,528,474,498,102,0,0,20,24,104,0,6,352,1,6,13,271,14,28,1101,102,11.666180676361837,9.7280415341975,49.5208262865463,10.683550391937601,5.237492850116166,2.7312847993878364
122,56,93,299,486,566,4,43,246,423,492,477,510,513,207,0,0,11,238,191,0,3,20,0,2,2,207,18,39,1001,207,6.056501759075285,2.117133145912568,294.0148096863708,73.17735401153742,6.2374787424772355,3.724490332676375
123,102,419,269,577,133,35,359,215,513,81,525,471,504,131,0,0,71,22,81,0,78,330,10,7,25,207,6,8,1072,131,4.434529746130586,1.9869677643917947,84.05523288510129,22.95692219702808,7.21257244018962,2.552307967672709
124,71,550,248,555,76,25,489,189,493,14,506,467,527,142,0,0,33,8,169,0,32,316,6,8,14,172,8,17,1068,142,6.760775606967702,2.411664114459078,61.404896037604416,18.167247638721413,6.025251869945431,3.2262899147285844
125,64,563,319,285,269,8,483,259,234,221,514,495,491,155,0,0,17,104,163,0,13,175,2,0,8,222,17,37,1050,155,11.132906443785078,4.343878403903527,187.35793776397816,53.78114542055173,4.342700697233747,1.779735310892162
126,78,387,336,632,67,16,327,272,577,14,479,500,521,127,0,0,29,9,155,0,11,138,0,2,14,236,13,36,1079,127,24.74321663040547,18.431292013929284,47.39752318274644,11.946925185176445,4.088332721273853,1.6198897466814897
127,66,297,221,509,407,8,237,154,445,342,496,489,515,271,0,0,15,241,228,0,12,11,2,2,6,133,4,21,915,271,16.57227085183866,12.402739798224479,554.4456845612008,738.0836428462875,5.7661945316284715,3.752008280228124
128,81,578,253,520,68,15,515,199,471,16,496,490,514,189,0,0,19,8,207,0,13,296,5,4,9,173,15,26,1027,189,4.826252644806577,1.8720021233055901,62.14721205625251,14.54076775173215,4.736550819522673,2.303740183233911
129,55,349,350,496,250,14,271,297,437,184,490,486,524,94,0,0,25,75,111,0,14,237,0,13,1,272,13,25,1109,94,18.259489556382498,17.67539516186357,112.14372555017077,30.022803734550696,4.307221810498259,2.0926003863029043
130,84,259,391,498,268,15,205,334,437,209,488,485,527,92,0,0,39,152,70,0,17,126,3,0,15,306,27,28,1108,92,4.356324486291156,1.9121899896167018,122.61576758838198,27.707282103969856,4.629731170815497,2.211611160984656
131,89,312,292,499,308,26,251,235,431,249,488,496,516,84,0,0,28,151,183,0,15,131,8,2,24,200,20,35,1108,84,5.529299341014225,1.8913378958715912,193.49895781701804,59.48262902996131,6.417936043300032,2.796343247659689
132,77,95,272,547,509,8,41,218,482,454,483,491,526,156,0,0,27,212,165,0,19,21,3,0,6,217,0,1,1047,156,10.243750441464352,12.453587180364426,273.7999515382759,57.75909398228354,7.794665555626284,3.6489165440031104
133,90,253,291,542,324,25,200,238,490,251,488,491,521,79,0,0,36,97,153,0,20,187,0,5,20,218,20,20,1125,79,10.873338830072917,14.436800643355637,149.28898318125755,37.4272094142557,7.662495087813538,2.5687351801057514
134,91,455,460,363,131,10,402,397,313,70,526,490,484,112,0,0,15,45,40,0,6,314,0,10,0,330,23,67,1080,112,15.482466564392862,9.0692670835166,113.70216276815242,30.043951247797555,4.048737474491492,1.6412290441200852
135,79,397,364,546,114,10,337,307,488,62,471,523,506,72,0,0,16,50,104,0,6,236,1,0,10,305,2,2,1132,72,2.066784720157911,0.6994373575953927,52.29755651769649,11.86944674359298,11.385478095672745,5.726814652713085
136,97,444,319,525,115,42,378,256,457,65,452,524,524,119,0,0,49,39,107,0,66,281,20,15,7,247,9,9,1079,119,10.318398879130955,11.338936193573142,112.41409426590864,21.2348856921166,6.061964506539714,2.569153594128808
137,74,486,261,521,158,18,425,213,456,98,497,480,523,120,0,0,25,56,170,0,16,279,5,4,13,204,4,9,1090,120,3.5978038259323135,1.3977260869451047,99.42248680849777,39.355854420772225,9.040239147445815,3.534056694191872
138,77,435,446,460,82,9,382,384,391,26,483,491,526,90,0,0,11,14,57,0,12,277,0,9,0,323,23,61,1102,90,30.722923087988335,21.650604921336313,63.165296755781085,11.852189667334256,6.612631670854869,3.0963472395343654
139,79,284,331,481,325,13,235,265,413,269,478,494,528,148,0,0,28,127,151,0,9,165,1,0,13,233,12,32,1047,148,14.927065583707384,12.224995044660352,238.0278668122912,272.80157333861393,4.151040459520648,1.6818738359428118
140,89,344,354,510,203,27,296,298,449,147,500,489,511,150,0,0,38,56,106,0,4,272,12,1,26,280,7,18,1067,150,4.405798017179044,1.6770376816312165,57.106128730682876,13.148332510964812,4.57989248097752,1.9678180419270532
141,99,369,273,631,128,35,320,195,579,71,501,506,493,170,0,0,43,34,198,0,41,99,20,7,18,182,7,13,1030,170,6.01033992815347,1.9970820305208155,85.61000841983727,17.969780579516943,7.313682743028221,3.086051077955632
142,77,123,295,505,500,15,63,235,439,445,514,452,534,120,0,0,31,257,118,0,21,16,2,1,14,228,6,7,1077,120,10.72117925428996,8.951880189637274,1327.5842639923303,1151.144846832245,5.7852695626576836,3.170455135347269
143,79,109,201,506,605,11,46,141,447,553,481,480,539,103,0,0,20,244,264,0,18,40,1,10,0,103,16,38,1095,103,25.867999848855636,25.138237585394823,721.8754593195483,1229.964338056062,6.3606248187874215,2.237669059684316
144,64,208,449,502,277,13,156,377,440,215,481,493,526,103,0,0,25,143,23,0,9,141,5,3,9,362,10,15,1098,103,11.649699384418614,11.247837562139381,97.30496596131599,20.539194309377883,4.097996125601424,1.541837337043535
145,124,474,318,485,99,57,413,262,428,51,469,491,540,138,0,0,40,28,124,0,59,286,29,24,7,217,18,45,1073,138,23.13320316637984,18.837386619730893,133.79452933634852,33.08097031402463,4.4473535140600795,1.7681346364297619
146,79,424,398,203,396,13,366,344,141,338,522,481,497,168,0,0,18,166,43,0,12,141,3,3,9,318,7,26,1034,168,13.630459638094957,12.588592800383939,196.57573218786723,39.06712104849165,6.738640507927942,3.1789462743994212
147,59,452,196,496,297,7,395,133,429,241,506,495,499,163,0,0,20,163,280,0,6,104,0,0,7,114,12,19,1042,163,4.6361779776705845,1.6126070937112171,260.91215757930394,222.41989484699138,5.779745580427601,2.5179444769466115
148,76,669,147,534,74,23,613,85,473,7,480,484,536,236,0,0,32,4,263,0,50,315,8,6,12,73,12,12,965,236,13.89548422809508,13.997187399070441,84.38199103914813,20.677830583767282,5.897628143629156,2.9293920809685217
149,52,337,350,481,280,0,265,280,416,224,505,495,500,113,0,0,16,83,137,0,3,244,0,0,0,245,11,35,1072,113,9.192689616882403,2.8291895513239687,95.10053110140157,33.12854738909773,7.205142172254229,4.314350378370379
150,77,141,414,411,457,6,80,358,364,382,500,499,501,152,0,0,18,243,58,0,24,43,2,3,2,312,19,46,1038,152,12.61335443020017,10.539545660598924,291.2910978582454,53.720369391546186,5.898823440886123,2.4584174455966954
151,57,128,341,427,547,1,61,277,354,490,512,484,504,162,0,0,9,268,152,0,1,31,0,1,0,244,18,33,1021,162,39.22995031039755,28.510060344784655,374.66738556824265,85.49550529764952,6.26392957646681,4.3345872359256
152,53,346,256,431,414,1,285,182,379,349,499,522,479,220,0,0,11,65,273,0,4,281,0,1,0,143,22,39,976,220,34.071566228932305,28.373126266082313,332.04093919097244,254.56022882249275,4.025749463623668,1.731881165622103
153,66,588,229,530,87,14,524,182,470,19,524,488,488,191,0,0,8,15,248,0,10,277,4,3,10,133,21,49,1018,191,7.304014819769317,2.341831093143204,50.25956281321986,12.77630617750967,5.927214371752455,2.863104513043874
154,71,222,283,531,393,9,157,229,467,333,501,508,491,146,0,0,26,196,179,0,11,14,3,0,9,219,6,10,1049,146,4.582635138936184,1.8036852687863314,337.7577032395775,85.17704999047164,6.388644177399886,2.9899828804376414
155,72,136,101,546,645,15,86,46,465,578,491,495,514,316,0,0,20,220,317,0,29,31,4,6,5,43,3,3,874,316,2.471849536707723,1.0546706819437137,521.8119730961553,518.2425013580109,10.05716478111262,4.096498944281649
156,67,421,194,462,356,10,362,148,402,283,514,483,503,137,0,0,19,69,284,0,26,272,0,2,8,93,18,55,1068,137,14.67773731442864,7.731498000598473,343.1498740360396,452.8618389690976,2.5004795112454,0.8120213206272091
157,69,120,203,737,371,6,60,141,688,311,500,473,527,190,0,0,116,251,25,0,228,28,3,3,0,109,13,32,1016,190,5.91079202551235,2.067202139620087,311.92262406370344,255.2885176108862,6.227610414775546,3.3584838891601625
158,78,485,407,93,437,8,433,346,50,373,495,494,511,141,0,0,1,215,117,0,9,83,0,6,2,274,21,72,1069,141,11.400220802365553,3.0822770038057543,329.5261332951673,83.81590954037671,3.870850880958879,1.6185849607815148
159,68,286,243,412,491,6,220,179,365,434,516,496,488,134,0,0,26,201,190,0,32,99,1,3,2,177,2,2,1070,134,4.30726736038973,1.9456216220402935,1296.647454022985,663.3183170117301,5.566746728960306,2.0868740719062977
160,87,326,400,467,220,19,269,338,412,158,464,516,520,104,0,0,34,121,82,0,26,161,0,6,13,310,9,28,1092,104,39.337295150027224,27.40636141608548,170.78881505817841,49.34066283973822,5.804059592500092,1.9031044619462418
161,77,603,409,263,148,4,553,351,200,85,501,501,498,128,0,0,16,4,81,0,7,352,1,3,0,312,21,39,1065,128,19.0833670104848,15.27618648948597,76.59270030446184,11.84419163943314,7.514646263728556,3.5243496352124493
162,71,477,277,506,169,10,420,216,431,103,495,506,499,123,0,0,26,58,176,0,12,279,0,10,0,214,2,2,1057,123,20.391026284960354,16.910985930027916,146.64176808700486,66.18383773139583,5.969944363564567,2.5810142560766747
163,84,478,248,509,181,13,426,193,442,125,456,512,532,240,0,0,29,25,200,0,11,282,2,4,9,187,6,6,959,240,2.644298570053775,1.3233459145698865,90.99315170939389,24.83199363105526,6.041270153263745,2.545895778343858
164,91,116,326,502,465,38,55,273,449,399,485,505,510,183,0,0,49,220,125,0,18,22,13,2,36,261,12,12,1031,183,4.060406708525619,1.8538348117335497,320.3699164676509,94.35145522351172,6.247374147199281,1.9193670967892016
165,81,389,344,383,303,21,337,291,312,257,470,504,526,198,0,0,22,113,149,0,10,176,5,7,10,263,12,28,1020,198,7.77110423002317,2.750378152499597,175.99774161577247,34.457512422028636,7.535709947683387,3.925132308862121
166,98,271,262,553,316,43,210,208,495,245,499,473,528,120,0,0,47,148,151,0,20,70,20,0,42,205,2,3,1081,120,3.6126228192581222,1.375647530661389,293.79740827045663,265.90234282691114,6.38229444496567,3.0900640007479576
167,65,491,408,61,475,16,444,332,4,413,479,496,525,219,0,0,0,210,137,0,0,65,0,16,0,254,34,78,990,219,22.072368697655328,12.30410390106206,298.9210887966946,68.892653587387,4.75639711094588,1.2708556228692554
168,71,287,175,462,505,13,226,112,400,451,489,513,498,145,0,0,16,119,305,0,27,174,1,12,0,84,16,28,1057,145,13.468981317936239,11.454801187212512,504.9642486946128,288.03217850790855,4.559754821300493,1.6372213465756404
169,82,397,466,457,98,18,333,395,402,46,477,507,516,101,0,0,15,27,35,0,14,274,5,6,10,357,20,38,1093,101,6.687822468731757,2.282004967050859,80.61170403303502,16.04969772243722,3.1735329410948063,1.0143622611014722
170,75,512,359,425,129,13,453,295,370,69,479,526,495,136,0,0,18,50,125,0,20,268,3,4,7,280,11,15,1064,136,3.851071682566429,1.4768240935518067,112.78098349268453,34.73125467889969,6.878638750415061,3.489994295396027
171,80,589,289,462,80,16,537,230,401,21,481,504,515,143,0,0,23,14,197,0,24,311,0,16,0,202,6,28,1062,143,12.729787711367331,8.356316722588735,89.38065691172743,20.656876048861815,4.848239295317904,1.832972292690679
172,81,269,222,489,439,24,223,167,425,363,496,483,521,174,0,0,33,123,231,0,15,191,9,9,8,151,5,16,1028,174,15.199231744163551,18.954669171681193,476.91771298239667,292.07690238085894,8.75904916257724,4.889140577097613
173,68,382,241,489,320,0,326,188,423,268,493,476,531,129,0,0,31,76,215,0,17,272,0,0,0,149,9,39,1076,129,26.007712190314113,16.31973437197114,390.0548679015431,262.5877752054768,3.2294591519502105,1.3879018279026778
174,65,587,338,446,64,6,543,273,371,9,493,500,507,170,0,0,25,5,97,0,26,351,2,4,0,271,1,2,1032,170,11.225244711468239,10.939935261881981,75.7345928796842,17.76930950619125,4.848172149502628,2.409476428388462
175,65,155,231,90,959,4,92,166,37,907,479,519,502,289,0,0,10,271,315,0,1,31,1,2,1,98,19,68,917,289,19.558081421735572,11.028845510732014,353.8715204178522,76.41290128278398,7.550069327155538,4.091087988020388
176,111,528,273,471,117,44,478,217,413,50,438,517,545,166,0,0,29,32,195,0,18,238,22,8,29,200,9,17,1036,166,5.6310907568833874,2.10498025106827,93.15630509047594,21.68532508843281,10.554553478952675,4.640138144254444
177,80,662,373,83,302,15,605,309,18,250,497,528,475,168,0,0,0,126,165,0,0,211,0,3,12,256,16,53,1029,168,14.076030471204302,9.799247213763454,180.548771984816,39.97989778937512,5.198089234381433,1.9209418084228227
178,98,386,412,519,85,23,314,371,451,22,490,482,528,109,0,0,26,17,9,0,20,304,4,5,16,346,10,25,1072,109,5.473137078310008,2.0653309949617507,69.89297853430425,18.24547853219133,6.070756224638571,2.2316240955982103
179,77,588,373,365,97,11,516,316,314,41,528,486,486,108,0,0,6,30,123,0,1,309,0,9,2,255,32,61,1090,108,19.677745613843204,15.780166731855182,63.28901903003766,11.683463033344319,6.194412119000196,2.5745881588814052
180,76,454,314,346,310,8,399,256,289,269,497,501,502,184,0,0,27,136,145,0,21,151,2,2,4,246,10,10,1037,184,2.3919049343175285,1.0105648901823407,211.38528127047675,53.60253112844746,9.710268366556551,4.541414940605173
181,85,509,385,287,234,20,442,317,224,181,501,496,503,126,0,0,29,123,75,0,23,188,0,8,12,309,4,8,1058,126,19.700030307747753,17.34187290347668,153.89674910611458,35.10018370025447,8.896819017813653,5.17519849836559
182,87,147,344,519,403,26,86,289,449,347,476,457,567,104,0,0,23,192,95,0,19,73,2,8,18,251,16,38,1093,104,23.365473108579206,21.16073332978043,409.711136686831,104.79660898810049,4.637281949871821,2.36333959583651
183,64,179,242,674,341,4,123,181,610,267,523,464,513,180,0,0,132,195,19,0,206,109,0,1,3,149,11,32,1005,180,11.039229126300217,5.9581217362698915,6383.476400768214,6709.734494585716,5.295265559767067,1.5728620677787886
184,54,497,375,208,366,8,430,313,137,309,495,492,513,167,0,0,16,210,96,0,6,77,3,0,5,277,12,36,1030,167,7.183356927296211,2.450906162287338,219.8398163598713,50.642798883044726,5.48329418341481,2.886332064272326
185,82,698,260,70,390,15,642,203,12,330,522,490,488,248,0,0,0,221,250,0,0,93,0,13,2,143,16,60,954,248,35.53549608344443,25.217930036166607,512.9015483830931,191.15607382025783,4.758459002293785,1.9068863167774126
186,82,109,353,480,476,14,48,292,415,411,497,509,494,123,0,0,24,244,86,0,34,12,0,10,4,279,13,13,1057,123,4.348211136410622,1.7958842673624182,418.66219761488503,105.36739652536215,6.048839093113328,2.227424894414175
187,71,138,382,451,458,20,81,323,394,399,516,498,486,111,0,0,22,262,65,0,26,10,5,8,9,307,16,16,1106,111,2.2450616557895975,1.1987460822382066,291.97489698769874,54.001720486756966,6.405422171775783,3.0040128395130408
188,57,478,289,563,113,12,418,229,512,50,506,477,517,127,0,0,45,24,98,0,65,324,0,5,7,226,2,3,1094,127,8.385744433600564,8.692873738036624,52.97529977182264,13.936468837852303,5.887951248693018,2.858789900579733
189,74,291,410,497,228,23,236,348,439,166,468,523,509,91,0,0,44,77,81,0,35,225,0,4,19,313,13,35,1121,91,20.65914341222038,15.722201251223916,105.86900331749057,44.29224348569253,5.62558045885085,1.7157073799062081
190,76,89,430,510,395,15,36,373,461,331,474,502,524,124,0,0,14,190,82,0,10,22,1,7,8,311,26,62,1092,124,8.273624733486189,2.4998606582523446,227.77934256607494,44.604905422620085,4.203215373329045,1.3002914925699416
191,59,642,200,416,183,3,580,146,370,110,511,503,486,166,0,0,19,63,252,0,25,284,0,1,2,111,14,35,1043,166,6.236558309917313,2.102716656662151,371.26665101330434,363.4482808802895,2.399773318307595,0.8992343959253718
192,63,658,220,237,322,4,601,169,166,255,500,466,534,201,0,0,10,145,217,0,0,147,1,0,4,148,7,21,994,201,10.978293961577398,9.77968495250083,197.5777025044028,39.170378331359075,5.388550993087071,2.5887393680041995
193,80,339,276,716,89,26,268,212,656,34,521,497,482,162,0,0,35,26,184,0,33,87,10,7,15,175,24,37,1034,162,6.04580286560166,1.870008470805265,67.94576390922748,20.678546892089535,5.804717608171701,1.8342759979712948
194,72,757,367,207,97,6,701,297,149,26,501,517,482,141,0,0,5,19,164,0,14,255,3,0,6,222,31,75,1038,141,33.77690239247919,22.456530232317682,108.44638003914636,15.788908058154792,6.888127100088967,1.8850323653212606
195,70,90,220,549,571,8,14,154,502,512,493,483,524,141,0,0,19,220,231,0,27,5,3,1,7,134,14,20,1049,141,9.800135192718775,9.499191690077948,193.4445378947149,298.2855156018178,7.509053689956146,3.39482782065864
196,46,498,290,437,229,2,433,228,377,180,485,470,545,175,0,0,20,67,176,0,3,258,0,0,2,205,20,23,1045,175,10.767703602436875,7.232082096142338,157.27350873602947,45.36423560442813,5.99230531979863,2.8944456403863605
197,88,506,318,495,93,24,435,257,434,45,479,504,517,130,0,0,39,22,127,0,20,325,0,16,8,246,9,11,1065,130,13.015667861793773,11.900602722297963,63.359514950876154,17.85649382083304,6.69256244376142,1.7972553911628426
198,60,84,266,471,619,0,29,201,410,563,475,502,523,226,0,0,10,247,244,0,6,7,0,0,0,146,22,55,977,226,39.61655493008355,23.01822318948072,332.74483493681436,289.2344611205178,2.4344571307069227,0.9155946763649226
199,71,115,356,577,381,8,56,298,511,324,511,512,477,70,0,0,18,195,121,0,8,29,0,3,5,273,10,25,1127,70,24.196686347878575,21.675747608286194,323.5987424856179,71.9712214251458,5.519358916148786,2.3304469185389314
200,63,293,342,575,227,11,236,273,515,162,519,485,496,157,0,0,83,114,25,0,135,210,1,9,1,240,13,33,1040,157,18.469091916990628,14.45234065702593,147.25695027515272,34.46174019965573,3.3496151496329785,1.7491739153009789

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,15195.0,73159.0,61530.0,90863.0,59253.0,3086.0,61105.0,49501.0,79075.0,47248.0,99237.0,99206.0,101557.0,31419.0,0.0,0.0,5348.0,23464.0,30238.0,0.0,4985.0,35260.0,671.0,1004.0,1828.0,44146.0,2550.0,5355.0,208596.0,31419.0,2579.9191115267254,1925.0600975134953,86670472527335.17,76610092042098.6,1218.2032886315758,537.4448673884766
Mean,75.97,365.80,307.65,454.31,296.26,15.43,305.52,247.50,395.38,236.24,496.19,496.03,507.79,157.09,0.00,0.00,26.74,117.32,151.19,0.00,24.93,176.30,3.35,5.02,9.14,220.73,12.75,26.77,1042.98,157.09,12.90,9.63,433352362636.68,383050460210.49,6.09,2.69
Std,15.33,180.14,82.41,130.48,169.40,12.49,179.51,81.72,129.92,168.60,19.62,18.78,19.66,50.99,0.00,0.00,19.64,85.90,80.37,0.00,33.68,112.14,6.13,4.86,10.72,77.04,10.85,20.96,50.64,50.99,9.02,7.54,6113187111594.08,5403591216632.98,1.79,1.30
Min,43.0,73.0,101.0,58.0,63.0,0.0,6.0,46.0,0.0,3.0,438.0,433.0,441.0,67.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0,852.0,67.0,2.0643399122199413,0.6994373575953927,41.961911675076436,10.683550391937601,2.399773318307595,0.6594569862311521
Max,149.0,762.0,512.0,791.0,959.0,82.0,708.0,443.0,735.0,907.0,544.0,547.0,573.0,366.0,0.0,0.0,134.0,273.0,362.0,0.0,286.0,369.0,39.0,24.0,76.0,366.0,123.0,127.0,1132.0,366.0,43.50062799184001,31.020354532162834,86670468940190.6,76610085095293.14,11.385478095672745,14.732139727027644
