Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,120
Parameter: aHigherSitL,140
Parameter: aLowerSitDB,120
Parameter: aHigherSitDB,140
Parameter: aLowerSitNB,120
Parameter: aHigherSitNB,140
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_StrongAllies_LowThreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
95,819,66,155,395,65,749,0,94,333,6,523,483,494,118,0,0,0,5,0,0,359,0,29,636,84,17,39,77,1064,118,43.43880163265176,28.839259314133916,188.79108802175995,56.06488684154511,1325.9895492024768,1174.7758568164081
96,929,70,141,282,78,870,14,77,237,0,505,456,539,126,0,0,0,0,0,0,351,2,62,662,146,17,30,60,1072,126,27.536982699816512,20.146268199157678,186.41906806642464,57.126462471308386,858.0129069315068,390.0853773351971
97,195,62,634,548,61,137,3,565,493,9,468,518,514,119,0,0,0,0,3,0,43,1,1,95,42,374,148,191,1088,119,10.377797231096883,3.7601112889318067,189.90425884982665,57.00293022169311,13.276864820984564,3.3857085178342627
98,554,58,195,619,74,496,2,131,565,18,494,505,501,179,0,0,0,7,0,0,333,0,8,379,109,76,24,55,1033,179,56.133638533775375,36.213466227927604,188.00103605434674,49.419379889704764,63.687950250792994,28.114364383732266
99,859,333,139,96,73,791,282,78,29,4,515,472,513,242,0,0,0,4,0,0,367,11,132,451,327,0,40,78,942,242,40.17323865778404,23.68038929558955,257.04381785447305,60.84595462477342,68.17347949553236,31.46482355395067
100,826,199,152,270,53,761,140,90,217,4,504,505,491,170,0,0,0,1,0,0,388,2,56,556,151,17,46,73,1042,170,56.82600506449326,37.028734704454,191.36588785228918,57.82494459611045,1021.3213446753022,976.7996147843186
101,238,128,347,717,70,171,69,295,658,0,474,516,510,183,0,0,0,0,0,0,239,0,14,136,21,178,83,117,1010,183,7.640141634474114,2.6848441097283855,137.96235494290394,46.98983384398806,19.066802618353716,8.973641802228915
102,1090,115,140,84,71,1037,50,79,7,18,535,468,497,110,0,0,0,9,0,0,373,13,77,620,369,0,16,79,1081,110,82.45257391022281,42.64131065038642,329.88353116202876,71.72445339087602,91.43233217372928,133.17629584245796
103,988,87,305,51,69,915,29,259,0,0,479,516,505,232,0,0,0,0,0,0,287,3,213,522,300,131,76,128,971,232,11.497155009889813,4.269956129712919,163.71645816823954,50.60693223449844,20.220432748264873,5.276822827182505
104,226,348,669,192,65,173,300,602,127,5,507,486,507,146,0,0,0,0,3,0,82,9,5,137,31,307,246,295,1061,146,14.090968459693856,5.242267326269788,244.1121103654684,65.18794808515703,21.000334579666486,8.780292095593921
105,959,53,344,79,65,903,1,275,30,3,489,474,537,243,0,0,0,0,0,0,251,0,239,509,285,125,107,150,969,243,13.50015315469925,5.659039958556192,127.4044464028244,39.63066564464719,22.842368356633802,5.880960853652379
106,860,291,110,165,74,791,224,58,108,0,495,499,506,215,0,0,0,0,0,0,401,4,143,482,309,2,12,56,966,215,40.55118477978421,25.473541247625178,280.60572157405744,68.44604459199739,138.46996213539623,85.66958836226638
107,726,234,171,301,68,659,168,101,246,7,519,484,497,194,0,0,0,3,0,0,367,15,89,438,219,12,69,89,987,194,16.367204206508447,13.721792584542344,316.1880182303877,74.09518185126925,150.8071437532781,69.54993432619244
108,777,200,153,299,71,709,132,107,240,0,515,496,489,121,0,0,1,0,0,0,368,20,18,492,217,24,65,83,1067,121,28.54902181177346,18.22091943156209,319.12104104433604,70.40851306194277,120.22176539979928,49.901380827914764
109,1009,100,127,198,66,949,36,68,136,3,472,534,494,73,0,0,0,2,0,0,428,1,13,744,204,10,41,58,1119,73,36.9150097131371,28.762425646296112,196.18555661099342,54.34065356037112,1394.7275567266315,845.1103972885677
110,1159,61,119,89,72,1101,11,65,29,6,509,496,495,279,0,0,0,5,0,0,413,1,272,656,351,6,27,59,933,279,36.69486740513891,25.23358465505766,168.06408559594453,49.006516854115795,5912.628379950667,7012.623142514657
111,872,61,115,382,70,824,1,62,317,0,512,478,510,237,0,0,3,0,0,0,375,0,166,447,377,1,36,61,967,237,28.826647574952528,22.2544461878484,146.3614140506984,42.71311057895964,50.80480330590567,55.32428991086823
112,229,387,544,276,64,179,327,471,220,5,514,444,542,149,0,0,0,0,4,0,89,0,6,141,33,267,163,204,1053,149,10.578694167427297,4.01110609565994,143.33445049189163,50.901914900493935,19.31979841270478,7.42189288232804
113,811,70,129,417,73,752,17,71,346,0,509,465,526,115,0,0,4,0,0,0,374,17,23,431,318,0,43,71,1071,115,35.78617687899395,28.83841049782127,400.0191667350629,95.28994909851502,53.352280673488124,27.743813313502038
114,810,159,152,309,70,755,102,97,248,6,497,489,514,99,0,0,4,1,0,0,399,15,0,464,291,0,84,97,1109,99,19.345416169047944,15.47945041889927,353.89171418307217,84.52549773381197,142.84934552601152,141.25058085164702
115,475,77,628,256,64,417,8,581,193,6,511,495,494,118,0,0,0,2,0,0,99,4,87,253,88,309,229,272,1087,118,10.203744388210207,4.080973086965677,183.41281460044385,53.67258692165115,55.5539329717681,13.96336022181418
116,199,72,644,516,69,136,11,584,451,12,520,489,491,108,0,0,0,2,1,0,44,2,0,81,55,342,205,242,1086,108,8.421995001964275,3.087740631340871,182.63086612848087,58.20172100856745,16.297657006424252,5.276380790592041
117,399,59,393,591,58,341,0,339,530,0,506,488,506,58,0,0,7,0,0,0,143,0,30,213,126,255,82,84,1152,58,2.8378481874262373,0.994391862553686,194.0829773015451,58.14862721502257,92.18642474604069,46.84303557914562
118,505,74,587,276,58,455,9,520,214,1,487,489,524,153,0,0,0,1,3,0,129,6,102,319,37,269,206,251,1046,153,13.709562726660005,7.668140311557739,203.77649207116627,60.69650193182056,59.13977128270342,15.772472672697527
119,203,77,559,595,66,141,6,491,553,7,492,502,506,142,0,0,0,3,7,0,52,0,5,95,41,346,108,145,1056,142,10.324012643755355,3.474761029221999,168.41445577513835,52.76291403790867,11.817457418391234,3.198507986663539
120,807,294,139,191,69,748,250,84,115,0,498,491,511,223,0,0,2,0,0,0,386,21,72,466,282,2,57,82,974,223,27.374596962358215,25.742130767516535,359.67364956877003,78.28328834868884,688.4611478015411,794.9433940581215
121,657,342,180,247,74,599,283,123,196,0,499,493,508,170,0,0,0,0,0,0,367,6,2,448,149,28,66,95,1031,170,35.881111492532725,30.309562697779313,223.24209039031177,62.20006975973899,108.1303866422404,59.757282651082946
122,247,292,739,152,70,191,224,673,97,0,511,498,491,149,0,0,0,0,0,0,26,8,55,63,128,367,266,306,1036,149,9.828856458537018,3.7501671042805382,249.32714142885627,67.83137997223444,12.448421942828274,2.62684199523891
123,312,363,675,84,66,254,301,617,21,8,505,465,530,195,0,0,0,0,0,0,5,1,100,53,183,353,223,264,1006,195,8.331067937916316,3.084309670504233,163.4620910151829,46.87469032725918,13.420906179771798,2.338821159077521
124,942,84,132,266,76,876,17,76,214,14,487,479,534,47,0,0,0,6,0,0,363,6,0,674,202,10,11,66,1150,47,67.31077113702598,41.82720101001706,227.83600798418823,55.63016190245946,731.5098747518567,473.76500620118645
125,1162,124,82,67,65,1108,49,37,3,9,499,512,489,247,0,0,0,2,0,0,406,17,223,651,377,0,13,37,959,247,22.882972815858118,17.334440898275012,356.45407793888046,76.56585332597258,126.79702133474707,121.4731290691055
126,170,73,769,427,61,102,16,720,358,0,541,492,467,101,0,0,0,0,0,0,27,10,2,63,37,371,306,349,1095,101,7.817798474841413,2.725674504379556,278.07928572374266,72.8432162421676,13.003107342216882,3.747240062652791
127,205,74,805,353,63,133,16,748,300,3,477,502,521,95,0,0,0,0,0,0,13,12,17,74,56,389,309,359,1105,95,12.981357409802381,4.89391630876375,255.194095147175,69.41169694900188,17.857037888768645,5.073480126273952
128,987,207,114,125,67,927,152,54,58,11,454,510,536,169,0,0,0,0,2,0,398,21,91,609,286,12,9,42,1033,169,76.35230657554203,45.61126448709967,302.8940614322392,70.59118041309483,610.381971027375,1002.8599416037144
129,915,67,388,62,68,858,6,333,4,2,523,506,471,233,0,0,0,0,0,0,250,1,229,476,281,149,141,184,970,233,10.478535135030727,4.2887444137890895,151.54377123841275,47.55402405546392,18.474407113865023,5.031854602565394
130,241,72,745,386,56,175,13,692,338,3,492,501,507,68,0,0,1,0,0,0,18,7,31,85,59,381,272,311,1153,68,8.170139298420272,2.9104321681248537,209.09960808154526,55.28219371896573,14.605809435759094,2.450250502026799
131,559,80,188,611,62,506,17,118,553,5,483,515,502,97,0,0,2,0,2,0,358,1,1,422,83,46,55,72,1102,97,27.909795952559225,24.641854182220598,138.62944288547723,43.5866922492931,83.08785676365636,50.47836773529991
132,974,251,144,67,64,920,199,72,0,5,486,514,500,127,0,0,0,0,0,0,390,11,23,572,345,16,31,56,1069,127,42.52288846442108,27.40765449076103,240.6272263688443,64.21278945469932,960.5957231244157,611.2135317008332
133,997,82,85,272,64,932,38,37,201,0,508,481,511,239,0,0,0,0,0,0,391,38,161,643,167,0,19,37,969,239,27.52406881580229,25.1057847760176,342.56254544400747,78.51213365698987,33.42296538510382,14.238454762235778
134,956,52,261,172,59,905,0,195,94,6,468,509,523,205,0,0,1,0,0,0,324,0,201,508,307,86,62,109,995,205,11.455012693804102,4.221353623902842,121.90763285778024,41.58739166422281,25.199739644478885,12.077887825418328
135,536,394,159,336,75,471,330,109,280,10,503,469,528,214,0,0,0,2,3,0,318,5,0,383,88,64,19,45,986,214,36.27260903838125,28.01237947464945,197.19649938234744,50.23304472347876,86.85620163307725,60.84019331742031
136,441,186,694,106,73,378,129,635,43,11,486,481,533,208,0,0,0,0,0,0,5,2,135,128,168,376,217,259,988,208,10.9391956061072,4.6454144185224475,199.82036703436503,59.65610905722108,22.272144404764344,3.132705756116528
137,924,113,163,236,64,868,46,100,179,3,469,523,508,77,0,0,0,3,0,0,360,2,0,691,177,57,10,43,1119,77,32.906055245088915,26.621984075511868,205.28367595124197,52.64127736609753,482.57371643221893,328.24427199317415
138,209,89,783,361,58,155,21,720,305,4,488,515,497,84,0,0,1,1,1,0,80,9,1,128,26,330,347,390,1121,84,10.160284395092498,4.037242208818247,219.94024594581776,57.20135310287662,19.533960446934334,5.868626741495636
139,447,120,663,207,63,391,49,610,137,7,499,477,524,178,0,0,0,0,0,0,91,5,84,244,96,285,278,325,1016,178,10.487259691446608,3.5998668112073653,178.66069400812444,48.021375512223294,45.61818061365435,17.46538860479804
140,468,63,192,712,65,405,7,129,656,9,481,521,498,188,0,0,0,0,0,0,345,0,4,324,80,78,28,51,1018,188,33.161575308391356,26.852620260411307,164.19616709332846,44.058584552660534,42.13811841134382,15.638574790806286
141,240,363,761,66,70,182,314,704,6,11,518,468,514,161,0,0,0,2,0,0,15,1,45,68,112,379,285,325,1056,161,10.286220652840674,3.9150359740693803,174.02457325099942,52.828044992926024,11.106824561836925,2.029131630782079
142,838,114,410,69,69,779,54,340,17,5,463,491,546,163,0,0,0,0,0,0,243,11,134,476,214,155,135,185,1032,163,11.84831013289889,4.312801407188596,276.20835418749596,69.92946210083485,18.225460487147494,3.6625691063738075
143,1113,93,120,113,61,1049,29,55,56,2,516,503,481,285,0,0,0,0,0,0,390,5,263,620,354,0,28,55,906,285,31.44679734063714,18.055364191990158,248.39601555249902,66.42057270842638,46.06552350581022,22.872048953201784
144,179,60,845,359,57,104,10,783,300,4,509,494,497,147,0,0,0,0,0,0,3,0,1,46,58,393,345,390,1054,147,11.491765373208867,4.4419555062341445,171.78872847583722,55.027801554107185,18.534933643981525,5.502922129791867
145,355,217,786,70,72,302,147,729,8,9,480,502,518,168,0,0,0,0,0,0,15,9,92,139,86,386,288,343,1027,168,11.259566085016614,3.5610967022696127,245.42950931219826,69.09163090119041,29.562275439481187,8.715251266722264
146,169,237,780,257,57,108,185,716,196,4,485,484,531,95,0,0,0,3,0,0,46,9,4,78,30,342,332,374,1114,95,10.447295151565564,4.020525162452186,218.48313308298998,63.71656246222924,13.801376904021083,4.4538606829151535
147,665,51,160,556,68,599,7,105,493,0,539,493,468,126,0,0,4,0,1,0,344,6,13,388,211,51,27,54,1078,126,41.932243463646195,29.853745684105817,169.1693269169519,48.24833496769036,39.59651167352278,17.35543402891044
148,347,103,513,475,62,291,37,441,417,12,506,479,515,151,0,0,0,1,7,0,108,2,32,174,100,259,150,182,1047,151,11.219782763849079,4.462766718928379,190.27379807289674,59.43265326789017,25.733991730683677,7.620282807568321
149,940,59,312,126,63,870,8,247,69,1,495,519,486,263,0,0,0,1,0,0,279,0,232,452,319,144,66,103,932,263,12.02968528879726,5.457497687468129,140.5584345986234,49.32421854979069,24.951602625085588,12.77131248677306
150,216,269,774,170,71,159,218,715,103,7,512,499,489,113,0,0,0,0,0,0,65,7,8,113,43,336,344,379,1089,113,14.972698183907422,11.598109908613944,191.9691642005052,56.27694693488899,10.895519634825893,2.341516077568797
151,1024,67,280,62,67,968,5,211,13,0,457,523,520,250,0,0,0,0,1,0,306,0,250,533,305,114,46,97,947,250,12.351029463618557,4.965102177296603,158.09942092700493,49.741703516117845,38.52624303499667,20.189552197783044
152,669,371,162,241,57,608,301,96,187,1,515,493,492,211,0,0,0,0,0,0,389,12,45,406,171,0,71,96,981,211,47.646242062531265,35.288790889073844,237.02779745315073,55.7510991362339,91.31017457216606,106.72592590472574
153,198,71,786,382,63,145,5,730,321,25,532,464,504,146,0,0,0,6,0,0,0,3,40,37,108,391,299,339,1080,146,9.540990110186648,3.7383680593838617,191.02133002800628,50.814683250106846,18.652803061076167,4.684580583300523
154,220,55,589,565,71,159,6,534,500,9,523,496,481,105,0,0,0,1,0,0,126,2,10,131,18,270,227,264,1103,105,9.885469619206104,3.7810886672109776,136.62831045696709,47.65316982959748,13.796226470681852,4.055816033948117
155,607,71,189,570,63,544,5,127,502,5,484,496,520,133,0,0,6,4,0,0,305,3,30,357,187,86,18,41,1050,133,21.694812883645348,20.25937728001505,214.78473530520827,54.63341652594244,37.5711903021034,15.821795114066365
156,261,65,701,405,68,202,6,638,343,11,489,462,549,149,0,0,0,0,0,0,13,0,50,57,143,353,244,285,1051,149,9.601072884925873,3.4043730354190727,133.34723680126282,39.92887578738125,13.426432275093791,3.555028050500362
157,844,109,121,360,66,792,49,56,293,5,501,510,489,102,0,0,0,3,0,0,405,25,6,552,240,1,28,55,1093,102,35.82695819122316,29.488700828751607,454.85726153863516,95.82330545580425,484.5428886984302,553.1361307507484
158,161,73,813,388,65,107,23,743,329,6,478,481,541,111,0,0,0,3,0,0,10,21,0,68,39,383,315,360,1097,111,9.942617660727327,3.57022089681048,333.46535355422054,83.59731706439321,11.431284649125216,3.851816713171277
159,858,79,127,381,55,801,29,71,315,7,507,467,526,103,0,0,0,1,0,0,382,27,6,612,184,5,27,66,1120,103,57.38436627992762,37.54724555898727,339.0435684960237,78.31972124943762,504.66290620999393,391.46203862876666
160,645,63,157,566,69,590,3,92,505,1,500,491,509,184,0,0,0,0,0,0,380,0,3,475,114,4,60,88,1007,184,40.69660196894495,30.67495307698345,180.51545021558078,54.401579689303674,256.2168360477438,241.89622124389345
161,629,77,146,581,67,569,14,82,519,5,504,472,524,142,0,0,1,2,1,0,329,7,3,405,161,42,22,40,1047,142,29.328781589447996,23.176306473215188,276.40136292834893,75.06284915574882,59.935885950661195,44.430339825071904
162,866,44,116,417,57,802,0,55,337,2,489,491,520,91,0,0,0,0,0,0,396,0,11,624,171,4,25,51,1105,91,36.57136267320442,27.115463885477475,175.46183461381864,50.02035442144118,499.735107272218,462.64401321042993
163,775,62,227,371,65,715,12,164,311,2,498,487,515,131,0,0,0,0,0,0,296,7,66,356,356,89,39,75,1073,131,8.588173601599019,3.3548668333687437,234.45145848462852,65.30930137548941,202.4100776141928,216.2450672901672
164,643,53,121,610,73,581,4,47,553,7,508,505,487,212,0,0,0,3,0,0,398,0,6,481,95,1,20,46,980,212,23.310139598720987,16.578950928362136,143.84666210849866,40.28008102014613,131.2923661224844,64.95408174468831
165,885,84,107,363,61,812,24,55,301,10,532,479,489,100,0,0,1,5,0,0,372,24,9,449,363,0,22,55,1102,100,34.08661889364775,26.355246731183115,442.8600922671672,96.8213186225837,75.4930677322093,33.030394307062586
166,874,58,109,392,67,817,0,61,322,13,446,522,532,153,0,0,0,7,0,0,421,0,92,628,102,3,27,58,1060,153,43.764415740865154,31.633303373338254,221.8156094882326,57.237463896772994,167.78140806688714,127.68113036214923
167,797,115,110,408,70,744,49,49,355,2,481,501,518,115,0,0,0,2,0,0,392,7,9,555,180,2,19,47,1084,115,26.252085942937207,19.05512560750737,282.48557750118647,70.87913199683788,155.11475504385015,79.33163017752602
168,224,306,791,127,52,171,239,731,69,3,506,472,522,154,0,0,0,2,0,0,10,8,35,79,88,369,324,362,1059,154,10.931925898192535,4.070840938969288,212.80802376379359,65.54413797288886,21.611213529330563,5.8318998551910415
169,339,78,412,614,57,288,16,342,540,2,501,484,515,149,0,0,0,0,5,0,174,0,20,224,44,196,105,146,1039,149,9.805594655055177,3.562680474980904,164.15830383215345,56.12069650378241,26.87801432041979,10.069930789388188
170,477,65,540,359,59,411,11,471,313,6,482,491,527,125,0,0,0,0,0,0,179,6,60,235,176,221,211,250,1087,125,10.102348267355643,3.60019554246283,209.54094148965964,63.64809862781531,28.553259298017228,18.507276086005376
171,947,321,88,76,68,888,260,33,12,6,467,489,544,284,0,0,0,2,0,0,390,19,169,540,346,0,10,33,915,284,36.275001726501124,27.913677409686922,346.8887569850625,74.06269442006541,57.75710532234519,38.69468301627691
172,812,238,180,205,65,753,184,123,142,13,508,486,506,123,0,0,4,2,0,0,350,12,38,405,344,34,66,89,1092,123,21.272619200178298,17.698143991393238,260.6163117813036,64.035681114195,55.44818412029316,25.781102388156356
173,927,113,199,200,61,856,58,140,142,10,517,488,495,149,0,0,0,4,0,0,387,21,71,632,156,5,101,135,1057,149,33.91333789000049,23.53940714969365,296.6092207622016,66.05077875932894,155.59018623526737,119.33695478034917
174,181,323,719,210,67,115,269,651,146,7,498,475,527,147,0,0,0,1,0,0,56,6,3,88,27,321,293,330,1041,147,8.862606201389841,3.3326815483818377,198.94569295511573,62.4045363164501,14.011979757203791,4.441587939738445
175,195,68,636,540,61,125,6,561,488,12,521,483,496,141,0,0,0,0,3,0,35,0,6,79,41,350,178,211,1051,141,8.642822941790989,3.1266086299941938,151.2650841464572,49.433321053430795,11.239378283008005,2.156383977097625
176,565,102,681,87,65,501,36,636,28,10,505,500,495,191,0,0,0,6,0,0,16,4,172,222,167,383,211,253,1020,191,9.789753699575712,3.836374115612501,223.2200748369281,62.21444042072811,70.22128392550248,28.865271845477295
177,227,62,784,362,65,161,0,723,305,4,483,519,498,168,0,0,0,2,0,0,0,0,20,43,118,426,250,297,1025,168,9.619100092482547,3.60753661489574,123.88963484838085,40.35716020684308,16.432928118210533,3.4155558562307666
178,348,59,652,375,66,305,6,586,310,0,518,506,476,179,0,0,1,0,0,0,1,1,110,33,272,412,138,174,1028,179,8.4142629386647,2.932434914520012,145.78304205835246,50.25529979203067,15.525846503411662,3.0993048924442186
179,290,56,550,538,66,225,10,490,477,0,508,510,482,154,0,0,0,0,4,0,79,4,56,121,59,327,118,163,1048,154,8.764641793900037,3.0489372975563294,155.8454842828043,46.79707548250268,21.655613658681247,4.287442892828718
180,791,214,150,274,71,729,158,91,209,17,476,494,530,96,0,0,2,4,0,0,358,13,4,454,275,37,24,54,1108,96,45.450800700881366,32.33707660131679,363.1462347286543,85.30115120450897,159.77882624939832,111.27254005569263
181,427,68,267,672,66,371,5,201,622,6,509,468,523,186,0,0,0,5,4,0,229,1,0,309,62,131,41,70,1019,186,24.059143820250803,17.101356988272695,146.21716064484067,46.664361052711975,90.14142420803783,54.58228421056449
182,276,63,560,526,75,224,2,494,463,14,470,494,536,129,0,0,0,3,1,0,133,0,2,179,44,244,205,250,1068,129,8.675080643932858,3.4252537980842828,133.26544989782045,41.71489066147274,36.416043865871195,21.95896053352447
183,344,293,619,172,72,280,229,558,121,1,490,489,521,168,0,0,0,0,0,0,74,8,45,141,114,312,213,246,1021,168,9.30064497934476,3.314049795653084,269.06800766701593,69.05340603044371,48.52573073685804,18.57204191512451
184,243,59,685,442,71,182,4,606,378,22,485,485,530,127,0,0,2,2,2,0,41,3,43,101,38,341,220,265,1065,127,11.147179387053082,3.596936882934914,181.88745755613212,56.53851055115979,26.408278063133253,6.028600276213523
185,791,100,128,419,62,728,30,72,362,5,475,518,507,94,0,0,2,4,0,0,408,28,6,498,230,1,53,71,1103,94,15.217626883122158,10.05258160974752,433.19356540967044,91.99600553579363,105.3734896376071,56.13391259846971
186,627,96,653,55,69,565,30,577,3,1,483,537,480,158,0,0,0,0,0,0,122,9,140,335,141,315,223,262,1018,158,9.55718064351284,3.794133448356369,242.61553189180546,72.05109075860166,19.139630446114776,4.6651897610055375
187,436,369,253,391,51,377,309,202,329,0,492,492,516,271,0,0,0,0,0,0,309,0,62,284,32,89,58,113,946,271,11.691151333334945,4.0331054179149985,163.130205247649,51.46183198693795,139.89839035709514,248.8507231401035
188,638,80,171,541,70,587,11,116,485,1,491,482,527,91,0,0,0,0,0,0,389,5,0,426,161,1,68,115,1109,91,59.070096166914716,37.50708132059761,195.05009246798778,52.80192949262434,160.81131590793248,122.39168500978475
189,1123,106,125,78,68,1076,47,62,23,5,504,482,514,35,0,0,0,4,1,0,395,17,4,714,362,1,13,61,1178,35,66.40480096572342,35.08392571103405,338.5860137541487,80.50554032921333,324.02694068386296,424.13662868767244
190,872,88,127,336,77,820,18,63,262,9,496,482,522,81,0,0,0,3,0,0,374,14,9,551,267,4,25,59,1091,81,39.91486506877203,25.115238928754845,337.1005065338613,76.93869099394968,374.3095295725571,370.1185645958287
191,460,225,570,170,75,393,166,510,115,21,505,502,493,138,0,0,1,7,0,0,149,1,68,204,177,246,212,264,1067,138,11.222824427903173,4.1563018885398195,165.10290176489042,47.03731684291356,48.88818716507812,13.511821961179145
192,872,74,125,364,65,811,13,74,309,7,507,488,505,139,0,0,2,2,0,0,393,8,76,508,270,9,33,65,1075,139,56.0117517155803,36.662518317064034,266.4378616063084,67.4935201194656,235.74032187466406,225.44300694248147
193,605,67,230,538,60,537,10,172,468,4,515,484,501,141,0,0,0,4,0,0,284,6,36,379,139,113,51,59,1050,141,18.840732462022363,19.783205584106188,207.02558282160965,55.57091150893325,124.46151184908085,90.78360538356509
194,342,62,856,179,61,279,10,789,127,7,499,511,490,83,0,0,2,2,0,0,7,10,75,157,51,409,333,380,1129,83,10.644599868073165,3.845184655009325,214.69579080204,61.33021732809212,26.93097067797393,4.431515055520166
195,1207,68,93,69,63,1157,16,29,6,9,499,485,516,211,0,0,0,5,0,0,391,4,198,714,376,0,17,29,1006,211,34.1086523653198,26.464949384744838,234.8777354243594,62.25062651163095,86.1329024563507,54.8375421228028
196,275,283,664,215,63,224,224,593,138,5,497,491,512,170,0,0,3,3,0,0,29,2,82,50,174,361,201,232,1014,170,9.124306045052494,3.6211672123982037,159.83138482326774,49.714214416356526,10.300209526525213,2.1007086095959
197,278,175,593,390,64,212,120,536,334,2,489,502,509,159,0,0,0,1,0,0,78,4,36,105,75,328,171,208,1045,159,8.446852919113747,3.598476792124232,170.75291654483684,54.60939341710295,18.815644221926565,4.576452291086178
198,188,337,810,96,69,137,274,733,36,8,480,501,519,158,0,0,0,2,2,0,32,9,18,90,34,367,327,366,1030,158,11.201285622063075,4.270193536063857,241.09515717873288,65.72737296571788,15.600018955353523,3.200072215557753
199,980,184,93,175,68,913,116,44,117,5,491,491,518,202,0,0,0,5,0,0,383,20,126,586,245,15,17,29,993,202,33.85419753483271,22.914473215861026,263.9816161933053,60.388324235141816,618.5378306972787,429.7395552994349
200,423,70,833,99,75,349,16,785,30,11,496,484,520,127,0,0,0,1,0,0,0,13,107,227,19,383,358,402,1064,127,9.874665831507762,3.8331937578203816,291.5152541788149,84.16727442809089,34.68026060379291,8.269317012289916

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,116641.0,29566.0,78507.0,62099.0,13187.0,104620.0,17676.0,66426.0,50073.0,1164.0,99191.0,98801.0,102008.0,30482.0,0.0,0.0,143.0,335.0,186.0,0.0,45063.0,1345.0,11412.0,66290.0,33569.0,33936.0,25292.0,32490.0,209476.0,30482.0,4744.171148666322,2949.5206732801835,45113.75927253229,12062.463828773563,79640.38929296788,100893.6609985197
Mean,583.21,147.83,392.54,310.50,65.94,523.10,88.38,332.13,250.37,5.82,495.95,494.00,510.04,152.41,0.00,0.00,0.71,1.68,0.93,0.00,225.31,6.72,57.06,331.45,167.84,169.68,126.46,162.45,1047.38,152.41,23.72,14.75,225.57,60.31,398.20,504.47
Std,295.17,106.29,265.47,179.03,5.80,294.46,105.86,264.36,179.38,5.13,18.31,17.60,18.48,52.42,0.00,0.00,1.84,2.11,4.91,0.00,158.52,6.99,67.09,203.04,108.05,160.08,106.35,112.39,53.97,52.42,18.38,12.64,70.15,12.49,2313.64,3707.57
Min,151.0,44.0,68.0,51.0,43.0,90.0,0.0,16.0,0.0,0.0,444.0,444.0,461.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,4.0,14.0,880.0,34.0,2.8378481874262373,0.994391862553686,111.55889948023682,34.500522668788165,9.735312103219997,2.029131630782079
Max,1207.0,417.0,856.0,717.0,78.0,1157.0,352.0,789.0,658.0,25.0,541.0,552.0,556.0,318.0,0.0,0.0,18.0,9.0,66.0,0.0,428.0,38.0,272.0,744.0,377.0,434.0,358.0,402.0,1180.0,318.0,87.84558548672167,47.35609032041233,456.52490158781876,96.8213186225837,31293.33262773126,51206.1326051596
