Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,120
Parameter: aHigherSitL,140
Parameter: aLowerSitDB,120
Parameter: aHigherSitDB,140
Parameter: aLowerSitNB,120
Parameter: aHigherSitNB,140
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,NB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,NB_StrongAllies_LowThreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
91,116,531,383,381,89,54,465,322,328,33,532,488,480,157,0,0,23,27,71,0,33,301,23,18,14,298,9,24,1045,157,6.394008888815608,3.099633751226601,202.53233128007807,40.63365174827698,8.62748434643662,2.8800436002176775
92,81,219,370,500,330,27,156,308,437,266,492,489,519,105,0,0,15,90,172,0,18,130,12,7,9,204,81,104,1089,105,6.819985297762935,2.9308499159722956,539.6808324223681,501.3979844087252,5.709383002763716,1.405204742026794
93,73,69,199,718,441,12,13,138,642,385,494,499,507,199,0,0,105,270,35,0,241,13,1,8,3,116,9,22,991,199,6.1856483695566205,3.003841305591778,616.2752928770991,617.3359350130403,6.538100388831621,2.5270293316472947
94,76,507,366,165,386,18,446,293,101,330,518,448,534,204,0,0,3,98,125,0,13,234,4,9,6,224,29,69,984,204,19.076982332798654,9.555162257103756,187.98258578488534,48.2576473091217,10.171572398849934,2.1800803265038793
95,76,448,366,447,163,16,390,297,397,102,500,513,487,98,0,0,22,54,112,0,7,264,6,5,8,290,7,7,1104,98,3.679631698119916,1.4041080315326044,304.59069883643053,131.12599100837616,4.672051320417776,1.5852196450981482
96,131,264,252,460,393,68,204,196,394,336,500,518,482,137,0,0,41,171,180,0,65,119,25,34,10,178,6,18,1061,137,5.088890885947789,2.3477053881989773,1528.3136832437197,1728.4403425443593,5.466195395890873,1.6414591723597123
97,135,546,257,479,83,63,492,190,427,30,475,494,531,147,0,0,41,7,165,0,53,292,30,22,11,167,5,23,1055,147,7.959084420869698,3.3420425528506983,207.7751298898894,36.528657054638025,5.529307296377702,1.7460888895932614
98,68,809,220,93,310,5,751,166,33,245,495,500,505,267,0,0,0,99,282,0,0,241,0,0,5,112,17,54,933,267,9.185847761840568,3.5981287139202105,274.0396202000424,45.81447587093158,7.519452714903089,2.2463525597947966
99,64,654,322,158,302,14,599,254,102,237,477,498,525,228,0,0,8,171,197,0,0,112,1,3,11,199,22,55,978,228,9.053291636510698,3.4451265388341232,287.6626441262697,64.27991512943021,4.7071799028968,1.2850141189976296
100,81,79,228,517,595,15,25,163,442,541,477,497,526,164,0,0,11,227,261,0,0,16,2,2,13,128,23,35,1022,164,6.426844244708127,3.085746022229151,66.59710463210446,16.97401086752208,4.2867231497802685,1.444228314962937
101,76,576,249,474,125,19,508,181,427,72,499,497,504,162,0,0,16,53,245,0,2,260,5,2,17,153,9,28,1045,162,8.190616815116076,3.8893310509083014,93.21241234030516,24.12365542672468,5.882740470783636,1.833540902040148
102,83,97,230,484,606,17,37,178,423,544,496,516,488,193,0,0,23,217,249,0,4,25,2,6,11,159,8,19,1006,193,5.52696279751752,2.6328848197446475,6264.632986815263,10436.116940039841,7.4704668565826085,2.6986789601305934
103,73,74,161,481,711,12,7,111,420,658,509,500,491,168,0,0,19,266,321,0,0,7,2,4,8,93,16,18,1040,168,2.6316813740961766,1.2631845361254088,49.50848730333993,14.776830558877178,7.051907716965645,2.7350787981579647
104,71,604,193,95,537,11,527,144,42,478,502,478,520,369,0,0,1,113,289,0,30,224,0,4,7,77,29,67,833,369,9.439911429834185,3.694798174412972,131.75188236066785,23.854266183899366,4.2706330126089025,1.6716465141578873
105,71,96,232,439,662,7,38,166,380,594,512,500,488,218,0,0,13,262,247,0,8,17,0,2,5,118,16,48,967,218,7.24781334628287,2.962791456839826,2167.6745382029076,4049.334372467751,4.740548575205835,1.883067293683197
106,95,662,363,105,275,35,584,312,51,219,494,504,502,211,0,0,0,68,142,0,13,214,8,9,25,245,40,67,990,211,7.138455416481479,3.1568773293121897,188.56643026587415,30.515360178675298,8.440082596640355,2.1527985535995495
107,105,315,204,796,80,41,266,160,729,21,480,503,517,164,0,0,69,13,163,0,110,67,21,12,8,132,8,28,1053,164,5.908900104234484,2.4435909181435256,126.96092023941362,29.48411114697925,7.256451930138118,2.4047870488042284
108,88,565,176,573,98,14,507,123,519,33,490,511,499,99,0,0,7,20,325,0,12,194,0,6,8,75,17,48,1097,99,7.922788885614526,3.1324299945692133,61.44753305292188,18.2073269861003,6.202157662341707,2.0365638823295797
109,73,133,245,703,346,7,79,174,637,290,477,520,503,208,0,0,102,198,46,0,214,58,0,0,7,151,12,23,979,208,5.56728813182404,2.202888506909734,64.49403626407175,17.949417182474413,4.257891068819493,1.1918345855490455
110,76,543,242,531,108,15,480,177,483,45,489,479,532,147,0,0,21,27,225,0,27,185,2,5,10,131,12,46,1053,147,10.129612786067323,4.268459276735838,78.96611872802717,21.491379662417128,5.60459340137916,1.4617720748419225
111,92,242,462,453,251,25,188,399,398,185,494,529,477,113,0,0,28,102,50,0,12,185,9,4,18,369,20,30,1082,113,5.7509218895070395,2.9724879788511953,122.97665339005793,28.179244264907418,6.380412264554941,1.752995541474562
112,91,107,464,738,100,24,45,406,683,31,474,513,513,156,0,0,20,13,15,0,4,16,5,2,22,385,9,21,1033,156,4.682981176443442,2.5922701596250737,69.65469238745024,16.820180237996137,4.130981211316699,1.2789947628383804
113,97,356,216,466,365,28,289,164,412,295,508,512,480,190,0,0,26,230,219,0,31,66,11,7,11,135,11,29,998,190,5.941175836561528,2.516277480828937,241.916399500106,118.53015005650163,6.748359210047877,1.9036518772191438
114,73,248,545,455,179,22,184,493,379,132,532,489,479,99,0,0,16,100,0,0,1,112,0,5,17,394,78,99,1111,99,6.610616885249281,3.565818029404669,140.2270191195497,39.09079343466492,5.196258245337681,1.542125707329733
115,192,132,543,514,119,127,71,489,457,62,519,484,497,96,0,0,64,48,0,0,3,60,60,2,124,379,98,110,1110,96,3.939121392611686,1.9575822968467136,148.24434309919675,48.6375395049161,12.620073207181356,4.148247156972058
116,80,398,223,651,148,17,342,155,602,91,504,480,516,120,0,0,14,34,256,0,4,135,2,2,15,131,13,24,1087,120,4.816966640072823,2.2894091045876377,10810.402073586762,21036.164643295073,7.160029927568219,2.605902562409637
117,99,74,435,488,404,19,19,363,438,356,492,506,502,136,0,0,20,167,130,0,20,6,5,14,0,243,105,120,1059,136,6.152519417423897,2.6092353364095975,132.5993857009145,73.72385335208985,6.9586403845195095,2.356995753449126
118,49,643,294,94,420,2,571,238,32,357,484,503,513,193,0,0,0,121,228,0,0,200,1,1,1,182,22,56,1007,193,9.214255905407772,3.0769325282383746,327.4540595561541,43.58919677164489,3.1291293338678807,1.2394011752969614
119,95,395,237,551,222,21,339,181,478,169,472,522,506,120,0,0,14,130,248,0,12,89,5,9,8,161,9,20,1068,120,4.386288747420835,1.7560380329244976,116.93946391957607,44.02276697046728,9.719440315836092,3.200046575189333
120,89,486,391,160,374,33,421,326,104,321,504,475,521,178,0,0,2,174,108,0,4,84,6,12,19,267,22,59,1027,178,9.299245955357929,3.566547597537995,318.83865233244603,78.45870700491898,6.730251600658732,1.7185938468852728
121,75,670,186,469,100,11,602,135,419,29,485,506,509,220,0,0,13,19,289,0,0,308,1,3,8,110,12,25,976,220,5.6500363780242555,2.7017470940987676,112.78977339835575,32.97618069439943,7.231510222661047,3.1832410736296732
122,74,319,258,328,521,15,252,214,282,452,519,502,479,142,0,0,11,258,198,0,2,18,0,5,10,200,3,14,1073,142,4.5081353629600605,2.486619453180891,423.68610171929396,102.00702917041933,5.222366835399939,1.8307202030971035
123,50,88,177,488,697,0,29,114,429,621,506,482,512,189,0,0,2,241,276,0,1,25,0,0,0,99,5,15,1004,189,13.032238373462109,13.912034598270065,101.45229859447437,43.84637282378102,1.8808451565006032,0.7667314630013895
124,61,71,183,801,384,7,8,128,742,317,479,467,554,217,0,0,157,250,2,0,287,2,1,0,7,95,17,33,985,217,6.2605597466753835,3.26427405453908,80.24234267921746,21.518414756468047,5.778747908800479,1.532955352732391
125,77,269,440,562,152,26,207,389,498,85,506,507,487,97,0,0,26,54,45,0,0,162,11,2,23,361,11,28,1108,97,5.041042193619218,2.527980639943448,99.41961727139947,21.073128676715356,4.63482621851487,1.2497576224964906
126,75,338,227,757,103,18,286,169,693,40,502,472,526,216,0,0,95,28,19,0,246,263,0,8,10,103,30,66,990,216,8.179922192045881,3.0874407574515894,62.613226151407765,16.258331416675073,5.788825563865376,1.9799206823560007
127,68,118,298,269,747,13,62,230,211,670,494,492,514,221,0,0,12,210,216,0,7,13,2,1,12,181,33,49,965,221,6.515223076504452,2.9425029249934265,427.69764113791115,138.77095905400327,5.82502061316394,2.250195984708427
128,163,187,351,552,247,108,131,287,487,186,489,517,494,123,0,0,55,125,35,0,102,95,53,52,3,257,8,30,1076,123,7.115622691919894,2.6753044752533524,221.94185886050653,42.541200084057,3.3998680296238595,1.0456717711503198
129,81,280,491,475,173,24,219,423,415,124,481,505,514,83,0,0,13,79,71,0,5,139,8,5,18,328,95,95,1122,83,4.386198790554599,1.4518062502639013,192.69687685522663,62.82312191673213,6.1190137365543515,2.0089770452201474
130,165,142,303,538,352,99,77,232,472,299,480,497,523,124,0,0,75,219,93,0,92,16,50,42,7,203,10,29,1055,124,7.240744007085182,3.039478607980925,352.5678239274655,177.46133106228763,6.10997731093613,3.363249849313303
131,121,114,382,504,379,67,59,316,449,306,498,472,530,158,0,0,38,134,136,0,9,43,25,4,58,229,85,87,1039,158,3.600968196633709,1.2630428690297373,79.52719693108,20.27533928884987,8.429953853343244,2.3607176103184306
132,95,250,414,524,217,25,196,358,462,154,526,508,466,91,0,0,14,115,36,0,17,91,6,14,6,347,11,11,1104,91,2.4751359918880915,0.9693258586210357,217.68230366176465,48.99894187558202,8.966583870101603,3.727747325998412
133,217,208,365,491,219,143,145,303,450,153,492,504,504,126,0,0,70,123,0,0,134,142,72,66,16,259,28,44,1068,126,5.787876301675651,3.0053344650352374,249.5244104279651,47.66290844165682,5.621887914441473,1.68809493299023
134,115,93,451,501,340,57,30,389,432,280,485,489,526,121,0,0,33,208,1,0,3,30,25,7,48,384,4,5,1067,121,2.5941955325444126,0.8877841909184753,115.56684109150424,25.32177795119054,8.497766454599581,2.414428994262633
135,88,733,281,225,173,28,664,216,160,121,468,497,535,196,0,0,0,49,220,0,3,153,2,12,14,170,14,46,993,196,10.535783176932007,3.917617014744042,154.82898762276642,22.060566611474428,5.383942864273296,1.4372644354745943
136,60,364,195,447,434,8,299,129,386,364,478,501,521,227,0,0,14,17,272,0,3,281,0,0,8,126,3,3,959,227,3.8054483647182042,1.8609429262611725,69.29892980044396,17.442731157359205,6.970559820553565,2.1738562875748952
137,81,620,183,488,128,17,560,121,438,64,487,491,522,122,0,0,29,39,293,0,6,278,5,4,11,98,22,23,1078,122,4.200814975980238,2.7049749001219356,975.3549145149567,1700.0047015257019,6.0426716859649785,1.7244792035995282
138,89,492,254,476,189,28,420,199,422,121,513,522,465,110,0,0,16,85,250,0,7,188,1,3,25,168,15,31,1080,110,7.506690026109263,3.796439811208901,2816.460894578582,3264.4924548829536,5.430406694922086,1.6702429055707704
139,57,681,183,452,127,5,617,130,392,69,492,501,507,190,0,0,10,55,285,0,2,271,2,0,5,125,5,5,1023,190,4.628889250117764,2.699537068407869,330.5978406250603,227.85033862591953,6.166818369960185,1.8750633832219192
140,55,79,188,556,622,1,12,133,494,561,489,493,518,232,0,0,32,232,244,0,50,12,0,0,1,98,11,35,968,232,8.560871726805255,5.287597396768791,12636.449496379691,18375.48439802203,4.967874115883147,1.6596378475481566
141,85,483,246,616,70,25,424,189,552,10,498,467,535,171,0,0,43,5,150,0,74,258,1,9,16,145,21,44,1029,171,8.060812709213764,3.642854925547407,76.583870636501,19.144141269236215,7.011414002940412,2.1865718893147763
142,55,576,259,457,153,0,528,188,386,92,446,502,552,137,0,0,4,20,287,0,0,221,0,0,0,111,61,77,1057,137,10.174641763106262,4.593432955300516,184.89873686566045,133.73450084265156,6.914497961639752,4.371080444954427
143,50,730,194,415,111,7,671,132,344,57,504,498,498,153,0,0,14,13,266,0,2,349,2,1,4,122,8,10,1058,153,3.4212463134801716,1.360153778324243,102.73652060274964,20.28357039879899,5.2521341340086805,1.800571614849962
144,166,207,508,529,90,106,149,448,464,24,520,470,510,121,0,0,35,14,2,0,4,16,43,12,89,362,41,86,1070,121,9.727372564666556,3.6278280677316435,76.8737269501221,19.648798535838715,9.980439981014907,4.169463442368029
145,73,560,322,91,454,21,493,261,27,392,515,472,513,209,0,0,0,176,185,0,16,143,5,7,10,170,50,91,985,209,11.130884802528916,4.485609125755715,344.14141700968247,94.32171685958043,7.724829206923445,1.9322552957976642
146,134,80,466,498,322,83,10,405,434,257,499,492,509,114,0,0,37,180,0,0,4,4,30,0,83,373,15,32,1075,114,5.708933503532775,2.2499009955212106,87.31832218423268,19.505488239329203,5.982407492564908,1.6596597551353531
147,230,67,488,501,214,163,5,433,435,161,515,508,477,109,0,0,65,129,0,0,12,5,77,6,151,395,24,38,1088,109,4.495965207036478,1.4934675521783656,153.21339305899792,56.85910156508373,9.591760227841071,2.078411275579331
148,79,470,268,146,537,18,414,219,86,476,511,483,506,297,0,0,4,30,232,0,2,307,1,8,9,153,23,66,916,297,9.863789172182958,3.754096554743323,95.72061975858838,20.715694367468508,5.055310575603664,1.4907134876268344
149,85,325,370,374,346,15,272,307,313,291,494,525,481,126,0,0,16,160,123,0,2,137,0,3,12,292,9,15,1072,126,6.189341857542742,2.98331367626837,197.73180418138114,38.836235813685356,6.785319452495627,2.0463555600016803
150,95,327,271,585,222,40,254,219,528,156,489,493,518,113,0,0,26,21,193,0,18,185,16,9,24,194,13,25,1084,113,4.741358536283127,2.4942225056313165,123.44886707635561,28.710953380738346,6.644736469046039,1.9398190902461012
151,64,162,209,471,594,14,103,140,402,533,517,492,491,114,0,0,13,264,238,0,11,76,2,9,3,129,6,11,1078,114,6.148751863144161,2.3118477655096825,5312.2639877500915,9084.44120496498,4.968134524613361,1.647397969929803
152,70,586,208,292,344,1,529,144,244,286,488,473,539,174,0,0,9,49,248,0,1,282,0,0,1,124,6,20,1030,174,5.429221064586793,2.056238092974971,251.44264408102464,46.52673946654642,8.314486283126357,2.5731351932952022
153,69,80,232,450,669,17,32,168,381,609,514,511,475,256,0,0,12,247,285,0,2,31,3,3,14,124,10,44,951,256,10.035230771264695,4.338277227290698,1803.3242941043438,2198.961500052763,4.643488870073954,1.387539415676609
154,84,360,223,741,92,19,304,171,677,30,460,493,547,194,0,0,125,24,0,0,269,283,1,11,8,106,22,65,1007,194,11.626785325709625,5.5484271273318475,76.92888240234261,20.910355104431336,4.705301901313601,1.3069468373732782
155,68,670,249,359,154,10,617,193,294,95,526,436,538,172,0,0,11,18,193,0,9,314,0,5,5,155,21,38,1037,172,6.895170334242622,3.359773100552458,125.71942039194218,25.348891771539467,4.7833551413286255,1.7299705972829487
156,62,788,255,269,126,4,734,202,195,64,488,504,508,155,0,0,12,37,234,0,0,265,1,0,4,168,31,34,1044,155,2.283909652480823,0.9405588083498615,169.156837624188,56.91423022908513,5.879677228435363,2.6060552804229573
157,97,351,210,407,435,31,269,165,355,375,504,495,501,145,0,0,23,167,209,0,57,132,11,9,13,139,9,26,1050,145,6.050269729977086,2.979848065172035,2264.187352082972,1831.9741175453375,7.6883812270151175,2.9372133382183856
158,140,680,458,113,109,74,609,401,50,59,509,486,505,215,0,0,4,36,28,0,16,272,31,17,46,340,36,61,978,215,8.173348730937391,3.096007149647689,211.92404362623847,32.651268547979136,14.318826815540355,4.043400258981333
159,85,350,351,168,546,20,284,294,106,502,465,525,510,217,0,0,0,217,214,0,6,15,5,13,2,211,29,83,989,217,13.112065255117756,4.71681463902558,346.3919589890517,68.67663503782636,5.505935714744896,1.474863907504714
160,72,84,162,535,647,6,25,104,472,583,469,500,531,150,0,0,16,212,310,0,12,16,1,4,1,84,10,20,1038,150,5.769764914740728,2.1479098672421166,380.07767239398277,372.51925752937365,11.185785536329053,4.49387923335978
161,131,401,412,442,114,72,345,337,378,57,482,493,525,135,0,0,33,46,46,0,63,228,31,37,4,267,32,70,1054,135,10.452451613613045,3.7155444490400695,262.97159334685597,77.37824061657012,6.169142177234036,1.5410958736262166
162,92,613,253,320,222,26,555,191,272,175,496,469,535,198,0,0,0,59,234,0,9,39,6,8,17,148,4,43,1021,198,11.44383478221184,4.474105358388164,177.73456421299363,38.765368875466,4.426833091216545,1.3431092114669347
163,51,578,305,100,466,1,508,244,35,409,497,492,511,201,0,0,0,181,221,0,6,90,0,0,1,171,30,73,996,201,12.060788666444855,4.804313299167561,387.83174989902415,73.74003899930936,8.145617682188586,2.687678904255132
164,69,558,277,389,207,5,487,218,335,149,505,471,524,140,0,0,17,93,185,0,15,192,2,0,3,183,19,35,1054,140,6.734883470272005,3.4367516516596788,445.87017781393945,328.6188336201002,7.429655698838832,2.8004714638377703
165,51,74,200,592,583,0,21,146,516,504,498,474,528,270,0,0,3,200,247,0,5,10,0,0,0,120,3,26,917,270,7.622810741041735,3.3678169925086143,693587486.9001622,1359431325.3509245,3.0967330671617153,1.1442262917279107
166,84,438,248,265,465,25,388,186,203,408,494,490,516,180,0,0,12,151,211,0,21,166,10,11,4,158,8,28,1030,180,5.84367626635116,2.313475169147226,633.0917038970338,586.7118768682208,6.071853158050966,2.326405798659565
167,61,407,239,516,277,7,339,184,445,227,525,498,477,176,0,0,20,14,215,0,32,326,1,0,7,148,25,36,1026,176,4.520088143822601,2.3249578312336197,65.66134867551855,17.76093193209095,4.311099755485067,1.517779281176387
168,77,419,297,564,143,23,356,245,494,87,506,459,535,117,0,0,15,61,171,0,1,191,6,3,20,204,25,41,1088,117,5.898578899075051,3.0529738758495992,84.08544245014663,18.837432385616033,5.435630017727669,1.651726036948985
169,56,584,254,478,128,6,537,190,418,69,491,484,525,158,0,0,11,43,215,0,0,308,1,1,5,171,13,19,1062,158,5.392434107979408,2.4526646834090906,416.30027393318835,422.06912727591794,5.804000716293897,2.157638631019757
170,90,507,485,140,278,42,450,421,73,213,485,499,516,197,0,0,0,138,40,0,22,134,16,9,27,340,31,81,1002,197,10.401530544806045,4.142053453673857,282.15240408820176,66.02223065625935,14.347967028384048,3.9554320395172957
171,70,114,264,499,553,13,65,203,436,491,520,481,499,97,0,0,15,243,204,0,1,58,0,5,8,176,9,27,1111,97,6.785872359818113,3.4090473181562606,82.88038698757985,21.734315585529252,4.955176069487294,1.4199955032566827
172,70,282,468,582,98,12,220,402,525,42,473,506,521,205,0,0,3,14,55,0,1,34,1,10,1,343,34,59,996,205,9.494194476406353,3.6813864464716337,101.09282765012122,24.039397111743853,7.8118219717991755,2.635371410480324
173,71,632,262,405,130,13,572,197,358,72,483,522,495,210,0,0,13,55,239,0,3,255,2,3,10,182,13,15,1002,210,3.4931340723479196,1.2028123156419588,111.60467003112556,22.98670598161575,4.365233558937854,1.3213595433955057
174,100,84,366,545,405,33,20,297,469,361,498,494,508,139,0,0,27,192,135,0,38,20,15,14,4,233,39,64,1041,139,9.692086124264808,4.498380347139377,178601.20894443072,195332.95186589725,10.185371424611366,4.038729014834641
175,142,290,320,540,208,71,239,265,480,145,491,503,506,102,0,0,33,21,118,0,57,239,24,38,13,226,31,39,1098,102,4.95075466094196,2.230699796349695,186.2990375852625,36.24458507520278,7.000862928355481,3.1280052280487123
176,93,354,234,492,327,16,286,183,440,263,474,518,508,245,0,0,7,8,268,0,0,272,0,0,16,136,20,47,943,245,17.25467127220539,20.09070801776269,62.130085216374624,15.558523724361669,4.843165835277024,1.5125521089591534
177,88,230,292,625,265,28,175,225,551,215,469,496,535,151,0,0,30,100,149,0,22,101,8,11,10,220,3,5,1043,151,6.396589506999955,4.672755735413231,1537.472628709522,2115.228250993246,4.9223638352951244,1.334108678988158
178,71,74,203,526,626,11,28,134,466,570,469,480,551,228,0,0,15,248,276,0,5,11,1,3,7,113,10,21,980,228,6.117915093918695,2.959495757741121,518.7122127390696,509.09770913022237,6.1179673836986765,2.299439361135833
179,77,371,228,632,192,25,304,169,575,143,494,470,536,210,0,0,0,21,250,0,7,146,2,9,14,111,9,58,1006,210,17.30092018142041,8.659339460311188,74.70761645033062,20.04487383962389,5.935141550111776,1.6230926372287435
180,81,117,215,505,582,21,66,153,433,524,491,502,507,178,0,0,28,216,256,0,14,51,5,10,8,138,14,15,1019,178,5.409537505634402,3.297015869338245,1698.3762334194555,1175.3771452700867,7.175424714311333,2.270014643040873
181,64,73,235,838,290,16,15,167,775,224,524,500,476,188,0,0,73,103,88,0,173,12,6,0,16,133,19,34,1009,188,5.177714536948022,2.586585658821736,9902967.887219647,19409678.325439148,5.779986532792522,3.080008953354684
182,73,399,409,467,152,13,318,352,421,96,465,500,535,103,0,0,10,53,169,0,1,123,0,6,7,223,120,129,1097,103,5.4144310256197015,2.867569111212921,112.86389880840046,34.65410087089147,7.305943126946689,3.0899280744309254
183,102,144,269,577,408,30,80,205,526,354,494,508,498,92,0,0,33,125,228,0,15,64,5,9,19,165,13,40,1103,92,9.047298596686373,3.935293918241288,424.4433174032031,291.2003842672165,6.807554384254301,2.108800475640073
184,79,209,370,516,326,14,149,309,458,263,502,453,545,90,0,0,21,120,141,0,3,101,2,5,9,212,97,97,1103,90,3.7863544565200247,2.0902449207660942,1704.7729645302122,2254.6065241613373,5.635596627768653,2.0671049091048235
185,77,440,416,484,83,21,386,356,435,31,469,482,549,121,0,0,14,18,69,0,11,249,6,13,2,305,18,51,1108,121,9.33921143774601,3.9458261795005716,156.76691717209775,32.05065840882996,5.0785433659789865,1.5271252538064226
186,64,555,269,467,145,14,494,214,404,80,475,499,526,177,0,0,14,47,221,0,3,266,3,3,11,179,32,35,1029,177,3.6176732283202813,2.0538547577714583,132.01037961325025,30.461713965365885,5.107867417512132,1.5504335106128189
187,77,475,358,434,156,20,418,297,371,101,514,486,500,124,0,0,18,80,94,0,20,248,10,1,9,272,13,25,1083,124,6.373114259999963,2.82666487788494,186.45841609593,61.147215730967396,4.469907601500746,1.2567524936603938
188,81,723,316,241,139,27,660,258,171,81,489,521,490,161,0,0,0,45,224,0,6,151,5,15,9,195,16,63,1036,161,10.207846974951256,3.840730183918476,171.828337905081,25.8543665866784,5.22381076659078,1.397696165153932
189,68,814,201,64,353,11,759,143,23,289,512,468,520,277,0,0,0,169,284,0,0,166,1,2,9,92,15,51,948,277,11.794942745788083,5.05655214531675,454.9123306177402,114.59807507987077,3.5020967134259373,1.2341517263099075
190,60,489,210,481,260,12,432,136,422,201,517,492,491,126,0,0,16,168,278,0,0,153,0,3,9,108,20,28,1077,126,4.478235372936075,2.0542407737797648,70.77370434503749,22.37869425053647,4.629634518932664,2.1166966283642425
191,122,480,502,262,134,57,417,449,204,82,513,486,501,118,0,0,1,56,12,0,10,91,30,4,52,370,47,79,1091,118,7.09137801113856,2.3871653528384598,135.27524803919425,24.375541977709332,12.083254156616073,2.5732740989153275
192,80,300,272,715,133,23,240,208,654,73,517,467,516,168,0,0,10,52,199,0,10,19,2,7,16,167,11,41,1030,168,8.667238280806922,3.108169737400292,97.25222647130943,32.462249474362466,4.676589862449046,1.5209729677866166
193,75,634,194,493,104,8,581,128,437,41,489,516,495,197,0,0,17,29,287,0,4,299,0,3,5,118,7,10,998,197,3.297018647395712,1.4199269027280739,74.91051893329428,21.05075467256762,7.123618961608341,2.107566321893882
194,96,630,302,175,297,31,561,247,127,241,515,476,509,215,0,0,0,76,197,0,9,183,7,11,13,191,19,56,992,215,8.55189268585156,3.505120007661151,210.7750649592577,54.60651944249208,6.252668387630737,1.613507628318974
195,75,134,322,532,437,12,75,260,463,381,486,502,512,146,0,0,17,143,185,0,4,73,0,4,8,211,49,49,1045,146,3.2671961075111104,1.3724497807404221,6088.393110679795,7473.838394089217,7.800764873988824,3.2850635107933286
196,86,674,298,254,188,24,612,234,202,124,495,497,508,171,0,0,0,22,220,0,6,131,3,4,20,186,15,48,1025,171,9.162854443417624,3.6340782827344893,219.32810301267205,32.520239863166054,5.9035492735936606,1.8549043454203127
197,94,531,468,90,317,36,470,404,18,267,517,505,478,187,0,0,0,185,63,0,8,128,15,17,4,332,29,72,1008,187,9.101462253093636,3.5742552990439873,315.15682897427956,67.2103637283817,8.745071756509553,1.7572829662216163
198,75,158,252,697,318,19,94,203,645,249,524,498,478,199,0,0,17,56,224,0,3,59,6,0,19,176,10,27,1011,199,7.064452787107247,3.327063450975595,93.93384865215715,24.015068816180868,4.28621991656931,1.2360974071607365
199,80,470,328,409,213,19,408,271,348,153,517,481,502,116,0,0,6,50,162,0,4,268,1,6,12,230,9,41,1083,116,9.133043950405074,3.587009306591893,132.41460713439673,26.289538995722417,5.909818669332044,1.8874329433166048
200,69,255,253,517,406,9,193,195,451,354,488,474,538,149,0,0,14,144,184,0,7,185,0,1,8,183,9,12,1053,149,3.7791822592877162,1.8518341404558043,98.58630735012721,31.66547265674118,7.90335577532061,3.4343823671706697

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,17053.0,74822.0,61292.0,88143.0,58690.0,5112.0,62737.0,49328.0,76062.0,46841.0,99354.0,98737.0,101909.0,32645.0,0.0,0.0,4447.0,21418.0,33065.0,0.0,5527.0,29282.0,1476.0,1585.0,2672.0,40373.0,5010.0,8955.0,207428.0,32645.0,1444.4380519875924,671.5689765019868,58692103242.48582,115036282337.60558,1274.0466733080925,420.3596990722328
Mean,85.27,374.11,306.46,440.71,293.45,25.56,313.69,246.64,380.31,234.21,496.77,493.69,509.55,163.22,0.00,0.00,22.23,107.09,165.32,0.00,27.64,146.41,7.38,7.92,13.36,201.87,25.05,44.77,1037.14,163.22,7.22,3.36,293460516.21,575181411.69,6.37,2.10
Std,27.55,211.33,100.74,179.81,165.31,25.68,210.98,99.97,179.03,164.72,17.85,18.84,19.54,51.26,0.00,0.00,27.95,74.81,93.56,0.00,58.98,100.14,13.05,10.26,17.06,84.26,25.40,29.32,51.01,51.26,3.03,2.21,4090156232.17,8016706292.24,1.95,0.75
