Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,140
Parameter: aHigherSitL,160
Parameter: aLowerSitDB,140
Parameter: aHigherSitDB,160
Parameter: aLowerSitNB,140
Parameter: aHigherSitNB,160
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_VeryStrongAllies_LowThreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
89,962,105,144,221,68,895,43,82,166,12,517,480,503,183,0,0,0,5,0,0,365,18,110,539,355,14,23,68,1015,183,124.36653660115493,66.22737951985363,321.93668771307176,71.33636357946466,122.08224072888676,67.658001759194
90,908,57,80,387,68,836,5,35,334,0,479,501,520,83,0,0,4,0,0,0,412,5,40,485,351,0,25,35,1127,83,60.51248916767665,45.181214470226216,217.20690152900565,61.846003658586255,141.2169150661403,60.71962003454632
91,219,61,885,271,64,166,7,828,220,2,519,478,503,171,0,0,0,2,0,0,0,0,54,87,32,399,379,429,1052,171,18.06227960144476,17.087442458903872,175.81320195776547,48.15280650555592,29.240052619092822,7.656131223315926
92,979,117,116,220,68,926,55,55,161,13,505,484,511,124,0,0,0,4,0,0,375,26,42,609,299,7,18,48,1086,124,74.42422269308896,44.586066777223465,409.62803270472386,79.07556571639293,989.2416710556446,1128.5716014137686
93,800,73,139,430,58,742,9,78,367,0,525,494,481,48,0,0,3,0,0,0,397,6,1,491,250,9,60,69,1148,48,42.391338995265336,36.65082706613999,284.7845268100776,70.15290116414613,1384.2362252455155,1085.8646778287628
94,281,57,718,379,65,227,8,644,311,0,482,494,524,162,0,0,0,0,0,0,1,4,84,45,182,384,202,260,1028,162,19.41573522070784,8.213116835237104,164.16043805086605,48.69443582845646,16.698727808332123,3.1390008397156244
95,240,66,804,329,61,176,17,735,265,14,494,499,507,139,0,0,0,0,0,0,35,16,2,143,32,370,330,365,1068,139,16.049648235150478,11.498622937395613,285.1419770991873,73.13973549173203,39.158284264808835,12.182030220610873
96,133,147,844,312,64,74,80,771,257,13,479,483,538,172,0,0,0,0,0,0,1,5,10,46,25,392,340,379,1023,172,12.414305787379142,5.141477802215452,248.72404769869777,66.02767755079131,16.059252809716945,4.003451977319738
97,1172,99,107,55,67,1106,38,42,6,14,485,494,521,214,0,0,0,1,0,0,403,35,189,750,323,1,22,41,992,214,72.54937110935414,48.12330485645097,361.4767294901898,73.34525693966998,85.80015075453565,66.39433959534344
98,232,64,532,604,68,173,13,487,532,5,495,480,525,163,0,0,0,0,15,0,49,0,21,101,52,317,123,170,1047,163,9.979160185666856,4.09753455864549,142.71131250594672,41.57729633178424,17.832111651227272,5.36247992872333
99,698,82,176,470,74,646,23,119,416,5,526,476,498,113,0,0,3,4,0,0,363,1,12,452,194,27,79,92,1096,113,40.304322173860484,34.02431418432338,176.7168018880186,46.71529764268676,71.12305870227375,40.936719168380904
100,376,395,251,427,51,312,333,188,363,3,529,471,500,188,0,0,0,0,0,0,211,0,0,251,61,154,17,34,1011,188,38.02761305766105,24.593533555164996,176.02447493782492,55.53189329556195,55.658542090611846,36.44073852311704
101,870,323,102,126,79,811,268,54,62,0,458,516,526,285,0,0,0,0,0,0,412,2,147,483,328,2,33,52,910,285,36.4919653245282,30.117317763055087,195.99194775612307,52.721180982852765,45.26612641100409,35.570227169397775
102,550,295,299,280,76,486,224,243,223,16,503,518,479,160,0,0,0,6,0,0,240,6,2,329,157,179,23,64,1032,160,95.86358425083118,47.8809309752232,252.16724419118623,62.06979736735103,268.39909104588105,285.83005890259886
103,898,367,83,79,73,838,291,37,31,0,512,504,484,182,0,0,0,0,0,0,414,3,54,476,362,0,25,37,1015,182,38.07525934337623,29.66896361731229,230.39726462265892,57.20601973012427,78.51372936658743,105.6936615948915
104,648,91,454,245,62,595,38,384,180,6,500,486,514,138,0,0,0,1,0,0,212,2,101,391,110,172,175,212,1065,138,9.58790694437354,4.0162623207896795,186.74622081984498,55.782381140478556,122.65861483675003,44.98949786177511
105,725,288,302,121,64,664,226,236,50,19,476,512,512,112,0,0,0,2,0,0,402,8,3,526,137,6,195,230,1083,112,90.78554590706416,56.6085931398433,306.56288857422345,75.0421900371724,320.76337515822456,249.95137543955835
106,652,79,152,553,64,590,17,94,489,3,492,485,523,94,0,0,4,2,6,0,338,5,10,382,199,43,47,51,1099,94,3.89064297950568,1.847838291671019,187.1623681144971,51.01239568918565,126.0268575528918,74.33676851207647
107,1141,78,146,71,64,1071,21,93,11,3,541,488,471,118,0,0,0,0,0,0,385,15,103,689,361,0,66,93,1081,118,43.563108559407304,25.533937014898417,335.31673585469855,79.01928218963597,57.345541542622705,26.04885735797729
108,1191,58,119,78,54,1131,7,47,18,2,501,473,526,307,0,0,0,1,0,0,381,7,297,629,378,1,22,46,898,307,67.81747759278795,44.11689226439352,188.59751833843242,53.316630221221125,177.862916488928,257.63552560967133
109,1095,98,192,47,68,1024,32,130,0,7,497,482,521,156,0,0,0,0,0,0,386,11,141,663,281,1,96,129,1037,156,69.31419521028894,45.25003293739679,350.81431952724483,85.08097914644135,44.28756661176866,20.68539285521657
110,755,71,231,386,57,693,14,174,327,6,474,522,504,28,0,0,17,1,0,0,428,14,0,490,203,3,154,171,1186,28,35.83638144696049,29.876850014610124,313.31443329522045,76.93253088307156,76.01730423378508,54.48035524724635
111,223,367,777,69,64,153,304,715,13,4,486,506,508,167,0,0,0,1,0,0,15,10,38,65,88,378,293,337,1022,167,12.4939790705423,5.2682308197980605,240.45796261293603,70.51838708016832,18.0548079924739,4.541948766580931
112,681,93,96,568,62,624,15,43,510,1,488,486,526,204,0,0,0,0,0,0,390,0,3,532,89,4,11,39,989,204,61.85609074389045,38.68828533908153,222.98030343016543,61.481058510985186,122.93328216392302,34.85265434788524
113,227,406,714,79,74,169,337,649,23,0,499,495,506,165,0,0,0,0,30,0,6,7,36,51,116,344,257,305,1013,165,16.56331426679947,11.656400844558876,214.80966361439394,61.28914068003504,16.047576081650977,3.9520184759001067
114,896,177,104,257,66,834,118,44,201,17,500,502,498,95,0,0,3,9,0,0,409,13,4,517,317,2,16,42,1119,95,61.97308132746994,39.79031752233492,300.2988509311425,77.20697413635901,88.21042399460201,28.961236154632154
115,243,141,525,523,68,188,79,467,469,5,460,499,541,189,0,0,1,4,52,0,36,2,47,74,111,314,108,153,1019,189,9.966356451386181,3.935592579961636,203.0347540002138,61.024767392807384,21.65122053751899,6.196878377344318
116,477,71,643,237,72,412,11,593,168,5,503,484,513,124,0,0,1,5,0,0,43,6,114,169,173,329,224,264,1065,124,8.079387194109165,3.2650612221587827,225.26043190123485,66.38364446898274,56.69638880667127,19.296536718388364
117,288,233,727,180,72,221,172,671,124,24,469,483,548,158,0,0,0,1,0,0,30,8,64,108,61,358,266,313,1054,158,9.37646546845649,3.1550490016355104,304.90056751303916,79.69452973719432,23.94442864310841,4.809571685545665
118,799,84,119,444,54,753,3,51,378,6,517,473,510,139,0,0,0,0,0,0,345,0,36,595,123,18,17,33,1052,139,39.03967950618782,21.81208635818257,245.97915042371596,68.99730595967132,768.8092288605179,393.77465262874756
119,592,60,164,616,68,530,1,109,551,0,499,494,507,150,0,0,0,0,0,0,327,0,5,416,113,72,18,37,1041,150,55.301656493176836,41.33184249245965,192.40800891284334,51.56548369911444,50.87629167797781,25.931927207047828
120,153,57,578,643,69,89,2,508,580,6,512,499,489,165,0,0,1,1,4,0,33,0,1,59,30,352,109,156,1020,165,11.061220458035624,4.818408353660047,166.8968535434099,48.60529392115465,12.094903857685603,2.9639617477286238
121,1128,99,120,76,77,1073,48,69,0,5,502,478,520,111,0,0,0,3,0,0,381,31,87,737,329,1,37,68,1084,111,90.06935793271887,48.78190647441804,471.796693038187,97.10196652701003,27.546212081722068,9.677652537378703
122,761,141,120,409,69,712,86,53,350,5,477,503,520,175,0,0,0,0,0,0,403,16,3,544,165,1,24,52,1031,175,83.11581680451775,46.14020054932323,329.8513044250531,79.20241592875158,277.3481341291769,150.7588810407805
123,882,60,412,89,57,818,3,346,27,0,503,460,537,233,0,0,0,0,0,0,199,0,228,464,257,156,134,190,961,233,13.16481701802051,4.816780326536432,145.67481623417135,46.93624825162775,19.616820958641153,6.802046500413946
124,363,72,670,329,66,303,8,608,272,1,497,478,525,104,0,0,0,0,1,0,29,4,68,202,33,347,205,261,1088,104,11.360245138670455,4.944973883736353,188.93503537584022,57.69091231920758,20.765851432300583,5.242820502037987
125,763,56,218,394,69,695,0,163,340,24,506,466,528,18,0,0,16,14,0,0,376,0,3,444,251,0,123,163,1204,18,74.84612634788374,56.366647961372394,214.91570732976612,55.55162623269599,118.93387374310096,88.67156349453373
126,494,67,241,628,70,438,6,178,579,2,506,526,468,148,0,0,4,1,1,0,281,6,0,297,141,132,17,46,1055,148,68.94631942127498,44.3904104341967,236.09034574211194,64.7800037847499,55.16111525871554,28.420161105508118
127,1091,68,189,78,74,1028,18,140,24,10,510,516,474,163,0,0,0,4,0,0,424,9,138,676,288,4,88,136,1057,163,124.95747720897316,61.54631551041942,313.020435711278,80.11241418885719,99.59862800808513,126.60534362463076
128,196,74,760,397,73,140,9,706,320,14,517,489,494,126,0,0,1,7,0,0,5,4,31,33,107,383,280,323,1063,126,9.283345569708276,3.775669206969204,225.10363008019732,60.64447658496575,11.349017363266722,3.455634377974541
129,432,66,253,686,63,358,4,197,628,4,492,488,520,102,0,0,4,0,1,0,269,4,0,286,72,114,45,83,1089,102,75.91011674352991,48.07306243815162,202.51600982310333,59.21076556403086,72.11910424639292,58.34279285532487
130,1175,81,88,86,70,1119,32,31,16,14,474,466,560,168,0,0,0,1,0,0,380,31,140,707,334,2,11,29,1044,168,51.67563384024309,28.81104860536115,393.52291483346653,82.9290816372632,42.61079124561333,16.725250627656653
131,371,67,532,478,52,312,10,467,407,9,496,492,512,142,0,0,0,2,0,0,112,5,58,200,55,277,151,190,1063,142,7.697617347938956,2.3132254883523595,184.60267547478202,58.36278140256174,29.34258923414693,5.4423934798187705
132,605,55,82,692,66,538,2,40,623,2,497,507,496,273,0,0,1,0,0,0,413,2,0,458,80,0,14,40,932,273,48.63531361722533,33.82457896017249,246.15649035269203,66.20241619845837,161.4530201979582,188.85815721849457
133,309,82,681,366,62,256,19,615,304,1,518,470,512,152,0,0,0,0,0,0,7,3,79,59,197,371,210,244,1043,152,11.207042113963093,4.646126902160053,206.84794531112016,56.649119088907526,22.599414142984248,5.639088888081583
134,988,75,176,193,68,940,15,116,126,8,476,509,515,42,0,0,0,2,1,0,385,4,0,713,227,25,28,91,1163,42,131.54996694640093,63.51646828732193,270.379836239117,67.65179929122387,2796.581157368574,2448.070332703887
135,285,68,771,317,59,227,15,712,258,2,520,499,481,124,0,0,1,0,0,0,11,15,60,77,131,389,280,323,1090,124,9.110254974215179,3.6514796360499675,248.0299633258066,72.52822479663011,24.565507501070815,6.4737793951021025
136,311,89,716,320,64,258,15,653,265,11,510,504,486,185,0,0,0,0,0,0,18,5,84,81,166,377,238,276,1017,185,8.418280001481559,3.5980589079664234,225.9985960480242,63.87173843797897,20.20125454402929,4.625736861151557
137,587,96,252,511,54,519,37,199,456,10,470,532,498,149,0,0,0,4,14,0,263,1,6,416,98,162,7,37,1072,149,101.22867900990373,57.9060539164638,166.4091156871356,45.27621374187468,90.03257543441707,42.95310586054074
138,780,108,104,442,66,718,32,50,390,10,507,445,548,129,0,0,0,5,0,0,358,25,1,482,236,1,13,49,1071,129,95.2363270716232,49.36108774770337,478.23372495200965,100.14108830016374,103.7233704345071,66.94349948021036
139,989,75,296,78,62,940,9,240,19,7,514,510,476,200,0,0,0,4,0,0,304,1,190,538,309,107,86,133,1015,200,8.761294094666457,3.242731609179697,202.68873150899083,54.77331661078297,16.017006789401243,5.63805155628404
140,695,288,117,322,78,637,237,57,257,0,486,488,526,149,0,0,0,0,0,0,380,6,8,489,142,13,13,44,1039,149,69.46835244615554,50.372179018345676,209.29596199070056,55.50356340661655,20808.753266437234,29930.87776567269
141,190,73,580,589,68,125,2,534,530,12,483,511,506,152,0,0,0,9,1,0,37,0,2,75,49,384,113,150,1051,152,8.031599950103603,2.885499710743149,246.21296362488582,66.77489356500232,15.453220835131546,3.749003836181636
142,672,76,366,315,71,617,10,311,268,8,484,502,514,243,0,0,0,0,0,0,244,0,159,422,54,163,99,148,971,243,14.502039995212144,6.935842733034818,174.8792557839413,49.57489686910104,37.485481103421385,15.357681228261978
143,278,263,637,250,72,215,214,589,180,9,486,524,490,136,0,0,0,0,4,0,78,5,38,143,37,340,200,249,1071,136,11.506063369389159,4.48475386454826,212.28372732374135,61.61652938115766,18.50343866570661,5.679163262880442
144,229,68,476,670,57,166,9,421,611,6,491,469,540,131,0,0,0,0,1,0,128,1,2,127,38,252,122,169,1082,131,11.771558928609846,4.323230008091276,198.88019128873498,58.77444131731942,21.9828503886327,5.778280811782604
145,383,63,662,327,65,311,18,597,270,0,480,509,511,166,0,0,1,0,0,0,10,3,98,59,225,403,140,194,1030,166,15.947706073963628,6.978912018671667,176.94483614158727,53.51349485219729,26.303690219461227,6.109038213060024
146,757,197,151,331,64,709,141,86,276,1,491,479,530,132,0,0,0,0,0,0,366,12,16,439,270,27,21,59,1081,132,57.60261278943573,36.73054670935068,340.7795713154733,80.57001159181976,180.3270030367211,123.74969486706445
147,292,330,738,69,71,243,262,678,14,17,505,481,514,187,0,0,0,1,0,0,0,4,75,59,177,394,225,284,1027,187,20.216993784329304,12.555799370420976,236.6902550426155,67.13644041719442,19.49558027167736,3.7463958237490966
148,571,67,157,629,76,505,6,105,579,9,466,526,508,189,0,0,1,1,3,0,356,2,23,402,80,63,27,42,1015,189,33.28712497809671,33.397846371042256,200.84985072654266,54.55634686620794,55.5343367599868,23.234218066631453
149,239,71,535,588,67,179,11,478,527,12,507,489,504,122,0,0,0,2,2,0,103,0,5,147,27,279,159,199,1085,122,13.942071607224456,7.435385974784799,151.7791210983285,46.42622713339869,24.26085050641169,9.117221622126616
150,146,63,561,658,72,89,8,501,604,2,498,481,521,88,0,0,0,0,7,0,52,3,1,63,25,330,138,171,1116,88,9.019406599487718,4.192048577063717,250.80899755407341,78.41955682496615,16.01653738685248,5.313158930508394
151,568,66,191,611,64,514,0,139,556,0,496,493,511,123,0,0,2,0,0,0,378,0,2,407,106,26,71,113,1086,123,60.67723495898956,44.753058268360796,230.62639383463957,62.90829520762401,80.8192913247151,56.42198596840839
152,525,305,143,458,69,454,249,86,406,3,490,488,522,200,0,0,0,1,1,0,335,7,3,366,85,48,16,38,998,200,31.82599609506189,24.190234985686374,274.1994039421005,74.85205973221288,177.97880745095568,121.68407804708903
153,318,84,256,780,62,246,12,207,712,9,444,553,503,170,0,0,0,3,7,0,258,0,0,205,41,166,13,41,1016,170,65.064429500901,41.28285041638482,185.49437148636957,49.920788950959626,44.338587636915726,22.922196616978948
154,741,66,104,524,65,669,13,47,474,10,501,475,524,143,0,0,2,4,1,0,366,0,28,435,234,34,6,13,1070,143,48.793732697350194,36.898094901592685,176.94543337035276,54.20716573429807,162.85936214934625,155.36106743460238
155,496,58,279,588,79,437,7,209,532,11,520,451,529,155,0,0,0,4,2,0,264,1,0,358,79,108,30,101,1041,155,90.93444635052677,45.12967634374786,212.08914284750327,59.130502446080165,43.80060826799818,28.233596501598463
156,732,72,167,461,68,662,15,108,397,1,524,491,485,107,0,0,0,0,2,0,331,8,2,479,183,58,28,50,1076,107,60.06532216933165,42.40514115769255,228.96462881359042,62.94422547075481,646.6282161846865,645.9408352161648
157,609,306,411,108,66,555,253,355,48,6,486,488,526,212,0,0,0,4,0,0,217,0,111,317,230,175,134,180,1005,212,18.015047158408407,7.34489393912195,118.43335960113998,37.86640039599805,61.35196812382008,53.73573208684457
158,524,76,616,211,73,474,11,556,151,0,510,506,484,199,0,0,2,0,0,0,39,2,172,179,229,356,166,200,993,199,7.787360162227977,3.2661983591162875,180.56539815910938,56.28895927473628,48.20188610517106,23.86614905806985
159,222,79,633,494,72,168,4,573,445,0,500,533,467,125,0,0,0,0,0,0,51,4,3,110,55,368,160,205,1065,125,10.092921615514749,3.8672150167261323,183.39603385684484,56.05577267670487,17.991424396562277,4.7846529663031685
160,198,255,757,224,66,140,180,703,175,9,478,530,492,135,0,0,2,4,0,0,28,9,29,59,71,400,254,303,1072,135,9.609404043065105,3.1731971607950213,260.97861449550425,66.99048765478916,14.894079089696255,3.262858004581905
161,1012,135,126,175,52,952,68,49,125,5,486,489,525,66,0,0,0,3,0,0,389,2,12,717,229,5,18,44,1133,66,81.56533159647493,51.747370771452296,231.25739713993735,59.90367220287227,4215.7204482704665,4192.751547395847
162,893,291,93,150,73,834,232,51,92,4,507,492,501,177,0,0,0,0,0,0,395,10,65,526,308,0,12,51,1036,177,88.97855261483463,53.8265356410793,300.49069896912073,70.64471967065441,70.46863855573739,32.96729906969696
163,355,355,452,273,65,308,281,392,219,0,507,487,506,156,0,0,0,0,0,0,196,1,26,240,42,189,163,203,1044,156,16.679796604589566,16.64779665497722,182.47319490744817,53.2649942156133,39.40451359081326,17.99597161883346
164,465,341,452,175,67,401,266,398,106,8,484,522,494,174,0,0,0,0,0,0,82,11,7,141,260,317,19,81,1005,174,77.60774289495912,48.175797216763385,276.27238984655986,70.38394468452725,125.56776919733842,99.20454021835708
165,879,92,105,354,70,822,29,49,298,10,488,485,527,79,0,0,2,9,0,0,401,24,2,500,321,0,29,49,1129,79,79.8543868445588,52.49004983175192,479.83289432198166,102.61601454538824,80.69238187395587,36.68536535503812
166,347,126,720,238,69,286,79,659,184,13,507,517,476,136,0,0,0,4,6,0,36,0,69,148,105,383,242,276,1085,136,9.568583968203786,3.876410856148746,147.08042304198415,46.32930002695153,29.245917171430595,5.94195382509687
167,826,163,112,335,64,775,102,55,267,12,498,486,516,97,0,0,3,7,0,0,388,13,3,505,270,8,20,47,1114,97,49.199644414993905,33.93559466675452,350.2037574651094,79.46291628583917,103.64636559149743,42.83663696698428
168,288,318,677,152,65,227,253,619,85,13,500,503,497,144,0,0,0,4,0,0,8,6,47,33,194,397,171,222,1053,144,11.257804919168343,4.348765284360858,282.3062715006608,73.07256879670283,12.156998250004094,2.862974412652051
169,200,264,721,249,66,126,207,664,196,0,498,485,517,124,0,0,1,0,0,0,26,9,4,73,53,360,275,304,1069,124,6.648745620593404,2.71620750033164,252.59197369201175,71.73319009019961,22.714028648632883,8.707420751460944
170,875,74,122,360,69,807,15,76,296,13,512,462,526,83,0,0,0,4,0,0,360,15,2,552,253,0,40,76,1124,83,51.29962124338084,33.77441031827986,340.05259822885205,78.10163924440823,146.14010723869174,31.968218010735672
171,341,223,372,509,55,279,168,319,448,0,508,490,502,188,0,0,0,0,14,0,193,0,55,185,50,200,66,119,1026,188,11.670876822451705,4.35678504425897,169.0943233707227,48.135711143436595,20.750375048573805,5.127316930418355
172,349,110,692,274,75,297,49,636,218,3,491,511,498,179,0,0,0,1,0,0,10,2,102,74,185,395,199,241,1024,179,9.64110201750825,4.149593416539641,152.01518496240973,48.80268523993729,30.05085549126421,6.0092578038217255
173,256,55,339,784,66,196,2,273,724,0,504,492,504,199,0,0,0,0,0,0,243,0,27,131,39,143,87,130,996,199,10.273376798080815,4.591080221263947,176.88771758307854,54.69666543587405,23.70799952081121,7.742963699727862
174,250,373,713,98,66,202,315,645,39,3,476,486,538,146,0,0,0,0,0,0,1,0,63,34,167,402,203,243,1058,146,8.209375925633642,3.3277041137740793,139.481638694722,46.45010047132555,14.40250949519544,4.061346201935498
175,512,67,662,196,63,450,11,602,136,5,476,509,515,199,0,0,0,0,0,0,31,2,172,170,189,380,180,222,1005,199,8.641490057184123,3.1847704433978485,210.43895209137443,62.94296651915595,41.78262861825685,6.704964142204112
176,542,80,138,674,66,487,0,74,622,11,464,527,509,142,0,0,1,6,2,0,380,0,0,425,62,37,13,37,1052,142,81.31302542296928,52.55528496648862,174.0726975505351,45.1122898375788,15.375420230135605,5.397770897981336
177,649,78,188,522,63,593,6,133,463,9,499,482,519,152,0,0,0,0,0,0,291,3,4,459,131,81,26,52,1052,152,73.34781142264646,44.9008303722621,212.5688934459832,58.0498810037165,403.6165961497262,469.0573240146518
178,358,84,615,377,66,314,24,552,316,1,508,471,521,118,0,0,0,0,0,0,26,4,81,84,210,349,154,203,1089,118,15.740639245594679,9.263405712740022,178.545773298862,59.470095709937674,52.605906770602644,36.373109056597016
179,600,89,676,66,69,536,28,613,26,0,485,492,523,195,0,0,0,0,0,0,9,0,165,234,202,389,180,224,1008,195,9.365840158348925,3.816154224832019,165.01780727555635,48.12702346129493,49.09774564715627,10.62777067354155
180,1042,110,146,130,72,976,53,94,71,9,500,484,516,200,0,0,0,0,0,0,379,6,155,597,319,5,33,89,1003,200,113.47070220619032,56.17678737768056,210.57218795729375,52.84746404030989,219.22555998764886,161.44717389847418
181,1089,81,199,64,67,1035,33,133,9,3,516,494,490,68,0,0,0,3,0,0,400,31,49,742,293,0,97,133,1145,68,70.05680820433328,37.85492434126705,423.6070446990061,92.77865128970092,33.1583820273811,31.79266991123478
182,369,92,800,173,66,306,32,741,108,6,500,487,513,142,0,0,1,0,0,0,8,19,114,146,64,377,322,364,1051,142,8.560514953633913,2.9697116437298234,365.7107076011656,88.82795481803174,39.17453933235623,5.8268425765134255
183,242,57,577,555,69,181,0,529,490,10,485,509,506,154,0,0,0,1,0,0,68,0,27,111,48,339,152,190,1056,154,7.354659038790955,2.6826253444348236,181.1577607944264,52.40313347811578,24.737621627411894,7.4817884511134265
184,748,218,140,334,60,685,168,78,261,4,478,510,512,173,0,0,2,4,0,0,379,2,64,430,250,24,27,54,1023,173,55.64741884101317,41.311383740010214,186.69224138309093,53.33198375290964,63.964168094460184,31.67862055987977
185,896,80,137,315,72,835,31,78,244,23,487,495,518,89,0,0,0,8,0,0,386,31,2,562,273,17,14,61,1122,89,116.51439265475125,60.94518408439365,436.86746709447584,87.1445884635458,388.00077102700953,248.84177800017784
186,719,247,242,223,69,655,188,191,163,5,481,486,533,122,0,0,3,1,0,0,386,13,7,445,210,4,153,187,1080,122,47.98951536746273,32.28432960426328,326.09170906472684,76.61189512553291,43.582330454522975,11.593212228136778
187,304,85,627,422,62,250,12,565,370,4,479,496,525,126,0,0,0,0,0,0,45,3,53,123,110,355,176,210,1075,126,14.874432211335199,11.610410299366722,176.76550628963963,57.752794026840355,18.08340990344859,4.932657266229687
188,271,61,626,471,71,209,2,570,401,13,508,468,524,102,0,0,0,6,0,0,26,2,28,103,78,337,189,233,1093,102,12.255463013983542,4.60004252896171,166.72602455455194,52.48804708654592,57.33106869927828,20.263018971602477
189,235,324,659,213,69,178,261,589,163,5,531,475,494,155,0,0,0,3,2,0,48,1,13,130,41,333,219,256,1041,155,17.373065780306025,16.813080636592897,205.06227133915297,62.09227364165599,15.48985391834824,3.4160568235359623
190,455,61,283,646,55,395,9,211,596,1,482,521,497,102,0,0,0,0,6,0,312,0,30,323,42,102,71,109,1110,102,12.189233524118466,4.97107162255103,160.6059561020998,44.87080033833428,41.56183969831488,28.021268597285165
191,184,59,764,441,52,122,10,707,373,2,464,534,502,120,0,0,0,0,0,0,29,10,8,72,49,405,253,302,1094,120,16.33019882664112,12.209933951937577,279.52927609362933,73.26704268754423,13.877856542335918,2.592234366449375
192,1132,75,124,102,67,1060,22,63,34,1,503,509,488,84,0,0,0,1,0,0,383,18,72,714,341,0,39,63,1096,84,53.49990833132476,37.73268076187259,361.2584421142208,83.65014521107145,148.6187677393747,161.98717973881008
193,622,304,427,83,64,554,246,371,40,5,483,521,496,205,0,0,0,0,2,0,246,0,138,297,240,169,153,202,1011,205,10.436150944307952,4.050754043932866,171.41216645281415,49.21346813219746,16.298600308279603,3.083733625546408
194,190,297,851,97,65,130,242,799,41,11,499,488,513,138,0,0,0,6,0,0,2,8,14,91,26,393,352,406,1085,138,16.106545197396333,11.71971288353771,222.0066837045206,66.51882251074768,23.86828715667589,4.939146468141484
195,496,57,285,589,73,427,0,226,526,9,481,498,521,142,0,0,0,1,0,0,228,0,1,322,104,167,29,59,1046,142,72.73175056389064,44.1482088644972,204.24567646239427,55.63737221262313,120.20940579480546,56.6642926064961
196,387,357,615,79,62,323,293,558,30,3,474,498,528,161,0,0,0,0,0,0,10,0,85,74,247,388,131,170,1046,161,10.223898723031787,4.227672400453297,195.02695460581808,57.908574206549794,24.535255569497714,5.230251266920618
197,1039,143,198,65,55,974,82,145,1,14,490,491,519,52,0,0,0,8,0,0,357,5,4,629,345,40,33,105,1164,52,103.31153335623257,48.857646842214805,225.1678105087004,57.95260969489994,1757.8803980843159,1118.5660625428814
198,205,334,819,72,70,153,275,756,13,0,486,505,509,149,0,0,0,0,0,0,0,9,29,78,67,396,318,360,1048,149,8.988132796702352,3.4617687872209895,257.63092152609755,72.06151555023632,22.210150440851358,4.148670271803604
199,474,90,442,423,71,422,37,381,367,5,493,511,496,144,0,0,0,0,0,0,184,0,2,342,78,238,110,143,1068,144,45.30872832109645,24.719890233153354,148.15885212300378,35.42155013749692,172.06877915062185,167.51025122924955
200,1148,84,102,103,63,1098,8,42,40,2,501,477,522,265,0,0,0,2,0,0,370,6,258,671,362,0,15,42,925,265,46.683447097448905,33.945784114033664,271.84186990927304,68.14709807054476,116.31783180321119,86.04682419218798

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,115405.0,27174.0,80630.0,63566.0,13225.0,103484.0,15146.0,68778.0,51714.0,1292.0,99097.0,99056.0,101847.0,30200.0,0.0,0.0,136.0,357.0,303.0,0.0,41664.0,1331.0,11416.0,64727.0,34079.0,37442.0,23936.0,31336.0,210214.0,30200.0,7623.783553339297,4600.427367177687,47888.40387604488,12624.52759165851,63560.01397160764,71429.55157280485
Mean,577.02,135.87,403.15,317.83,66.12,517.42,75.73,343.89,258.57,6.46,495.49,495.28,509.24,151.00,0.00,0.00,0.68,1.78,1.51,0.00,208.32,6.66,57.08,323.63,170.40,187.21,119.68,156.68,1051.07,151.00,38.12,23.00,239.44,63.12,317.80,357.15
