Category,Subcategory,Tags,Advice,Conditions
Protective Role,Natural Tendencies,"['Sustainer', 'High_Value']","Your protective role is naturally a Sustainer and your environment heavily lets you be who you want to be known for. A sustainer nurtures others, provides positivity, and looks to better those around them. Your surrounding allows you to be who you are.",pr_sustainer > pr_guardian * 2 and belonging_type == 'NB'
