Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_HighThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
82,540,94,119,436,67,475,21,48,389,10,475,539,486,173,244,0,0,0,0,0,412,21,1,437,37,14,34,34,770,173,1077.2352634859035,236.76831975346235,93.12075276920861,14.608788609282772,24.535493892948868,20.51787394582134
83,466,377,88,277,63,396,309,33,227,5,480,512,508,218,229,0,0,0,4,0,407,25,13,346,48,4,24,29,752,218,967.8899246347903,216.32200605273263,99.64449703583051,13.951198433812094,4.68060856498367,1.4699884189720946
84,466,358,86,281,69,397,298,26,224,0,466,521,513,325,240,0,0,0,1,0,406,25,39,327,45,2,22,24,620,325,972.7287415364436,213.65925056302504,90.57392193811026,13.090318105735367,3.4976625241244985,0.9312649420710603
85,821,73,130,140,64,752,25,76,85,1,487,500,513,221,272,0,0,0,0,0,381,25,138,569,46,18,27,58,718,221,880.6514124964991,215.54550020229178,79.1883820529813,12.728237841867227,227.83549978934857,374.5475610424264
86,711,95,507,116,71,649,44,452,58,0,508,508,484,167,0,0,0,0,0,0,31,10,113,299,331,377,35,75,1036,167,838.3924678149685,196.5961471653489,61.36306412192035,9.940288908934422,40.4421635833597,12.502381625329043
87,707,147,256,179,59,642,89,183,126,3,502,507,491,190,152,0,0,0,0,0,290,44,75,513,127,127,38,56,853,190,967.627662358616,218.31327384536758,108.919191628528,15.814358592978866,498.2774444406589,507.4405858807926
88,717,90,504,119,69,662,32,458,45,0,517,503,480,307,1,0,0,0,0,0,26,28,238,250,322,374,43,84,890,307,989.0026385882252,231.6681029677091,74.44950979907506,12.214836915508146,41.55850196169504,9.033358662718376
89,679,107,215,281,70,617,48,150,228,6,531,490,479,303,148,0,13,0,0,0,292,36,113,458,159,105,30,45,746,303,959.772274236646,214.610955012351,100.39941743078562,14.141014956037578,63.53146083481032,27.453135351386173
90,636,341,125,110,78,565,292,74,46,0,497,468,535,241,210,0,0,0,0,0,340,42,44,485,77,31,26,43,736,241,1036.1204168500124,229.3155049053683,99.50815288563616,14.178503853122937,32.869582191247446,16.40628000547539
91,684,228,407,103,59,608,172,358,57,0,472,530,498,343,19,0,0,0,1,0,165,20,198,349,258,265,38,93,852,343,941.1722380755147,208.2104033982736,81.33285524719003,11.981961405214296,82.38287126652372,29.06714277012513
92,350,95,90,641,68,309,32,43,577,0,501,503,496,249,256,0,0,0,0,0,398,30,1,264,45,0,43,43,712,249,1179.795773968553,244.20781521459284,93.63440307299419,13.618552990040415,1.5785300614579079,0.68385945236294
93,499,88,118,501,70,432,28,73,431,11,491,495,514,233,224,0,2,0,0,0,363,28,39,365,64,16,44,57,742,233,1066.6168301617265,228.971090844421,97.82701041861147,13.830268848154022,14.02930486401137,5.306324767050171
94,377,117,95,595,66,315,47,39,542,11,516,496,488,315,250,0,0,0,1,0,398,14,9,231,84,0,25,39,639,315,926.3928839932393,221.3651593785976,84.95934233636888,12.91833898218244,24.571826431903972,11.763477056466135
95,417,356,474,162,69,364,298,423,109,0,498,476,526,279,22,0,0,0,1,0,26,9,94,57,307,358,21,65,915,279,792.6235083386084,195.18870022411926,67.9729541675208,11.471530444466026,13.798035893052033,4.653188002566107
96,578,259,514,88,61,516,200,433,47,0,466,485,549,124,0,0,0,0,0,0,11,19,9,227,285,379,19,54,1072,124,897.1743510598236,212.33977686591456,73.82435980557392,12.22162332980563,23.89855801495393,9.631138784153011
97,605,88,244,311,64,542,34,183,252,2,519,466,515,273,188,0,7,0,0,0,260,29,73,414,120,108,44,75,740,273,1046.6972601983052,217.2365502881482,92.7736381268315,13.55810885186641,66.30337344379063,28.394419069628135
98,287,85,83,706,58,223,28,20,636,4,509,493,498,247,281,0,0,0,0,0,396,28,4,178,44,0,20,20,664,247,950.9043755008199,213.9063358515025,84.28007938607435,13.478304475010736,4.663306175781366,1.936563894119156
99,662,103,320,258,71,596,45,272,202,14,497,483,520,343,86,0,8,0,0,0,204,45,171,384,193,189,38,83,786,343,914.0032443145251,209.31100438678675,94.71507103738688,13.370943529336248,80.73256786169432,49.08911505067915
100,453,83,106,569,56,400,25,40,515,0,466,527,507,207,233,0,1,0,0,0,421,25,15,334,58,0,34,40,773,207,1001.612404192025,224.38759155027475,82.40049856838903,13.139266585878739,9.321222952331155,4.102301517848507
101,784,114,155,187,59,722,52,103,122,0,468,515,517,235,201,0,2,0,0,0,355,23,135,543,89,51,27,52,764,235,979.0891301228168,217.97961624364797,88.36550066584589,13.672467049191336,436.31630437546795,424.1266497154454
102,378,85,104,598,63,310,22,50,543,2,477,512,511,222,272,0,0,0,0,0,403,12,2,267,43,7,34,43,705,222,954.0528395309815,212.89140248913228,80.93597908928338,13.122317144062276,8.447817945164351,3.127953528016779
103,498,283,512,117,78,457,228,448,52,0,507,469,524,227,12,0,0,0,0,0,4,13,92,133,311,368,33,80,958,227,921.9995812491177,217.2268311370391,69.26124407915272,11.06722288346746,21.44908280574424,4.805451391100125
104,333,90,92,632,70,274,30,39,574,0,523,466,511,240,283,0,0,0,0,0,376,30,5,228,44,1,35,38,677,240,1130.493839285955,242.90001083232582,87.57851700693774,13.57196954786719,11.874666415347845,12.987897194422162
105,329,92,119,651,71,277,28,63,590,0,495,518,487,232,238,0,0,0,0,0,400,13,1,204,72,16,38,47,726,232,1125.0506543556462,238.24228858293645,94.9406874879938,14.36107199502777,2.342387163766827,0.8810880699280805
106,702,111,288,266,64,624,48,224,215,12,492,487,521,288,69,0,11,0,0,0,208,24,141,402,215,169,30,55,835,288,1016.5198471885251,224.6434711553393,89.05247185253542,13.087878574663911,46.097649137404915,9.59269256881187
107,609,181,508,135,62,542,116,451,72,12,508,508,484,155,5,0,0,0,0,0,22,11,56,221,318,379,32,72,1038,155,847.7217919350857,199.94596336804344,74.4695982100097,11.742989545413769,53.920368365330496,18.0039394385985
108,644,116,468,206,66,586,48,404,148,4,480,469,551,212,0,0,5,0,0,0,40,15,117,267,313,329,24,75,978,212,813.3151462079671,192.5635701634348,65.79858719166918,10.716643921959268,36.91015398335537,8.466459117479536
109,587,250,469,92,69,528,183,414,34,1,499,491,510,219,33,0,0,0,0,0,36,33,88,239,272,352,32,62,941,219,824.565875352849,184.5552134272259,70.20503459570008,10.197769689619625,50.05051075158314,23.438526672381794
110,452,91,111,539,66,390,18,53,486,12,470,495,535,190,241,0,0,0,0,0,375,17,7,341,48,12,31,41,769,190,999.5750472939691,218.45309268181504,93.1251581936354,13.616015715520941,25.98150894797594,23.195296407906543
111,332,82,113,663,58,280,19,44,604,0,477,495,528,229,252,0,0,0,0,0,385,19,11,228,50,17,19,27,718,229,977.5896190198255,223.1501518559766,80.451747009162,12.814060293575311,6.47216315791884,2.6865443345092466
112,452,104,110,577,71,394,49,39,517,22,472,535,493,262,186,0,15,0,1,0,432,34,32,309,83,4,33,35,759,262,934.3517432422977,216.22137596549587,101.0812594592863,14.177944823470282,13.695818683642111,6.30886566043975
113,619,315,400,92,73,563,261,325,40,0,523,476,501,300,1,0,0,0,0,0,97,15,160,213,345,281,14,44,889,300,915.3269492302351,212.29882829163626,79.65467018680752,12.963937276643822,19.434280952744288,10.689383653397359
114,610,242,348,112,70,556,180,304,46,0,497,500,503,319,118,0,0,0,0,0,214,40,143,362,171,202,35,102,767,319,984.3099025865575,221.5530813962371,109.92535545101052,15.414323298366236,89.1299040714653,41.17980385339366
115,777,108,108,177,64,717,31,52,121,5,494,500,506,145,266,0,0,0,0,0,374,20,43,633,44,21,23,31,781,145,976.1716966557509,216.6441797020402,86.93938234812647,13.15752930525257,14.340144148352264,10.69916048330241
116,685,289,91,104,58,633,220,44,38,8,497,502,501,205,273,0,0,0,3,0,406,14,54,534,53,8,31,36,738,205,966.3904852676753,223.48639908534167,86.42268441072866,12.82909415745932,24.88459392314842,22.96471934558252
117,539,129,520,244,66,487,60,459,174,12,485,516,499,154,2,0,1,0,1,0,46,23,22,192,294,371,42,88,1038,154,762.8164916792622,184.71060969719383,81.68715050346941,13.045554513316308,33.38907210737047,6.887022152875168
118,376,82,127,601,61,310,19,62,549,3,499,496,505,225,253,0,0,0,0,0,372,19,3,253,57,19,39,43,718,225,1098.42344830377,234.14485782218543,84.36833789206298,13.634006029141203,3.6081281961180522,1.2196098881704638
119,738,90,146,346,73,686,47,78,281,0,477,517,506,263,107,0,25,0,0,0,358,34,125,498,186,39,32,39,829,263,1022.4551142507325,226.10729807781817,105.89328542533467,14.981539990752049,63.83551678017091,28.050360523459958
120,590,82,495,274,59,530,27,423,215,0,469,492,539,147,0,0,1,0,0,0,42,27,44,242,284,346,32,77,1048,147,928.9401610431598,220.29772826173956,75.59499933531795,12.739005050846915,47.28867307774423,11.329242514107204
121,531,98,489,320,62,470,34,422,263,11,480,500,520,206,0,0,18,0,0,0,73,16,125,198,272,342,37,80,994,206,970.3464430386415,226.14397238426832,79.6042481169935,13.599580011924079,24.198051866890406,5.065663917171902
122,294,87,130,644,67,243,24,66,581,1,516,485,499,213,278,0,1,0,0,0,381,21,15,195,39,18,23,48,702,213,1092.0800314731935,235.17549338708955,86.57052368430034,14.454107732934336,10.708585028196621,6.66497873257158
123,586,90,104,408,66,517,35,47,341,13,485,480,535,195,246,0,3,0,0,0,393,28,8,474,39,2,28,45,758,195,1106.5513963412945,240.93726743717932,97.20077141534935,15.460348056491577,21.648947564589207,11.775591340675643
124,619,71,128,371,60,555,16,64,306,4,482,508,510,149,251,0,0,0,0,0,395,16,9,508,39,17,35,47,796,149,930.2964984458952,208.19186603950254,84.89064934561085,13.335300775904601,5.124297420910738,1.7576785068901586
125,679,258,114,102,60,617,189,62,41,3,528,477,495,193,287,0,0,0,6,0,355,23,17,546,62,27,27,35,719,193,945.3665688029859,216.76282662734184,91.45221466959866,12.944152402120235,112.57826631765859,97.88993959534268
126,609,85,129,390,69,550,30,45,331,19,459,531,510,204,218,0,0,0,0,0,409,21,27,476,54,4,30,41,771,204,1021.0717925030066,228.0533976709005,92.61485061481339,13.660543332452594,22.871347373375897,25.139040111830223
127,629,84,169,368,68,581,32,100,319,3,526,460,514,253,182,0,16,0,0,0,321,32,80,432,148,58,32,42,782,253,1107.7560932172807,231.35555664126665,110.08844414156404,15.24194611907841,222.33153614705623,262.7430804978228
128,602,120,379,316,73,541,78,318,258,19,515,463,522,235,10,0,15,0,0,0,110,66,79,270,267,263,28,55,979,235,856.3968908776897,216.03603104865908,106.44476464042894,15.342582506779367,48.9002218858743,9.875022508760038
129,623,90,223,294,66,553,32,159,242,2,496,535,469,196,204,0,8,0,1,0,322,21,50,464,75,106,34,53,792,196,1053.7412283566457,232.90415169871534,95.27398954117368,14.436994316437763,78.74222191140367,35.25947518399529
130,364,94,112,619,65,301,29,54,557,4,504,504,492,261,246,0,2,0,0,0,385,20,14,234,66,11,31,43,684,261,986.5683860598034,227.45460017867745,97.47484512887016,15.959909848965907,10.876454285318761,5.870483161777695
131,330,96,115,640,61,266,19,69,579,11,479,510,511,276,258,0,1,0,0,0,382,19,4,217,47,18,33,51,668,276,915.6257841863588,213.56959033951907,102.16629099936259,15.267807536889007,7.826928678422276,1.5688885576752631
132,317,81,116,645,68,260,26,52,585,12,496,469,535,224,273,0,1,0,0,0,365,16,10,201,55,12,21,40,711,224,1010.9093455577844,229.07171619757742,85.41756986966114,13.383461918124606,19.28345596932492,16.09617411514713
133,580,241,171,218,66,517,177,116,148,7,474,472,554,272,224,0,0,0,0,0,345,20,37,432,62,32,21,84,693,272,1092.807057837052,231.50225896155365,88.98956198237421,13.810174820371437,23.110390061925823,17.579398684167863
134,439,85,100,553,67,374,19,47,480,13,513,473,514,199,256,0,0,0,0,0,372,19,4,330,44,8,37,39,734,199,1148.664074962072,246.03516167098903,87.69915127327138,12.894145396465749,37.388548493084535,67.41065519289923
135,694,154,499,95,58,634,98,436,47,0,496,458,546,194,0,0,0,0,0,0,6,4,108,249,319,371,33,65,1021,194,1058.7671195341436,236.07356207662744,57.17044993321471,10.306926064521825,28.12083186709326,7.232646473667803
136,437,100,86,593,68,382,33,32,514,14,473,521,506,263,216,0,1,0,5,0,414,20,18,323,56,0,32,32,712,263,1017.9272208019775,227.65894650657322,98.91408066849661,14.501714605284777,13.575022833997611,14.667310500363723
137,451,89,102,555,62,395,29,49,485,16,477,509,514,235,241,0,0,0,7,0,406,15,9,346,46,8,37,41,739,235,1079.2087998171921,231.51614732104926,91.61912008010952,14.530191838924788,30.562250506937126,30.47895434931709
138,664,164,497,124,51,613,108,432,63,1,471,499,530,163,0,0,0,0,0,0,32,19,63,304,295,373,26,59,1054,163,850.4668321595778,206.20500509019075,67.02427637704773,11.426332412780283,54.04561220970851,12.606181425447263
139,397,81,87,604,70,324,24,33,550,12,496,465,539,244,261,0,0,0,0,0,373,24,5,280,44,1,25,32,699,244,1058.8777283808504,236.1320010089457,96.19287776868066,14.907936046100277,9.756390789423266,3.0452499536909983
140,580,173,200,215,70,515,106,147,160,4,517,487,496,227,262,0,0,0,0,0,294,16,25,444,67,89,32,58,705,227,990.4379628587233,212.84568728765316,93.39767238460908,15.190350914407341,35.85087324142451,19.313171574869582
141,319,90,104,653,68,264,22,46,590,8,500,493,507,222,266,0,0,0,0,0,385,22,2,215,49,13,28,33,708,222,1001.7167926963751,223.4712258713813,89.76766481531763,13.620285614840425,15.08291780518578,6.365578791616046
142,609,298,187,113,71,554,233,128,52,6,508,485,507,221,222,0,0,0,0,0,323,32,52,456,92,60,30,68,752,221,974.8777421268015,220.2450768923515,96.43184168628521,13.739554712369817,22.255598370987457,12.15319230077168
143,481,89,115,512,75,417,27,45,450,24,529,483,488,234,228,0,4,0,0,0,375,22,25,334,82,7,29,38,729,234,1107.7613893335613,235.40394547378094,99.80092889692851,14.42989388358073,27.508193480719513,19.23039106972481
144,647,89,232,278,70,583,36,179,214,0,504,522,474,234,184,0,1,0,0,0,291,34,84,465,114,127,37,52,778,234,907.5490545957203,208.84927466470745,88.60517411573795,13.569530257322269,213.19957914734675,221.6353194743781
145,360,83,99,634,77,302,31,44,563,15,533,457,510,227,247,0,0,0,0,0,345,31,4,227,75,1,43,43,728,227,1247.315919568189,252.6988958288733,103.04915963387813,15.415111517437927,12.782226620583307,13.989776028198367
146,691,289,114,96,74,631,225,55,40,7,497,464,539,222,236,0,0,0,17,0,329,26,20,553,66,17,32,38,736,222,1089.222207009063,240.9456368228106,107.29592628076357,14.94500718237363,28.376813687746132,28.35394188463518
147,634,104,409,286,67,583,21,357,215,8,453,521,526,131,0,0,8,0,1,0,111,14,29,318,265,295,38,62,1053,131,818.4882889692706,207.7735482457129,88.70883420655468,15.207137696458968,38.43144147307716,8.309920184490762
148,794,83,401,159,63,334,28,335,107,0,518,501,481,96,0,0,5,0,0,0,10,9,40,131,199,266,34,69,708,96,1035.5339399758238,264.8677192032827,86.33310481184373,15.162097956582974,47.10010483888149,13.98183638193808
149,540,307,108,233,76,483,255,47,174,17,496,515,489,233,236,0,0,0,7,0,405,26,4,429,53,9,37,38,743,233,1099.271022969668,231.97459563100224,99.65924408485806,13.36910081669057,14.210827342383913,13.962285128304787
150,486,273,525,116,77,437,204,464,65,0,508,494,498,264,23,0,0,0,0,0,17,27,110,164,267,387,33,77,906,264,981.5739312575898,215.22300953420458,73.41489332316539,10.662964372127421,26.020344063222602,30.737263841865545
151,582,117,115,381,68,520,58,58,324,29,522,509,469,342,237,0,0,0,7,0,403,21,93,367,75,7,42,51,647,342,1229.4130269442908,248.1121661611347,99.54211342822147,14.165952761853886,2.0349986998592966,0.7130210755249551
152,394,83,108,582,73,342,18,46,533,0,492,487,521,232,260,0,0,0,0,0,391,18,13,282,52,5,18,41,707,232,1135.167473199555,243.0508964135921,84.83047631893055,13.919494463947219,7.351638027883273,3.7998779704255483
153,703,103,286,255,69,639,46,219,200,13,452,496,552,322,84,0,5,0,0,0,243,30,108,462,165,145,37,74,795,322,967.5003858941176,215.0914140665347,98.39457578953666,14.610445737485962,59.461259441745455,23.284085334348493
154,397,81,94,585,71,341,35,44,513,0,521,489,490,222,272,0,0,0,0,0,391,31,6,299,40,0,44,44,711,222,1260.3632469166673,252.94215922332623,93.9886271560852,14.893320150315553,8.646001977747565,3.313000271480181
155,416,350,481,174,66,364,291,420,106,5,517,473,510,358,13,0,1,0,1,0,24,37,151,56,304,352,32,68,828,358,1054.6920436102027,240.79707882257316,77.95410825765076,12.855546876644848,13.703606000009126,4.412173101930591
156,328,90,91,665,69,269,33,34,616,0,475,517,508,261,257,0,0,0,1,0,407,16,2,234,35,10,24,24,691,261,1105.4882391715305,236.4970566503769,82.96906139718894,14.259904721726503,5.473404148121379,1.5795106028440788
157,367,96,103,649,65,309,34,46,587,13,458,533,509,253,220,0,4,0,0,0,430,26,2,256,53,1,33,45,736,253,900.3247683000806,212.90806894310774,92.88863807720138,14.809792609423313,12.324603641763082,4.930476715515983
158,395,105,118,551,66,348,49,59,491,0,521,504,475,195,265,0,0,0,0,0,388,49,3,286,62,18,23,41,752,195,864.4869926261637,195.2566107926415,84.95456166185345,13.295508586199198,15.607466349181651,8.440821625668192
159,535,241,506,144,61,456,185,447,91,4,516,484,500,207,13,0,0,0,0,0,29,63,50,196,248,363,34,84,976,207,950.5777050969748,220.8829891089827,78.41569091307395,12.463756959193335,27.280375069050613,8.384381804034001
160,571,266,488,100,63,509,203,442,45,0,494,513,493,224,12,0,0,0,0,0,37,10,82,182,316,366,30,76,975,224,818.6566326478383,199.46426415205102,71.942969967203,11.803104375464208,24.580423790994057,6.612521453527768
161,353,90,110,637,67,302,41,36,572,7,484,506,510,242,243,0,0,0,0,0,408,41,5,253,45,0,23,36,716,242,1072.2479271298773,238.35599010079238,107.37060031352713,17.373049911566465,6.913751565626938,2.288088644546819
162,355,84,106,636,66,294,23,46,580,9,495,496,509,247,253,0,0,0,0,0,387,21,3,238,56,0,34,46,705,247,1040.328694035763,231.79552313246796,90.53135127979552,14.311971511756806,11.25955694626124,3.955445001367008
163,645,142,278,186,66,591,78,231,118,1,445,554,501,245,183,0,0,0,1,0,269,18,76,475,93,169,40,62,774,245,806.9198616541527,185.1410541500437,95.12989051897814,14.499048668117638,343.12662602998483,288.24997315022824
164,598,191,482,161,63,539,130,430,93,8,489,503,508,205,5,0,0,0,0,0,41,11,74,213,311,353,44,77,995,205,933.1500246050715,216.27662385213904,76.2930496829324,12.659053073411686,27.73876601456258,6.040385128372506
165,690,138,447,143,69,641,86,383,80,0,512,506,482,213,13,0,0,0,0,0,62,27,95,303,323,327,32,56,977,213,892.2078817134145,210.77535196251426,84.87077671779541,12.932201190822255,40.89064310325376,11.384570344643366
166,352,75,97,647,67,281,20,37,596,0,491,497,512,204,262,0,0,0,0,0,387,20,7,223,53,8,24,29,730,204,990.6913377019492,223.76730232799954,85.46752875070163,13.871304735510892,9.76399197260718,7.78657791330276
167,700,79,520,142,57,636,28,441,78,0,528,491,481,289,2,0,0,0,0,0,3,28,213,254,322,381,25,60,894,289,975.4468963594813,221.73496838885475,74.29638149876472,11.626814691596342,31.946163555352047,11.530036442618204
168,289,94,111,668,74,228,29,47,614,17,482,501,517,231,264,0,0,0,0,0,390,19,1,185,43,2,28,45,704,231,994.6541823027953,225.85323952161394,83.05127188806328,12.889294860896554,3.1502621499622396,1.3911236698710385
169,510,102,468,344,75,454,53,408,266,0,468,515,517,145,1,0,32,0,0,0,68,22,33,164,290,335,39,73,1036,145,796.7988627509982,198.65148122866051,82.18016157259831,12.901065303670137,31.08035504887066,7.590993800502557
170,333,95,90,651,64,269,35,41,582,0,498,486,516,265,267,0,0,0,0,0,375,26,0,231,38,2,37,39,662,265,1041.3204142885581,236.937077570154,89.22373320960024,14.052305603050902,4.176737023342902,1.303279417963564
171,420,90,129,502,59,371,4,69,455,10,532,450,518,195,300,0,0,0,0,0,346,4,5,321,50,7,39,62,714,195,1121.9182469960215,246.22014619075873,80.49183346659979,13.172610847066194,81.25810351167225,146.28842317432742
172,391,87,114,612,67,335,23,55,535,7,443,506,551,234,229,0,0,0,0,0,392,22,5,290,45,0,25,55,721,234,1027.7242332734543,228.91960699154254,89.9611623392664,14.20140860173392,10.551085670251739,13.252412347513898
173,373,86,92,587,68,298,20,45,536,1,514,511,475,194,294,0,0,0,1,0,394,19,5,249,48,9,28,36,706,194,985.1237223437928,221.60903626340559,85.64632385145453,13.27013112681448,30.5479995951881,21.91094617134977
174,707,92,448,190,63,648,31,388,126,7,531,498,471,293,0,0,0,0,0,0,85,31,154,305,312,316,43,72,907,293,1036.8786558073414,227.42165311160798,81.08119508135681,12.789379465904936,53.06181895437027,12.09736919112446
175,617,237,469,99,62,554,180,414,36,6,490,513,497,297,16,0,0,0,0,0,65,16,187,253,286,348,35,66,893,297,989.8508789337906,227.25525902982454,72.95551883434338,11.77648400009578,24.187612037437336,10.256966842583521
176,649,86,113,321,59,584,27,64,264,2,494,490,516,143,272,0,0,0,0,0,390,16,8,537,40,10,35,54,798,143,929.3352352947461,209.15636293834032,82.81868822969899,13.08988407545091,8.044114700643503,2.4846083893555653
177,676,87,110,302,70,623,32,45,247,2,492,494,514,172,255,0,0,0,0,0,380,32,12,555,65,7,17,38,777,172,953.8993935324783,211.25804678185182,92.45504235216025,13.564728409087337,19.074208267615298,11.720556236678084
178,300,97,111,650,68,235,38,46,601,5,489,481,530,294,274,0,0,0,0,0,374,22,9,196,30,3,29,43,631,294,935.8400990740713,213.9419852192113,95.91613629476183,14.901951799498393,3.048196925587703,1.2622649967496102
179,286,101,112,635,67,228,40,56,562,0,534,467,499,216,299,0,1,0,0,0,356,24,8,185,40,11,27,45,670,216,1116.9493044467258,243.38746012548444,90.86210813424505,14.076963010764974,5.135741805674672,4.28491326513847
180,652,184,448,99,59,593,124,372,40,4,494,520,486,188,58,0,0,0,0,0,92,31,69,345,231,320,31,52,945,188,878.0733061754337,198.9265428995702,69.87852410552125,11.573100055401973,108.68661288181826,79.34103208015436
181,805,92,187,95,65,758,24,119,46,0,489,518,493,179,256,0,0,0,0,0,355,23,103,620,65,51,24,68,768,179,950.694560077502,217.23416189139957,94.91747228613318,14.60985400598534,439.2435879389639,367.0310960404739
182,305,75,127,679,64,240,23,68,617,14,483,500,517,241,250,0,0,0,0,0,374,23,5,196,43,26,34,42,721,241,999.2144846501467,216.9717268707679,82.81799158099136,12.720053643336678,4.867367960309379,2.017384773136536
183,391,88,123,593,81,335,34,73,537,20,466,502,532,241,224,0,0,0,0,0,400,24,6,277,54,19,36,54,758,241,1048.829270130903,230.78114048020043,100.62991153945974,14.700546208736808,11.996989183271797,9.524020217197357
184,380,74,128,602,63,319,14,67,554,6,467,516,517,228,253,0,0,0,0,0,401,14,10,291,27,20,29,47,732,228,1018.9662109517785,220.52000901415062,89.29704001996114,14.283069353124787,22.916340089898732,20.94755743583045
185,324,91,95,666,73,271,14,32,613,18,504,494,502,265,251,0,0,0,0,0,401,14,3,232,38,0,32,32,683,265,1213.9968363709602,254.86473570534676,97.56113269726482,14.43370207822749,7.500600811914172,2.921039907276047
186,691,85,265,291,73,640,27,195,241,0,490,501,509,304,95,0,7,0,0,0,262,24,161,429,197,140,30,55,799,304,1054.4310230330348,223.63763309420654,100.81469594117468,14.90935159597532,55.82717281032083,18.853108607254242
187,756,94,266,133,66,698,40,215,73,0,474,490,536,231,185,0,0,0,0,0,229,30,112,547,110,163,37,52,795,231,960.9442265916234,225.18545038321636,84.6635447810454,13.212207631622224,162.98587818526545,79.1503702553611
188,723,124,478,97,78,664,74,424,37,0,477,507,516,186,0,0,0,0,0,0,64,17,116,350,304,340,35,84,1013,186,870.4753150592067,212.14505985663857,77.83690962341845,12.121829364326235,49.205386577305426,16.414176358916993
189,374,84,109,657,65,324,26,46,594,9,485,503,512,247,211,0,10,0,1,0,400,25,13,230,93,11,28,35,752,247,1027.0407685263374,235.3140378216026,101.39628490372282,15.1626237729143,18.691184927804557,9.505167906827126
190,858,90,114,117,54,801,28,57,64,9,500,492,508,203,267,0,0,0,0,0,400,18,123,637,42,7,28,50,756,203,1071.6527411795869,239.6399754026228,88.2557609053525,13.689630741343294,5.324007968638299,2.397645876421928
191,403,220,123,428,70,336,161,62,372,0,488,515,497,248,256,0,0,0,6,0,378,23,4,298,38,29,24,33,683,248,987.8761213460838,213.44631799138384,94.470302271345,13.74038948100465,173.37670631646074,322.90300789835237
192,384,130,105,598,67,320,64,48,538,7,499,528,473,219,216,0,1,0,1,0,411,45,0,263,57,4,36,44,758,219,1026.8982460578197,232.35467621795502,107.03947667503621,15.270166359219257,13.067058952316644,7.717664365512996
193,658,91,440,238,72,593,34,388,186,0,500,502,498,168,1,0,3,0,0,0,88,34,47,281,312,301,32,87,1033,168,790.1590687130645,189.3620865569479,93.7445229636184,14.114699042717103,46.18971233107424,10.34131486847256
194,549,89,113,448,62,488,36,49,383,15,506,474,520,200,239,0,0,0,0,0,384,36,4,443,45,2,28,47,771,200,1153.0075094436268,244.87878297195942,103.12444512449073,15.657564755314423,11.459071380795823,3.2064583374119486
195,669,103,476,191,61,611,39,414,127,0,485,508,507,204,0,0,4,0,0,0,67,21,120,323,279,346,37,68,987,204,916.4707056405445,210.49450956493075,81.15530584140657,13.80965692358973,114.06845507308802,63.54185073216462
196,726,96,121,249,70,658,47,69,193,0,505,502,493,248,238,0,0,0,0,0,386,47,83,531,44,18,40,51,719,248,1028.4662986802166,226.7264370302983,101.68123060647508,16.334431653996862,35.849104722176165,27.2536624579574
197,421,92,112,555,67,365,33,49,491,0,503,477,520,202,253,0,0,0,0,0,361,19,6,308,56,13,31,36,736,202,1127.5795852438996,241.91735647115095,83.27897973984805,13.49463881863191,5.48077549212712,1.792774729648456
198,570,100,101,425,71,512,42,51,352,14,511,462,527,179,233,0,2,0,0,0,364,29,11,449,62,5,40,46,792,179,1080.8485022749492,230.19547863464462,95.53764166387857,14.921343330879726,25.934643763104976,13.083583879957647
199,549,82,104,456,73,495,17,38,396,24,466,506,528,191,236,0,0,0,0,0,403,17,10,442,46,2,22,36,779,191,963.770350868221,216.86421089452878,90.70654700174698,13.560731241393684,5.875650094243766,4.46355454261724
200,748,88,391,154,67,689,31,320,88,0,493,489,518,354,52,0,0,0,0,0,140,25,240,385,238,246,31,74,774,354,951.0338509627312,215.96277646081248,86.88872048077758,13.69388878034586,84.11965228246318,60.621893474303704

