Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,NB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,NB_HighThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
96,63,804,320,224,89,0,743,250,171,39,481,503,516,202,0,0,15,21,180,0,8,315,0,0,0,226,15,24,1001,202,584.9076211370261,166.09981866747057,52.50929047546864,18.622565314527463,30.512961163730598,40.56765104627378
97,56,637,446,223,138,0,569,392,159,82,488,486,526,185,0,0,16,41,12,0,2,276,0,0,0,379,13,13,1017,185,524.3754472731931,160.9802982772772,78.17467066447722,21.465145283768894,24.307139736486995,17.19900040238768
98,53,841,349,179,78,0,770,292,114,18,494,478,528,206,0,0,14,9,109,0,9,349,0,0,0,250,29,42,988,206,580.3706136052518,165.81429265664264,35.001665184551236,7.269787381760951,27.739721803432822,30.26240867690276
99,51,486,463,241,259,1,426,391,184,196,475,503,522,176,0,0,18,107,17,0,5,152,0,1,0,371,14,20,1022,176,665.3965997005657,186.65852842396313,195.14917861238246,72.64531903675316,14.038903908867963,9.550981900759407
100,56,766,393,216,69,0,700,327,156,6,473,528,499,174,0,0,19,4,119,0,1,313,0,0,0,304,18,23,1015,174,678.0952520735426,181.44136776386193,38.50763575188131,12.585718451251875,23.80913797034067,30.668660416451345
101,64,661,381,213,181,0,608,314,157,119,493,478,529,175,0,0,21,22,85,0,1,301,0,0,0,290,20,24,1023,175,656.2632589002609,183.75935211780111,74.38041811263166,17.49639303771963,36.20801165679181,25.065795163382543
102,68,657,427,243,105,0,597,377,190,45,491,511,498,184,0,0,17,23,66,0,0,314,0,0,0,345,19,32,1025,184,551.6433714588358,167.77938781253383,74.3714065184607,26.351023865348953,31.206401107001867,30.081009908217826
103,57,141,467,470,365,0,92,394,398,306,540,469,491,176,0,0,53,153,0,0,0,79,0,0,0,367,21,27,1014,176,750.2941736166025,195.93541629224862,273.23378586043947,67.50419972378603,47.341455858969354,46.29154752097822
104,67,77,519,449,388,0,27,448,382,336,484,528,488,178,0,0,46,170,0,0,0,13,0,0,0,416,14,32,1015,178,583.7597806714899,169.3783309091609,260.817303368282,79.03934646905098,40.315354993989324,35.25350167065745
105,47,735,404,247,67,0,673,343,178,17,496,496,508,180,0,0,15,7,96,0,0,356,0,0,0,314,15,29,1031,180,539.7662866431754,164.34937553349383,35.89978456072282,7.953956339160158,31.565099718281278,35.808174018160486
106,63,413,470,213,341,0,349,407,150,290,492,495,513,208,0,0,17,153,0,0,8,65,0,0,0,383,24,24,988,208,629.2705519230672,174.99311848073887,215.38823391837457,46.914006447269664,33.04053220605942,45.20117178930602
107,65,711,409,239,76,0,652,349,179,22,491,492,517,187,0,0,9,11,98,0,0,320,0,0,0,301,23,48,1015,187,649.3799411200073,176.04380714456698,43.02958517700345,12.583236689932173,23.292548957066728,25.800220232590974
108,46,799,428,92,135,0,741,364,39,67,516,489,495,218,0,0,1,39,89,0,0,295,0,0,0,311,27,53,993,218,549.5892064327375,162.39266584061335,51.473613203463096,14.79242128541867,27.464729412852577,31.948750506452335
109,59,804,364,193,80,0,742,297,126,28,497,462,541,179,0,0,8,13,118,0,3,349,0,0,0,254,20,43,1014,179,494.88488317568584,157.1056002403466,41.899615019368504,11.568381482592288,15.109092697416976,17.859015677991643
110,58,285,482,266,409,0,217,413,222,355,490,495,515,241,0,0,24,171,0,0,3,12,0,0,0,387,24,26,966,241,504.92969002262765,156.5142313476135,288.1480148728515,93.69155091280192,18.857219939441208,12.401639487209657
111,55,908,410,63,64,0,833,353,0,11,523,458,519,237,0,0,0,8,50,0,0,394,0,0,0,306,19,47,960,237,490.0842592082771,157.46936680180264,33.20369317889385,9.424472406490295,37.47402059092873,43.40934796224928
112,61,100,476,457,406,1,37,410,394,345,511,508,481,190,0,0,70,164,1,0,0,22,0,0,1,386,17,24,997,190,606.7599009204449,168.48232579951642,269.2454032882721,58.27552572453938,46.325675836695744,50.65945567487029
113,53,268,500,247,432,0,203,426,193,372,514,507,479,248,0,0,15,183,0,0,0,8,0,0,0,394,14,32,946,248,571.2698464513569,168.28887158514834,283.1533678816243,70.340171201948,9.842305405738113,7.562864921022211
114,48,145,468,452,387,1,84,406,392,318,491,480,529,182,0,0,55,147,10,0,1,42,0,1,0,377,13,29,1019,182,525.617981884157,158.2634308524439,233.6069206194233,52.4793398711345,36.9280785529582,43.91366315135955
115,46,810,289,273,82,0,755,221,214,25,532,471,497,196,0,0,14,7,195,0,1,374,0,0,0,192,26,29,1019,196,737.1469462890332,195.6711291230745,32.023085741069146,6.695654435741086,15.1927046344621,9.063072455703894
116,51,73,506,431,439,0,13,435,379,379,514,507,479,190,0,0,55,195,0,0,0,13,0,0,0,404,18,31,1016,190,474.92773486523487,153.8826882659646,291.23020825128134,56.88224212260351,20.119845878325403,18.83700349183144
117,75,389,512,229,295,0,330,438,176,246,481,505,514,213,0,0,14,116,13,0,0,68,0,0,0,386,29,52,977,213,667.0023297816887,173.05147796538984,169.76438605415578,42.606020623370625,28.844304917105994,30.986001274590365
118,49,995,259,101,96,2,930,202,29,36,504,510,486,261,0,0,0,9,243,0,1,332,0,1,1,165,20,37,938,261,704.7050156851084,190.34040854961546,38.43533103400729,8.657071405292177,24.943225832056264,30.941832386342902
119,46,78,510,441,425,0,6,440,376,365,514,507,479,185,0,0,60,180,0,0,0,6,0,0,0,409,20,31,1002,185,656.426217300881,186.89299620696553,276.40302510740474,53.64931237459903,30.948672201918953,32.52535037117149
120,65,247,479,329,380,0,178,432,278,303,481,490,529,168,0,0,25,153,1,0,0,33,0,0,0,389,29,43,1023,168,495.46830035766124,147.1915343473329,256.05218007365823,69.07008132870202,11.036072037263594,7.514362806319287
121,54,876,397,87,86,0,815,340,36,20,493,475,532,218,0,0,0,7,103,0,3,321,0,0,0,281,27,59,993,218,808.6720875598738,205.6203835880787,32.20025923492791,5.628310269824129,54.52824627322138,45.92811411482477
122,61,483,503,58,395,0,432,441,2,332,466,498,536,247,0,0,0,164,0,0,0,30,0,0,0,388,28,53,960,247,542.8118430408242,168.78401607513302,242.87450931507365,59.29577607497559,24.154087170043923,29.03764757508236
123,67,742,367,225,99,0,692,309,162,35,496,487,517,198,0,0,18,8,119,0,0,339,0,0,0,266,30,43,1000,198,618.8407513191174,175.8753357981011,36.3350567179668,6.879723918279947,32.70273404979135,21.15133184131441
124,60,692,501,93,154,0,639,434,26,98,523,474,503,215,0,0,0,50,3,0,0,271,0,0,0,379,27,55,982,215,756.1439735191475,189.12562600059562,95.99308524477523,34.99519111848113,25.60980982968867,19.883497947719857
125,82,781,475,94,68,0,736,413,35,18,501,504,495,207,0,0,0,6,55,0,0,319,0,0,0,361,25,52,995,207,758.2213137981391,192.8964140541428,34.89643205318716,7.90603696444788,31.667108230755506,41.78626176620992
126,60,852,302,224,62,0,786,241,164,8,485,511,504,211,0,0,10,6,190,0,0,337,0,0,0,220,12,21,988,211,567.4122650709387,171.20303756159387,36.860589939055,8.997529989514623,47.52356777832268,52.481204110700666
127,64,484,511,50,391,1,422,448,0,336,500,479,521,276,0,0,0,163,0,0,0,46,0,0,1,392,37,56,931,276,576.7231064750351,167.67776780681558,211.0532804560819,43.74889195192133,64.29116887715222,60.65522309700193
128,62,294,528,247,369,0,251,458,183,325,474,522,504,232,0,0,20,160,0,0,0,10,0,0,0,424,22,34,985,232,707.0318764975192,184.6580168001026,190.67484195499472,42.47009896800494,17.11432907970555,10.79275464239266
129,63,59,495,483,400,0,8,430,425,343,495,490,515,169,0,0,61,176,0,0,0,6,0,0,0,406,21,24,1037,169,658.1690964555374,189.0852139223377,293.6756424811629,73.76878148322368,24.29396068981994,22.67397297993816
130,55,491,496,57,401,0,432,437,0,333,521,484,495,262,0,0,0,172,1,0,0,68,0,0,0,383,18,54,940,262,517.6065404358109,163.38487467595212,203.11075728542792,44.7965743013856,3.6957906681095087,4.588888072335008
131,55,274,525,258,388,0,213,463,190,333,489,550,461,221,0,0,20,164,6,0,0,19,0,0,0,427,21,36,978,221,662.775926673492,180.64097776264168,221.04160628950925,86.26460632208033,12.17399664943642,9.317914979354315
132,67,304,466,450,213,0,235,424,393,155,494,503,503,148,0,0,35,77,19,0,0,207,0,0,0,382,30,42,1059,148,533.5677157951427,161.45329809783743,127.2041769090272,35.8887898527691,36.867698439334774,44.02874102777188
133,56,621,494,59,270,0,558,429,1,209,503,482,515,220,0,0,0,108,5,0,1,184,0,0,0,361,26,68,977,220,491.46518500261317,152.87660831151146,180.2215166034392,57.04314304187558,18.79022018618146,26.92025674075344
134,63,732,375,227,103,0,679,332,173,32,495,496,509,179,0,0,9,22,116,0,0,323,0,0,0,278,31,54,1037,179,579.6351519624077,174.73652718166133,48.40871505471614,10.165147149662845,25.932729946051886,33.388333840686634
135,66,888,252,227,67,1,835,194,174,11,499,500,501,182,0,0,16,10,224,0,1,345,0,1,0,169,14,25,1033,182,521.1510295125572,162.4721268386934,38.47927425514556,8.175626099660615,34.27284559101167,43.50984991677236
136,65,629,296,436,74,0,572,241,393,16,485,518,497,248,0,0,14,8,230,0,0,327,0,0,0,187,29,54,974,248,563.8100832278445,167.8716941149813,37.79915782619004,12.518206296026746,17.425589082040123,14.262739656821646
137,52,422,471,141,414,0,356,412,74,361,526,482,492,260,0,0,8,181,0,0,0,23,0,0,0,377,19,35,943,260,699.5724832699791,189.72694891034544,264.81366677667097,68.72044226335048,69.10357120318561,65.69445268217085
138,50,851,418,97,84,0,786,357,24,29,490,517,493,214,0,0,1,5,112,0,0,339,0,0,0,300,25,57,982,214,702.5330430775575,184.813476178661,40.41951086576094,7.627965233192689,21.08064756703682,26.04524236144694
139,47,769,488,81,115,0,703,427,0,65,491,507,502,211,0,0,0,33,48,0,0,294,0,0,0,368,27,59,984,211,615.2635434810184,167.38669587510682,96.53514568519067,61.2561558763584,30.428800053669747,30.48028615886464
140,70,776,477,51,126,2,727,418,0,60,492,461,547,224,0,0,0,32,29,0,1,312,0,1,1,349,24,69,983,224,486.9260089125716,157.09068164039275,50.349925333177204,10.576640286488836,24.815756489750303,25.182724692839283
141,74,836,422,99,69,0,779,377,25,24,499,479,522,205,0,0,6,15,74,0,0,330,0,0,0,307,32,70,1000,205,561.3831537244359,165.24458908775503,36.831310841065694,7.052886078744764,44.613847176171674,42.46783003325467
142,60,961,172,247,60,0,906,113,188,1,499,499,502,230,0,0,22,0,287,0,25,378,0,0,0,91,21,22,978,230,526.9471893510272,168.71967638498643,28.21611636094329,7.001030153325681,32.37794651138408,35.36497594414485
143,70,857,411,67,95,0,813,350,4,36,505,502,493,220,0,0,0,13,106,0,0,356,0,0,0,292,34,58,983,220,610.1756038521645,185.82627234792741,45.76067392831948,10.56466317665906,86.00423885522176,65.44089929218626
144,61,167,524,365,383,0,113,463,307,322,499,503,498,178,0,0,46,150,1,0,0,75,0,0,0,410,23,53,1027,178,597.7154795360173,173.20606173916931,204.9772384651304,59.44689866890716,42.99010785074033,49.03627420594839
145,54,744,536,77,89,0,688,471,21,28,463,519,518,196,0,0,0,16,9,0,0,306,0,0,0,421,24,50,1012,196,541.9336131063991,157.02429557588445,41.41186920567592,14.247273189338753,19.31858000849705,21.23552073689513
146,54,952,297,104,93,0,892,247,46,32,477,521,502,259,0,0,0,9,221,0,0,288,0,0,0,190,32,57,958,259,698.4796662881816,182.8958914603564,51.114508629753935,11.150852929516175,32.79266793988952,34.08501542491673
147,57,818,330,209,86,0,762,267,164,21,501,480,519,203,0,0,16,10,156,0,5,332,0,0,0,225,25,42,1011,203,693.1273458107344,191.51905956088515,50.74708412145268,15.282964714970408,21.32314809110091,15.643987581196978
148,59,711,418,237,75,0,634,359,184,14,503,495,502,167,0,0,21,9,48,0,7,327,0,0,0,345,14,14,1024,167,611.3178913006808,168.73444972311643,44.152570142452674,10.826750731170629,36.48777519923651,33.982650814916624
149,57,943,370,60,70,0,882,315,2,9,501,503,496,217,0,0,0,5,153,0,0,360,0,0,0,257,30,58,991,217,546.7813213862258,166.25470463079145,35.54137310147538,8.510753813281351,8.509787240536623,7.917181791520628
150,64,927,122,319,68,0,868,74,251,15,477,491,532,211,0,0,19,8,339,0,2,335,0,0,0,53,21,21,997,211,573.7169010947132,168.89628704909055,31.678972202230284,7.309033702522563,45.89592641549448,42.57738037472387
151,60,133,497,441,369,0,78,427,389,303,495,513,492,171,0,0,58,151,1,0,0,61,0,0,0,393,23,34,1026,171,509.42477592671213,149.84251595399667,199.38181405803996,37.572372818130695,30.804120529230314,29.744073519799883
152,65,184,522,373,356,0,110,470,322,293,486,512,502,182,0,0,36,145,0,0,0,43,0,0,0,415,22,55,1013,182,599.2694313148231,158.54652042673183,186.8990495603644,41.15484775678406,26.109500845678117,26.037810570533164
153,65,96,449,483,407,0,37,394,432,338,524,499,477,176,0,0,74,165,1,0,28,36,0,0,0,376,16,18,1025,176,607.6636967297015,170.34221569342733,421.07082379198727,102.23901221914734,31.597167637273923,30.289559278421788
154,70,592,458,313,67,2,528,406,255,8,520,476,504,192,0,0,4,4,30,0,0,350,0,1,1,351,26,55,1007,192,718.5210612504565,180.05728859770747,34.59188779011869,7.640594523957861,28.75533780301184,27.76904544580422
155,65,743,199,231,262,0,694,139,159,194,497,483,520,221,0,0,13,12,292,0,2,331,0,0,0,94,27,45,965,221,708.6748452367096,192.78546902674296,75.36867982633133,11.308062408990311,41.235103694657056,35.73216506804822
156,61,747,382,226,84,0,684,330,163,24,517,486,497,188,0,0,16,15,89,0,3,354,0,0,0,293,22,37,1013,188,705.2750788522204,194.5085511108681,50.99014373053244,15.599059944319638,29.120725961009185,37.14303042059786
157,74,705,457,197,67,0,642,379,147,13,504,512,484,184,0,0,10,9,64,0,0,346,0,0,0,336,21,43,997,184,711.1167620034589,186.7314988824421,38.802199747695546,13.743199101357094,13.04198278488591,11.521241333394494
158,63,778,456,94,109,0,714,397,28,53,485,489,526,220,0,0,0,19,62,0,0,300,0,0,0,327,27,70,972,220,707.8921266316607,192.2755339637051,55.29856707200966,19.569147000241443,30.849954799834368,34.99952778026218
159,47,217,506,326,404,0,150,448,267,336,466,519,515,177,0,0,17,174,0,0,0,14,0,0,0,409,19,39,1024,177,615.9603767155922,177.92673970173624,214.95254959357942,47.15522174396389,17.46233290164109,16.32302367899897
160,55,184,497,431,333,0,111,452,371,272,478,510,512,161,0,0,27,141,0,0,0,68,0,0,0,417,19,35,1045,161,632.9471206090303,181.7328451228546,234.79015701973398,55.81498071282997,42.998416938636716,41.21731879844938
161,55,686,471,87,201,0,639,418,40,140,483,493,524,228,0,0,1,37,29,0,0,277,0,0,0,371,25,47,1009,228,583.8496594883801,167.75471664570082,95.35798392163723,25.66018187518094,35.92167459505145,44.75815650680239
162,56,722,489,96,137,0,660,428,41,66,514,499,487,214,0,0,0,12,17,0,6,329,0,0,0,377,23,51,981,214,713.4761629345292,181.73226908148632,49.799569612501536,12.199600531664768,16.055952639745176,16.23463308494503
163,61,580,396,379,84,0,515,336,310,25,508,497,495,138,0,0,12,18,74,0,0,350,0,0,0,313,16,23,1048,138,561.3336491083912,164.2210741964705,35.91756987032659,7.594896073806639,29.003199285430863,37.67608403624462
164,53,101,499,459,388,0,43,439,403,324,515,493,492,182,0,0,62,154,9,0,0,38,0,0,0,390,30,49,1027,182,664.203162547816,181.10731305328628,265.990396940491,66.35024247031161,28.50442662393562,22.325950265237
165,59,831,344,201,65,0,774,287,139,10,471,504,525,219,0,0,13,10,141,0,0,341,0,0,0,255,15,32,991,219,514.5684536822151,163.96409380450953,40.334810498441655,8.3674358343856,46.14895623024221,39.930038508771965
166,47,822,466,65,100,0,754,412,4,28,475,488,537,211,0,0,0,10,39,0,0,341,0,0,0,347,21,65,987,211,413.1487623784314,143.6882816024695,41.14035773053264,11.795487707513216,3.1000988349031644,2.2211083098204045
167,33,566,478,197,226,0,500,410,137,166,489,473,538,219,0,0,12,56,54,0,0,226,0,0,0,348,29,62,994,219,640.3679866381194,175.15480969931718,96.14453037389069,27.364388541578816,24.85435739052469,33.370810087181994
168,62,793,411,106,128,0,724,356,58,73,518,470,512,226,0,0,0,29,58,0,13,292,0,0,0,299,19,57,985,226,737.7130297841136,187.30027708810186,75.9513517458497,21.06309611430524,35.545938914268866,38.37747817473788
169,62,943,354,56,85,0,875,290,0,30,481,486,533,258,0,0,0,12,148,0,0,336,0,0,0,239,22,51,937,258,485.7316708501013,163.17890957194732,35.82329520941004,11.687523831437728,10.055359723059183,9.19382486579748
170,61,835,414,72,118,0,763,346,17,57,481,504,515,237,0,0,0,23,109,0,0,289,0,0,0,301,21,45,946,237,657.9376817657293,176.68729517122208,55.987448582944594,25.458997447967402,14.47218391746609,9.50904098967258
171,58,558,515,75,294,0,506,448,0,241,519,480,501,242,0,0,0,121,1,0,0,166,0,0,0,393,18,55,953,242,596.4751703339625,169.92698762701656,153.0140281313238,43.805409653765416,45.18303644451704,45.03523243514436
172,63,612,334,396,95,0,563,274,343,28,499,516,485,194,0,0,10,11,169,0,0,349,0,0,0,227,27,47,1014,194,686.6979188431308,186.7751988601921,45.66439978243967,13.157969226450021,7.366105467112418,5.809385652033733
173,66,632,474,245,83,0,582,409,187,30,498,480,522,173,0,0,12,19,35,0,0,316,0,0,0,355,16,54,1035,173,701.6961434872252,187.8422418622874,54.998921557759495,42.40487748927286,52.567344245271535,57.11031606988595
174,71,620,476,259,74,0,559,417,209,28,481,518,501,164,0,0,17,15,37,0,0,315,0,0,0,378,23,39,1049,164,541.0792314180171,162.98448848324284,54.405341246184165,31.10725278357174,22.247250161274447,28.079028844652935
175,53,102,479,456,410,0,40,412,397,343,535,477,488,178,0,0,48,181,0,0,0,25,0,0,0,377,24,35,1014,178,608.2196615147357,168.50660748052854,317.32229988638744,72.17945899780277,14.691011531081973,10.072777468871218
176,56,884,221,241,98,0,820,175,157,36,479,495,526,235,0,0,18,10,230,0,0,336,0,0,0,148,21,27,953,235,610.2240331701217,183.82283150891715,49.005033272289815,9.701925710324268,23.328188524604755,21.018942858676155
177,57,822,453,54,114,0,756,398,0,55,494,496,510,207,0,0,0,11,48,0,0,359,0,0,0,349,25,49,1002,207,532.1020309140711,168.4959471308613,38.760111142188755,7.376275201155093,29.064759698871757,37.11622972394134
178,61,369,488,239,343,0,299,435,173,284,483,509,508,219,0,0,15,128,1,0,0,69,0,0,0,400,24,35,972,219,532.7951339394823,149.23051831422538,216.79760231341547,66.63349795454252,34.874542688657534,29.902745434168562
179,46,635,433,282,104,0,580,366,211,52,517,474,509,166,0,0,14,28,42,0,1,320,0,0,0,344,14,22,1043,166,703.6225761236402,197.36165896085038,58.39773455443045,25.463617410466913,26.9398598883874,32.82223594876147
180,44,752,410,226,68,0,695,350,153,16,479,495,526,175,0,0,6,9,102,0,0,323,0,0,0,299,23,51,1039,175,651.0936944216653,180.63288797191598,41.434410163086035,9.342170182180888,5.928831191959926,4.356650419620211
181,59,834,285,217,105,0,778,225,166,28,488,510,502,208,0,0,18,17,212,0,2,306,0,0,0,203,21,22,989,208,508.4596704975486,155.00314944212533,41.274850220006364,9.574225461495526,12.42528104964207,13.393764949427238
182,64,683,473,150,130,0,624,415,89,62,489,503,508,211,0,0,11,31,37,0,0,289,0,0,0,363,23,52,979,211,629.3173334079983,190.17063013624005,71.86861152110066,19.167433103194853,42.794112196683464,42.727617663146546
183,67,706,412,89,226,0,654,358,33,153,492,489,519,240,0,0,0,48,102,0,0,226,0,0,0,285,26,73,958,240,688.7130526902629,186.71889172892762,111.93072640332983,37.84241403277758,32.352948166330044,31.698843650970957
184,56,819,313,235,77,0,755,252,179,17,493,502,505,203,0,0,10,7,185,0,0,341,0,0,0,212,21,40,1000,203,550.3976943956834,165.31897917162422,34.21963186245271,9.010310613531926,15.492174872056564,21.14414166610225
185,66,254,481,353,346,1,192,420,306,293,497,457,546,207,0,0,30,138,0,0,1,74,0,1,0,371,25,49,1005,207,685.813276215019,192.9135102175579,238.46910199449482,62.4214633297165,13.17414250972181,8.04098070917572
186,62,86,504,432,416,0,31,439,371,353,501,507,492,202,0,0,55,158,16,0,0,20,0,0,0,396,22,43,992,202,603.3105102720467,163.50637419154313,218.14345035269875,44.82483039474848,17.98340351936772,14.10161142937888
187,56,837,286,227,94,0,781,230,167,45,504,471,525,208,0,0,13,19,181,0,2,329,0,0,0,189,27,41,1015,208,541.1865564943755,155.79182993040325,54.22573992937686,17.799455801656258,43.22720256001331,48.50107778225413
188,53,103,529,407,408,0,42,468,353,349,504,515,481,202,0,0,38,176,1,0,0,22,0,0,0,422,26,46,1010,202,548.2351646566055,162.17846327498614,265.04525954085716,53.527084740950315,17.141129161935638,15.026995310930905
189,61,509,365,325,240,1,452,306,264,169,474,487,539,175,0,0,29,44,114,0,1,238,0,1,0,272,26,34,1017,175,598.6619318155887,168.67824321255068,142.6759916208678,46.806343209197856,35.71688686367116,41.60135146499476
190,50,730,427,220,73,0,667,377,151,8,512,493,495,175,0,0,14,2,50,0,0,369,0,0,0,351,17,26,1028,175,578.735952009427,170.4730918142666,29.49899428574021,6.802675104428747,15.408196637741923,10.526608131002535
191,64,846,442,70,78,0,789,387,2,28,491,512,497,218,0,0,0,12,91,0,0,343,0,0,0,327,25,60,988,218,549.5670197081434,168.31126651228746,40.816170446571235,16.688642092429486,31.05627690046885,29.76171160616738
192,66,57,468,475,434,0,5,410,417,368,522,472,506,183,0,0,64,188,0,0,1,4,0,0,0,386,17,24,1017,183,692.9521464507758,187.33509016909352,350.94816948037624,79.8209011590053,45.08904215810378,47.51930033930525
193,65,711,418,217,89,0,640,370,152,31,529,470,501,201,0,0,9,15,26,0,6,348,0,0,0,342,27,28,992,201,674.5042927862045,193.96946761006987,34.86227142768713,8.516917687784895,37.01186922562867,37.71628272088091
194,69,467,481,222,261,0,413,426,164,201,464,503,533,224,0,0,19,96,6,0,9,121,0,0,0,395,19,31,980,224,621.5942088243996,169.848614510265,115.29721741698125,24.82737257176275,8.93528645569079,4.997181971829744
195,46,501,436,359,158,0,440,376,311,86,477,503,520,173,0,0,24,44,71,0,0,245,0,0,0,344,24,32,1040,173,581.2165494204511,168.25589873321252,103.40488779364806,40.29084629606051,34.01024889084227,30.931786102033744
196,64,373,540,94,429,0,326,468,28,368,499,525,476,258,0,0,0,165,1,0,0,15,0,0,0,419,24,49,932,258,783.9287725441574,191.92375573571076,242.63208951730513,72.75665374207831,36.952987190248884,34.615327793281125
197,55,665,435,232,113,0,596,374,165,46,510,480,510,177,0,0,10,21,51,0,0,327,0,0,0,333,19,41,1004,177,619.9265076970338,177.34549311984006,41.212135197574426,7.9932387597825505,61.79632670654177,57.657122946296695
198,72,681,430,72,245,0,622,368,26,191,490,492,518,269,0,0,1,84,63,0,0,175,0,0,0,331,18,37,938,269,521.0582927683232,147.84582336262667,139.39904016491857,33.23786608702576,29.99935887079874,32.74462317158978
199,67,635,513,64,221,0,581,454,9,171,486,498,516,196,0,0,0,80,7,0,0,188,0,0,0,403,28,51,1019,196,580.5675929719229,168.11509882483,107.64488790481091,32.680794208438115,33.13493188098473,31.89438562150797
200,59,695,246,196,304,0,629,179,139,253,503,490,507,243,0,0,13,5,250,0,0,338,0,0,0,155,18,24,957,243,739.9095454914806,196.85323613689485,85.76619942262899,11.850936937917389,68.19513024771437,49.65254372252451

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,11924.0,113695.0,85984.0,47392.0,41005.0,23.0,101662.0,73967.0,35476.0,29127.0,99174.0,98866.0,101960.0,40646.0,0.0,0.0,3642.0,13572.0,13454.0,0.0,287.0,44201.0,0.0,17.0,6.0,65522.0,4537.0,8445.0,199609.0,40646.0,122267.01840651342,34776.48198900626,23996.07070641633,6251.376227930207,5844.657920214103,5830.522971279697
Mean,59.62,568.48,429.92,236.96,205.03,0.12,508.31,369.83,177.38,145.63,495.87,494.33,509.80,203.23,0.00,0.00,18.21,67.86,67.27,0.00,1.44,221.00,0.00,0.09,0.03,327.61,22.68,42.23,998.04,203.23,611.34,173.88,119.98,31.26,29.22,29.15
Std,7.35,277.61,82.93,134.42,139.68,0.39,277.40,81.64,134.89,138.70,17.46,17.82,17.04,30.79,0.00,0.00,20.10,68.72,77.07,0.00,3.88,139.30,0.00,0.31,0.17,79.26,5.29,14.15,32.20,30.79,97.24,16.41,98.85,24.90,15.01,15.06
Min,33.0,57.0,122.0,50.0,58.0,0.0,5.0,74.0,0.0,1.0,449.0,456.0,461.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,53.0,10.0,12.0,916.0,138.0,353.36833450052734,120.356929783022,24.849327732929993,5.277621557974898,3.1000988349031644,2.0994033609313694
Max,82.0,995.0,540.0,504.0,464.0,2.0,930.0,478.0,447.0,394.0,540.0,550.0,559.0,289.0,0.0,0.0,77.0,195.0,339.0,0.0,28.0,394.0,0.0,2.0,1.0,427.0,43.0,73.0,1088.0,289.0,884.1035272719477,216.81888858427516,421.07082379198727,102.23901221914734,86.00423885522176,65.69445268217085
