Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,20
Parameter: tHigherSitL,40
Parameter: tLowerSitDB,20
Parameter: tHigherSitDB,40
Parameter: tLowerSitNB,20
Parameter: tHigherSitNB,40
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,DB_LowThreat_Series

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
105,511,68,162,703,56,437,2,114,636,0,505,481,514,195,0,0,1,0,0,0,300,0,21,321,96,79,16,35,994,195,8.87592595218724,7.057234475397446,156.42960041869242,44.36550772967468,83.9553131068093,78.5592578470289
106,683,323,358,75,61,626,254,300,12,5,516,482,502,154,0,0,0,3,0,0,297,8,51,384,240,92,158,208,1043,154,9.656446349286298,2.8452820144974162,210.1940279883279,52.5189053249973,180.52548022002284,141.44505187522245
107,951,84,321,83,61,905,16,255,25,1,498,499,503,175,0,0,0,1,0,0,306,9,167,552,267,100,105,155,1027,175,9.858228218755492,2.7704120873119233,214.8519716331463,56.94143206267835,14.685457013613686,4.031352339163719
108,644,141,108,539,68,585,75,48,486,2,509,486,505,132,0,0,1,0,9,0,375,6,7,434,146,3,26,45,1064,132,15.829506927342303,13.773063889796376,261.7234133085711,60.26959589415813,149.88140299983152,117.48599667759257
109,607,73,107,651,62,549,3,58,586,10,504,491,505,184,0,0,0,3,3,0,369,0,31,367,179,8,47,50,1022,184,7.632219313811924,8.960449348064953,194.76018310591314,54.511706519522434,68.63251187296102,33.940819358230335
110,696,72,430,246,56,625,6,370,183,4,500,495,505,156,0,0,0,0,0,0,273,2,128,403,156,115,213,255,1032,156,12.06521164164543,8.304898722120768,161.9313548637855,51.40296168325148,55.15530443715471,12.517011110092946
111,1054,67,268,56,55,986,4,204,3,1,520,492,488,271,0,0,0,1,0,0,329,0,271,528,328,62,95,142,927,271,8.448445360546497,2.490631082436292,126.43371921076313,39.87988319666945,1043.4807036579878,1253.2037491713907
112,647,70,160,561,62,590,14,96,515,11,486,533,481,158,0,0,2,1,5,0,389,5,14,417,170,45,28,51,1068,158,9.235307386227321,7.149871570027049,181.08112253782204,43.97641872421998,39.564379934213584,17.825416139062725
113,583,81,113,656,67,511,6,71,580,12,530,455,515,149,0,0,0,2,1,0,356,0,3,407,102,5,27,66,1031,149,20.425472777391796,14.132012486900468,235.06467142532284,60.202965456184494,417.14066301419757,570.8479383843559
114,795,73,267,306,59,736,19,213,242,0,507,505,488,51,0,0,0,0,0,0,343,11,8,463,266,68,115,145,1159,51,6.849414266679938,2.1491147561127133,244.2513873223911,65.0722070705563,871.9349361861551,728.6460651896235
115,376,153,632,275,64,325,83,572,227,0,479,530,491,108,0,0,2,0,0,0,215,7,21,272,53,214,320,358,1099,108,7.516004149529021,2.1429141442675603,196.11352432465134,57.33527460735877,41.74045922717117,33.67254467699146
116,685,129,119,500,67,624,62,62,454,5,488,480,532,129,0,0,1,4,1,0,397,20,6,452,169,1,28,61,1078,129,24.915268850646903,17.782231713622004,307.4634904854062,65.79057658716245,295.8258549464891,301.01679706847904
117,692,70,134,533,71,619,5,80,475,6,489,501,510,158,0,0,0,4,0,0,389,5,2,481,137,4,28,76,1027,158,27.041302440145493,16.443119662749215,247.83594081320032,64.17215475834914,211.05640364640993,154.79029490539702
118,665,79,132,556,68,599,12,80,487,16,464,516,520,144,0,0,0,0,3,0,373,3,23,432,152,47,16,33,1050,144,12.050225872024544,11.620103218173538,228.0544374512649,58.44177161721065,68.45506498787933,25.625884005998845
119,665,63,95,609,68,609,5,33,556,12,499,504,497,146,0,0,0,0,3,0,398,4,4,463,143,6,10,27,1069,146,11.91108261752347,9.522930016087015,223.9869731734949,60.765608173492666,57.982257228599586,23.49464344568786
120,605,357,117,352,69,546,294,55,288,1,461,491,548,176,0,0,0,1,2,0,377,1,0,411,135,7,14,48,1008,176,21.433739166308193,16.481088202184544,154.80227422552852,38.9810840464836,140.92121244164443,71.85188702036821
121,564,360,407,100,69,493,304,355,29,4,520,454,526,194,0,0,0,0,0,0,281,0,74,324,166,69,244,286,991,194,8.1820588132667,2.5702524973122918,123.59541334088944,35.643897612945764,69.19547934254014,35.056554250608535
122,959,62,316,96,67,896,15,265,24,16,496,509,495,169,0,0,0,1,0,0,357,10,143,591,212,53,183,212,1047,169,7.247127187131801,2.353221715025065,200.05457463944813,56.01399432477349,865.3982944026409,1020.9995369526738
123,1009,74,256,92,69,952,4,195,48,2,505,498,497,289,0,0,0,0,0,0,331,0,275,530,284,79,73,116,912,289,7.988510332851066,2.4039200397519873,136.9234343391339,36.76507272569699,35.9240188367993,19.73647649762497
124,891,73,112,357,67,832,12,49,296,5,494,503,503,231,0,0,0,3,0,0,399,0,144,602,86,1,18,48,963,231,18.137484229475266,16.283384043494323,158.96138186294894,40.801637526004825,62.571970350388845,31.568036327852163
125,965,62,322,80,71,905,3,265,12,0,487,475,538,205,0,0,0,0,0,0,293,3,203,535,237,80,142,185,980,205,13.297685559595692,9.588633152117112,139.80988058763336,38.50634430346888,381.25556168037434,367.0208311959288
126,958,66,271,142,63,896,6,220,86,2,495,506,499,244,0,0,0,0,1,0,310,0,222,517,277,86,88,134,966,244,8.723683489145348,2.4743495143242686,137.16966395491875,37.86162649406011,79.7464274326327,26.4470373917298
127,582,52,250,551,65,520,0,188,493,4,511,474,515,107,0,0,4,0,1,0,374,0,0,430,90,0,169,188,1098,107,17.089882877395212,13.374775782222306,144.7922081526816,38.86348899121155,111.78612450948143,122.0109338225844
128,776,144,125,395,60,712,80,70,332,9,515,489,496,131,0,0,0,1,1,0,379,4,8,492,217,21,27,49,1072,131,13.076461399070482,12.158853343756066,207.24325413417932,50.35436573093304,124.07885782123243,48.18390258034676
129,1115,85,152,83,65,1044,35,79,30,12,523,509,468,215,0,0,0,3,0,0,417,24,179,657,311,0,54,79,985,215,18.406565860068902,15.228175999873164,310.78666611253493,66.44626003418225,57.10691603922617,27.99362496831966
130,750,87,143,454,66,680,29,88,392,3,501,487,512,123,0,0,0,0,1,0,367,19,7,470,207,15,41,73,1069,123,22.232333633259255,15.927817479303581,341.83743093969815,77.67426232203358,159.66784210490934,142.66399547107977
131,858,176,331,69,66,800,124,269,5,0,500,442,558,181,0,0,0,0,0,0,286,7,116,507,231,66,162,203,1017,181,8.811652022725607,2.7646297906365898,181.30629414261466,54.55818150801834,605.6614845625337,798.6715548978444
132,822,412,132,68,66,763,341,60,5,16,476,493,531,287,0,0,0,4,0,0,367,14,149,425,338,0,23,60,898,287,18.71432559107926,12.38199435308194,229.77047477011934,52.29511845146191,36.697093633821645,21.887185998865046
133,773,64,190,411,62,700,14,123,356,4,458,490,552,160,0,0,3,4,0,0,394,5,104,451,235,0,92,123,1037,160,12.4670897884631,9.658424362126262,200.81086317128296,56.862502997327645,112.87728122210443,56.92274809167289
134,848,53,292,235,72,784,4,233,167,0,504,511,485,228,0,0,0,0,0,0,346,0,201,462,240,52,144,181,960,228,7.4461421344935985,2.2376074366502094,144.1558449909301,41.994093650777195,56.54684247482112,24.010711418272404
135,766,75,197,395,67,704,26,156,330,1,496,486,518,109,0,0,4,0,0,0,344,22,31,421,280,49,85,107,1108,109,11.721760858132464,10.498287355034122,343.52562561245674,79.27014344159386,126.26680744542675,68.0783304949331
136,982,57,333,58,70,925,0,263,0,0,497,493,510,245,0,0,0,0,0,0,290,0,244,520,273,92,127,171,943,245,9.934383663481297,2.899504192542077,109.87059830998348,33.078034202479685,692.0679026316757,1029.8144396142407
137,449,65,128,796,62,397,5,73,723,4,497,491,512,165,0,0,2,4,1,0,396,1,1,323,73,0,52,73,1037,165,12.31333430578183,11.968406502625301,171.44413371619558,48.584968555058836,64.78258393087921,66.38214134359018
138,900,70,131,338,61,843,1,73,286,2,455,519,526,207,0,0,0,0,0,0,419,0,144,626,73,7,19,66,998,207,19.262964501960944,12.599044132869807,164.36931688454484,42.88533784072452,815.093107034584,667.9362066800925
139,633,395,115,281,76,569,329,72,224,12,467,507,526,233,0,0,0,5,2,0,391,12,43,414,146,12,17,60,973,233,22.105045372322266,15.979722450994059,245.3695457827701,58.60423494779398,118.41489171167318,105.4365140217718
140,645,321,350,110,74,585,271,286,51,6,472,481,547,190,0,0,0,2,0,0,309,0,97,361,220,88,152,198,1009,190,8.274411439048892,2.232581281025673,101.10768974666799,31.171226811753808,37.259265530284544,12.30399859758792
141,948,103,328,52,69,894,40,262,10,0,498,504,498,242,0,0,0,0,0,0,323,1,225,520,263,86,128,176,964,242,9.736286137463322,2.7363045859531168,195.77514165260914,60.277347466302416,72.07692093549122,33.36513466974278
142,835,233,139,229,64,791,166,85,157,4,494,475,531,161,0,0,2,4,0,0,328,14,76,420,366,39,19,46,1042,161,19.113760929096518,14.763994781509531,256.0724339472516,64.47710636820156,131.21379366154636,54.25978266437416
143,716,402,107,213,62,651,332,62,163,0,473,523,504,166,0,0,0,0,0,0,402,4,1,467,184,12,26,50,1042,166,15.713381416929456,13.724593552242569,186.5889727136381,45.562960070105476,42931.30498454232,69500.71731555993
144,905,73,130,338,54,837,3,57,288,0,495,494,511,103,0,0,0,0,0,0,380,1,62,582,196,0,19,57,1082,103,26.357044716971455,17.03409742631879,183.69464795828665,53.7392888725831,35.80479864614449,16.468802892492505
145,721,355,109,249,66,652,296,55,191,12,503,520,477,257,0,0,0,6,3,0,408,9,58,457,189,5,14,50,949,257,27.72355471437287,20.240708208088005,258.29217772786876,59.09048766040539,1229.3394398652836,1981.7778395404139
146,599,138,134,573,56,529,81,78,507,4,501,515,484,174,0,0,0,1,0,0,407,1,2,450,77,6,34,72,1025,174,18.781836072425058,12.070613163626037,209.7692336857179,59.027420583519955,166.10671088517844,98.82365363667543
147,909,57,376,90,68,854,1,313,30,3,494,491,515,200,0,0,0,0,0,0,320,1,196,533,213,83,183,230,1001,200,9.118922676384674,2.545456018473706,144.2384828710108,43.88956339337843,56.391400060698665,30.073313290177833
148,767,106,103,466,58,699,48,42,407,10,493,500,507,216,0,0,0,1,1,0,404,2,10,457,235,0,17,42,990,216,13.789814855223982,12.295530969043867,152.60981258104945,43.5612865119294,64.51454805955824,23.622806272788026
149,761,99,129,436,75,697,45,70,379,11,489,516,495,113,0,0,0,5,3,0,421,3,2,550,146,2,24,68,1089,113,25.68733321578005,16.40624313468709,180.97332525660272,45.44966657361605,366.64059808887464,390.5450157857817
150,898,354,106,76,66,852,284,41,22,12,485,506,509,222,0,0,0,3,0,0,415,11,97,520,323,0,22,41,989,222,17.563558973991533,14.475653439578828,245.92849163287784,59.67439004763992,51.27652206370952,34.06636127307634
151,927,284,111,110,68,870,230,51,53,0,510,476,514,165,0,0,1,0,1,0,384,17,73,497,370,0,24,51,1039,165,17.90634164368539,12.943645579263869,297.59050722284945,70.40121678366924,131.5493424251493,73.82398281648788
152,863,88,310,172,67,813,25,242,106,3,473,501,526,196,0,0,0,1,0,0,327,6,162,504,231,74,125,168,993,196,8.335017392455452,2.599299527188907,171.5850564311158,50.74597306473438,310.7769832984427,70.09064813367063
153,781,201,93,359,66,721,134,41,296,6,526,480,494,213,0,0,0,3,1,0,375,0,78,446,253,9,11,32,985,213,16.39911759892803,13.983358844774386,119.5785475219762,27.295180009620605,976.8673898031396,1038.2904877524816
154,1188,62,95,98,57,1127,10,34,39,0,489,478,533,279,0,0,0,0,0,0,370,2,274,667,365,0,12,34,931,279,20.06536292098327,17.8967013616607,168.42049683112177,50.42298219291902,50.323932100322324,35.930211765561104
155,983,105,164,183,65,918,47,106,119,9,498,485,517,169,0,0,0,3,0,0,387,19,106,600,298,0,67,106,1030,169,22.917904833344597,17.163423252721405,308.12301219501836,69.29821570589529,47.95633399936055,25.230710934482854
156,829,259,90,257,65,776,181,41,190,6,485,546,469,175,0,0,0,1,1,0,431,19,86,493,283,3,14,38,1019,175,10.340616979854513,10.476054289790861,338.3355617517579,70.84793217484675,144.65606651589022,98.48372120626652
157,452,237,580,163,68,407,196,521,93,1,485,517,498,116,0,0,1,0,2,0,252,6,21,329,70,168,308,353,1102,116,8.0409131235696,2.2883840833729034,152.1182821895759,47.469547355971365,20.3076494685755,5.405059745704283
158,629,312,106,386,67,566,253,45,317,5,484,535,481,189,0,0,0,4,4,0,426,20,2,428,137,6,13,39,997,189,16.74296600238317,11.354911144272464,308.0360844761948,70.18869622517306,131.78929428826834,78.45946809149618
159,597,78,118,639,68,545,8,52,592,6,511,504,485,183,0,0,0,2,0,0,400,5,20,402,137,6,16,46,1020,183,25.12501955056768,18.007719589534556,199.24776292001752,44.99893159223859,114.43462818376541,69.21675110975046
160,674,72,337,352,65,605,16,272,283,0,482,507,511,129,0,0,0,0,0,0,317,12,58,401,198,73,169,199,1047,129,10.646973644949464,5.9800206404326275,236.46423871524027,59.48195741545973,106.30108100337266,44.526420566006344
161,579,265,451,141,64,527,190,391,100,3,494,498,508,148,0,0,0,2,2,0,301,4,75,366,156,101,243,290,1063,148,10.375359542912525,2.966125063866898,195.39756547361452,51.67538307221707,56.45276684595185,25.38746119828736
162,869,324,113,137,57,812,240,61,81,1,488,513,499,249,0,0,0,0,0,0,407,0,154,473,339,0,24,61,946,249,19.029313845390543,14.680129507371344,274.4542750435519,59.26994660572718,35.696450760540046,15.859786871221358
163,709,317,133,275,66,640,260,77,210,0,474,514,512,222,0,0,3,0,0,0,359,14,80,400,236,41,25,36,965,222,4.009774845024974,1.7566900818804891,260.81645191030833,64.97749575631363,389.5838934890431,386.3782572305325
164,578,59,108,695,60,526,0,39,631,8,491,509,500,152,0,0,2,0,8,0,396,0,13,421,92,0,23,39,1052,152,11.15269045014724,8.239977797353962,138.50177052910806,43.73632652697633,55.38044673863956,28.568317420390844
165,583,52,203,597,65,533,0,136,532,5,511,492,497,166,0,0,3,2,0,0,342,0,19,352,175,70,51,66,1040,166,8.954994036441596,7.635398588003069,123.26344693634641,38.53235685928799,99.45100946165729,47.05440653464763
166,816,76,397,149,62,760,13,346,81,1,500,480,520,182,0,0,0,0,0,0,305,6,130,502,178,74,231,272,1019,182,8.355197900867358,2.474963526492877,156.80560424260574,50.04416546098363,298.01345650783685,64.05324302991524
167,1001,93,277,68,61,954,29,228,4,0,471,532,497,216,0,0,0,0,0,0,338,25,200,604,264,86,92,142,999,216,8.427411087529752,2.355691683269916,266.2487771471271,64.34527330908189,13.596876193427544,6.734832806445759
168,874,129,329,101,67,812,75,273,41,4,487,497,516,148,0,0,0,0,0,0,298,10,113,490,260,88,134,185,1057,148,7.467629209480473,2.329014109484131,201.65245871031982,58.27680001350959,44.51958739545228,39.24926673014912
169,747,135,210,341,67,691,56,163,278,0,493,496,511,94,0,0,5,0,2,0,395,8,31,476,214,1,142,162,1094,94,9.647492240824208,8.224254946850134,262.47235140554307,62.54313077023496,180.9722390166114,105.61036184915132
170,917,232,217,68,66,854,175,152,4,3,464,531,505,230,0,0,0,1,0,0,350,9,140,492,289,64,72,88,958,230,7.2070246930160815,2.3731448358186666,180.86397143882382,48.20878409511807,3297.509236551031,3006.4043330849986
171,658,76,97,608,61,589,12,40,565,3,498,488,514,215,0,0,0,2,0,0,384,0,3,453,135,3,15,37,994,215,12.41911745602873,10.01020706636938,150.9015658149604,43.67069208713108,142.87506896275525,96.09084138196596
172,532,75,276,556,61,482,6,230,495,6,503,486,511,93,0,0,4,2,2,0,351,3,8,404,70,42,168,188,1126,93,10.205401751271184,7.979409206204907,219.74578183398083,58.225078909724324,102.40111271666922,94.44982981447393
173,668,76,136,549,71,606,15,65,499,16,483,520,497,188,0,0,0,0,4,0,382,12,5,495,109,15,25,50,1013,188,13.36652384355724,10.258075374420224,219.56552936435384,48.87706882745684,79.35590646008275,39.64147957708197
174,844,75,150,381,50,793,12,96,300,3,474,495,531,159,0,0,5,0,0,0,404,3,114,482,266,1,93,95,1045,159,3.295125589329052,1.4402356981178843,169.72511679298105,46.23922757240715,117.95072668547252,69.75685874629038
175,781,148,262,243,66,723,92,201,184,5,484,497,519,162,0,0,0,0,0,0,339,23,70,557,98,72,89,129,1043,162,8.879393701511122,2.2669770146526766,253.03250235823455,66.87522897381768,2240.6290572075973,1906.8468788932416
176,566,407,240,221,66,509,337,178,164,2,509,477,514,178,0,0,0,2,2,0,335,7,2,382,126,35,119,143,1012,178,17.32885029421414,15.974135461186696,225.65559689072876,58.488808372667826,94.42190594605864,55.7699373524354
177,343,89,627,368,73,294,31,566,306,1,476,476,548,101,0,0,0,0,0,0,229,9,4,279,14,150,359,416,1097,101,9.826142205909997,2.6291149280744754,176.50435672739007,47.28051238544282,25.76814700925117,9.986044944323757
178,827,59,271,274,69,744,4,213,211,15,496,444,560,209,0,0,0,5,0,0,280,4,154,509,132,71,106,142,978,209,8.044694810410663,2.4340557364244018,186.72022811343777,51.189047216882074,374.41736656114847,261.27603584629446
179,416,55,113,851,65,358,6,46,788,0,485,522,493,223,0,0,0,0,0,0,439,4,3,258,97,0,20,46,975,223,20.33977393213691,16.352892035075307,201.79086491106543,56.16049879015267,120.98796181270424,95.98905100183184
180,887,391,94,61,67,824,339,39,0,4,482,507,511,229,0,0,0,0,0,0,410,9,92,463,361,0,12,39,977,229,18.89660936604923,13.008196234345638,255.1872485059898,64.3044957160599,76.464738162973,46.55614794852423
181,708,287,99,342,64,651,221,60,281,9,519,468,513,180,0,0,0,4,3,0,369,9,2,465,185,5,17,55,1042,180,17.607065241805888,13.223036181839664,245.6854608119961,58.18844815354792,93.49396986124253,63.07438812083902
182,545,72,174,642,67,480,13,118,581,3,485,489,526,129,0,0,0,0,0,0,319,6,0,366,114,60,32,58,1066,129,13.414082324263623,10.150740719470885,205.66280071301856,57.39392262574234,272.8523499531334,187.22473930497418
183,1184,64,107,83,62,1121,8,53,16,0,484,490,526,249,0,0,0,0,0,0,395,4,248,659,356,1,26,52,949,249,12.94860612137277,10.966829602801736,214.8638970757286,53.92719435964625,53.612654575288374,33.254830304903756
184,720,85,250,365,80,666,26,194,302,0,480,526,494,79,0,0,2,0,0,0,384,17,7,486,177,40,138,154,1109,79,6.930407426304265,6.46521588671844,289.1986165458558,64.37637078789172,215.2899920782001,144.02993807295965
185,381,241,636,181,61,330,182,574,125,7,467,526,507,112,0,0,0,3,0,0,234,8,11,289,32,198,332,376,1106,112,8.786092442722198,2.5337061781669363,180.4356215222782,57.51752558529967,15.744925287962378,3.276883464552787
186,829,175,128,308,60,767,100,70,249,3,491,470,539,219,0,0,2,0,2,0,353,10,107,400,341,21,34,49,970,219,12.815003651140971,11.206922586837623,267.81373333911284,68.01729780169528,96.14085394487812,65.19367746600751
187,674,353,336,70,67,604,297,282,8,5,478,519,503,195,0,0,0,2,0,0,347,2,88,407,188,67,182,215,1001,195,6.687136263943344,2.1123875656341475,143.7993927026263,44.12725873659562,49.45309527383652,25.779813226480265
188,632,62,210,531,65,572,0,140,472,14,534,497,469,134,0,0,2,1,0,0,401,0,2,433,137,0,121,140,1064,134,15.637313490163352,11.450430521097019,195.64882251680245,52.99510518108118,75.1786431200158,61.63436538451219
189,565,258,454,158,65,509,210,393,90,8,504,506,490,146,0,0,0,0,0,0,297,2,51,372,136,125,223,268,1064,146,9.00167055429823,2.5482290485893446,193.9132708228394,58.279360014439796,414.3194962021466,509.8833591753479
190,674,78,210,467,71,611,19,152,403,1,504,487,509,43,0,0,2,1,0,0,348,19,2,443,167,32,92,120,1143,43,12.006896886807825,9.175068080603204,345.4997518754296,79.9765498938697,78.2356671624908,35.2756299990445
191,535,111,174,612,68,477,44,116,564,5,486,482,532,158,0,0,0,4,5,0,342,20,13,334,134,45,33,71,1048,158,12.259730340189074,8.051185189934277,311.7048105528623,74.68674081469527,126.94135985425467,89.56179165969415
192,717,346,322,71,44,652,284,272,11,0,494,494,512,205,0,0,0,0,0,0,331,1,114,396,246,80,143,192,1014,205,8.716226687780601,2.2421739202365023,136.1749879891814,43.351074772166456,34.292541175247734,17.402685280487237
193,722,79,120,514,65,654,23,76,448,11,511,474,515,123,0,0,1,0,3,0,381,11,2,462,192,7,33,69,1089,123,13.413851583992765,9.90643935341052,289.1737723564035,68.35545047290773,128.91874423471188,65.84407317565083
194,754,213,354,120,59,686,135,300,60,4,503,488,509,171,0,0,0,0,0,0,303,18,81,482,158,77,187,223,1014,171,7.917907272947463,2.4730782481397586,230.5062325419772,51.92543065231048,327.6094886755767,377.55260700040543
195,820,261,114,236,69,765,194,57,178,1,502,504,494,178,0,0,1,0,0,0,383,6,76,443,322,1,25,56,1017,178,20.627262851153613,16.803129972917624,234.8575753591907,60.59334242588032,82.46281787209874,55.796939511481995
196,478,56,567,331,68,409,2,505,274,7,523,478,499,156,0,0,0,1,0,0,240,2,13,346,50,129,337,376,1041,156,7.674195603652028,2.0696133270135557,128.60770050103199,39.01316153797967,60.87407661342885,19.19957027339144
197,590,375,117,356,62,538,308,46,306,3,481,483,536,184,0,0,0,0,9,0,361,0,14,428,96,18,10,28,1017,184,18.23110743328203,13.62014075311637,149.0400520591631,37.544660380727535,67.62935142588202,47.85431670557576
198,711,356,309,64,60,661,300,246,3,0,492,492,516,226,0,0,0,0,0,0,309,1,114,379,282,99,105,147,984,226,9.236095519498647,2.714115565201352,180.94606053928666,54.85389025114012,54.19981474013269,50.024364422546476
199,415,73,539,405,68,366,11,476,343,6,467,529,504,60,0,0,0,3,4,0,281,3,4,343,19,143,288,333,1142,60,8.961798023692035,2.6827099381338213,167.5705050690533,51.15564849697748,19.2246236073266,6.828910877938712
200,986,53,285,114,62,913,0,229,53,8,477,479,544,227,0,0,0,0,0,0,318,0,206,576,225,68,108,161,976,227,9.54890344301133,2.6706712247410733,119.17223588245422,39.4402108890533,149.1313230531845,131.41391061522623

Statistic,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical,l_loss_mean,l_loss_ci95,db_loss_mean,db_loss_ci95,nb_loss_mean,nb_loss_ci95
Total,144658.0,29749.0,48450.0,64127.0,13016.0,132687.0,17637.0,36620.0,52159.0,981.0,98735.0,99311.0,101954.0,35248.0,0.0,0.0,93.0,266.0,178.0,0.0,68976.0,1383.0,14854.0,89141.0,37590.0,10400.0,19896.0,26220.0,204836.0,35248.0,2543.8398465026153,1672.630559862191,41150.07122864053,10647.780943252434,1873249.1464733146,3586957.721280509
Mean,723.29,148.75,242.25,320.63,65.08,663.43,88.19,183.10,260.80,4.91,493.68,496.56,509.77,176.24,0.00,0.00,0.47,1.33,0.89,0.00,344.88,6.92,74.27,445.70,187.95,52.00,99.48,131.10,1024.18,176.24,12.72,8.36,205.75,53.24,9366.25,17934.79
Std,182.70,110.63,143.22,206.33,5.93,182.06,109.13,141.79,205.73,4.89,17.24,17.77,18.40,49.88,0.00,0.00,1.03,1.91,1.66,0.00,52.58,7.52,72.80,90.53,91.60,51.37,91.04,97.76,51.44,49.88,5.26,5.44,64.75,11.92,121212.83,237481.91
Min,343.0,42.0,77.0,51.0,44.0,294.0,0.0,30.0,0.0,0.0,453.0,442.0,467.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,249.0,14.0,0.0,8.0,10.0,866.0,43.0,3.295125589329052,1.4402356981178843,92.17366487433408,26.53449426126498,13.596876193427544,3.276883464552787
Max,1188.0,412.0,639.0,851.0,80.0,1127.0,341.0,583.0,788.0,22.0,544.0,546.0,560.0,338.0,0.0,0.0,5.0,10.0,9.0,0.0,439.0,31.0,275.0,667.0,378.0,214.0,359.0,416.0,1159.0,338.0,27.72355471437287,20.240708208088005,410.4278092795473,85.0574089868649,1717543.501411677,3365697.911318393
