source_file,source_path,condition,role,run,adaptive_count,maladaptive_count,total_complex_behaviors,adaptive_pct,maladaptive_pct
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,104,1579,293,1872,84.3482905982906,15.651709401709402
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,105,1349,559,1908,70.70230607966457,29.297693920335433
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,106,1506,442,1948,77.31006160164272,22.68993839835729
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,107,1372,496,1868,73.44753747323341,26.552462526766597
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,108,1441,496,1937,74.39339184305628,25.60660815694373
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,109,1519,459,1978,76.79474216380183,23.20525783619818
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,110,1213,462,1675,72.41791044776119,27.582089552238802
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,111,1741,210,1951,89.23628908252178,10.763710917478218
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,112,1476,417,1893,77.97147385103011,22.028526148969892
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,113,1485,234,1719,86.38743455497382,13.612565445026178
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,114,1719,244,1963,87.57004584819154,12.429954151808456
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,115,1494,407,1901,78.59021567596002,21.40978432403998
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,116,1688,270,1958,86.21041879468847,13.789581205311544
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,117,1724,214,1938,88.95768833849328,11.042311661506709
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,118,1684,248,1932,87.16356107660455,12.836438923395447
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,119,1628,280,1908,85.32494758909853,14.675052410901468
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,120,1653,353,2006,82.40279162512462,17.597208374875372
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,121,1682,213,1895,88.75989445910291,11.240105540897098
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,122,1425,514,1939,73.4914904589995,26.508509541000514
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,123,1389,543,1932,71.8944099378882,28.1055900621118
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,124,1726,220,1946,88.69475847893115,11.30524152106886
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,125,1631,292,1923,84.81539261570464,15.18460738429537
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,126,1503,486,1989,75.56561085972851,24.43438914027149
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,127,1689,246,1935,87.28682170542635,12.713178294573643
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,128,1548,326,1874,82.60405549626468,17.395944503735326
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,129,1539,442,1981,77.68803634528017,22.31196365471984
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,130,1709,250,1959,87.23838693210821,12.76161306789178
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,131,1426,538,1964,72.60692464358452,27.39307535641548
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,132,1432,460,1892,75.68710359408034,24.312896405919663
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,133,1543,368,1911,80.74306645735217,19.25693354264783
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,134,1486,437,1923,77.27509100364016,22.724908996359854
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,135,1215,640,1855,65.49865229110512,34.50134770889488
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,136,1605,293,1898,84.5626975763962,15.437302423603793
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,137,1542,324,1866,82.63665594855306,17.363344051446948
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,138,1799,185,1984,90.67540322580645,9.324596774193548
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,139,1454,472,1926,75.4932502596054,24.5067497403946
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,140,1599,295,1894,84.42449841605068,15.575501583949315
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,141,1446,497,1943,74.42099845599589,25.579001544004115
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,142,1560,289,1849,84.36992969172525,15.630070308274743
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,143,1631,357,1988,82.04225352112677,17.95774647887324
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,144,1560,387,1947,80.12326656394453,19.876733436055467
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,145,1568,388,1956,80.16359918200409,19.836400817995912
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,146,1611,212,1823,88.37081733406474,11.629182665935272
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,147,1371,437,1808,75.82964601769912,24.170353982300885
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,148,1621,237,1858,87.2443487621098,12.755651237890204
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,149,1668,298,1966,84.84231943031536,15.15768056968464
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,150,1498,452,1950,76.82051282051282,23.17948717948718
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,151,1381,275,1656,83.39371980676329,16.606280193236714
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,152,1713,223,1936,88.48140495867769,11.518595041322314
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,153,1687,181,1868,90.31049250535332,9.68950749464668
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,154,1543,423,1966,78.48423194303153,21.515768056968465
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,155,1563,359,1922,81.32154006243496,18.678459937565037
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,156,1631,307,1938,84.15892672858617,15.841073271413828
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,157,1655,233,1888,87.65889830508475,12.341101694915254
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,158,1511,380,1891,79.90481226864094,20.09518773135907
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,159,1542,355,1897,81.2862414338429,18.71375856615709
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,160,1480,486,1966,75.27975584944049,24.720244150559513
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,161,1432,434,1866,76.7416934619507,23.258306538049304
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,162,1680,241,1921,87.45445080687142,12.54554919312858
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,163,1601,310,1911,83.77812663526949,16.221873364730506
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,164,1360,320,1680,80.95238095238095,19.047619047619047
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,165,1716,242,1958,87.64044943820225,12.359550561797752
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,166,1400,292,1692,82.74231678486997,17.257683215130022
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,167,1666,268,1934,86.1427094105481,13.857290589451912
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,168,1638,236,1874,87.40661686232657,12.593383137673426
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,169,1581,302,1883,83.96176314391927,16.038236856080722
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,170,1300,401,1701,76.42563198118754,23.574368018812464
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,171,1577,328,1905,82.78215223097114,17.21784776902887
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,172,1604,342,1946,82.42548818088386,17.574511819116136
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,173,1664,294,1958,84.98467824310521,15.015321756894789
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,174,1557,420,1977,78.7556904400607,21.2443095599393
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,175,1673,279,1952,85.70696721311475,14.293032786885245
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,176,1663,266,1929,86.21047174701918,13.789528252980817
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,177,1498,272,1770,84.63276836158192,15.36723163841808
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,178,1438,454,1892,76.00422832980972,23.995771670190276
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,179,1739,192,1931,90.05696530295184,9.943034697048162
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,180,1298,562,1860,69.78494623655914,30.215053763440856
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,181,1647,269,1916,85.96033402922755,14.039665970772441
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,182,1615,295,1910,84.55497382198953,15.44502617801047
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,183,1713,256,1969,86.99847638395124,13.001523616048754
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,184,1142,543,1685,67.77448071216618,32.225519287833826
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,185,1623,381,2004,80.98802395209582,19.01197604790419
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,186,1396,562,1958,71.29724208375893,28.70275791624106
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,187,1545,309,1854,83.33333333333334,16.666666666666664
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,188,1653,240,1893,87.3217115689382,12.678288431061807
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,189,1472,475,1947,75.6034925526451,24.396507447354903
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,190,1402,510,1912,73.32635983263597,26.673640167364017
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,191,1486,445,1931,76.95494562402901,23.045054375971
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,192,1472,495,1967,74.83477376715811,25.165226232841892
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,193,1472,466,1938,75.9545923632611,24.045407636738904
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,194,1673,245,1918,87.22627737226277,12.773722627737227
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,195,1684,285,1969,85.52564753682073,14.47435246317928
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,196,1595,306,1901,83.90320883745397,16.09679116254603
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,197,1524,276,1800,84.66666666666667,15.333333333333332
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,198,1667,317,1984,84.02217741935483,15.977822580645162
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,199,1475,407,1882,78.37407013815091,21.625929861849098
multiple_runs_NB_LowThreat_2_20260407_130133.csv,multiple_runs_NB_LowThreat_2_20260407_130133.csv,No ACE,NB,200,1736,205,1941,89.43843379701185,10.56156620298815
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,1,1508,366,1874,80.46958377801494,19.530416221985057
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,2,1711,172,1883,90.8656399362719,9.134360063728094
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,3,1365,430,1795,76.04456824512535,23.955431754874652
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,4,1596,299,1895,84.22163588390501,15.778364116094986
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,5,1519,368,1887,80.49814520402757,19.50185479597244
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,6,1490,474,1964,75.86558044806517,24.134419551934826
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,7,1559,357,1916,81.36743215031316,18.632567849686847
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,8,1735,212,1947,89.11145351823318,10.888546481766822
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,9,1404,471,1875,74.88,25.119999999999997
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,10,1572,321,1893,83.04278922345483,16.957210776545168
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,11,1265,594,1859,68.04733727810651,31.952662721893493
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,12,1675,268,1943,86.20689655172413,13.793103448275861
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,13,1387,533,1920,72.23958333333333,27.760416666666664
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,14,1386,564,1950,71.07692307692308,28.923076923076923
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,15,1639,301,1940,84.48453608247422,15.515463917525773
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,16,1431,492,1923,74.41497659906396,25.585023400936034
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,17,1458,451,1909,76.37506547930853,23.62493452069146
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,18,1616,348,1964,82.28105906313645,17.718940936863543
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,19,1690,266,1956,86.40081799591002,13.599182004089979
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,20,1658,199,1857,89.28379106085083,10.716208939149166
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,21,1581,343,1924,82.17255717255718,17.827442827442827
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,22,1370,476,1846,74.21451787648971,25.785482123510295
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,23,1606,288,1894,84.79408658922914,15.205913410770854
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,24,1580,362,1942,81.35942327497425,18.640576725025745
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,25,1720,278,1998,86.08608608608608,13.913913913913914
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,26,1751,231,1982,88.34510595358223,11.65489404641776
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,27,1415,520,1935,73.1266149870801,26.873385012919897
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,28,1630,284,1914,85.16196447230931,14.8380355276907
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,29,1616,238,1854,87.16289104638619,12.837108953613807
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,30,1554,381,1935,80.31007751937985,19.689922480620154
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,31,1549,442,1991,77.80010045203414,22.199899547965845
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,32,1709,265,1974,86.57548125633232,13.42451874366768
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,33,1558,386,1944,80.1440329218107,19.855967078189302
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,34,1719,236,1955,87.92838874680307,12.07161125319693
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,35,1631,370,2001,81.50924537731134,18.490754622688655
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,36,1595,326,1921,83.02967204580948,16.970327954190527
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,37,1540,424,1964,78.41140529531569,21.58859470468432
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,38,1498,409,1907,78.55270057682223,21.447299423177764
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,39,1713,220,1933,88.61872736678737,11.381272633212623
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,40,1430,363,1793,79.75460122699386,20.245398773006134
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,41,1504,487,1991,75.53992968357609,24.460070316423906
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,42,1422,491,1913,74.33350757971772,25.666492420282278
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,43,1663,210,1873,88.78804057661506,11.211959423384945
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,44,1332,560,1892,70.40169133192389,29.59830866807611
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,45,1558,339,1897,82.12967843964154,17.87032156035846
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,46,1471,418,1889,77.87188988883007,22.12811011116993
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,47,1614,326,1940,83.1958762886598,16.804123711340207
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,48,1175,483,1658,70.86851628468034,29.13148371531966
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,49,1634,293,1927,84.79501816294758,15.204981837052415
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,50,1679,244,1923,87.31149245969839,12.688507540301613
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,51,1559,297,1856,83.9978448275862,16.002155172413794
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,52,1693,189,1882,89.95749202975558,10.042507970244422
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,53,1585,378,1963,80.74375955170657,19.25624044829343
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,54,1698,243,1941,87.4806800618238,12.5193199381762
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,55,1619,352,1971,82.14104515474378,17.858954845256214
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,56,1389,496,1885,73.6870026525199,26.312997347480106
multiple_runs_NB_ModerateThreat_20260407_220003.csv,multiple_runs_NB_ModerateThreat_20260407_220003.csv,Moderate,NB,57,1539,238,1777,86.60664040517726,13.393359594822735
